ticker,ISRB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-03-01,-6.6667
2013-05-08,-25.0
2013-05-09,4.7619
2013-05-10,-4.5455
2013-05-13,-0.1905
2013-05-14,-4.5802
2013-05-15,5.0
2013-05-16,0.9524
2013-05-21,-1.8868
2013-05-23,-3.8462
2013-05-31,0.0
2013-06-05,0.0
2013-06-06,0.0
2013-06-10,-58.0
2013-06-11,90.4762
2013-06-12,50.0
2013-06-17,0.0
2013-06-18,4.1667
2013-06-19,20.0
2013-06-20,-6.6667
2013-06-27,-14.2857
2013-06-28,16.6667
2013-07-01,0.0
2013-07-03,-10.0
2013-07-10,0.0
2013-07-16,-12.6984
2013-07-23,0.0
2013-07-26,0.0
2013-07-29,8.1818
2013-08-12,0.0
2013-08-15,-33.6134
2013-08-19,47.8481
2013-08-20,-32.363
2013-08-27,0.0
2013-08-30,20.2532
2013-09-03,-16.8421
2013-09-05,0.0
2013-09-13,-49.3671
2013-09-16,-42.0
2013-09-17,65.5172
2013-09-18,0.0
2013-09-24,-40.625
2013-09-25,-55.2632
2013-09-26,0.0245
2013-09-27,11.7373
2013-09-30,80.7018
2013-10-03,-19.4175
2013-10-04,1.2048
2013-10-07,-39.1518
2013-10-08,4.6711
2013-10-09,-2.8037
2013-10-10,3.8462
2013-10-11,-1.8519
2013-10-14,0.0
2013-10-15,7.5472
2013-10-16,-8.7719
2013-10-17,3.8462
2013-10-18,1.875
2013-10-21,-0.0227
2013-10-22,-7.2727
2013-10-24,7.8431
2013-10-25,-7.2727
2013-10-28,-31.3725
2013-10-29,0.0
2013-10-30,157.1429
2013-10-31,22.2222
2013-11-01,-53.6364
2013-11-04,3.9215999999999998
2013-11-05,-1.8868
2013-11-06,0.0
2013-11-07,-19.2308
2013-11-08,0.0
2013-11-11,0.0
2013-11-12,0.0
2013-11-13,0.0
2013-11-15,-23.8095
2013-11-18,28.125
2013-11-19,-14.6341
2013-11-20,0.0
2013-11-21,0.0
2013-11-22,0.0
2013-11-26,0.0
2013-11-27,-14.2857
2013-11-29,0.0
2013-12-02,0.0
2013-12-03,0.0
2013-12-04,0.0
2013-12-05,0.0
2013-12-06,0.0
2013-12-09,-33.3333
2013-12-13,40.0
2013-12-16,0.0
2013-12-17,-28.5714
2013-12-18,0.0
2013-12-19,0.0
2013-12-20,60.0
2013-12-23,40.625
2013-12-24,13.3333
2013-12-26,-21.5686
2013-12-27,2.5
2013-12-30,73.1707
2013-12-31,-5.6338
2014-01-02,347.7612
2014-01-03,-66.6667
2014-01-06,12.0
2014-01-08,-10.7143
2014-01-09,-15.0
2014-01-14,-29.4118
2014-01-15,-50.0
2014-01-28,100.0
2014-02-07,-65.0
2014-03-26,323.8095
2014-03-27,-56.7416
2014-03-28,107.5325
2014-03-31,25.1564
2014-08-07,-52.0
2014-10-28,-27.0833
2014-10-31,51.4286
2014-11-04,-53.3962
2014-12-05,0.0
2014-12-16,-0.8097
2014-12-19,0.0
2014-12-29,-38.7755
2014-12-31,6.6667
2015-01-29,0.0
2015-03-04,12.5
2015-03-11,66.6667
2015-03-12,0.0
2015-03-19,0.0
2015-04-02,0.0
2015-04-06,33.3333
2015-05-05,-50.0
2015-05-08,-55.0
2015-05-11,0.0
2015-06-29,77.7778
2015-07-02,0.0
2015-07-10,0.0
2015-08-04,87.5
2015-08-12,-33.3333
2015-08-14,-40.0
2015-08-17,66.6667
2015-08-21,-40.0
2015-08-25,-16.6667
2015-09-01,150.0
2015-09-02,-20.0
2015-09-03,25.0
2015-09-21,-40.0
2015-09-23,0.0
2015-09-28,-20.0
2015-09-29,-16.6667
2015-10-02,0.0
2015-10-08,0.0
2015-10-12,0.0
2015-10-13,-20.0
2015-11-03,25.0
2015-11-09,0.0
2015-11-12,5.0
2015-11-17,-14.2857
2015-11-20,-11.1111
2015-11-24,0.0
2015-12-01,-37.5
2015-12-04,-19.25
2015-12-22,-0.9288
2016-02-19,0.0
2016-02-25,12.5
2016-03-09,33.3333
2016-03-17,-46.9792
2016-04-19,0.0
2016-04-29,-5.6974
2016-07-21,-16.6667
2016-07-29,-20.0
2017-02-28,0.0
2017-03-28,50.0
2017-06-13,-33.3333
2017-08-16,600.0
2017-08-17,7.1429
2017-08-18,0.0
2017-08-21,-46.6667
2017-08-25,5.0
2017-08-31,2.3810000000000002
2017-09-15,-6.9767
2017-11-01,27.5
2017-11-10,-21.5686
2017-11-13,25.0
2017-12-06,-0.1
2017-12-08,50.1502
2017-12-21,-53.3333
2017-12-28,-28.5714
2018-02-01,40.0
2018-02-23,114.2857
2018-03-16,-46.6667
2018-03-28,25.0
2018-03-29,50.0
2018-04-11,-50.0
2018-04-23,90.0
2018-06-28,0.0
2018-07-05,5.2632
2018-07-09,-71.8667
2018-09-14,-95.7346
