ticker,CO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-26,0.0
2007-02-01,-0.3636
2007-02-02,0.0
2007-02-05,-0.9124
2007-02-14,0.3683
2007-02-15,0.5505
2007-02-16,-0.1825
2007-02-27,-1.6453
2007-03-05,-0.1859
2007-03-06,0.3724
2007-03-07,-0.1855
2007-03-08,-0.1859
2007-03-09,0.0
2007-03-12,0.0
2007-03-13,0.1862
2007-03-14,0.3717
2007-03-16,0.0
2007-03-20,0.9259
2007-03-22,0.0
2007-03-26,-0.1835
2007-03-27,0.3676
2007-04-11,-0.1832
2007-04-19,0.0
2007-04-25,0.1835
2007-04-26,0.1832
2007-05-01,0.0
2007-05-02,0.5484
2007-05-14,-0.7273
2007-05-16,0.7326
2007-05-24,0.0
2007-05-29,-0.1818
2007-06-01,1.0929
2007-06-05,-0.9009
2007-06-06,-0.1818
2007-06-11,0.0
2007-06-14,0.1821
2007-06-15,0.0
2007-06-18,0.1818
2007-06-19,0.0
2007-06-26,0.1815
2007-06-28,0.0
2007-06-29,0.0
2007-07-02,0.0
2007-07-06,0.1812
2007-07-09,0.1808
2007-07-10,0.0
2007-07-13,0.1805
2007-07-16,0.0
2007-07-17,0.0
2007-07-18,0.0
2007-07-19,0.1802
2007-07-20,0.0
2007-07-24,0.0
2007-07-25,0.7194
2007-07-26,-0.8929
2007-07-27,-0.1802
2007-08-06,0.0
2007-08-08,0.1805
2007-08-09,0.0
2007-08-15,0.0
2007-08-16,0.0
2007-08-17,-0.1802
2007-08-21,-1.6245
2007-08-22,-0.5505
2007-08-23,0.9225
2007-08-24,0.0
2007-08-27,-0.3656
2007-08-28,0.1835
2007-08-29,-0.1832
2007-09-06,0.5505
2007-09-10,-0.365
2007-09-17,0.5495
2007-09-24,0.1821
2007-09-26,0.0
2007-10-22,0.5455
2007-10-24,0.0
2007-10-26,0.0
2007-10-29,0.0
2007-11-07,0.0
2007-11-08,0.0
2007-11-09,0.0
2007-11-13,0.1808
2007-11-14,0.0
2007-11-15,0.1805
2007-11-16,0.0
2007-11-20,0.0
2007-11-26,0.0
2007-11-29,0.0
2007-12-10,0.0
2007-12-20,0.7207
2007-12-27,-0.3578
2008-01-03,0.5386
2008-01-07,0.0
2008-01-08,0.0
2008-01-10,0.0
2008-01-14,0.5357
2008-01-15,-0.8881
2008-01-16,0.8961
2008-01-18,0.0
2008-01-22,0.1776
2008-01-23,0.0
2008-01-24,0.3546
2008-01-28,-0.1767
2008-01-29,-0.177
2008-01-30,0.3546
