ticker,ECOR US Equity
2018-11-07,-3.2901
2018-11-08,-3.5052
2018-11-09,0.4274
2018-11-12,-11.4894
2018-11-13,-15.024
2018-11-14,-2.6874000000000002
2018-11-15,0.2907
2018-11-16,-1.8841
2018-11-19,-5.4653
2018-11-20,-6.875
2018-11-21,3.8590999999999998
2018-11-23,3.5541
2018-11-26,-4.8362
2018-11-27,4.7541
2018-11-28,7.0423
2018-11-29,1.3158
2018-11-30,-3.8961
2018-12-03,2.1021
2018-12-04,-3.3824
2018-12-06,-3.3486000000000002
2018-12-07,-16.5354
2018-12-10,0.0
2018-12-11,-7.3585
2018-12-12,-0.2037
2018-12-13,-6.1224
2018-12-14,-8.4783
2018-12-17,17.8147
2018-12-18,-4.0323
2018-12-19,19.7479
2018-12-20,4.2105
2018-12-21,-1.0101
2018-12-24,-5.2721
2018-12-26,2.693
2018-12-27,-1.5734
2018-12-28,1.0657
2018-12-31,10.0176
2019-01-02,13.5783
2019-01-03,6.8917
2019-01-04,10.0
2019-01-07,-12.9187
2019-01-08,-19.0934
2019-01-09,-4.7538
2019-01-10,4.0998
2019-01-11,-7.8767
2019-01-14,-6.1338
2019-01-15,-2.9703
2019-01-16,-1.2245
2019-01-17,2.2727
2019-01-18,5.4545
2019-01-22,7.6628
2019-01-23,3.9146
2019-01-24,0.8562
2019-01-25,1.6978
2019-01-28,1.0017
2019-01-29,1.4876
2019-01-30,2.443
2019-01-31,6.2003
2019-02-01,-1.6467
2019-02-04,4.2618
2019-02-05,3.0657
2019-02-06,4.3909
2019-02-07,0.6784
2019-02-08,-10.3774
2019-02-11,1.6541000000000001
2019-02-12,-0.1479
2019-02-13,2.3704
2019-02-14,5.0651
2019-02-15,-5.3719
2019-02-19,0.0
2019-02-20,0.2911
2019-02-21,11.3208
2019-02-22,16.9492
2019-02-25,1.1148
2019-02-26,-2.0948
2019-02-27,-0.3378
2019-02-28,-1.2429000000000001
2019-03-01,2.6316
2019-03-04,-5.2397
2019-03-05,-3.0588
2019-03-06,-4.9757
2019-03-07,3.4483
2019-03-08,-6.6667
2019-03-11,6.6138
2019-03-12,-5.0868
2019-03-13,0.1307
2019-03-14,-1.6971
2019-03-15,0.664
2019-03-18,9.1029
2019-03-19,0.9674
2019-03-20,-1.9162
2019-03-21,9.2796
2019-03-22,-6.1453
2019-03-25,-1.9048
2019-03-26,-5.8252
2019-03-27,-3.0928
2019-03-28,1.4628
2019-03-29,-8.2569
2019-04-01,-4.0
2019-04-02,-8.482099999999999
2019-04-03,-10.4065
2019-04-04,2.1779
2019-04-05,0.5329
2019-04-08,-1.2367
2019-04-09,-0.1789
2019-04-10,-1.0753
2019-04-11,-0.7246
2019-04-12,4.3796
2019-04-15,11.014
2019-04-16,-4.4094
2019-04-17,-5.1071
2019-04-18,11.1111
2019-04-22,-4.0625
2019-04-23,0.6515
2019-04-24,-1.2945
2019-04-25,3.9344
2019-04-26,-1.8927
2019-04-29,0.4823
2019-04-30,0.0
2019-05-01,1.6
2019-05-02,-0.7874
2019-05-03,-0.7937
2019-05-06,-2.08
2019-05-07,-2.1242
2019-05-08,-1.5025
2019-05-09,4.2373
2019-05-10,-2.9268
2019-05-13,-4.1876
2019-05-14,-6.8182
2019-05-15,-29.6435
2019-05-16,1.0667
2019-05-17,-20.8443
2019-05-20,4.0
2019-05-21,0.3205
2019-05-22,-13.738
2019-05-23,-1.8519
2019-05-24,-4.5283
2019-05-28,-13.4387
2019-05-29,-5.9361
2019-05-30,-5.3398
2019-05-31,-12.3077
2019-06-03,-3.5088
2019-06-04,1.8182
2019-06-05,0.5952
2019-06-06,-2.071
2019-06-07,35.3474
2019-06-10,-10.7143
2019-06-11,-7.5
2019-06-12,-7.027
2019-06-13,26.7442
2019-06-14,-10.0917
2019-06-17,1.0204
2019-06-18,-8.0808
2019-06-19,6.5934
2019-06-20,2.5773
2019-06-21,6.5327
2019-06-24,-11.3208
2019-06-25,-7.9787
2019-06-26,2.8902
2019-06-27,3.3708
2019-06-28,8.6957
2019-07-01,-1.5
2019-07-02,2.5381
2019-07-03,-8.4158
2019-07-05,-3.2432
2019-07-08,-1.1173
2019-07-09,-3.3898
2019-07-10,-2.3392
2019-07-11,1.1976
2019-07-12,-4.142
2019-07-15,-0.6173
2019-07-16,-13.0435
2019-07-17,-0.7143
2019-07-18,-6.4748
2019-07-19,-3.8462
2019-07-22,0.0
2019-07-23,23.2
2019-07-24,-2.5974
2019-07-25,-9.3333
2019-07-26,2.9412000000000003
2019-07-29,0.0
2019-07-30,2.8571
2019-07-31,-2.0833
2019-08-01,-10.6383
2019-08-02,1.9841
2019-08-05,0.3891
2019-08-06,2.3256
2019-08-07,3.7879
2019-08-08,6.5693
2019-08-09,2.7397
2019-08-12,4.0
2019-08-13,0.0
2019-08-14,-10.8974
2019-08-15,8.6331
2019-08-16,8.6093
2019-08-19,3.0488
2019-08-20,0.2959
2019-08-21,7.3746
2019-08-22,-2.7473
2019-08-23,-11.2994
2019-08-26,8.9172
2019-08-27,-8.1871
2019-08-28,8.2803
2019-08-29,10.0
2019-08-30,2.1390000000000002
2019-09-03,1.5707
2019-09-04,14.433
2019-09-05,14.8649
2019-09-06,13.3333
2019-09-09,0.0
2019-09-10,13.1488
2019-09-11,6.422
2019-09-12,3.7356
2019-09-13,3.8781
2019-09-16,3.7333
2019-09-17,4.1131
2019-09-18,17.284
2019-09-19,4.4211
2019-09-20,0.8065
2019-09-23,-16.4
2019-09-24,-19.6172
2019-09-25,-23.5119
2019-09-26,-3.5019
2019-09-27,-12.2984
2019-09-30,0.6897
2019-10-01,-15.0685
2019-10-02,7.5269
2019-10-03,-1.0
2019-10-04,34.8485
2019-10-07,-4.1199
2019-10-08,-7.4219
2019-10-09,10.5485
2019-10-10,-7.6336
2019-10-11,-14.4628
2019-10-14,-4.8309
2019-10-15,-4.0609
2019-10-16,-0.5291
2019-10-17,4.2553
2019-10-18,-4.0816
2019-10-21,1.5957
2019-10-22,3.1414
2019-10-23,4.5685
2019-10-24,-9.7087
2019-10-25,-0.5376
2019-10-28,-2.1622
2019-10-29,-6.6298
2019-10-30,-13.6095
2019-10-31,8.2192
2019-11-01,-1.8987
2019-11-04,9.0323
2019-11-05,-10.9467
2019-11-06,0.6645
2019-11-07,2.3102
2019-11-08,5.1613
2019-11-11,0.6135
2019-11-12,10.9756
2019-11-13,1.6484
2019-11-14,-20.0
2019-11-15,6.7568
2019-11-18,-13.2911
2019-11-19,13.8686
2019-11-20,-3.2051
2019-11-21,0.6623
2019-11-22,0.0
2019-11-25,1.9737
2019-11-26,-4.5161
2019-11-27,0.0
2019-11-29,2.027
2019-12-02,-0.6623
2019-12-03,2.0
2019-12-04,12.4183
2019-12-05,-5.814
2019-12-06,1.8519
2019-12-09,6.6667
2019-12-10,-10.7955
2019-12-11,-0.9554
2019-12-12,2.2508
2019-12-13,-1.8868
2019-12-16,-3.8462
2019-12-17,-12.6667
2019-12-18,-1.9083999999999999
2019-12-19,0.3891
2019-12-20,-4.6512
2019-12-23,10.5691
2019-12-24,2.2059
2019-12-26,-4.3165
2019-12-27,-1.5038
2019-12-30,12.9771
2019-12-31,7.4324
2020-01-02,-3.7736
2020-01-03,5.8824
2020-01-06,-6.7901
2020-01-07,-1.3245
2020-01-08,-6.7114
2020-01-09,-1.4388
2020-01-10,1.4599
2020-01-13,-13.6691
2020-01-14,-0.8333
2020-01-15,6.7227
2020-01-16,10.2362
2020-01-17,-1.4285999999999999
2020-01-21,-2.1739
2020-01-22,-3.7037
2020-01-23,-0.7692
2020-01-24,-2.3256
2020-01-27,-1.5873
2020-01-28,2.4194
2020-01-29,0.7874
2020-01-30,-5.4688
2020-01-31,4.1322
2020-02-03,-3.1746
2020-02-04,2.459
2020-02-05,0.0
2020-02-06,-1.6
2020-02-07,-7.3171
2020-02-10,-6.1404
2020-02-11,-3.7382999999999997
2020-02-12,-0.9709
2020-02-13,-6.8529
2020-02-14,11.5672
2020-02-18,4.717
2020-02-19,1.8018
2020-02-20,-3.5398
2020-02-21,-4.5872
2020-02-24,-2.8846
2020-02-25,-8.1287
2020-02-26,3.0176
2020-02-27,-18.4015
2020-02-28,-6.3974
2020-03-02,0.3972
2020-03-03,-5.5662
2020-03-04,8.6391
2020-03-05,-15.0133
2020-03-06,-3.192
2020-03-09,4.7519
2020-03-10,-7.2674
2020-03-11,-2.2629
2020-03-12,-19.4416
2020-03-13,14.1167
2020-03-16,-9.1852
2020-03-17,1.9576
2020-03-18,-34.32
2020-03-19,35.9318
2020-03-20,9.767
2020-03-23,-4.0612
2020-03-24,-4.2757
2020-03-25,-4.4444
2020-03-26,8.1395
2020-03-27,-13.2258
2020-03-30,199.8761
2020-03-31,-21.4876
2020-04-01,-18.947400000000002
2020-04-02,-3.0519
2020-04-03,37.9772
2020-04-06,-9.7087
2020-04-07,-7.6667
2020-04-08,-8.2916
2020-04-09,3.873
2020-04-13,3.1907
2020-04-14,-3.4356
2020-04-15,-1.7298
2020-04-16,4.5943000000000005
2020-04-17,31.2963
2020-04-20,4.5455
2020-04-21,0.0
2020-04-22,2.6087
2020-04-23,-5.9322
2020-04-24,-4.5045
2020-04-27,-0.9434
2020-04-28,-7.6095
2020-04-29,-1.0205
2020-04-30,-0.0104
2020-05-01,-2.0623
2020-05-04,5.1154
2020-05-05,0.1619
2020-05-06,-4.0303
2020-05-07,-0.3158
2020-05-08,0.8764
2020-05-11,3.6215
2020-05-12,3.0303
2020-05-13,3.9215999999999998
2020-05-14,2.8302
2020-05-15,-17.4679
2020-05-18,2.0231
2020-05-19,-2.4842
2020-05-20,0.3352
2020-05-21,-0.8909
2020-05-22,5.2697
2020-05-26,4.4935
2020-05-27,-2.9622
2020-05-28,-2.1053
2020-05-29,-0.0538
2020-06-01,-1.2265
2020-06-02,1.4051
2020-06-03,-1.3104
2020-06-04,0.0218
2020-06-05,40.37
2020-06-08,-6.9767
2020-06-09,-11.6667
2020-06-10,9.434
2020-06-11,-15.2931
2020-06-12,1.0381
2020-06-15,-2.2965
2020-06-16,-0.2577
2020-06-17,-1.4057
2020-06-18,-4.8538
2020-06-19,-0.1432
2020-06-22,-3.6081
2020-06-23,2.919
2020-06-24,-7.5631
2020-06-25,-1.3356
2020-06-26,0.8537
2020-06-29,1.5718999999999999
2020-06-30,-2.1189999999999998
2020-07-01,-3.3082
2020-07-02,1.8868
2020-07-06,1.8519
2020-07-07,4.0242
2020-07-08,-2.9247
2020-07-09,1.9085
2020-07-10,0.1178
2020-07-13,109.4118
2020-07-14,2.809
2020-07-15,-15.3005
2020-07-16,3.871
2020-07-17,2.4845
2020-07-20,-5.4545
2020-07-21,8.3333
2020-07-22,-5.3254
2020-07-23,5.0
2020-07-24,-4.1667
2020-07-27,-3.1056
2020-07-28,1.2821
2020-07-29,0.6329
2020-07-30,-3.1447
2020-07-31,44.8052
