ticker,IMNG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-05-11,0.0
2006-08-03,79900.0
2006-08-23,0.0
2006-11-16,0.0
2007-01-22,0.0
2007-01-30,-49.5
2007-02-12,73.2673
2007-02-13,-40.0
2007-02-26,15.2381
2007-02-27,40.4959
2007-02-28,-2.9412000000000003
2007-03-01,-6.0606
2007-03-02,-9.0323
2007-03-05,-0.7092
2007-03-06,17.8571
2007-03-07,-3.0303
2007-03-08,-3.125
2007-03-09,1.2903
2007-03-12,14.6497
2007-03-13,5.5556
2007-03-14,3.1579
2007-03-15,-0.5102
2007-03-16,-9.2308
2007-03-19,1.1299
2007-03-20,-2.7933
2007-03-21,-5.7471
2007-03-23,18.9024
2007-03-26,-4.1026
2007-03-27,-8.5561
2007-03-28,7.0175
2007-03-29,6.5574
2007-03-30,0.0
2007-04-02,-12.8205
2007-04-03,-2.9412000000000003
2007-04-04,12.1212
2007-04-05,-2.7027
2007-04-09,7.2222
2007-04-10,-2.5907
2007-04-11,-6.9149
2007-04-12,0.0
2007-04-13,0.0
2007-04-16,0.0
2007-04-17,-2.8571
2007-04-18,-5.8824
2007-04-19,0.0
2007-04-20,-3.125
2007-04-23,-3.2258
2007-04-24,-2.6667
2007-04-25,2.7397
2007-04-26,20.0
2007-04-27,-8.3333
2007-04-30,-4.8485
2007-05-01,13.3758
2007-05-02,-5.0562
2007-05-03,-2.3669000000000002
2007-05-04,6.0606
2007-05-07,-2.8571
2007-05-08,4.7059
2007-05-09,2.2472
2007-05-10,-6.044
2007-05-11,2.3392
2007-05-14,2.2857
2007-05-15,0.0
2007-05-16,-7.8212
2007-05-17,-3.0303
2007-05-18,0.0
2007-05-21,0.0
2007-05-22,0.0
2007-05-23,0.0
2007-05-24,-2.5
2007-05-25,2.5641
2007-05-29,2.5
2007-05-30,-2.439
2007-05-31,-3.75
2007-06-01,-5.8442
2007-06-04,-0.6897
2007-06-05,-15.2778
2007-06-06,-1.6393
2007-06-07,-0.8333
2007-06-08,9.2437
2007-06-11,-10.0
2007-06-12,0.8547
2007-06-13,0.0
2007-06-14,-22.0339
2007-06-15,7.6087
2007-06-18,12.1212
2007-06-19,3.6036
2007-06-20,3.4783
2007-06-21,0.8403
2007-06-22,0.0
2007-06-25,-1.6667
2007-06-26,-7.6271
2007-06-27,-17.4312
2007-06-28,-2.7778
2007-06-29,12.0
2007-07-02,0.0
2007-07-03,-3.0612
2007-07-05,0.0
2007-07-06,-5.2632
2007-07-09,3.3333
