ticker,BONL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-16,0.0
2000-08-10,6900.0
2000-10-25,-73.2143
2000-12-27,-46.6667
2001-01-05,400.0
2001-03-12,-62.5
2002-01-22,-94.6667
2002-02-26,0.0
2002-04-24,100.0
2002-04-30,0.0
2002-11-05,-50.0
2002-12-17,0.0
2002-12-23,0.0
2003-02-20,-98.75
2003-07-23,15900.0
2003-07-31,0.0
2003-11-06,0.0
2003-11-18,400.0
2003-12-30,-70.0
2004-09-24,0.0
2004-11-09,233.3333
2004-12-20,0.0
2004-12-21,0.0
2005-01-20,-90.0
2005-02-10,0.0
2005-02-11,900.0
2005-02-28,-50.0
2005-04-19,20.0
2005-04-28,-16.6667
2005-06-23,1260.0
2005-06-24,-48.5294
2005-06-30,0.0
2005-07-13,157.1429
2005-08-05,4.6512
2005-09-29,0.0
2005-10-05,-55.5556
2005-10-12,87.5
2005-11-01,-20.0
2005-11-03,0.0
2005-11-09,25.0
2005-11-21,-18.6667
2005-11-28,39.3443
2005-12-01,29.4118
2005-12-09,-40.9091
2006-02-06,107.6923
2006-02-15,55.5556
2006-02-23,-33.3333
2006-03-01,-25.0
2006-03-02,0.0
2006-03-03,-3.8095
2006-03-07,-16.8317
2006-03-08,36.9048
2006-03-09,13.0435
2006-03-23,30.7692
2006-03-28,75.2941
2006-04-03,-54.698
2006-04-05,-0.7407
2006-04-20,0.7463
2006-04-25,-7.4074
2006-04-26,0.0
2006-05-09,0.0
2006-05-16,-39.2
2006-05-17,32.8947
2006-05-24,20.7921
2006-06-28,2.459
2006-06-30,8.0
2006-07-03,7.4074
2006-07-05,3.4483
2006-07-24,0.0
2006-07-27,30.0
2006-08-07,5.2632
2006-08-08,0.0
2006-09-14,0.0
2006-10-24,0.0
2006-10-26,-45.0
2006-11-28,29.0909
2006-11-29,40.8451
2006-11-30,5.0
2007-04-05,-28.5714
2007-05-09,16.6667
2007-05-10,-5.1429
2007-05-22,0.0
2007-05-29,20.4819
2007-05-30,-15.0
2007-06-08,0.0
2007-06-12,0.0
2007-06-28,17.647100000000002
2007-07-20,12.5
2007-07-26,-2.2222
2007-07-27,0.0
2007-08-14,-1.4085
2007-08-22,7.1429
2007-09-18,6.6667
2007-10-11,8.3333
2007-10-17,0.0
2007-10-19,7.6923
2007-10-23,-1.4285999999999999
2007-10-24,32.2464
2007-10-26,-24.3836
2007-11-05,8.6957
2007-11-07,0.0
2007-11-08,-1.6667
2007-11-12,-3.3898
2007-11-13,0.0
