ticker,TCS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-01,101.1111
2013-11-04,-2.3481
2013-11-05,0.0
2013-11-06,1.5558999999999998
2013-11-07,-1.6435
2013-11-08,-1.0195
2013-11-11,-2.0315
2013-11-12,-0.7301
2013-11-13,0.4707
2013-11-14,-1.4641
2013-11-15,-0.2972
2013-11-18,12.1908
2013-11-19,-6.5887
2013-11-20,-2.901
2013-11-21,3.0756
2013-11-22,6.1665
2013-11-25,2.2484
2013-11-26,4.8690999999999995
2013-11-27,1.0484
2013-11-29,0.5188
2013-12-02,5.8983
2013-12-03,0.0928
2013-12-04,-3.0373
2013-12-05,3.2999
2013-12-06,-1.6204
2013-12-09,-2.0
2013-12-10,-4.8019
2013-12-11,-3.4552
2013-12-12,1.2017
2013-12-13,1.6004
2013-12-16,4.5732
2013-12-17,3.0126
2013-12-18,3.3255
2013-12-19,-8.126
2013-12-20,2.559
2013-12-23,3.876
2013-12-24,1.0493999999999999
2013-12-26,-1.3616
2013-12-27,1.825
2013-12-30,5.6526
2013-12-31,1.3702
2014-01-02,-6.0717
2014-01-03,-2.5582000000000003
2014-01-06,0.7501
2014-01-07,6.5379000000000005
2014-01-08,-14.8067
2014-01-09,-2.3327
2014-01-10,3.5433
2014-01-13,-0.9125
2014-01-14,-2.328
2014-01-15,3.1954
2014-01-16,-1.2437
2014-01-17,-1.3620999999999999
2014-01-21,0.1303
2014-01-22,0.0
2014-01-23,-1.1189
2014-01-24,-0.1316
2014-01-27,-0.5534
2014-01-28,-3.3121
2014-01-29,-2.8501
2014-01-30,3.8646000000000003
2014-01-31,-0.1901
2014-02-03,-1.6599
2014-02-04,1.6879
2014-02-05,-2.6939
2014-02-06,3.5515
2014-02-07,3.7537000000000003
2014-02-10,-0.6247
2014-02-11,2.5406
2014-02-12,-4.3167
2014-02-13,-2.7496
2014-02-14,1.4548
2014-02-18,-0.1894
2014-02-19,-2.9276
2014-02-20,-0.4468
2014-02-21,-1.3464
2014-02-24,-3.0139
2014-02-25,-2.3454
2014-02-26,4.8634
2014-02-27,2.9774000000000003
2014-02-28,-0.4448
2014-03-03,-1.2008
2014-03-04,2.459
2014-03-05,-0.5517
2014-03-06,-0.6935
2014-03-07,-2.6257
2014-03-10,-0.2869
2014-03-11,-1.8987
2014-03-12,3.9003
2014-03-13,-0.9879
2014-03-14,0.5701
2014-03-17,0.3685
2014-03-18,1.1579
2014-03-19,-2.3451
2014-03-20,1.6581000000000001
2014-03-21,-3.0652
