ticker,CHOB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-01-04,9.0196
2005-01-05,0.7194
2005-01-06,0.0
2005-01-07,-3.5714
2005-01-11,0.0
2005-01-13,0.0
2005-01-14,3.7037
2005-01-18,3.5714
2005-01-19,0.0
2005-01-20,-1.7241
2005-01-21,-1.7544
2005-01-24,2.5
2005-01-25,-2.439
2005-01-26,2.1429
2005-01-27,-1.3986
2005-01-28,1.0638
2005-01-31,-1.7544
2005-02-01,0.0
2005-02-02,7.1429
2005-02-03,0.0
2005-02-04,3.3333
2005-02-09,-1.6129
2005-02-10,-1.6393
2005-02-11,5.0
2005-02-14,0.6349
2005-02-15,0.9464
2005-02-16,0.0
2005-02-17,0.0
2005-02-22,-1.5625
2005-02-23,-4.127
2005-02-24,-0.3311
2005-02-25,-0.3322
2005-02-28,-1.3333
2005-03-01,1.3514
2005-03-02,0.0
2005-03-03,-1.6667
2005-03-04,1.6949
2005-03-08,0.0
2005-03-09,-1.6667
2005-03-10,-1.6949
2005-03-11,-1.7241
2005-03-16,0.0
2005-03-17,1.7544
2005-03-22,-1.7241
2005-03-23,-4.9123
2005-03-24,5.1661
2005-03-28,0.0
2005-03-31,1.7544
2005-04-01,-1.7241
2005-04-04,-3.5088
2005-04-05,3.6364
2005-04-06,-1.7544
2005-04-07,0.0
2005-04-11,0.0
2005-04-13,-0.2143
2005-04-14,-1.5748
2005-04-15,0.0
2005-04-18,1.8182
2005-04-19,1.7856999999999998
2005-04-21,0.0
2005-04-22,-3.5088
2005-04-25,-1.8182
2005-04-27,-3.7037
2005-04-28,0.0
2005-04-29,0.0
2005-05-02,0.0
2005-05-03,0.0
2005-05-04,11.538499999999999
2005-05-05,-3.4483
2005-05-06,0.0
2005-05-09,-3.5714
2005-05-13,3.7037
2005-05-18,-1.7856999999999998
2005-05-19,-3.6364
2005-05-20,5.6604
2005-05-23,-1.7856999999999998
2005-05-24,-5.4545
2005-05-25,3.8462
2005-05-26,0.0
2005-05-27,0.3704
2005-06-01,-2.214
2005-06-03,-1.8868
2005-06-09,-1.9231
2005-06-14,2.3529
2005-06-15,5.364
2005-06-17,-3.6364
2005-06-20,0.7547
2005-06-21,-1.8727
2005-06-23,0.0
2005-06-27,3.0534
2005-06-28,-3.7037
2005-06-30,3.8462
2005-07-05,-1.4815
2005-07-07,-1.5038
2005-07-08,1.145
2005-07-12,-1.5093999999999999
2005-07-13,-0.3831
2005-07-14,0.0
2005-07-18,0.0
2005-07-19,2.3077
