ticker,LUCC US Equity
2011-03-31,4.5296
2011-04-05,-3.3333
2011-04-07,3.4483
2011-04-13,-8.0
2011-04-15,25.0
2011-04-20,-5.7971
2011-04-26,-7.6923
2011-04-27,10.0
2011-05-02,-10.6061
2011-05-04,10.1695
2011-05-05,0.0
2011-05-06,-15.3846
2011-05-13,-1.8182
2011-05-16,-5.5556
2011-05-19,-15.6863
2011-05-20,25.5814
2011-05-25,0.0
2011-05-26,11.1111
2011-05-31,0.0
2011-06-02,-6.6667
2011-06-03,-14.2857
2011-06-06,2.0833
2011-06-09,-14.2857
2011-06-13,4.7619
2011-06-14,13.6364
2011-06-15,0.0
2011-06-16,10.0
2011-06-17,10.9091
2011-06-20,3.2787
2011-06-21,0.0
2011-06-22,-1.5873
2011-06-23,1.2903
2011-06-24,0.0
2011-06-27,1.9108
2011-06-28,-0.3125
2011-07-05,1.8809
2011-07-06,-1.5385
2011-07-07,-0.3125
2011-07-13,-5.9561
2011-07-14,0.0
2011-07-15,0.0
2011-07-20,-3.3333
2011-07-21,10.3448
2011-07-26,-37.5
2011-07-27,50.0
2011-07-28,0.0
2011-07-29,5.0
2011-08-03,-4.7619
2011-08-23,0.0
2011-11-04,-0.3333
2011-11-14,0.0
2011-11-18,0.3344
2011-11-30,-50.0
2011-12-05,26.6667
2011-12-08,4.7368
2011-12-09,0.0
2011-12-12,1.005
2011-12-14,1.99
2011-12-16,-14.6341
2011-12-29,0.0
2011-12-30,20.0
2012-01-03,-44.2857
2012-01-09,28.2051
2012-01-12,10.6667
2012-01-27,20.4819
2012-01-31,-25.0
2012-02-02,0.0
2012-02-09,16.6667
2012-02-17,0.0
2012-02-24,0.0
2012-02-27,-31.4286
2012-02-29,20.8333
2012-03-09,55.1724
2012-03-12,0.0
2012-03-15,-33.3333
2012-03-16,6.6667
2012-03-19,3.125
2012-03-20,-3.0303
2012-03-22,0.0
2012-03-23,6.25
2012-03-26,-20.5882
2012-03-27,18.5185
2012-03-28,6.25
2012-03-29,-5.8824
2012-04-03,3.125
2012-04-09,0.0
2012-04-10,-15.1515
2012-04-12,0.0
2012-04-16,7.1429
2012-04-17,-6.6667
2012-04-18,9.2857
2012-04-19,1.3072
2012-04-23,0.0
2012-04-25,0.0
2012-04-26,6.4516
2012-04-27,0.0
2012-04-30,-4.2424
2012-05-01,3.7975
2012-05-02,0.6098
2012-05-04,0.0
2012-05-08,-15.1515
2012-05-10,16.4286
2012-05-11,0.0
2012-05-14,-14.1104
2012-05-15,7.1429
2012-05-16,-2.6667
2012-05-17,13.0137
2012-05-18,-2.4242
2012-05-21,-9.3168
2012-05-22,-2.0548
2012-05-25,15.3846
2012-05-31,-13.9394
2012-06-01,-0.7042
2012-06-05,0.7092
2012-06-06,0.0
2012-06-08,0.0
2012-06-11,1.4085
2012-06-12,-2.7778
2012-06-13,0.0
2012-06-14,0.0
2012-06-15,-7.1429
2012-06-21,7.6923
2012-06-28,0.0
2012-06-29,1.4285999999999999
2012-07-02,-1.4085
2012-07-03,0.0
2012-07-06,0.0
2012-07-11,0.0
2012-07-13,-17.8571
2012-07-18,24.3478
2012-07-20,0.0
2012-07-23,0.0
2012-07-30,0.0
2012-08-06,0.0
2012-08-07,0.0
2012-08-08,0.0
2012-08-17,-5.5944
2012-08-23,5.9259
2012-08-30,-28.6713
2012-09-04,5.8824
2012-09-06,6.4815
2012-09-17,-10.4348
2012-09-18,11.6505
2012-09-21,-11.3043
2012-09-24,-0.9804
2012-10-16,43.5644
2012-10-17,-31.0345
2012-10-18,10.0
2012-10-19,4.5455
2012-10-22,0.0
2012-10-23,-2.6087
2012-11-01,-24.1071
2012-11-02,18.8235
2012-11-05,8.9109
2012-11-06,-18.1818
2012-11-12,-16.6667
2012-11-15,33.3333
2012-11-20,0.0
2012-12-04,-24.0
2012-12-06,31.5789
2012-12-07,20.0
2012-12-10,-8.3333
2012-12-12,4.5455
2012-12-13,-4.3478
2012-12-14,-4.5455
2012-12-17,11.4286
2012-12-20,6.8376
2012-12-21,-4.0
2012-12-28,0.0
2012-12-31,4.1667
2013-01-04,-12.0
2013-01-15,-4.5455
2013-01-16,-1.9048
2013-01-17,-22.3301
2013-01-18,25.0
2013-01-22,-19.0
2013-01-23,23.4568
2013-01-24,6.0
2013-01-25,-19.8113
2013-01-28,-2.7058999999999997
2013-01-29,8.8271
2013-01-30,0.0
2013-02-06,-6.6667
2013-02-07,-1.1905000000000001
2013-02-08,0.0
2013-02-12,-3.6145
2013-02-20,0.0
2013-02-21,-6.25
2013-02-22,-6.6667
2013-02-25,-10.0
2013-02-26,11.1111
2013-02-28,-10.0
2013-03-01,3.1746
2013-03-06,0.0
2013-03-08,0.0
2013-03-15,-15.3846
2013-03-19,0.0
2013-03-25,0.0
2013-03-27,0.0
2013-03-28,0.0
2013-04-01,-5.4545
2013-04-02,-3.8462
2013-04-04,-30.0
2013-04-05,98.2857
2013-04-10,-0.5764
2013-04-18,-8.6957
2013-04-19,11.1111
2013-05-01,-2.0
2013-05-17,-13.2653
2013-05-20,-7.563
2013-05-21,-1.8182
2013-05-22,-7.4074
2013-05-28,-2.0
2013-06-07,0.0
2013-07-03,-16.3265
2013-07-05,19.5122
2013-07-23,10.2041
2013-07-26,-5.5556
2013-07-30,-11.7647
2013-07-31,-18.8889
2013-08-01,9.589
2013-08-13,7.75
2013-08-16,-1.6240999999999999
2013-08-19,-0.9434
2013-08-27,-2.3810000000000002
2013-09-04,-14.6341
2013-09-06,42.8571
2013-09-13,-2.0
2013-09-16,0.0
2013-09-18,0.0
2013-09-27,-28.5714
2013-10-04,5.7143
2013-10-15,-18.9189
2013-10-16,5.0
2013-10-17,42.8571
2013-10-21,-6.6667
2013-10-23,-16.6667
2013-10-24,14.2857
2013-10-29,0.0
2013-12-19,-47.5
2013-12-20,9.5238
2013-12-24,52.1739
2013-12-26,0.0
2013-12-27,-37.1429
2013-12-31,43.1818
2014-01-07,-36.1905
2014-01-08,44.2786
2014-01-10,51.7241
2014-01-13,-20.4545
2014-01-14,0.0
2014-01-21,-14.2857
2014-01-23,0.0
2014-01-27,0.0
2014-01-28,10.0
2014-01-29,0.0
2014-01-30,-9.0909
2014-02-03,-13.3333
2014-02-07,7.6923
2014-02-10,7.1429
2014-02-11,0.0
2014-02-14,3.3333
2014-02-18,10.645199999999999
2014-02-21,0.0
2014-02-24,0.0
2014-02-25,-0.8746
2014-02-26,-2.9412000000000003
2014-02-27,-15.1515
2014-02-28,7.1429
2014-03-04,-6.6667
2014-03-05,25.0
2014-03-07,0.0
2014-03-10,-17.1429
2014-03-12,0.0
2014-03-14,13.7931
2014-03-17,-0.303
2014-03-21,-11.8541
2014-03-28,16.8966
2014-04-04,-2.9499
2014-04-07,36.7781
2014-04-16,-40.0
2014-04-21,7.4074
2014-04-22,-6.8966
2014-04-23,7.4074
2014-04-25,0.0
2014-04-28,0.0
2014-04-30,-6.8966
2014-05-01,0.0
2014-05-02,0.0
2014-05-07,0.0
2014-05-14,-14.8148
2014-05-19,8.6957
2014-05-21,0.0
2014-06-06,0.0
2014-06-09,0.0
2014-06-10,-22.0
2014-06-11,17.9487
2014-06-12,-17.3913
2014-06-13,31.5789
2014-06-16,0.0
2014-06-17,-24.0
2014-06-18,0.0
2014-06-19,0.5263
2014-06-20,-0.5236
2014-07-01,31.5789
2014-07-02,4.0
2014-07-07,-19.2308
2014-07-08,23.8095
2014-07-14,-23.0769
2014-07-16,35.0
2014-07-18,0.0
2014-07-29,0.0
2014-07-30,-25.9259
2014-07-31,0.0
2014-08-01,0.0
2014-08-06,0.0
2014-08-13,10.0
2014-08-14,18.1818
2014-08-15,-7.6923
2014-08-20,12.5
2014-08-22,0.0
2014-08-25,-25.9259
2014-08-27,20.0
2014-09-03,25.0
2014-09-05,0.0
2014-09-10,-20.0
2014-09-15,0.0
2014-09-25,0.0521
2014-09-29,-0.0521
2014-10-02,0.0
2014-10-06,-12.5
2014-10-14,0.0
2014-10-15,0.0
2014-10-17,0.0
2014-10-20,-14.2857
2014-10-21,27.7778
2014-11-03,4.3478
2014-11-07,0.0
2014-11-11,0.0
2014-11-17,0.0
2014-12-02,-25.0
2014-12-09,94.4444
2014-12-11,0.0
2014-12-15,-2.8571
2014-12-22,-41.1765
2014-12-24,70.0
2015-01-05,2.9412000000000003
2015-01-16,-14.2857
2015-02-02,-6.6667
2015-02-19,-7.1429
2015-02-23,30.7692
2015-03-10,-11.7647
2015-03-30,0.0
2015-04-06,-16.6667
2015-04-07,-4.0
2015-04-10,0.0
2015-04-14,0.0
2015-04-24,0.0
2015-05-06,0.0
2015-05-14,0.0
2015-05-19,8.3333
2015-05-26,15.3846
2015-06-08,0.0
2015-07-07,-26.6667
2015-07-09,9.0909
2015-08-18,8.3333
2015-08-19,7.6923
2015-09-11,0.0
2015-09-25,-7.1429
2015-09-28,3.8462
2015-09-29,0.0
2015-09-30,29.6296
2015-11-03,-22.8571
2015-11-09,0.0
2015-11-23,0.0
2015-11-30,0.0
2015-12-01,-3.7037
2015-12-03,0.0
2015-12-04,-41.7308
2015-12-17,12.2112
2016-01-05,17.647100000000002
2016-01-06,30.0
2016-01-15,0.0
2016-02-29,-23.0769
2016-03-01,0.0
2016-03-24,0.0
2016-03-29,0.0
2016-06-23,-5.75
2016-07-14,26.4589
2016-08-22,-7.7084
2016-10-03,-4.3182
2016-11-01,-9.7387
2016-12-07,0.0
2016-12-09,57.8947
2016-12-14,131.625
2017-01-04,-26.6055
2017-01-20,-58.2353
2017-01-26,-15.493
2017-01-27,197.2222
2017-03-09,-66.3551
2017-05-10,0.0
2017-05-31,0.0
2017-06-09,15.3333
2017-06-29,-5.5395
2017-07-05,-23.5084
2017-08-01,36.6667
2017-08-08,-26.8293
2017-08-09,-13.3333
2017-09-18,0.0
2017-10-02,0.0
2017-10-31,0.0
2017-11-27,-23.0769
2017-12-05,-87.9
2018-01-31,1728.5124
2018-10-23,-86.4407
2018-10-26,0.0
2018-12-31,-50.0
2019-01-02,0.0
2019-02-25,0.0
2019-05-02,425.3333
2019-05-06,6.599
2019-05-08,0.0
2019-06-10,0.0
2019-07-11,-61.5476
2019-10-09,-7.1207
2019-10-11,-66.3333
2019-10-21,0.0
2019-10-23,0.0
2019-10-28,-50.495
2019-10-31,100.0
2019-11-07,-60.0
2019-12-09,335.0
2019-12-27,129.8851
2020-01-03,0.0
2020-01-23,0.0
2020-03-03,0.0
2020-03-05,-91.25
2020-04-22,185.7143
2020-05-08,25.0
2020-05-12,80.0
2020-05-28,-11.1111
2020-06-15,25.0
2020-06-18,0.0
2020-06-19,20.0
2020-06-23,0.0
2020-06-29,-33.3333
2020-06-30,0.0
2020-07-13,30.0
2020-07-17,5.7692
2020-07-22,-56.3636
2020-07-23,25.0
