ticker,NAT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.5882
2000-01-05,0.5848
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,-3.4884
2000-01-12,2.4096
2000-01-13,3.5294
2000-01-14,-3.4091
2000-01-18,2.3529
2000-01-19,-1.1494
2000-01-21,0.0
2000-01-24,0.0
2000-01-25,-1.4884
2000-01-26,2.439
2000-01-28,0.0
2000-02-01,0.0
2000-02-02,-2.3810000000000002
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,1.2195
2000-02-09,-1.2048
2000-02-10,1.2195
2000-02-11,1.2048
2000-02-14,-0.5952
2000-02-15,6.5868
2000-02-16,-1.1236
2000-02-17,-1.1364
2000-02-18,-2.2989
2000-02-22,3.5294
2000-02-24,0.0
2000-02-25,1.1364
2000-02-28,1.1236
2000-02-29,-1.1111
2000-03-01,2.2472
2000-03-02,0.5495
2000-03-03,-0.5464
2000-03-06,0.0
2000-03-07,-3.2967
2000-03-08,2.2727
2000-03-09,0.0
2000-03-10,2.2222
2000-03-13,1.087
2000-03-14,1.0753
2000-03-15,2.1277
2000-03-16,-1.0417
2000-03-17,0.5263
2000-03-20,1.5707
2000-03-21,-2.0619
2000-03-22,-1.0526
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,1.0638
2000-03-28,3.1579
2000-03-29,4.0816
2000-03-30,-1.9607999999999999
2000-03-31,1.0
2000-04-03,-0.495
2000-04-04,0.995
2000-04-05,0.4926
2000-04-06,0.0
2000-04-07,0.0
2000-04-10,-1.9607999999999999
2000-04-11,7.0
2000-04-12,3.271
2000-04-13,-0.4525
2000-04-14,-0.9091
2000-04-17,5.5046
2000-04-18,0.8696
2000-04-19,-2.5862
2000-04-20,4.4248
2000-04-24,1.6949
2000-04-25,-0.75
2000-04-26,0.4329
2000-04-27,-1.7241
2000-04-28,0.8772
2000-05-01,0.8696
2000-05-02,-1.7241
2000-05-03,0.4386
2000-05-04,-0.8734
2000-05-05,-3.0837
2000-05-09,0.9091
2000-05-10,-1.3514
2000-05-12,-2.2831
2000-05-15,1.8692
2000-05-16,-0.9174
2000-05-17,0.0
2000-05-18,-1.8519
2000-05-19,0.9434
2000-05-22,1.8692
2000-05-23,-0.4587
2000-05-24,0.4608
2000-05-25,0.9174
2000-05-26,0.0
2000-05-30,-0.9091
2000-05-31,1.8349
2000-06-01,2.2523
2000-06-02,5.2863
2000-06-05,2.9289
2000-06-06,4.065
