ticker,NTRB US Equity
2018-08-14,3.7037
2018-08-15,14.2857
2018-08-16,-12.625
2018-08-17,0.1431
2018-08-20,0.0
2018-08-22,0.0
2018-08-23,0.0
2018-08-24,-0.1429
2018-08-27,3.7196
2018-08-28,-3.4483
2018-08-29,14.2857
2018-08-30,-12.25
2018-09-04,1.1396
2018-09-05,2.1127
2018-09-06,1.3793
2018-09-07,2.0408
2018-09-10,-0.1333
2018-09-11,-13.2176
2018-09-12,15.3846
2018-09-14,-46.5333
2018-09-17,74.5636
2018-09-18,7.1429
2018-09-19,4.6667
2018-09-20,1.2739
2018-09-21,-2.5157
2018-09-24,2.4516
2018-09-25,0.1259
2018-09-26,1.1320999999999999
2018-09-27,-11.6915
2018-09-28,13.3803
2018-10-01,-0.6211
2018-10-02,3.125
2018-10-03,-15.1515
2018-10-04,5.0
2018-10-05,0.0
2018-10-08,-10.6122
2018-10-09,14.1553
2018-10-11,-0.6667
2018-10-12,-4.0268
2018-10-15,-7.6923
2018-10-16,6.8182
2018-10-17,-14.8936
2018-10-18,20.8333
2018-10-19,-2.069
2018-10-23,2.1127
2018-10-24,0.0
2018-10-26,7.5862
2018-10-29,-3.8462
2018-10-30,0.0
2018-10-31,0.0
2018-11-02,3.3333
2018-11-05,9.6774
2018-11-06,-4.7059
2018-11-07,1.8519
2018-11-08,10.303
2018-11-09,-1.0989
2018-11-14,0.0
2018-11-16,-19.2222
2018-11-19,-0.4127
2018-11-20,13.9503
2018-11-21,0.0
2018-11-23,0.0
2018-11-27,-9.0909
2018-11-28,0.6667
2018-11-29,6.4901
2018-11-30,-6.0945
2018-12-03,1.245
2018-12-04,4.6572
2018-12-06,6.0
2018-12-07,0.2358
2018-12-10,1.7647
2018-12-11,0.0
2018-12-12,0.578
2018-12-13,-2.8736
2018-12-14,0.0
2018-12-17,3.432
2018-12-19,-2.746
2018-12-20,-2.3529
2018-12-24,2.4096
2018-12-28,0.5882
2019-01-02,0.0
2019-01-03,0.5848
2019-01-04,-1.1628
2019-01-08,-0.5882
2019-01-10,0.5917
2019-01-11,-1.1764999999999999
2019-01-15,1.1905000000000001
2019-01-16,-0.5882
2019-01-17,-2.3669000000000002
2019-01-23,-9.0909
2019-01-24,0.0
2019-01-25,0.0
2019-01-28,1.3333
2019-01-29,5.2632
2019-01-30,-10.0
2019-02-01,14.3056
2019-02-04,0.0
2019-02-07,-14.4593
2019-02-08,6.5341000000000005
2019-02-11,6.6667
2019-02-12,3.75
2019-02-13,5.3012
2019-02-14,0.0
2019-02-15,1.8307
2019-02-19,0.0
2019-02-20,0.6742
2019-02-21,-0.1116
2019-02-22,0.1117
2019-02-25,0.0
2019-02-26,3.2366
2019-02-27,-0.3243
2019-02-28,0.0
2019-03-01,0.4338
2019-03-04,1.5119
2019-03-05,-1.5957
2019-03-06,0.1081
2019-03-07,0.432
2019-03-08,0.5376
2019-03-11,1.0695000000000001
2019-03-12,-1.0582
2019-03-15,0.4278
2019-03-18,-0.426
2019-03-19,-0.5348
2019-03-20,1.0753
2019-03-22,0.2128
2019-03-26,1.38
2019-03-27,0.5236
2019-03-28,0.5208
2019-03-29,6.2176
2019-04-01,16.0976
2019-04-02,-15.8824
2019-04-03,0.3996
2019-04-04,0.995
2019-04-05,-1.4778
2019-04-08,-2.5
2019-04-09,0.0
2019-04-10,2.5641
2019-04-12,0.0
2019-04-15,0.0
2019-04-16,0.0
2019-04-17,0.0
2019-04-18,0.0
2019-04-22,-7.5
2019-04-23,1.5135
2019-04-24,-0.1065
2019-04-25,0.4797
2019-04-29,-1.3263
2019-04-30,-6.0215
2019-05-03,-2.746
2019-05-06,0.5882
2019-05-07,-0.7018
2019-05-09,0.7067
2019-05-10,-1.1696
2019-05-15,-24.8817
2019-05-16,1.6148
2019-05-17,0.9302
2019-05-20,7.5269
2019-05-21,-1.0714
2019-05-23,1.083
2019-05-24,0.0
2019-05-28,-6.4286
2019-05-30,6.8702
2019-05-31,-0.7143
2019-06-04,1.4388
2019-06-05,1.4184
2019-06-06,4.1958
2019-06-07,-2.6846
2019-06-10,2.7586
2019-06-11,0.0
2019-06-12,0.6711
2019-06-13,-0.1333
2019-06-14,0.8011
2019-06-17,0.0
2019-06-18,7.947
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,-0.6135
2019-06-24,-1.2346
2019-06-25,0.0
2019-06-26,-0.125
2019-06-27,0.1252
2019-06-28,3.125
2019-07-01,2.9091
2019-07-02,-5.7715
2019-07-08,-12.5
2019-07-09,-7.0
2019-07-10,-5.3763
2019-07-11,23.3766
2019-07-12,0.0
2019-07-16,-1.3158
2019-07-17,-0.6667
2019-07-18,-11.9463
2019-07-22,-2.439
2019-07-23,13.2813
2019-07-24,20.6897
2019-07-25,11.4286
2019-07-26,-2.5641
2019-07-29,3.9474
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,-1.2658
2019-08-02,-10.2564
2019-08-12,0.0
2019-08-14,0.0
2019-08-19,-40.0
2019-08-20,19.0476
2019-08-21,0.0
2019-08-23,4.0
2019-08-28,0.0
2019-08-29,0.0
2019-09-04,-13.461500000000001
2019-09-05,20.0
2019-09-19,-59.2593
2019-09-23,-11.3636
2019-09-24,43.5897
2019-10-02,-28.5714
2019-10-03,90.0
2019-10-04,0.0
2019-10-21,-21.0526
2019-10-28,33.3333
2019-10-29,10.0
2019-10-31,13.6364
2019-11-01,0.0
2019-11-06,-11.56
2019-11-07,13.071
2019-11-08,-4.0
2019-11-15,-25.0
2019-11-18,5.5556
2019-11-22,-18.4211
2019-11-25,9.6774
2019-11-26,0.0
2019-11-29,13.2353
2019-12-02,9.0909
2019-12-04,-14.2857
2019-12-09,-5.6111
2019-12-10,-2.8252
2019-12-11,1.4537
2019-12-12,0.0
2019-12-13,-0.2985
2019-12-18,-10.1796
2019-12-24,6.3333
2019-12-26,-12.2257
2019-12-30,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-10,0.0
2020-01-13,0.0
2020-01-15,-10.357099999999999
2020-01-16,11.4741
2020-01-22,-3.5025
2020-01-23,0.0
2020-01-27,1.8519
2020-02-06,-9.1636
2020-02-19,-3.9231
2020-02-21,-4.1667
2020-02-28,-13.0435
2020-03-03,40.0
2020-03-06,7.1429
2020-03-12,-20.0
2020-03-13,-12.4992
2020-03-18,9.5228
2020-03-23,-13.0435
2020-03-24,20.0
2020-03-25,2.0833
2020-03-27,22.449
2020-03-31,0.0
2020-04-01,-40.0
2020-04-02,0.0
2020-04-03,22.2222
2020-04-09,-4.5455
2020-04-13,-4.7619
2020-04-14,-5.0
2020-04-15,26.3158
2020-04-28,2.5
2020-04-30,-2.439
2020-05-01,-10.4167
2020-05-04,-4.186
2020-05-14,0.0
2020-05-15,0.4854
2020-05-19,0.4831
2020-05-20,0.9615
2020-05-28,-2.3810000000000002
2020-06-01,-21.9512
2020-06-02,25.0
2020-06-05,5.0
2020-06-08,2.3810000000000002
2020-06-09,-6.9767
2020-06-11,2.0
2020-06-12,3.4314
2020-06-16,0.0
2020-06-17,-5.2133
2020-06-18,5.5
2020-06-22,-2.9384
2020-06-26,0.0977
2020-07-08,2.3415
2020-07-10,0.0
2020-07-14,-14.2031
2020-07-15,-11.1121
2020-07-17,-3.125
2020-07-21,35.4839
2020-07-22,-3.3333
2020-07-23,-1.4778
2020-07-27,-10.0
