ticker,MSEZ US Equity
2012-06-25,-16.6667
2012-06-27,20.0
2012-06-28,-16.6667
2012-06-29,0.0
2012-07-02,-40.0
2012-07-05,0.0
2012-07-06,0.0
2012-07-09,0.0
2012-07-10,0.0
2012-07-11,0.0
2012-07-12,0.0
2012-07-13,0.0
2012-07-16,66.6667
2012-07-17,-60.0
2012-07-18,50.0
2012-07-19,0.0
2012-07-20,-33.3333
2012-07-23,50.0
2012-07-24,0.0
2012-07-25,0.0
2012-07-27,0.0
2012-07-30,0.0
2012-07-31,0.0
2012-08-01,0.0
2012-08-02,0.0
2012-08-03,-33.3333
2012-08-10,0.0
2012-08-13,50.0
2012-08-14,0.0
2012-08-15,0.0
2012-08-16,-33.3333
2012-08-17,50.0
2012-08-20,0.0
2012-08-21,0.0
2012-08-22,0.0
2012-08-23,0.0
2012-08-24,0.0
2012-08-27,0.0
2012-08-28,0.0
2012-08-29,0.0
2012-08-30,0.0
2012-08-31,0.0
2012-09-04,0.0
2012-09-05,0.0
2012-09-06,66.6667
2012-09-07,-40.0
2012-09-11,0.0
2012-09-12,0.0
2012-09-13,0.0
2012-09-14,0.0
2012-09-17,0.0
2012-09-18,0.0
2012-09-24,0.0
2012-09-26,0.0
2012-09-27,0.0
2012-09-28,0.0
2012-10-01,0.0
2012-10-02,0.0
2012-10-04,0.0
2012-10-05,0.0
2012-10-08,0.0
2012-10-10,-33.3333
2012-10-11,0.0
2012-10-12,0.0
2012-10-15,0.0
2012-10-16,0.0
2012-10-17,0.0
2012-10-18,0.0
2012-10-19,0.0
2012-10-22,0.0
2012-10-23,0.0
2012-10-24,0.0
2012-10-25,0.0
2012-10-26,0.0
2012-10-31,0.0
2012-11-05,0.0
2012-11-07,-20.0
2012-11-08,25.0
2012-11-09,-71.0
2012-11-16,-8.046
2012-11-19,67.5
2012-12-03,176.1194
2012-12-04,-63.9865
2012-12-06,37.3358
2012-12-07,-56.2842
2012-12-10,0.0
2012-12-11,0.0
2012-12-13,-80.0
2012-12-14,16.4062
2012-12-17,0.0
2012-12-19,426.1745
2012-12-21,0.0
2012-12-24,-80.6122
2012-12-28,26.3158
2012-12-31,0.0
2013-01-07,232.2917
2013-01-08,-29.7806
2013-01-09,42.4107
2013-01-11,0.3135
2013-01-16,-27.5
2013-01-24,-0.431
2013-01-30,0.4329
2013-01-31,72.4138
2013-02-05,0.0
2013-02-28,-76.0
2013-03-11,0.0
2013-03-15,0.0
2013-03-20,0.0
2013-03-25,0.0
2013-03-26,700.0
2013-04-03,-87.3698
2013-04-17,0.0
2013-04-29,0.0
2013-05-01,-28.866
2013-05-07,15.942
2013-05-13,0.0
2013-05-30,0.0
2013-05-31,250.0
2013-06-03,-71.0714
2013-06-11,-1.2346
2013-06-18,250.0
2013-06-24,-57.1429
2013-07-03,0.0
2013-07-11,6.6667
2013-07-12,6.25
2013-07-30,-41.1765
2013-08-15,0.0
2013-08-22,0.0
2013-09-05,0.0
2013-09-17,0.0
2013-12-13,-70.0
2013-12-19,0.0
2013-12-23,0.0
2013-12-30,33.3333
2014-01-07,0.0
2014-01-13,0.0
2014-02-13,0.0
2014-02-26,100.0
2014-02-28,-48.4375
2014-03-12,0.0
2014-03-17,-3.0303
2014-03-18,3.125
2014-03-24,0.0
2014-04-02,0.0
2014-04-14,-3.0303
2014-04-28,4.6875
2014-04-29,0.0
2014-05-01,0.0
2014-05-08,0.0
2014-05-13,0.0
2014-05-19,616.4179
2014-05-20,-66.6667
2014-05-23,-56.875
2014-05-29,0.0
2014-07-16,4.3478
2014-08-26,0.0
2014-10-02,2.7778
2014-11-06,0.0
2014-11-07,0.0
2014-12-15,0.0
2014-12-30,0.0
2015-01-15,0.0
2015-03-24,0.0
2015-07-23,8.1081
2015-08-07,-20.0
2015-08-13,0.0
2015-10-13,-25.0
2015-11-10,0.0
2016-02-05,131.25
2016-02-11,0.0
2016-03-18,-56.7568
2016-05-18,-16.6667
2016-06-03,0.0
2016-06-23,0.0
2016-08-25,0.0
2016-10-06,0.0
2016-10-21,70.0
2016-12-28,-20.5882
2017-03-14,-25.9259
2017-04-11,0.0
2017-04-20,0.0
2017-06-23,0.0
2017-06-27,0.0
2017-07-19,4.0
2017-09-22,32.8846
2017-10-05,-56.5847
2017-11-14,-20.0
2017-12-08,-1.6667
2017-12-13,-83.0508
2018-01-02,0.0
2018-01-16,0.0
2018-01-19,50.0
2018-01-26,3233.3333
2018-01-29,0.0
2018-01-30,0.0
2018-02-07,0.0
2018-03-13,100.0
2018-03-14,50.0
2018-03-16,4.3767
2018-03-20,188.6181
2018-03-21,-64.0387
2018-03-22,0.0
2018-03-26,0.0
2018-03-28,0.0
2018-03-29,-7.6923
2018-04-05,23.3333
2018-04-12,-18.9189
2018-04-17,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-05-02,0.0
2018-05-25,12.5
2018-06-11,0.0
2018-06-12,0.0
2018-07-10,-11.1111
2018-07-20,0.0
2018-08-07,0.0
2018-08-27,0.0
2018-09-05,0.0
2018-09-07,10.0
2018-09-12,-9.0909
2018-10-10,0.0
2018-11-19,0.0
2018-11-26,0.0
2018-12-20,-16.6667
2018-12-26,0.4
2018-12-28,-0.3984
2019-01-15,0.4
2019-01-22,-0.3984
2019-01-30,4.0
2019-02-14,-3.8462
2019-03-07,-20.0
2019-04-24,0.0
2019-05-14,1.25
2019-06-03,-25.9259
2019-07-18,566.6667
2019-07-23,-81.2
2019-07-26,-0.266
2019-09-12,-25.3333
2019-10-02,-5.0
2019-10-03,-24.812
2019-10-14,0.0
2019-10-23,0.0
2019-11-11,-4.0
2019-11-19,95.8333
2019-12-09,-46.8085
2020-01-16,49.0
2020-01-23,0.6711
2020-01-27,-36.0
2020-03-19,0.0
2020-04-24,0.0
2020-05-01,0.0
2020-05-08,28.125
2020-06-17,22.7642
2020-07-01,-36.4238
2020-07-02,0.0
2020-07-28,0.0
