ticker,MSEZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-09,2.0
2010-06-28,0.0
2010-07-27,96.0784
2011-04-15,-99.4
2011-04-18,-44.7917
2011-04-19,-58.4906
2011-04-20,-18.1818
2011-04-21,-27.7778
2011-04-25,-38.4615
2011-04-26,37.5
2011-04-28,-45.4545
2011-04-29,0.0
2011-05-02,33.3333
2011-05-03,-37.5
2011-05-04,0.0
2011-05-05,120.0
2011-05-06,-27.2727
2011-05-10,25.0
2011-05-12,10.0
2011-05-18,-72.7273
2011-05-23,0.0
2011-05-26,66.6667
2011-05-31,0.0
2011-06-03,0.0
2011-06-07,-60.0
2011-06-08,150.0
2011-06-09,-40.0
2011-06-14,-33.3333
2011-06-17,50.0
2011-06-22,-33.3333
2011-06-23,0.0
2011-06-24,0.0
2011-07-06,50.0
2011-07-14,-33.3333
2011-07-21,0.0
2011-07-22,50.0
2011-07-27,66.6667
2011-07-28,0.0
2011-08-01,-40.0
2011-08-25,-33.3333
2011-09-19,0.0
2011-09-27,50.0
2011-10-06,-33.3333
2011-10-17,50.0
2011-10-18,0.0
2011-10-19,0.0
2011-10-20,0.0
2011-11-02,-33.3333
2011-11-03,0.0
2011-11-11,50.0
2011-11-14,-33.3333
2011-11-16,0.0
2011-11-21,50.0
2011-11-22,-33.3333
2012-02-15,50.0
2012-03-13,-33.3333
2012-03-19,0.0
2012-03-22,50.0
2012-03-28,-33.3333
2012-04-18,550.0
2012-04-19,23.0769
2012-04-20,-18.75
2012-04-23,0.0
2012-04-24,-23.0769
2012-04-25,10.0
2012-04-26,-9.0909
2012-04-27,10.0
2012-04-30,0.0
2012-05-01,27.2727
2012-05-02,-21.4286
2012-05-03,18.1818
2012-05-04,0.0
2012-05-07,-23.0769
2012-05-08,0.0
2012-05-09,0.0
2012-05-10,0.0
2012-05-11,-20.0
2012-05-15,-25.0
2012-05-16,-16.6667
2012-05-17,20.0
2012-05-18,33.3333
2012-05-21,-25.0
2012-05-22,0.0
2012-05-23,33.3333
2012-05-24,-25.0
2012-05-25,0.0
2012-05-29,0.0
2012-05-30,33.3333
2012-05-31,25.0
2012-06-01,30.0
2012-06-04,-23.0769
2012-06-05,-50.0
2012-06-06,20.0
2012-06-07,-50.0
2012-06-08,100.0
2012-06-11,-16.6667
2012-06-12,-40.0
2012-06-13,66.6667
2012-06-14,0.0
2012-06-15,0.0
2012-06-18,20.0
2012-06-19,0.0
2012-06-20,0.0
2012-06-21,0.0
2012-06-22,0.0
