ticker,CEFB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-08-20,1.25
2004-08-23,0.0
2004-08-30,-1.2346
2004-09-03,0.0
2004-09-08,1.25
2004-09-09,-0.823
2004-09-16,0.0
2004-09-23,-0.4149
2004-09-29,0.4167
2004-10-05,3.7344
2004-10-20,-4.0
2004-10-21,4.1667
2004-10-29,-4.0
2004-11-01,4.1667
2004-11-02,-2.0
2004-11-10,2.0408
2004-11-15,-2.0
2004-12-02,0.0
2004-12-27,12.2449
2004-12-31,0.7273
2005-01-05,10.1083
2005-01-06,0.0
2005-01-21,0.0
2005-02-02,1.3115
2005-02-09,5.8252
2005-02-11,3.9755000000000003
2005-02-14,1.4706000000000001
2005-02-16,-3.7681
2005-02-17,-0.6024
2005-03-02,-1.5152
2005-03-07,3.0769
2005-03-14,0.0
2005-03-16,0.0
2005-03-17,-2.9851
2005-03-23,-0.3077
2005-04-04,0.3086
2005-04-06,-3.6923
2005-04-07,0.0
2005-04-12,-1.278
2005-04-14,3.5599
2005-04-15,-3.75
2005-04-22,-2.9221
2005-04-25,0.0
2005-04-26,2.0067
2005-05-10,-1.6393
2005-05-11,0.0
2005-05-13,2.0
2005-05-16,0.0
2005-05-17,0.0
2005-05-25,0.0
2005-06-03,1.3072
2005-06-08,2.5806
2005-06-22,0.0
2005-06-24,0.0
2005-06-30,-3.4591
2005-07-01,3.5831
2005-07-05,0.0
2005-07-07,0.6289
2005-07-08,0.0
2005-07-13,0.625
2005-07-14,0.0
2005-07-25,0.6211
2005-07-26,0.0
2005-08-02,0.3086
2005-08-08,4.6154
2005-08-24,0.0
2005-08-25,-3.2353
2005-08-31,1.2158
2005-09-01,2.1622
2005-09-02,-0.3527
2005-09-06,-1.1799
2005-09-09,0.8955
2005-09-16,-2.3669000000000002
2005-09-19,2.4242
2005-09-27,-2.3669000000000002
2005-10-06,0.9091
2005-10-11,1.2012
2005-10-12,-2.0772
2005-10-13,0.303
2005-10-17,0.3021
2005-10-21,-0.6024
2005-11-03,1.5152
2005-11-18,2.9851
2005-11-21,-2.6087
2005-11-22,4.1667
2005-11-30,5.7143
2005-12-01,-8.1081
2005-12-14,1.4706000000000001
2005-12-20,1.4493
2005-12-22,0.0
2006-01-10,-2.5714
2006-01-13,5.5718
2006-01-27,-2.7778
2006-03-10,1.4285999999999999
2006-03-24,0.0
2006-03-27,0.0
2006-04-05,2.8169
2006-04-19,1.3699
2006-04-25,0.0
2006-05-10,1.0811
2006-05-26,-0.9091
