ticker,EQH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-05-10,1.7
2018-05-11,5.1622
2018-05-14,0.5143
2018-05-15,0.4651
2018-05-16,0.0
2018-05-17,0.3704
2018-05-18,-0.4613
2018-05-21,1.2974999999999999
2018-05-22,-0.0457
2018-05-23,-0.595
2018-05-24,0.2762
2018-05-25,0.7805
2018-05-29,-5.5125
2018-05-30,3.3750999999999998
2018-05-31,-0.3731
2018-06-01,0.8427
2018-06-04,0.65
2018-06-05,-0.9225
2018-06-06,-0.4655
2018-06-07,-0.5613
2018-06-08,-0.9407
2018-06-11,1.3295
2018-06-12,0.1874
2018-06-13,1.1693
2018-06-14,-1.988
2018-06-15,-0.3774
2018-06-18,-0.8996
2018-06-19,-0.1433
2018-06-20,1.1005
2018-06-21,0.3786
2018-06-22,2.2631
2018-06-25,-2.7201
2018-06-26,-1.327
2018-06-27,-2.8818
2018-06-28,0.1484
2018-06-29,1.7778
2018-07-02,0.097
2018-07-03,0.7756
2018-07-05,1.3468
2018-07-06,0.617
2018-07-09,2.5
2018-07-10,-0.8744
2018-07-11,-2.3213
2018-07-12,0.2852
2018-07-13,-0.2844
2018-07-16,0.903
2018-07-17,0.0942
2018-07-18,-0.0471
2018-07-19,-1.2711999999999999
2018-07-20,0.9061
2018-07-23,1.6068
2018-07-24,0.4186
2018-07-25,-0.0926
2018-07-26,1.0663
2018-07-27,-0.2752
2018-07-30,1.2879
2018-07-31,-0.1362
2018-08-01,-1.5007000000000001
2018-08-02,-0.1385
2018-08-03,1.5257
2018-08-06,-0.0911
2018-08-07,-1.5953
2018-08-08,1.1116
2018-08-09,-0.7329
2018-08-10,-1.7074
2018-08-13,0.2347
2018-08-14,2.4356
2018-08-15,-1.0974
2018-08-16,1.8031000000000001
2018-08-17,0.9537
2018-08-20,0.5848
2018-08-21,1.4311
2018-08-22,0.3968
2018-08-23,-0.7509
2018-08-24,0.0445
2018-08-27,1.379
2018-08-28,0.2194
2018-08-29,-0.4378
2018-08-30,1.1434
2018-08-31,-0.2174
2018-09-04,0.3486
2018-09-05,-0.5645
2018-09-06,-1.5721
2018-09-07,-0.9317
2018-09-10,0.7613
2018-09-11,-0.2222
2018-09-12,0.0
2018-09-13,-0.98
2018-09-14,0.09
2018-09-17,0.4045
2018-09-18,-0.5372
2018-09-19,1.2151
2018-09-20,0.2668
2018-09-21,-0.3991
2018-09-24,-1.1131
2018-09-25,-1.6209
2018-09-26,-2.0595
2018-09-27,1.9626000000000001
