ticker,EQH US Equity
2018-09-28,-1.6957
2018-10-01,-1.4918
2018-10-02,-0.284
2018-10-03,1.4238
2018-10-04,1.9186
2018-10-05,0.2296
2018-10-08,0.1374
2018-10-09,-0.1372
2018-10-10,-2.0614
2018-10-11,-4.0225
2018-10-12,0.5848
2018-10-15,0.0
2018-10-16,0.6783
2018-10-17,1.2511999999999999
2018-10-18,-1.5684
2018-10-19,0.1449
2018-10-22,-0.3857
2018-10-23,0.9197
2018-10-24,-4.3165
2018-10-25,1.1028
2018-10-26,-1.3881999999999999
2018-10-29,-0.1508
2018-10-30,1.712
2018-10-31,0.4455
2018-11-01,-0.7393
2018-11-02,2.3337
2018-11-05,0.8734
2018-11-06,1.5392000000000001
2018-11-07,3.7423
2018-11-08,-0.9132
2018-11-09,-1.2903
2018-11-12,-1.5873
2018-11-13,-0.9962
2018-11-14,0.1437
2018-11-15,-2.1531000000000002
2018-11-16,-0.978
2018-11-19,-0.2469
2018-11-20,-3.0198
2018-11-21,0.3063
2018-11-23,0.3562
2018-11-26,2.246
2018-11-27,-0.699
2018-11-28,1.5586
2018-11-29,-1.6337000000000002
2018-11-30,-0.9562
2018-12-03,0.6606
2018-12-04,-6.0071
2018-12-06,-4.2965
2018-12-07,-2.5814
2018-12-10,-0.1152
2018-12-11,0.519
2018-12-12,0.5737
2018-12-13,0.057
2018-12-14,-3.8198
2018-12-17,-0.2371
2018-12-18,-2.1985
2018-12-19,-1.3973
2018-12-20,-2.0949
2018-12-21,-3.6501
2018-12-24,-2.6127000000000002
2018-12-26,3.3535
2018-12-27,1.5574
2018-12-28,2.0447
2018-12-31,4.1327
2019-01-02,-1.3229
2019-01-03,-1.1578
2019-01-04,6.3502
2019-01-07,0.8696
2019-01-08,1.2069
2019-01-09,1.2493
2019-01-10,1.29
2019-01-11,1.1628
2019-01-14,0.1642
2019-01-15,0.7104
2019-01-16,1.465
2019-01-17,1.6042999999999998
2019-01-18,-0.6316
2019-01-22,-2.2775
2019-01-23,0.271
2019-01-24,-0.3243
2019-01-25,1.1388
2019-01-28,-1.3405
2019-01-29,0.2174
2019-01-30,0.5423
2019-01-31,0.0
2019-02-01,-0.1079
2019-02-04,0.486
2019-02-05,0.1075
2019-02-06,-0.3221
2019-02-07,-1.4001000000000001
2019-02-08,-0.4369
2019-02-11,-0.2743
2019-02-12,3.0253
2019-02-13,1.0678
2019-02-14,-1.0037
2019-02-15,3.2016999999999998
2019-02-19,0.4137
2019-02-20,0.4634
2019-02-21,-1.1276
2019-02-22,0.2592
2019-02-25,-0.6722
2019-02-26,-0.1562
2019-02-27,0.3128
2019-02-28,-0.6237
2019-03-01,5.6485
2019-03-04,1.8317
2019-03-05,-1.7123
2019-03-06,-1.3937
2019-03-07,-0.7067
2019-03-08,0.9659
2019-03-11,1.6616
2019-03-12,-0.1981
2019-03-13,0.3474
2019-03-14,1.5826
2019-03-15,1.0711
2019-03-18,0.5299
2019-03-19,2.4916
2019-03-20,-2.5244999999999997
2019-03-21,-0.2878
2019-03-22,-5.1467
2019-03-25,-1.927
2019-03-26,3.4126
2019-03-27,-0.6
2019-03-28,0.7042
2019-03-29,0.5994
2019-04-01,3.6743
2019-04-02,-1.1015
2019-04-03,1.8401999999999998
2019-04-04,1.6167
2019-04-05,2.1993
2019-04-08,0.3663
2019-04-09,-1.0949
2019-04-10,0.7841
2019-04-11,0.0458
2019-04-12,1.8756
2019-04-15,0.1796
2019-04-16,1.2102
2019-04-17,0.0443
2019-04-18,0.0443
2019-04-22,-2.1239
2019-04-23,2.6221
2019-04-24,-1.3216
2019-04-25,-1.1161
2019-04-26,0.9481
2019-04-29,0.7156
2019-04-30,0.7549
2019-05-01,-1.2781
2019-05-02,0.9375
2019-05-03,0.973
2019-05-06,-1.0512
2019-05-07,-1.3723
2019-05-08,-1.2118
2019-05-09,0.1363
2019-05-10,0.726
2019-05-13,-6.5315
2019-05-14,2.5542
2019-05-15,0.6109
2019-05-16,0.7006
2019-05-17,-0.3711
2019-05-20,-1.3035
2019-05-21,1.6038000000000001
2019-05-22,-0.7892
2019-05-23,-1.8718
2019-05-24,2.6228
2019-05-28,0.1394
2019-05-29,-1.0209
2019-05-30,0.3751
2019-05-31,-3.3162
2019-06-03,1.3139
2019-06-04,0.8646
2019-06-05,-0.4762
2019-06-06,0.0478
2019-06-07,-0.1913
2019-06-10,1.0062
2019-06-11,1.2808
2019-06-12,-0.5621
2019-06-13,0.2826
2019-06-14,-0.0939
2019-06-17,-2.2567
2019-06-18,0.0
2019-06-19,0.3367
2019-06-20,0.3356
2019-06-21,-1.0511
2019-06-24,-0.5794
2019-06-25,-3.3997
2019-06-26,0.0503
2019-06-27,1.9095
2019-06-28,3.0572
2019-07-01,0.4785
2019-07-02,-0.2381
2019-07-03,2.673
2019-07-05,1.4877
2019-07-08,-0.7329
2019-07-09,1.0614
2019-07-10,-0.137
2019-07-11,1.4175
2019-07-12,1.2624
2019-07-15,0.2226
2019-07-16,0.6219
2019-07-17,-1.9868000000000001
2019-07-18,1.2162
2019-07-19,-0.2225
2019-07-22,-0.6244
2019-07-23,1.7504
2019-07-24,0.5734
2019-07-25,-0.5263
2019-07-26,0.1764
2019-07-29,0.0
2019-07-30,0.2641
2019-07-31,-1.3169
2019-08-01,-6.0498
2019-08-02,-2.036
2019-08-05,-4.1566
2019-08-06,2.0676
2019-08-07,-0.2964
2019-08-08,3.6174
2019-08-09,0.4304
2019-08-12,-2.8095
2019-08-13,1.6659000000000002
2019-08-14,-4.0
2019-08-15,-0.3514
2019-08-16,1.9647000000000001
2019-08-19,1.4328
2019-08-20,-1.0716
2019-08-21,1.1324
2019-08-22,0.7847
2019-08-23,-3.2117
2019-08-26,1.1564
2019-08-27,-1.3418999999999999
2019-08-28,1.1083
2019-08-29,2.6906
2019-08-30,0.7763
2019-09-03,-2.3592
2019-09-04,1.2821
2019-09-05,2.4343
2019-09-06,-0.3327
2019-09-09,2.3844
2019-09-10,1.0247
2019-09-11,-0.0922
2019-09-12,-0.5999
2019-09-13,2.4605
2019-09-16,-1.1328
2019-09-17,0.7791
2019-09-18,0.5457
2019-09-19,0.3618
2019-09-20,1.9378
2019-09-23,-1.2378
2019-09-24,-0.8953
2019-09-25,1.3098
2019-09-26,0.0
2019-09-27,0.9808
2019-09-30,-2.1634
2019-10-01,-1.8953
2019-10-02,-3.2199
2019-10-03,-0.6179
2019-10-04,1.4825
2019-10-07,-1.2253
2019-10-08,-3.7214
2019-10-09,1.338
2019-10-10,0.4401
2019-10-11,3.408
2019-10-14,0.2825
2019-10-15,0.6103
2019-10-16,-0.3266
2019-10-17,0.7491
2019-10-18,0.8829
2019-10-21,2.7637
2019-10-22,0.6723
2019-10-23,0.3562
2019-10-24,-1.1091
2019-10-25,-0.4038
2019-10-28,2.3423
2019-10-29,-2.0687
2019-10-30,-1.1685
2019-10-31,-1.7734999999999999
2019-11-01,1.713
2019-11-04,2.5034
2019-11-05,-0.0444
2019-11-06,-0.8441
2019-11-07,0.0896
2019-11-08,3.7601
2019-11-11,1.6393
2019-11-12,-0.7216
2019-11-13,-1.2398
2019-11-14,1.7316
2019-11-15,1.4894
2019-11-18,-0.4641
2019-11-19,0.6783
2019-11-20,0.8842
2019-11-21,0.1669
2019-11-22,1.2083
2019-11-25,1.3586
2019-11-26,1.381
2019-11-27,0.0
2019-11-29,-0.8814
2019-12-02,-0.8892
2019-12-03,-3.5888999999999998
2019-12-04,1.0998
2019-12-05,1.7992
2019-12-06,1.7673999999999999
2019-12-09,-0.9693
2019-12-10,-0.2855
2019-12-11,-0.7362
2019-12-12,2.431
2019-12-13,-0.885
2019-12-16,0.7711
2019-12-17,-0.3222
2019-12-18,-0.7273
2019-12-19,1.6280000000000001
2019-12-20,-0.1602
2019-12-23,-0.7621
2019-12-24,-0.485
2019-12-26,0.4874
2019-12-27,-0.5659
2019-12-30,0.4472
2019-12-31,0.2833
2020-01-02,0.4843
2020-01-03,-2.1285
2020-01-06,0.2462
2020-01-07,2.1695
2020-01-08,1.9630999999999998
2020-01-09,1.3752
2020-01-10,-0.0388
2020-01-13,1.3183
2020-01-14,-0.1914
2020-01-15,-1.6104
2020-01-16,1.5977999999999999
2020-01-17,0.0384
2020-01-21,-1.7638
2020-01-22,0.039
2020-01-23,-0.5462
2020-01-24,-2.0008
2020-01-27,-2.5220000000000002
2020-01-28,1.0678
2020-01-29,0.9346
2020-01-30,-0.6844
2020-01-31,-2.6348000000000003
2020-02-03,0.8743
2020-02-04,2.3525
2020-02-05,3.3871
2020-02-06,0.195
2020-02-07,-0.0779
2020-02-10,1.4803
2020-02-11,3.263
2020-02-12,0.3717
2020-02-13,0.0
2020-02-14,-0.4074
2020-02-18,-0.6694
2020-02-19,1.0109
2020-02-20,0.6301
2020-02-21,-1.6575
2020-02-24,-5.618
2020-02-25,-4.6429
2020-02-26,-3.5372
2020-02-27,-7.4633
2020-02-28,-0.2331
2020-03-02,2.1963
2020-03-03,-4.2067
2020-03-04,3.0072
2020-03-05,-6.6728
2020-03-06,-6.1072
2020-03-09,-18.0171
2020-03-10,13.7191
2020-03-11,-9.5483
2020-03-12,-10.6195
2020-03-13,14.215
2020-03-16,-17.9567
2020-03-17,-2.1132
2020-03-18,-11.3338
2020-03-19,-2.087
2020-03-20,-5.595
2020-03-23,-1.9755
2020-03-24,28.7908
2020-03-25,13.7854
2020-03-26,3.4709
2020-03-27,-5.8861
2020-03-30,3.9677
2020-03-31,-6.533
2020-04-01,-7.5433
2020-04-02,0.2246
2020-04-03,-2.7633
2020-04-06,9.5238
2020-04-07,0.8415
2020-04-08,8.2058
2020-04-09,6.7481
2020-04-13,-3.1908
2020-04-14,1.1816
2020-04-15,-7.5599
2020-04-16,-4.0559
2020-04-17,9.1476
2020-04-20,-2.6667
2020-04-21,-4.5662
2020-04-22,4.9897
2020-04-23,-0.1953
2020-04-24,4.3705
2020-04-27,2.625
2020-04-28,9.8051
2020-04-29,5.1581
2020-04-30,-3.3755
2020-05-01,-5.3493
2020-05-04,-1.7301
2020-05-05,-1.8779
2020-05-06,-1.9139
2020-05-07,6.4634
2020-05-08,2.2337
2020-05-11,-3.9215999999999998
2020-05-12,-4.2566
2020-05-13,-5.7856
2020-05-14,5.6884
2020-05-15,0.9174
2020-05-18,10.1818
2020-05-19,-5.2255
2020-05-20,2.7278000000000002
2020-05-21,1.7513999999999998
2020-05-22,-1.7213
2020-05-26,8.8136
2020-05-27,4.3614
2020-05-28,-2.2388
2020-05-29,-1.883
2020-06-01,1.6221999999999999
2020-06-02,1.4418
2020-06-03,6.4467
2020-06-04,4.0057
2020-06-05,1.7423
2020-06-08,3.8756
2020-06-09,-4.0347
2020-06-10,-2.2604
2020-06-11,-10.407
2020-06-12,6.35
2020-06-15,0.7282
2020-06-16,1.3976
2020-06-17,-4.135
2020-06-18,-0.7933
2020-06-19,-1.6492
2020-06-22,-0.5589
2020-06-23,0.6643
2020-06-24,-4.5178
2020-06-25,5.0505
2020-06-26,-3.8968
2020-06-29,0.1053
2020-06-30,1.4729
2020-07-01,-2.2291
2020-07-02,0.8484
2020-07-06,2.103
2020-07-07,-2.7291
2020-07-08,1.6411
2020-07-09,-5.5208
2020-07-10,5.8986
2020-07-13,1.5617
2020-07-14,0.5638
2020-07-15,4.893
2020-07-16,-0.5345
2020-07-17,-0.8793
2020-07-20,-1.5278
2020-07-21,0.9009
2020-07-22,0.9921
2020-07-23,1.1297
2020-07-24,-1.4085
2020-07-27,-0.0985
2020-07-28,-1.1834
2020-07-29,3.2435
2020-07-30,-2.1266
2020-07-31,1.037
