ticker,PGNE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-14,0.0
2006-06-15,445.4545
2006-06-16,-8.3333
2006-08-14,6718.1818
2006-10-17,-22.0
2006-10-26,-17.9487
2006-11-30,6.25
2006-12-06,-5.8824
2007-01-16,6.25
2007-01-17,0.0
2007-01-25,0.0
2007-01-31,-1.1764999999999999
2007-03-06,1.1905000000000001
2007-03-08,0.0
2007-03-09,-5.8824
2007-03-12,-3.125
2007-03-13,-3.2258
2007-03-14,12.0
2007-03-15,-1.7856999999999998
2007-03-16,0.0
2007-03-19,-3.6364
2007-03-20,-3.7736
2007-03-21,-1.9607999999999999
2007-03-22,2.4
2007-03-23,-1.0417
2007-03-26,0.6579
2007-03-27,-2.6144
2007-03-28,0.6711
2007-03-29,-1.3333
2007-03-30,-1.3514
2007-04-02,0.0
2007-04-03,-12.3288
2007-04-04,-27.3438
2007-04-05,-32.2581
2007-04-09,-42.8571
2007-04-10,-38.8889
2007-04-11,59.0909
2007-04-12,5.7143
2007-04-13,-2.7027
2007-04-16,-19.4444
2007-04-17,-6.8966
2007-04-18,-18.5185
2007-04-19,-9.0909
2007-04-20,10.0
2007-04-23,0.0
2007-04-24,22.7841
2007-04-25,-11.1522
2007-04-26,-14.5833
2007-04-27,-12.1951
2007-04-30,0.0
2007-05-01,-1.875
2007-05-02,18.896
2007-05-03,-5.625
2007-05-04,-9.1769
2007-05-07,-5.5556
2007-05-08,-23.5294
2007-05-09,-23.0769
2007-05-10,-15.0
2007-05-11,5.8824
2007-05-14,33.3333
2007-05-15,-55.8333
2007-05-16,22.6415
2007-05-17,-20.9615
2007-05-18,16.7883
2007-05-21,-8.3333
2007-05-22,-27.2727
2007-05-23,12.5
2007-05-24,0.0
2007-05-25,11.1111
2007-05-29,-13.75
2007-05-30,-42.029
2007-05-31,-20.0
2007-06-01,-5.625
2007-06-04,-4.6358
2007-06-05,-16.6667
2007-06-06,-20.0
2007-06-07,25.0
2007-06-08,0.0
2007-06-11,26.6667
2007-06-12,-5.2632
2007-06-13,0.0
2007-06-14,-11.1111
2007-06-15,-12.5
2007-06-18,10.7143
2007-06-19,-3.2258
2007-06-20,0.0
2007-06-21,20.0
2007-06-22,-11.1111
2007-06-25,6.25
2007-06-26,-11.7647
2007-06-27,6.6667
2007-06-28,0.0
2007-06-29,6.25
2007-07-02,-5.8824
2007-07-03,0.0
2007-07-05,0.0
2007-07-06,0.0
2007-07-09,6.25
2007-07-10,47.0588
2007-07-11,-36.0
