ticker,XGEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-31,0.0
2000-02-01,900.0
2000-02-07,-90.0
2000-02-09,2400.0
2000-02-22,0.0
2000-03-03,-96.0
2000-03-08,3650.0
2000-03-10,0.0
2000-03-13,0.0
2000-03-17,-96.0
2000-03-20,2191.6667
2000-03-23,-95.6364
2000-05-16,0.0
2000-09-11,233.3333
2000-10-18,100.0
2000-10-30,20.0
2000-11-03,-58.3333
2000-12-20,20.0
2000-12-26,0.0
2001-03-30,0.0
2001-05-30,0.0
2001-10-05,-16.6667
2001-11-26,-60.0
2001-12-10,-92.8571
2002-01-11,5900.0
2002-03-27,233.3333
2002-03-28,0.0
2002-04-17,-60.0
2002-04-18,-25.0
2002-04-24,0.0
2002-04-25,16.6667
2002-05-17,-57.1429
2002-05-31,-26.6667
2002-06-03,127.2727
2002-06-06,-40.0
2002-06-13,66.6667
2002-06-17,-14.0
2002-06-24,4.6512
2002-07-15,0.0
2002-07-19,-55.5556
2002-07-22,150.0
2002-08-08,-90.0
2002-08-15,960.0
2002-08-22,-24.5283
2002-09-20,-62.5
2002-10-03,-66.6667
2002-10-04,880.0
2002-10-15,-89.7959
2002-10-31,0.0
2002-11-27,0.0
2002-12-11,-20.0
2003-01-06,0.0
2003-03-03,925.0
2003-04-25,0.0
2003-05-12,-90.2439
2003-05-20,0.0
2003-07-02,1125.0
2003-07-14,-91.8367
2003-12-05,775.0
2003-12-15,-11.4286
2003-12-19,-3.2258
2004-01-29,-63.3333
2004-02-02,-45.4545
2004-02-04,236.6667
2004-02-05,-70.297
2004-02-06,0.0
2004-05-26,0.0
2004-08-18,233.3333
2005-01-21,1.0
2005-03-02,-75.2475
2005-03-18,-16.0
2005-06-13,-4.7619
2005-09-21,-45.0
2005-12-01,36.3636
2006-06-02,0.0
2006-11-07,-26.6667
2006-11-08,0.0
2006-12-20,0.0
2007-01-16,0.0
2007-02-12,0.0
2007-07-23,36.3636
2007-11-28,-33.3333
2008-01-04,0.0
2008-02-21,-20.0
2008-06-20,87.5
2008-06-26,26.6667
2008-07-01,136.8421
2008-07-02,-33.3333
2008-07-14,0.0
2008-10-10,0.0
2008-11-06,-33.3333
2009-03-03,0.0
2009-10-02,-25.0
2009-11-17,0.0
2009-12-03,-40.0
2009-12-08,1.1111
2009-12-10,1.0989
2009-12-11,3.2609
2009-12-14,0.0
2009-12-15,0.0
2009-12-21,0.0
2009-12-23,0.0
2009-12-30,-3.1579
2009-12-31,-2.1739
