ticker,EBML US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-10,26.1538
2014-10-13,0.0
2014-10-14,-14.6341
2014-10-15,-27.1429
2014-10-16,1.9607999999999999
2014-10-17,1.9231
2014-10-20,0.0
2014-10-21,3.7736
2014-10-22,0.0
2014-10-23,-1.8182
2014-10-24,0.0
2014-10-27,-1.8519
2014-10-28,7.5472
2014-10-29,3.5088
2014-10-30,1.6949
2014-10-31,3.3333
2014-11-03,4.8387
2014-11-04,4.6154
2014-11-05,10.2941
2014-11-06,6.6667
2014-11-07,3.75
2014-11-10,4.8193
2014-11-11,-1.1494
2014-11-12,1.1628
2014-11-13,1.1494
2014-11-14,0.0
2014-11-17,-1.1364
2014-11-18,-3.4483
2014-11-19,-1.1905000000000001
2014-11-20,-3.6145
2014-11-21,3.75
2014-11-24,1.2048
2014-11-25,0.0
2014-11-26,0.0
2014-11-28,2.3810000000000002
2014-12-01,1.1628
2014-12-02,2.2989
2014-12-03,-2.2472
2014-12-04,-1.1494
2014-12-05,3.4884
2014-12-08,0.0
2014-12-09,-4.4944
2014-12-10,-2.3529
2014-12-11,6.0241
2014-12-12,0.0
2014-12-16,-2.2727
2014-12-17,1.1628
2014-12-18,-4.5977
2014-12-23,-3.6145
2014-12-29,7.5
2014-12-31,45.3488
2015-01-02,-26.4
2015-01-05,-4.3478
2015-01-06,7.9545
2015-01-07,-6.3158
2015-01-08,0.0
2015-01-09,-10.1124
2015-01-12,0.0
2015-01-13,0.0
2015-01-14,0.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,2.5
2015-01-26,3.6585
2015-01-27,-1.1764999999999999
2015-01-28,-4.7619
2015-01-29,0.0
2015-01-30,-2.5
2015-02-02,3.8462
2015-02-03,-1.8519
2015-02-04,-11.934
2015-02-05,13.5512
2015-02-06,8.1761
2015-02-09,-3.4884
2015-02-10,14.4578
2015-02-11,-6.3158
2015-02-12,-4.4944
2015-02-13,0.0
2015-02-17,1.1764999999999999
2015-02-18,11.0465
2015-02-19,9.9476
2015-02-20,1.9048
2015-02-23,0.0
2015-02-24,2.8037
2015-02-25,-4.5455
2015-02-26,-1.9048
2015-02-27,2.9126
2015-03-02,5.6604
2015-03-03,-3.5714
2015-03-04,-1.8519
2015-03-05,3.7736
2015-03-06,-4.5455
2015-03-09,4.7619
2015-03-10,-5.4545
2015-03-11,2.8846
2015-03-12,0.9346
2015-03-13,-1.8519
2015-03-16,10.0236
2015-03-17,2.0364
