ticker,CLSH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-24,33.3333
2015-06-25,-5.0
2015-06-26,31.5789
2015-06-29,-20.0
2015-07-01,25.0
2015-07-06,0.0
2015-07-07,4.0
2015-07-09,7.6923
2015-07-10,28.5714
2015-07-14,-13.8889
2015-07-16,-3.2258
2015-07-17,-23.3333
2015-07-23,8.6957
2015-07-24,4.0
2015-07-28,0.7692
2015-07-29,-0.7634
2015-07-30,0.0
2015-07-31,-0.7692
2015-08-03,1.5504
2015-08-04,3.0534
2015-08-05,-1.4815
2015-08-06,0.0
2015-08-07,0.0
2015-08-10,0.7519
2015-08-11,-0.7463
2015-08-12,0.0
2015-08-13,0.7519
2015-08-17,-0.7463
2015-08-18,0.0
2015-08-20,0.0
2015-08-24,-4.812
2015-08-25,-0.4739
2015-08-26,0.7937
2015-08-27,-0.7874
2015-08-31,0.0
2015-09-04,3.1746
2015-09-08,-0.7692
2015-09-10,0.7752
2015-09-11,-0.7692
2015-09-14,1.5504
2015-09-16,-1.5267
2015-09-18,-1.5504
2015-09-21,-4.7244
2015-09-22,0.0
2015-09-23,0.0
2015-09-24,-0.8264
2015-09-28,1.6667
2015-09-29,-0.8197
2015-09-30,1.6529
2015-10-01,-0.813
2015-10-02,-1.6393
2015-10-05,-2.5
2015-10-06,-4.2735
2015-10-07,2.6786
2015-10-08,4.3478
2015-10-09,-2.5
2015-10-12,0.0
2015-10-13,0.0
2015-10-14,1.7094
2015-10-15,-2.521
2015-10-16,-0.8621
2015-10-19,4.3478
2015-10-20,0.0
2015-10-21,1.6667
2015-10-22,0.0
2015-10-23,-1.6393
2015-10-26,1.6667
2015-10-27,-1.6393
2015-10-28,1.6667
2015-10-29,-2.459
2015-10-30,0.8403
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,-15.0
2015-11-05,2.9412000000000003
2015-11-10,5.7143
2015-11-11,8.1081
2015-11-12,0.0
2015-11-16,0.0
2015-11-19,-4.1667
2015-11-20,-4.3478
2015-11-23,-1.8182
2015-11-24,1.8519
2015-11-30,-30.0
2015-12-01,3.8961
2015-12-02,-2.5
2015-12-03,0.0
2015-12-04,-7.6923
2015-12-07,15.2778
2015-12-08,0.0
2015-12-09,2.4096
2015-12-10,5.8824
2015-12-14,-12.2222
2015-12-15,1.2658
2015-12-16,-1.25
2015-12-21,1.2658
2015-12-22,-3.75
2015-12-24,0.0
2015-12-29,10.3896
2016-01-04,0.0
2016-01-05,-5.8824
2016-01-06,0.0
