ticker,CNS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-08-13,0.0
2004-08-16,0.3846
2004-08-17,0.3831
2004-08-18,4.9618
2004-08-19,2.9091
2004-08-20,-1.0601
2004-08-23,0.7143
2004-08-24,-1.0638
2004-08-25,1.0036
2004-08-26,-0.6388
2004-08-27,3.5714
2004-08-30,-0.1379
2004-08-31,2.9006
2004-09-01,2.0134
2004-09-02,0.6579
2004-09-03,-0.9804
2004-09-07,0.0
2004-09-08,0.33
2004-09-09,0.0
2004-09-10,1.3158
2004-09-13,0.6494
2004-09-14,-0.1935
2004-09-15,-0.4525
2004-09-16,2.8571
2004-09-17,0.0631
2004-09-20,-0.6309
2004-09-21,1.3968
2004-09-22,-0.4383
2004-09-23,0.7547
2004-09-24,0.9422
2004-09-27,0.4978
2004-09-28,0.0619
2004-09-29,-1.5470000000000002
2004-09-30,-2.9541
2004-10-01,0.6477
2004-10-04,1.6731
2004-10-05,-0.5063
2004-10-06,1.7812000000000001
2004-10-07,1.1875
2004-10-08,1.2971
2004-10-11,-2.439
2004-10-12,-1.875
2004-10-13,-5.6688
2004-10-14,0.2701
2004-10-15,0.404
2004-10-18,-1.7438
2004-10-19,-2.7304
2004-10-20,1.7544
2004-10-21,-1.6552
2004-10-22,-0.7714
2004-10-25,0.0707
2004-10-26,1.6242999999999999
2004-10-27,-2.7102
2004-10-28,0.0
2004-10-29,5.3571
2004-11-01,1.2203
2004-11-02,1.1386
2004-11-03,1.5894
2004-11-04,1.5645
2004-11-05,0.0
2004-11-08,0.7702
2004-11-09,0.3822
2004-11-10,2.1574
2004-11-11,2.6708
2004-11-12,3.0248
2004-11-15,1.1743999999999999
2004-11-16,-0.7545
2004-11-17,0.3509
2004-11-18,-0.8741
2004-11-19,0.1764
2004-11-22,-0.2347
2004-11-23,1.4706000000000001
2004-11-24,0.4638
2004-11-26,0.981
2004-11-29,1.8857
2004-11-30,0.3365
2004-12-01,-1.7887
2004-12-02,-2.9596
2004-12-03,-0.8798
2004-12-06,-0.2959
2004-12-07,-2.2552
2004-12-08,-0.5464
2004-12-09,0.3663
2004-12-10,-0.1825
2004-12-13,-0.4875
2004-12-14,-0.1225
2004-12-15,-2.2072
2004-12-16,0.9404
2004-12-17,-1.4907
2004-12-20,0.8197
2004-12-21,-0.2502
2004-12-22,-0.0627
2004-12-23,-0.3137
2004-12-27,-3.5872
2004-12-28,5.1905
2004-12-29,1.4990999999999999
2004-12-30,0.6769
2004-12-31,-0.6724
