ticker,GLNG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-12-18,-7.6923
2002-12-24,16.65
2002-12-26,0.0143
2002-12-27,10.7143
2002-12-30,-16.9032
2002-12-31,0.0
2003-01-03,-10.7143
2003-01-08,0.0
2003-01-09,4.3478
2003-01-13,0.0
2003-01-14,0.0
2003-01-15,0.0
2003-02-06,-8.3333
2003-02-11,0.0
2003-02-12,22.7273
2003-02-18,-18.3704
2003-03-14,10.7078
2003-03-17,0.8197
2003-04-14,-2.7622
2003-04-16,-12.2092
2003-04-22,4.7619
2003-04-23,-8.1818
2003-04-25,-0.9901
2003-04-29,0.4
2003-05-02,9.761
2003-05-05,17.0599
2003-05-06,-6.9767
2003-05-09,22.0
2003-05-13,1.0929
2003-05-14,-2.7027
2003-05-19,2.7778
2003-05-20,0.5405
2003-05-21,1.2097
2003-05-22,1.8592
2003-05-23,1.8253
2003-05-27,-3.5850999999999997
2003-05-28,0.9296
2003-05-29,-2.8947000000000003
2003-05-30,10.4336
2003-06-02,6.135
2003-06-03,-1.7341
2003-06-04,0.0
2003-06-05,0.1176
2003-06-06,4.3478
2003-06-09,-1.5878
2003-06-10,-1.0184
2003-06-11,-3.9306
2003-06-12,3.6101
2003-06-13,4.5296
2003-06-16,2.2222
2003-06-17,0.6522
2003-06-18,0.9719
2003-06-19,9.0909
2003-06-20,2.8430999999999997
2003-06-23,0.7626
2003-06-24,-0.6623
2003-06-25,-2.3810000000000002
2003-06-26,1.4634
2003-06-27,-0.0962
2003-06-30,2.5023999999999997
2003-07-01,2.3474
2003-07-02,-3.578
2003-07-03,-2.6641
2003-07-07,-2.2483
2003-07-08,-2.0
2003-07-09,-1.0204
2003-07-10,4.1237
2003-07-11,0.9802
2003-07-14,-0.1863
2003-07-15,-1.6699000000000002
2003-07-16,-1.0989
2003-07-17,-2.3333
2003-07-18,0.8377
2003-07-21,1.641
2003-07-22,-3.8345000000000002
2003-07-23,1.1542
2003-07-24,0.9336
2003-07-25,4.8304
2003-07-28,1.9607999999999999
2003-07-29,2.8846
2003-07-30,7.3832
2003-07-31,-0.6963
2003-08-01,-1.0517
2003-08-04,0.7086
2003-08-05,-2.3747
2003-08-06,-2.4324
2003-08-07,-0.554
2003-08-08,3.0641
2003-08-11,-0.3514
2003-08-12,-2.1788
2003-08-13,-0.1848
2003-08-14,-1.1111
2003-08-15,3.4644
2003-08-18,-2.6244
2003-08-19,2.4164
2003-08-20,-1.5426
2003-08-21,0.6452
2003-08-22,-0.641
