ticker,MLKKF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,-4.5455
2000-02-03,-4.7619
2000-02-07,40.0
2000-02-08,0.0
2000-02-15,14.2857
2000-02-18,6.25
2000-02-21,0.0
2000-02-24,5.8824
2000-02-25,-36.1111
2000-02-29,30.4348
2000-03-02,-16.6667
2000-03-03,-4.0
2000-03-06,12.5
2000-03-07,2411.1111
2000-03-09,-96.4602
2000-03-10,-16.6667
2000-03-13,17.5
2000-03-16,59.5745
2000-03-17,-20.0
2000-03-21,-30.0
2000-03-24,52.381
2000-03-27,-2.3437
2000-04-05,1.12
2000-04-06,10.7595
2000-04-12,300.0
2000-04-13,-82.1429
2000-04-17,36.0
2000-04-18,0.0
2000-04-28,35.2941
2000-05-05,16.3043
2000-05-08,12.1495
2000-05-16,13.3333
2000-05-19,-20.5882
2000-05-23,11.1111
2000-05-24,8.3333
2000-05-25,-7.6923
2000-05-26,0.0
2000-06-19,-36.6667
2001-03-13,81.0526
2001-03-14,-13.3721
2001-03-15,-20.1342
2001-03-16,1.6806999999999999
2001-03-19,-9.338799999999999
2001-03-20,0.2735
2001-03-21,-24.5455
2001-03-22,-1.2048
2001-03-23,-15.8537
2001-03-26,0.0
2001-03-27,-33.3333
2001-03-28,6.5217
2001-03-29,0.0
2001-03-30,85.7143
2001-04-02,-31.8681
2001-04-03,41.129
2001-04-04,-42.8571
2001-04-05,76.0
2001-04-06,0.0
2001-04-09,-39.6591
2001-04-16,10.5461
2001-04-17,0.0
2001-04-18,27.7683
2001-04-23,-51.3333
2001-04-24,24.6575
2001-04-30,7.6923
2001-05-02,93.8776
2001-05-03,-22.1053
2001-05-23,1.3514
2001-05-30,-2.6667
2001-05-31,0.0
2001-06-06,-29.4521
2001-06-11,0.0
2001-06-15,2.9126
2001-06-25,5.6604
2001-06-29,-10.7143
2001-07-09,-36.0
2001-07-10,25.0
2001-07-11,-12.5
2001-07-12,-17.1429
2001-07-18,20.6897
2001-07-20,1.4285999999999999
2001-07-26,-1.4085
2001-08-02,4.2857
2001-08-03,12.3288
2001-08-10,2.439
2001-08-14,2.3810000000000002
2001-08-21,-65.1163
2001-08-24,27.5417
2001-08-31,43.7439
2001-09-04,-45.4545
2001-09-21,10.0
2001-09-26,57.5758
2001-09-28,-7.6923
2001-10-09,33.3333
2001-10-26,-12.5
2001-11-05,-71.4286
2001-11-06,6.25
2001-11-07,11.7647
2001-11-13,0.0
2001-11-15,5.2632
2001-11-21,0.0
2001-12-12,-64.875
