ticker,CBGH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-29,92.0
2000-03-03,8.3333
2000-03-06,7.6923
2000-03-07,14.2857
2000-03-08,31.25
2000-03-09,-23.8095
2000-03-13,43.75
2000-03-14,4.3478
2000-03-15,0.0
2000-03-21,0.0
2000-03-23,-16.6667
2000-04-12,0.0
2000-04-20,20.0
2000-05-12,4.1667
2000-06-27,-20.0
2000-07-14,-75.0
2000-07-17,400.0
2000-08-03,-80.0
2000-08-04,350.0
2000-09-28,0.0
2000-10-05,-46.6667
2000-10-10,-37.5
2000-10-11,-16.6667
2000-10-17,0.0
2000-10-20,200.0
2000-10-27,0.0
2000-11-22,0.0
2000-12-06,13.3333
2000-12-12,0.0
2000-12-13,0.0
2000-12-26,0.0
2000-12-28,-70.5882
2000-12-29,240.0
2001-01-02,0.0
2001-01-03,0.0
2001-01-08,0.0
2001-01-12,-11.7647
2001-01-29,-66.6667
2001-02-01,0.0
2001-02-02,200.0
2001-02-05,-66.6667
2001-02-06,200.0
2001-02-09,-33.3333
2001-02-15,0.0
2001-02-28,0.0
2001-03-08,0.0
2001-05-09,44.0
2001-05-21,-33.3333
2001-05-29,8.3333
2001-05-30,-30.7692
2001-06-01,44.4444
2001-06-04,0.0
2001-06-06,-23.0769
2001-06-07,42.0
2001-06-20,-50.7042
2001-06-21,128.5714
2001-07-06,-62.5
2001-07-10,163.3333
2001-07-11,0.0
2001-08-14,-62.0253
2001-08-15,163.3333
2001-10-04,1.2658
2001-10-25,-12.5
2001-11-19,-57.1429
2001-11-26,133.3333
2001-12-17,-57.1429
2001-12-18,133.3333
2002-02-13,-57.1429
2002-02-15,83.3333
2002-03-26,-7.2727
2002-04-25,0.0
2002-05-15,-50.9804
2002-05-16,0.0
2002-05-17,20.0
2002-05-23,66.6667
2002-06-14,2.0
2002-07-11,-21.5686
2002-08-06,-61.25
2002-08-07,158.0645
2002-09-23,-37.5
2002-09-26,0.0
2002-10-01,104.0
2002-10-07,0.0
2002-10-11,-31.3725
2002-12-02,-64.2857
2002-12-03,60.0
2002-12-05,-25.0
2002-12-12,100.0
2002-12-31,0.0
2003-01-02,0.0
2003-01-03,-53.3333
2003-01-07,114.2857
2003-02-03,-16.6667
2003-02-05,20.0
2003-02-07,-53.3333
2003-02-10,-28.5714
2003-02-12,50.0
2003-02-13,0.0
2003-02-21,13.3333
2003-02-28,105.8824
2003-03-07,-28.5714
2003-03-10,0.0
2003-03-13,-60.0
2003-03-14,150.0
