ticker,YAYO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-11-13,-11.25
2019-11-14,11.2676
2019-11-15,-8.8608
2019-11-18,-7.2222
2019-11-19,-13.4731
2019-11-20,0.9031
2019-11-21,-1.5363
2019-11-22,-2.4832
2019-11-25,-8.2143
2019-11-26,-22.179
2019-11-27,5.0
2019-11-29,2.3810000000000002
2019-12-02,-11.3116
2019-12-03,-0.4668
2019-12-04,-7.7928
2019-12-05,-11.4286
2019-12-06,-0.6452
2019-12-09,-1.9481000000000002
2019-12-10,-7.2848
2019-12-11,5.7143
2019-12-12,-0.6757
2019-12-13,2.7211
2019-12-16,-10.596
2019-12-17,-6.6667
2019-12-18,30.1587
2019-12-19,-6.7073
2019-12-20,-5.2288
2019-12-23,5.5172
2019-12-24,-0.6536
2019-12-26,-3.2895
2019-12-27,-6.1224
2019-12-30,-2.1739
2019-12-31,-1.4815
2020-01-02,8.2707
2020-01-03,-4.1667
2020-01-06,-2.8986
2020-01-07,2.2388
2020-01-08,-6.5693
2020-01-09,-0.7813
2020-01-10,-7.0866
2020-01-13,3.3898
2020-01-14,8.1967
2020-01-15,-3.7879
2020-01-16,-4.7244
2020-01-17,-3.3058
2020-01-21,-4.2735
2020-01-22,-2.6786
2020-01-23,1.8349
2020-01-24,2.7027
2020-01-27,-3.5088
2020-01-28,28.1818
2020-01-29,-12.766
2020-01-30,6.5041
2020-01-31,-9.9237
2020-02-03,-5.9322
2020-02-04,-0.9009
2020-02-05,0.0455
2020-02-06,1.7719
2020-02-07,0.0
2020-02-10,-4.4643
2020-02-11,-63.4579
2020-02-12,-0.2558
2020-02-13,-11.4872
2020-02-14,-0.0579
2020-02-18,-3.4783
2020-02-19,-6.9069
2020-02-20,-25.7742
2020-02-21,-2.2164
2020-02-24,-11.1111
2020-02-25,5.0
2020-02-26,-2.501
2020-02-27,-9.645
2020-02-28,2.1622
2020-03-02,0.5291
2020-03-03,5.2105
2020-03-04,-5.953
2020-03-05,-3.1915
2020-03-06,0.0
2020-03-09,-21.4286
2020-03-10,1.3986
2020-03-11,21.5517
2020-03-12,-4.6809
2020-03-13,-0.0595
2020-03-16,-10.6611
2020-03-17,0.6667
2020-03-18,5.9603
2020-03-19,-3.1875
2020-03-20,-2.5178000000000003
2020-03-23,-0.6623
2020-03-24,-6.6667
2020-03-25,28.5714
2020-03-26,-12.5
2020-03-27,7.9365
2020-03-30,-12.0588
2020-03-31,-13.0435
2020-04-01,-7.6923
2020-04-02,-20.8333
2020-04-03,5.1579
2020-04-06,-1.001
2020-04-07,1.0111
2020-04-08,5.1051
2020-04-09,2.8571
2020-04-13,-7.5
2020-04-14,0.1001
2020-04-15,10.0
2020-04-16,-4.5455
2020-04-17,-4.7619
2020-04-20,0.0
2020-04-21,-0.1
2020-04-22,-9.9099
2020-04-23,-3.3333
2020-04-24,12.069
2020-04-27,-0.5128
2020-04-28,2.9897
2020-04-29,-4.9049
2020-04-30,-10.526299999999999
2020-05-01,4.7059
2020-05-04,-3.2584
2020-05-05,-2.439
2020-05-06,7.0238
2020-05-07,-2.2247
2020-05-08,0.1138
2020-05-11,-7.3864
2020-05-12,9.0798
2020-05-13,-3.8808
2020-05-14,14.687
2020-05-15,-3.0612
2020-05-18,-2.1579
2020-05-19,39.8601
2020-05-20,36.5
2020-05-21,4.2547
2020-05-22,0.0
2020-05-26,-3.5135
2020-05-27,5.8824
2020-05-28,-4.7619
2020-05-29,-10.4167
2020-06-01,5.4264
2020-06-02,-11.1765
2020-06-03,-0.6623
2020-06-04,13.3333
2020-06-05,0.7647
2020-06-08,-0.8173
2020-06-09,50.0294
2020-06-10,33.3856
2020-06-11,17.352899999999998
2020-06-12,19.0476
2020-06-15,-7.3684
2020-06-16,2.9091
2020-06-17,59.1873
2020-06-18,2.6637
2020-06-19,-15.8919
2020-06-22,-18.0591
2020-06-23,-3.9215999999999998
2020-06-24,-6.3265
2020-06-25,-15.0545
2020-06-26,-7.6686
2020-06-29,-8.3333
2020-06-30,-0.0303
2020-07-01,0.0303
2020-07-02,-9.1515
2020-07-06,-3.3022
2020-07-07,-8.1062
2020-07-08,-15.5405
2020-07-09,-4.4444
2020-07-10,2.2791
2020-07-13,5.9118
2020-07-14,50.2791
2020-07-15,13.5429
2020-07-16,-8.153
2020-07-17,-20.5479
2020-07-20,-1.7414
2020-07-21,0.0175
2020-07-22,5.2281
2020-07-23,-3.3011
2020-07-24,3.4483
2020-07-27,3.3333
2020-07-28,19.3548
2020-07-29,-8.1081
2020-07-30,1.4559
2020-07-31,5.8124
