ticker,MNDP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-31,-80.8
2000-06-07,233.3333
2000-06-08,0.0
2000-07-10,-60.0
2000-12-07,0.0
2000-12-19,-25.0
2000-12-22,33.3333
2001-01-18,25.0
2001-01-26,0.0
2001-02-08,-20.0
2001-04-30,-20.0
2001-12-07,-68.75
2001-12-28,0.0
2002-07-09,0.0
2002-10-23,0.0
2002-12-11,-50.0
2002-12-27,300.0
2003-01-02,25.0
2003-03-07,-60.0
2003-03-20,200.0
2003-03-21,216.6667
2003-03-24,5.2632
2003-03-26,-80.0
2003-03-31,-95.0
2003-04-09,2600.0
2003-04-11,-25.1852
2003-07-09,-97.0297
2003-07-17,0.0
2004-01-27,-33.3333
2004-08-13,9900.0
2004-09-01,-25.0
2004-09-03,0.0
2004-11-08,-40.0
2004-12-06,0.0
2004-12-15,6.6667
2004-12-16,25.0
2005-01-27,-25.0
2005-02-15,0.0
2005-02-24,0.0
2005-04-18,0.0
2005-06-21,240.0
2005-06-27,-68.6275
2005-08-23,-6.25
2005-09-02,133.3333
2005-09-15,0.0
2005-09-21,57.1429
2005-09-22,9.0909
2005-09-23,58.3333
2005-09-26,0.0
2005-09-27,10.526299999999999
2005-09-28,-14.2857
2005-09-30,5.5556
2005-10-07,0.0
2005-10-18,-10.526299999999999
2005-11-03,-5.8824
2005-11-15,-18.75
2005-11-17,23.0769
2005-11-21,0.0
2005-11-25,0.0
2005-11-29,0.0
2005-11-30,-18.75
2005-12-01,15.3846
2005-12-02,0.0
2005-12-07,-17.3333
2005-12-16,29.0323
2006-01-03,0.0
2006-01-19,-25.0
2006-01-25,33.3333
2006-02-13,-25.0
2006-02-28,33.3333
2006-03-08,0.0
2006-03-10,0.0
2006-03-13,0.0
2006-04-26,26.25
2006-04-27,0.0
2006-05-08,0.0
2006-09-20,-5.9406
2006-10-13,-46.3158
2006-10-16,98.0392
2006-10-17,0.0
2006-10-23,-45.5446
2006-10-24,0.0
2006-10-26,0.0
2006-10-30,0.0
2006-10-31,0.0
2006-11-06,-34.5455
2006-11-07,66.6667
2006-11-08,0.0
2006-12-11,-40.0
2006-12-12,66.6667
2006-12-27,-40.0
2006-12-28,-2.7778
2007-01-08,0.0
2007-01-09,45.7143
2007-01-16,56.8627
2007-01-29,-18.75
2007-02-07,-69.2308
2007-02-08,225.0
2007-02-22,0.0
2007-03-05,0.0
2007-03-22,-61.5385
2007-03-23,220.0
2007-03-26,0.0
2007-04-30,0.0
2007-05-30,0.0
