ticker,OFLX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-02,1.4815
2005-08-03,0.1622
2005-08-04,-0.8097
2005-08-05,1.7143000000000002
2005-08-08,-1.5249000000000001
2005-08-09,3.8305
2005-08-10,1.2559
2005-08-11,3.1008
2005-08-12,3.609
2005-08-15,9.9419
2005-08-16,6.3366
2005-08-17,-1.3035
2005-08-18,0.0
2005-08-19,-1.6352
2005-08-22,0.8312
2005-08-23,0.0634
2005-08-24,-0.8872
2005-08-25,1.023
2005-08-26,-2.2152
2005-08-29,3.8188
2005-08-30,-0.0623
2005-08-31,-0.6238
2005-09-01,1.1927
2005-09-02,-0.7444
2005-09-06,-0.5625
2005-09-07,0.8799
2005-09-08,-0.3115
2005-09-09,0.8563
2005-09-12,0.0806
2005-09-13,-1.2384
2005-09-14,0.627
2005-09-15,1.1215
2005-09-16,6.5311
2005-09-19,4.1643
2005-09-20,5.8301
2005-09-21,-4.2497
2005-09-22,-3.5068
2005-09-23,-4.8268
2005-09-26,0.2387
2005-09-27,0.0
2005-09-28,-3.2143
2005-09-29,-0.9225
2005-09-30,-0.7449
2005-10-03,0.0
2005-10-04,-0.5629
2005-10-05,-6.1635
2005-10-06,-7.9759
2005-10-07,3.4232
2005-10-10,0.4225
2005-10-11,0.6311
2005-10-12,1.1847
2005-10-13,0.2066
2005-10-14,0.0
2005-10-17,-2.4055
2005-10-18,-1.7606000000000002
2005-10-19,-3.5125
2005-10-20,-2.3774
2005-10-21,0.4566
2005-10-24,2.2727
2005-10-25,0.7407
2005-10-26,-0.8088
2005-10-27,0.593
2005-10-28,7.0007
2005-10-31,-8.4711
2005-11-01,5.4929
2005-11-02,11.2696
2005-11-03,-2.1795
2005-11-04,-0.7208
2005-11-07,-0.396
2005-11-08,3.3135
2005-11-09,-1.9243000000000001
2005-11-10,0.4578
2005-11-11,3.8411
2005-11-14,-4.2633
2005-11-15,0.1965
2005-11-16,-2.1569
2005-11-17,5.01
2005-11-18,-3.2443
2005-11-21,0.1972
2005-11-22,-0.5906
2005-11-23,-0.6601
2005-11-25,0.0
2005-11-28,0.0664
2005-11-29,1.5936
2005-11-30,-2.6797
2005-12-01,6.7158999999999995
2005-12-02,-2.5173
2005-12-05,-5.4874
2005-12-06,-0.2732
2005-12-07,0.0
2005-12-08,8.7671
2005-12-09,1.6373
2005-12-12,2.4164
2005-12-13,0.363
2005-12-14,2.4714
2005-12-15,-0.8235
2005-12-16,8.0071
2005-12-19,1.0434
2005-12-20,8.6957
