ticker,TVTY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,4.1096
2000-01-04,2.6316
2000-01-05,0.0
2000-01-06,0.0
2000-01-07,2.5641
2000-01-10,0.0
2000-01-11,-5.0
2000-01-12,0.0
2000-01-13,-1.3158
2000-01-14,9.3333
2000-01-18,2.439
2000-01-19,3.5714
2000-01-20,-11.4943
2000-01-21,7.7922
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,-8.4337
2000-01-27,1.3158
2000-01-28,-2.5974
2000-01-31,-1.3333
2000-02-01,-1.3514
2000-02-02,0.0
2000-02-03,2.0548
2000-02-04,-6.0403
2000-02-07,-1.4285999999999999
2000-02-08,-5.7971
2000-02-09,1.5385
2000-02-10,4.5455
2000-02-11,7.2464
2000-02-14,-9.4595
2000-02-15,2.9851
2000-02-16,5.7971
2000-02-17,-4.1096
2000-02-18,0.0
2000-02-22,0.0
2000-02-23,-1.4285999999999999
2000-02-24,1.4493
2000-02-25,-5.7143
2000-02-28,3.0303
2000-02-29,8.0882
2000-03-01,-4.7619
2000-03-02,-1.4285999999999999
2000-03-03,0.0
2000-03-06,0.0
2000-03-07,2.8986
2000-03-09,-4.2254
2000-03-10,-5.8824
2000-03-13,-1.5625
2000-03-14,0.0
2000-03-15,-3.1746
2000-03-16,4.918
2000-03-17,0.0
2000-03-20,-5.4687
2000-03-21,10.7438
2000-03-22,0.0
2000-03-23,-7.4627
2000-03-24,0.0
2000-03-27,9.6774
2000-03-28,-2.9412000000000003
2000-03-29,-1.5152
2000-03-30,0.0
2000-03-31,-4.6154
2000-04-03,4.8387
2000-04-04,-4.6154
2000-04-05,-3.2258
2000-04-06,0.0
2000-04-07,1.6667
2000-04-10,1.6393
2000-04-11,3.2258
2000-04-12,6.25
2000-04-13,-2.9412000000000003
2000-04-14,-6.0606
2000-04-17,3.2258
2000-04-18,0.0
2000-04-19,-1.5625
2000-04-20,1.5873
2000-04-24,-6.25
2000-04-25,0.0
2000-04-26,3.3333
2000-04-27,3.2258
2000-04-28,1.5625
2000-05-01,0.0
2000-05-02,-1.5385
2000-05-03,-3.125
2000-05-04,0.0
2000-05-05,1.6129
2000-05-08,0.0
2000-05-09,0.0
2000-05-10,-4.7619
2000-05-11,3.3333
2000-05-12,4.8387
2000-05-15,1.5385
2000-05-16,-6.0606
2000-05-17,3.2258
2000-05-18,0.0
2000-05-19,-9.375
2000-05-22,6.8966
2000-05-23,-3.2258
2000-05-24,5.0
2000-05-25,0.0
2000-05-26,1.5873
