ticker,IR US Equity
2017-10-04,-2.6782
2017-10-05,-0.3719
2017-10-06,-0.7092
2017-10-09,0.6767
2017-10-10,0.4481
2017-10-11,-0.1487
2017-10-12,0.1117
2017-10-13,0.2603
2017-10-16,-0.1484
2017-10-17,0.26
2017-10-18,-0.8892
2017-10-19,-1.4579
2017-10-20,0.8346
2017-10-23,-0.602
2017-10-24,0.6813
2017-10-25,0.0752
2017-10-26,9.3163
2017-10-27,4.5361
2017-10-30,-4.2735
2017-10-31,-0.9272
2017-11-01,0.312
2017-11-02,1.2785
2017-11-03,-2.4906
2017-11-06,-2.1693
2017-11-07,0.1431
2017-11-08,0.25
2017-11-09,0.2494
2017-11-10,2.2033
2017-11-13,2.2601
2017-11-14,-2.5502000000000002
2017-11-15,-3.9079
2017-11-16,4.902
2017-11-17,4.0152
2017-11-20,1.7304
2017-11-21,0.5234
2017-11-22,0.8135
2017-11-24,0.5165
2017-11-27,1.0276
2017-11-28,-0.7311
2017-11-29,-0.2562
2017-11-30,4.0449
2017-12-01,-1.0182
2017-12-04,-1.9638
2017-12-05,-0.9221
2017-12-06,0.9949
2017-12-07,2.2561
2017-12-08,0.4661
2017-12-11,-0.9279
2017-12-12,-1.0927
2017-12-13,0.4735
2017-12-14,-0.4398
2017-12-15,2.9031000000000002
2017-12-18,2.3612
2017-12-19,-0.2696
2017-12-20,2.1628
2017-12-21,1.2349
2017-12-22,-0.668
2017-12-26,-0.4971
2017-12-27,0.2351
2017-12-28,-0.4104
2017-12-29,-0.1178
2018-01-02,-0.6484
2018-01-03,0.5933
2018-01-04,0.4718
2018-01-05,1.4089
2018-01-08,1.042
2018-01-09,0.5156
2018-01-10,-1.8239
2018-01-11,1.2772000000000001
2018-01-12,-0.9458
2018-01-16,1.5625
2018-01-17,-0.3989
2018-01-18,0.6865
2018-01-19,2.0455
2018-01-22,0.7517
2018-01-23,1.3816
2018-01-24,-1.1447
2018-01-25,-0.9098
2018-01-26,0.946
2018-01-29,-0.1103
2018-01-30,-2.1247
2018-01-31,-2.5092
2018-02-01,1.3302
2018-02-02,-2.4829
2018-02-05,-1.9315
2018-02-06,-0.3581
2018-02-07,-1.737
2018-02-08,-3.7793
2018-02-09,0.5702
2018-02-12,2.9920999999999998
2018-02-13,1.1621
2018-02-14,1.2999
2018-02-15,3.0439
2018-02-16,-4.8652999999999995
2018-02-20,-3.4093999999999998
2018-02-21,0.1576
2018-02-22,0.8811
2018-02-23,2.5577
2018-02-26,0.365
2018-02-27,-0.9697
2018-02-28,-2.0502
2018-03-01,-3.4989
2018-03-02,2.9459
2018-03-05,0.7547
2018-03-06,-0.7179
2018-03-07,0.0314
2018-03-08,1.7285
2018-03-09,1.9462000000000002
2018-03-12,-1.0909
2018-03-13,-0.337
2018-03-14,1.3219
2018-03-15,-0.9102
2018-03-16,0.9186
2018-03-19,-0.7585
2018-03-20,-0.4891
2018-03-21,1.7819
2018-03-22,-5.7954
2018-03-23,-2.8517
2018-03-26,1.3522
2018-03-27,-1.0739
2018-03-28,-1.1513
2018-03-29,2.0965
2018-04-02,-5.0522
2018-04-03,2.0597
2018-04-04,0.2018
2018-04-05,3.424
2018-04-06,-3.1808
2018-04-09,-1.5756000000000001
2018-04-10,5.2112
2018-04-11,0.3561
2018-04-12,1.7742
2018-04-13,0.2219
2018-04-16,1.3283
2018-04-17,0.7803
2018-04-18,1.1768
2018-04-19,-0.4285
2018-04-20,-1.1067
2018-04-23,-1.2123
2018-04-24,-1.7306
2018-04-25,1.4409
2018-04-26,-2.5884
2018-04-27,3.1756
2018-04-30,-0.6595
2018-05-01,-1.4859
2018-05-02,0.7702
2018-05-03,0.8917
2018-05-04,1.2311
2018-05-07,-0.0624
2018-05-08,-1.6848999999999998
2018-05-09,1.7137
2018-05-10,4.4306
2018-05-11,-0.0896
2018-05-14,0.0598
2018-05-15,0.5081
2018-05-16,0.3568
2018-05-17,1.6296
2018-05-18,0.4665
2018-05-21,-0.1161
2018-05-22,-0.0291
2018-05-23,-0.4069
2018-05-24,-1.1964
2018-05-25,-2.8943
2018-05-29,-0.8212
2018-05-30,2.3919
2018-05-31,-1.5574
2018-06-01,-1.6124
2018-06-04,0.4947
2018-06-05,-0.3692
2018-06-06,1.3589
2018-06-07,0.8836
2018-06-08,-3.8357
2018-06-11,-6.3128
2018-06-12,-1.2739
2018-06-13,-0.2037
2018-06-14,2.2797
2018-06-15,-1.2641
2018-06-18,1.0108
2018-06-19,-1.7010999999999998
2018-06-20,-4.1737
2018-06-21,-1.1331
2018-06-22,3.2593
2018-06-25,-1.8384
2018-06-26,2.5795
2018-06-27,0.7923
2018-06-28,0.3759
2018-06-29,0.0681
2018-07-02,-2.8241
2018-07-03,0.5952
2018-07-05,0.2088
2018-07-06,-1.4936
2018-07-09,4.0903
2018-07-10,-0.8469
2018-07-11,-1.5032
2018-07-12,-2.9135999999999997
2018-07-13,0.6788
2018-07-16,-0.2484
2018-07-17,-0.1067
2018-07-18,-0.9972
2018-07-19,1.4029
2018-07-20,-1.2770000000000001
2018-07-23,-2.4074999999999998
2018-07-24,-1.7305000000000001
2018-07-25,-0.7868
2018-07-26,0.5665
2018-07-27,1.7649
2018-07-30,0.8118
2018-07-31,4.7218
2018-08-01,-3.2856
2018-08-02,0.2168
2018-08-03,2.6686
2018-08-06,2.4236
2018-08-07,1.1317
2018-08-08,-0.7121
2018-08-09,-1.7418
2018-08-10,0.3128
2018-08-13,-1.2821
2018-08-14,-1.0881
2018-08-15,-4.0809
2018-08-16,1.2579
2018-08-17,2.0826000000000002
2018-08-20,1.3243
2018-08-21,-0.3179
2018-08-22,-0.9568
2018-08-23,-2.1825
2018-08-24,0.6218
2018-08-27,2.6898999999999997
2018-08-28,0.0708
2018-08-29,1.7332999999999998
2018-08-30,-2.3644
2018-08-31,-0.4274
2018-09-04,-2.1817
2018-09-05,-1.3163
2018-09-06,-7.6325
2018-09-07,0.2006
2018-09-10,2.6421
2018-09-11,2.1061
2018-09-12,1.5661
2018-09-13,4.701
2018-09-14,2.8017
2018-09-17,0.3494
2018-09-18,1.915
2018-09-19,-0.5808
2018-09-20,0.9622
2018-09-21,0.0
2018-09-24,0.5446
2018-09-25,-1.4218
2018-09-26,-2.2321
2018-09-27,-1.5104
2018-09-28,1.0699
2018-10-01,-1.1644
2018-10-02,0.2499
2018-10-03,-0.2849
2018-10-04,-0.8214
2018-10-05,-1.1522999999999999
2018-10-08,-1.4208
2018-10-09,0.7391
2018-10-10,-3.9252000000000002
2018-10-11,-2.2528
2018-10-12,0.625
2018-10-15,1.1258
2018-10-16,4.2226
2018-10-17,-0.9576
2018-10-18,-3.1982
2018-10-19,-2.0361
2018-10-22,-1.2549000000000001
2018-10-23,-1.0326
2018-10-24,-6.2199
2018-10-25,5.092
2018-10-26,6.3111
2018-10-29,-2.0299
2018-10-30,3.9484
2018-10-31,1.7675999999999998
2018-11-01,-4.6563
2018-11-02,0.1938
2018-11-05,2.5919
2018-11-06,3.2805
2018-11-07,2.008
2018-11-08,-2.9707
2018-11-09,-2.0657
2018-11-12,-0.904
2018-11-13,-2.9647
2018-11-14,-1.2143
2018-11-15,2.9737999999999998
2018-11-16,-1.8483
2018-11-19,-4.1193
2018-11-20,-0.7774
2018-11-21,2.0619
2018-11-23,-2.303
2018-11-26,3.2258
2018-11-27,-2.0833
2018-11-28,3.6825
2018-11-29,0.0
2018-11-30,-2.3283
2018-12-03,2.5051
2018-12-04,-8.2381
2018-12-06,-1.6322999999999999
2018-12-07,-2.6201
2018-12-10,-0.9865
2018-12-11,-2.2645
2018-12-12,1.2048
2018-12-13,-2.2436
2018-12-14,-0.6089
2018-12-17,-3.393
2018-12-18,0.4878
2018-12-19,-4.2233
2018-12-20,-2.6863
2018-12-21,3.4375
2018-12-24,-4.7331
2018-12-26,6.871
2018-12-27,0.8408
2018-12-28,-0.049
2018-12-31,0.3435
2019-01-02,2.6895
2019-01-03,-2.0
2019-01-04,1.7492999999999999
2019-01-07,3.1996
2019-01-08,1.1569
2019-01-09,2.3788
2019-01-10,0.4915
2019-01-11,0.9782
2019-01-14,-3.1264
2019-01-15,-0.3636
2019-01-16,-0.365
2019-01-17,1.7856999999999998
2019-01-18,4.4534
2019-01-22,-1.8949
2019-01-23,-1.5364
2019-01-24,0.9808
2019-01-25,6.755
2019-01-28,-0.8685
2019-01-29,1.9607999999999999
2019-01-30,0.7774
2019-01-31,0.1624
2019-02-01,0.4864
2019-02-04,0.4437
2019-02-05,0.5622
2019-02-06,0.4393
2019-02-07,-0.9145
2019-02-08,-2.2071
2019-02-11,0.2462
2019-02-12,0.8187
2019-02-13,2.7203
2019-02-14,0.2372
2019-02-15,2.9574
2019-02-19,-0.7277
2019-02-20,2.5077
2019-02-21,1.8065
2019-02-22,-1.146
2019-02-25,1.1967
2019-02-26,-1.4782
2019-02-27,-0.0375
2019-02-28,0.7505
2019-03-01,1.825
2019-03-04,-1.3168
2019-03-05,-0.1483
2019-03-06,-2.3385
2019-03-07,-0.8362
2019-03-08,0.4216
2019-03-11,3.5115
2019-03-12,-0.2212
2019-03-13,2.439
2019-03-14,-2.5974
2019-03-15,3.3704
2019-03-18,1.0391
2019-03-19,-1.6312
2019-03-20,0.2884
2019-03-21,0.6111
2019-03-22,-4.3944
2019-03-25,1.2706
2019-03-26,0.8487
2019-03-27,-1.0245
2019-03-28,0.7763
2019-03-29,2.0176
2019-04-01,0.5394
2019-04-02,-0.4649
2019-04-03,0.5749
2019-04-04,0.1786
2019-04-05,0.7846
2019-04-08,0.2477
2019-04-09,-1.7296
2019-04-10,0.6106
2019-04-11,0.8211
2019-04-12,-1.8058999999999998
2019-04-15,-1.6589
2019-04-16,0.5501
2019-04-17,-1.9329
2019-04-18,0.7066
2019-04-22,0.8863
2019-04-23,1.7570000000000001
2019-04-24,0.0719
2019-04-25,-0.1438
2019-04-26,0.9719
2019-04-29,16.0428
2019-04-30,3.6866
2019-05-01,2.5481
2019-05-02,1.0402
2019-05-03,-0.7721
2019-05-06,-1.7290999999999999
2019-05-07,-0.3226
2019-05-08,-1.9712
2019-05-09,0.3301
2019-05-10,2.6324
2019-05-13,-1.5447
2019-05-14,2.013
2019-05-15,2.3215
2019-05-16,-0.5672
2019-05-17,-0.9412
2019-05-20,1.2093
2019-05-21,2.1053
2019-05-22,-0.613
2019-05-23,-2.1587
2019-05-24,1.0602
2019-05-28,0.0851
2019-05-29,-1.0198
2019-05-30,-0.6297
2019-05-31,-2.1601
2019-06-03,-0.6182
2019-06-04,1.2737
2019-06-05,-1.7257
2019-06-06,0.5952
2019-06-07,-0.503
2019-06-10,1.2191
2019-06-11,-0.8519
2019-06-12,-1.9556
2019-06-13,1.1786
2019-06-14,-0.1792
2019-06-17,0.5087
2019-06-18,2.9771
2019-06-19,0.6649
2019-06-20,0.201
2019-06-21,-2.2643
2019-06-24,-0.9677
2019-06-25,0.2369
2019-06-26,-0.4431
2019-06-27,0.5935
2019-06-28,2.0649
2019-07-01,0.6647
2019-07-02,-0.9762
2019-07-03,0.3189
2019-07-05,-0.3179
2019-07-08,-1.1308
2019-07-09,-3.0792
2019-07-10,0.0303
2019-07-11,-2.3291
2019-07-12,3.004
2019-07-15,-2.285
2019-07-16,2.6462
2019-07-17,-1.289
2019-07-18,-0.4555
2019-07-19,2.288
2019-07-22,-0.2386
2019-07-23,1.1958
2019-07-24,0.4727
2019-07-25,-1.4996
2019-07-26,-1.194
2019-07-29,-2.4471
2019-07-30,2.8182
2019-07-31,-0.6928
2019-08-01,-5.3382
2019-08-02,-0.5127
2019-08-05,-2.8019
2019-08-06,2.3526
2019-08-07,-0.6475
2019-08-08,0.8472
2019-08-09,-1.7447
2019-08-12,-0.7234
2019-08-13,1.2587
2019-08-14,-3.86
2019-08-15,0.1701
2019-08-16,1.8342
2019-08-19,0.9006
2019-08-20,-1.6529
2019-08-21,-0.5378
2019-08-22,-0.338
2019-08-23,-4.2726
2019-08-26,-0.0354
2019-08-27,-1.7364000000000002
2019-08-28,1.0097
2019-08-29,1.7137
2019-08-30,0.6669
2019-09-03,-4.2538
2019-09-04,-2.5127
2019-09-05,5.5659
2019-09-06,-0.3539
2019-09-09,2.1662
2019-09-10,5.5613
2019-09-11,-0.4939
2019-09-12,1.7207
2019-09-13,1.5939999999999999
2019-09-16,1.9853
2019-09-17,-2.4804
2019-09-18,-0.9981
2019-09-19,-2.3415
2019-09-20,-1.7649
2019-09-23,-0.678
2019-09-24,-1.2628
2019-09-25,1.3135
2019-09-26,-0.4435
2019-09-27,-1.7135
2019-09-30,-1.3598
2019-10-01,-4.3478
2019-10-02,0.2217
2019-10-03,2.618
2019-10-04,1.4014
2019-10-07,-2.3033
2019-10-08,-2.0312
2019-10-09,1.1847
2019-10-10,2.9272
2019-10-11,5.1191
2019-10-14,-1.6909
2019-10-15,1.1008
2019-10-16,0.2042
2019-10-17,0.7131
2019-10-18,4.0121
2019-10-21,0.8428
2019-10-22,2.7965
2019-10-23,1.8136
2019-10-24,-0.9214
2019-10-25,1.6429
2019-10-28,-1.4334
2019-10-29,2.1658
2019-10-30,-2.7559
2019-10-31,-0.872
2019-11-01,3.2045
2019-11-04,1.796
2019-11-05,-2.3923
2019-11-06,0.2757
2019-11-07,1.5582
2019-11-08,1.4741
2019-11-11,0.2668
2019-11-12,-0.5618
2019-11-13,-0.7434
2019-11-14,-1.1384
2019-11-15,1.9697
2019-11-18,0.2675
2019-11-19,-0.2371
2019-11-20,-0.2377
2019-11-21,-1.1316
2019-11-22,1.3855
2019-11-25,0.8616
2019-11-26,-0.0295
2019-11-27,0.5303
2019-11-29,-0.7327
2019-12-02,-0.9743
2019-12-03,-0.805
2019-12-04,0.3306
2019-12-05,0.4194
2019-12-06,1.7005
2019-12-09,-0.704
2019-12-10,-1.2112
2019-12-11,2.5419
2019-12-12,2.1289
2019-12-13,1.4849
2019-12-16,1.8008
2019-12-17,-0.2764
2019-12-18,0.2217
2019-12-19,0.9126
2019-12-20,0.4111
2019-12-23,0.655
2019-12-24,-0.2711
2019-12-26,0.4622
2019-12-27,0.0
2019-12-30,-1.2449
2019-12-31,0.5207
2020-01-02,0.5453
2020-01-03,-0.4338
2020-01-06,-1.1983
2020-01-07,-0.7442
2020-01-08,-0.722
2020-01-09,0.1399
2020-01-10,-1.8436
2020-01-13,0.8537
2020-01-14,-1.4391
2020-01-15,-1.231
2020-01-16,1.7681
2020-01-17,1.0538
2020-01-21,-2.593
2020-01-22,-0.1736
2020-01-23,1.0725
2020-01-24,-0.6022
2020-01-27,-0.4039
2020-01-28,3.0707
2020-01-29,1.4615
2020-01-30,0.3047
2020-01-31,-2.4855
2020-02-03,1.3027
2020-02-04,2.2086
2020-02-05,0.5197
2020-02-06,0.7347
2020-02-07,0.1891
2020-02-10,1.2671999999999999
2020-02-11,0.4792
2020-02-12,1.9607999999999999
2020-02-13,-2.4168
2020-02-14,-1.9174
2020-02-18,1.9548999999999999
2020-02-19,0.2929
2020-02-20,2.6288
2020-02-21,-0.1035
2020-02-24,-5.3095
2020-02-25,-2.2702
2020-02-26,0.056
2020-02-27,-5.986
2020-02-28,-2.4398
2020-03-02,0.0305
2020-03-03,-3.3537
2020-03-04,-2.3659
2020-03-05,-13.3118
2020-03-06,3.5781
2020-03-09,-16.0489
2020-03-10,2.2718
2020-03-11,-1.5507
2020-03-12,-9.1528
2020-03-13,7.7788
2020-03-16,-7.6087
2020-03-17,1.3647
2020-03-18,-10.7707
2020-03-19,4.1103
2020-03-20,-1.999
2020-03-23,-0.5609
2020-03-24,14.9231
2020-03-25,3.8822
2020-03-26,0.5584
2020-03-27,-3.3319
2020-03-30,4.9492
2020-03-31,4.4211
2020-04-01,-4.0725999999999996
2020-04-02,-3.1526
2020-04-03,1.9531
2020-04-06,8.2588
2020-04-07,-2.3987
2020-04-08,3.5455
2020-04-09,3.1128
2020-04-13,-1.0566
2020-04-14,0.4958
2020-04-15,-7.5522
2020-04-16,0.9852
2020-04-17,8.9837
2020-04-20,-1.4174
2020-04-21,-0.1892
2020-04-22,1.6679
2020-04-23,2.0134
2020-04-24,1.6813
2020-04-27,3.4148
2020-04-28,1.7379
2020-04-29,3.5873
2020-04-30,-4.0897
2020-05-01,-3.2669
2020-05-04,-2.7016999999999998
2020-05-05,0.8038
2020-05-06,-1.1236
2020-05-07,1.4663
2020-05-08,5.3829
2020-05-11,-0.2743
2020-05-12,-5.6033
2020-05-13,-5.6082
2020-05-14,3.0478
2020-05-15,-1.0857
2020-05-18,8.6298
2020-05-19,-0.7666
2020-05-20,1.8961000000000001
2020-05-21,1.3439
2020-05-22,-2.9582
2020-05-26,6.5522
2020-05-27,-1.3482
2020-05-28,-4.1667
2020-05-29,-1.913
2020-06-01,1.9858
2020-06-02,0.3129
2020-06-03,6.7244
2020-06-04,-0.3573
2020-06-05,8.3442
2020-06-08,5.3850999999999996
2020-06-09,-5.5381
2020-06-10,-0.9368
2020-06-11,-6.1928
2020-06-12,1.5285
2020-06-15,-0.6406
2020-06-16,1.1283
2020-06-17,-5.8017
2020-06-18,-0.5753
2020-06-19,-1.9401000000000002
2020-06-22,1.2496
2020-06-23,-0.6514
2020-06-24,-5.107
2020-06-25,0.2545
2020-06-26,-1.2332
2020-06-29,3.2317
2020-06-30,0.0356
2020-07-01,-0.2845
2020-07-02,1.4979
2020-07-06,2.9866
2020-07-07,-4.1283
2020-07-08,0.0712
2020-07-09,-0.9246
2020-07-10,1.6152
2020-07-13,1.1303
2020-07-14,3.8421
2020-07-15,4.1372
2020-07-16,-0.9044
2020-07-17,-0.0978
2020-07-20,2.1207
2020-07-21,1.1182
2020-07-22,0.7899
2020-07-23,-0.8464
2020-07-24,-0.0948
2020-07-27,0.6962
2020-07-28,-1.4771
2020-07-29,2.5837
2020-07-30,-1.0883
2020-07-31,-0.6916
