ticker,CDAY US Equity
2018-09-14,11.4847
2018-09-17,5.5489
2018-09-18,0.5714
2018-09-19,-1.3182
2018-09-20,-0.9443
2018-09-21,-2.325
2018-09-24,0.7141
2018-09-25,-2.7417
2018-09-26,-0.4617
2018-09-27,2.0264
2018-09-28,0.5743
2018-10-01,2.3079
2018-10-02,0.0
2018-10-03,3.0
2018-10-04,-5.035
2018-10-05,-4.232
2018-10-08,-0.149
2018-10-09,-3.5803000000000003
2018-10-10,-7.9422
2018-10-11,0.0
2018-10-12,1.4566
2018-10-15,2.3192
2018-10-16,3.8045999999999998
2018-10-17,-2.2095
2018-10-18,-3.6151
2018-10-19,0.0276
2018-10-22,2.5365
2018-10-23,-2.5276
2018-10-24,-1.1586
2018-10-25,2.6513999999999998
2018-10-26,-1.0332
2018-10-29,-1.978
2018-10-30,2.2141
2018-10-31,4.113
2018-11-01,2.0016
2018-11-02,-1.8848
2018-11-05,0.0789
2018-11-06,-0.0789
2018-11-07,3.2895
2018-11-08,0.3057
2018-11-09,-0.5334
2018-11-12,-6.7671
2018-11-13,-0.9313
2018-11-14,0.3041
2018-11-15,2.8115
2018-11-16,4.4504
2018-11-19,-8.5216
2018-11-20,1.2346
2018-11-21,0.7206
2018-11-23,1.9263
2018-11-26,3.8607
2018-11-27,-0.208
2018-11-28,3.5426
2018-11-29,0.6792
2018-11-30,0.2499
2018-12-03,-1.4955
2018-12-04,-4.6053
2018-12-06,1.5119
2018-12-07,-0.1307
2018-12-10,-1.6745
2018-12-11,-1.9425
2018-12-12,0.9227
2018-12-13,-1.5058
2018-12-14,-3.7946999999999997
2018-12-17,-4.1714
2018-12-18,3.05
2018-12-19,-1.2644
2018-12-20,-2.1828
2018-12-21,-4.4035
2018-12-24,-0.498
2018-12-26,8.1013
2018-12-27,1.794
2018-12-28,-3.4395
2018-12-31,1.5308000000000002
2019-01-02,-2.1166
2019-01-03,-1.5699
2019-01-04,3.4908
2019-01-07,4.4199
2019-01-08,0.1114
2019-01-09,-0.9179
2019-01-10,1.5722
2019-01-11,-0.6357
2019-01-14,-0.9736
2019-01-15,2.9213
2019-01-16,0.6277
2019-01-17,1.4104
2019-01-18,2.2466
2019-01-22,-1.6479
2019-01-23,0.0266
2019-01-24,3.4034
2019-01-25,1.3114
2019-01-28,0.5584
2019-01-29,-0.8834
2019-01-30,3.4123
2019-01-31,1.4775
2019-02-01,0.3883
2019-02-04,1.9096
2019-02-05,3.297
2019-02-06,5.7176
2019-02-07,-5.6472999999999995
2019-02-08,3.384
2019-02-11,0.4899
2019-02-12,0.7312
2019-02-13,-0.22
2019-02-14,0.5291
2019-02-15,0.3509
2019-02-19,1.8138
2019-02-20,2.0176
2019-02-21,0.1894
2019-02-22,1.638
2019-02-25,0.6198
2019-02-26,0.5544
2019-02-27,1.1027
2019-02-28,-0.9897
2019-03-01,0.7344
2019-03-04,-3.4427
2019-03-05,-0.021
2019-03-06,1.0489
2019-03-07,0.2076
2019-03-08,1.3052000000000001
2019-03-11,0.7566
2019-03-12,0.7713
2019-03-13,0.0403
2019-03-14,1.2482
2019-03-15,2.1673999999999998
2019-03-18,-2.9973
2019-03-19,1.9462000000000002
2019-03-20,-1.7319
2019-03-21,0.8011
2019-03-22,-1.4504000000000001
2019-03-25,0.2419
2019-03-26,0.8447
2019-03-27,-0.7778
2019-03-28,0.804
2019-03-29,2.2931
2019-04-01,0.2534
2019-04-02,0.0972
2019-04-03,0.5828
2019-04-04,-0.4249
2019-04-05,0.6012
2019-04-08,-1.0603
2019-04-09,-0.5846
2019-04-10,0.5292
2019-04-11,0.5849
2019-04-12,-0.2132
2019-04-15,0.7187
2019-04-16,-1.7358
2019-04-17,-1.6683
2019-04-18,-0.3992
2019-04-22,1.6232
2019-04-23,2.3861
2019-04-24,-0.0963
2019-04-25,0.829
2019-04-26,0.3442
2019-04-29,0.705
2019-04-30,0.5676
2019-05-01,-2.6151999999999997
2019-05-02,-4.3856
2019-05-03,0.4243
2019-05-06,0.9054
2019-05-07,-1.4955
2019-05-08,0.8704
2019-05-09,0.0602
2019-05-10,1.0028
2019-05-13,-5.4607
2019-05-14,3.0246
2019-05-15,2.263
2019-05-16,3.6284
2019-05-17,-1.9045999999999998
2019-05-20,-1.8435000000000001
2019-05-21,2.2977
2019-05-22,-0.293
2019-05-23,-2.5465
2019-05-24,2.2111
2019-05-28,1.6126
2019-05-29,-3.232
2019-05-30,1.1400000000000001
2019-05-31,-2.7487
2019-06-03,-4.4327
2019-06-04,1.8298
2019-06-05,0.0627
2019-06-06,2.0255
2019-06-07,0.7573
2019-06-10,3.5751
2019-06-11,-3.0986
2019-06-12,1.437
2019-06-13,2.1748
2019-06-14,-0.8787
2019-06-17,0.788
2019-06-18,1.9156
2019-06-19,1.1699
2019-06-20,0.0379
2019-06-21,-2.2551
2019-06-24,-1.8806
2019-06-25,-4.7224
2019-06-26,-0.7051
2019-06-27,3.6550000000000002
2019-06-28,1.1485
2019-07-01,2.2311
2019-07-02,1.2276
2019-07-03,-0.1732
2019-07-05,0.0
2019-07-08,-2.0825
2019-07-09,-1.221
2019-07-10,-1.3158
2019-07-11,0.0404
2019-07-12,1.2722
2019-07-15,-0.4387
2019-07-16,-1.4020000000000001
2019-07-17,1.4016
2019-07-18,-0.2804
2019-07-19,-3.0534
2019-07-22,2.155
2019-07-23,0.5477
2019-07-24,3.7321
2019-07-25,0.0194
2019-07-26,3.0138
2019-07-29,-1.6044
2019-07-30,-0.7481
2019-07-31,3.0344
2019-08-01,-2.3635
2019-08-02,1.172
2019-08-05,-3.665
2019-08-06,-0.887
2019-08-07,0.2784
2019-08-08,2.3205
2019-08-09,1.4732
2019-08-12,0.6877
2019-08-13,1.4607999999999999
2019-08-14,-5.7218
2019-08-15,0.0
2019-08-16,0.4363
2019-08-19,3.4953
2019-08-20,3.1864
2019-08-21,4.8632
2019-08-22,2.3805
2019-08-23,-1.7224
2019-08-26,0.4381
2019-08-27,-0.5933
2019-08-28,0.4388
2019-08-29,1.9049
2019-08-30,-0.9261
2019-09-03,-2.8908
2019-09-04,2.4064
2019-09-05,-3.9164
2019-09-06,-1.6848
2019-09-09,-2.8929
2019-09-10,-1.8596
2019-09-11,0.1353
2019-09-12,1.1199
2019-09-13,-1.1075
2019-09-16,0.1931
2019-09-17,1.0021
2019-09-18,-0.1145
2019-09-19,-1.0697
2019-09-20,0.1931
2019-09-23,-0.424
2019-09-24,-4.0449
2019-09-25,1.4522
2019-09-26,0.0199
2019-09-27,-2.584
2019-09-30,0.7345
2019-10-01,-0.081
2019-10-02,-3.4462
2019-10-03,0.147
2019-10-04,1.2579
2019-10-07,1.7805
2019-10-08,-1.8308
2019-10-09,1.6991
2019-10-10,-0.5094
2019-10-11,1.2083
2019-10-14,-0.5059
2019-10-15,1.1796
2019-10-16,-7.1357
2019-10-17,-1.2338
2019-10-18,-1.9505
2019-10-21,1.4304999999999999
2019-10-22,-5.9718
2019-10-23,1.1015
2019-10-24,4.5897
2019-10-25,2.3715
2019-10-28,0.0216
2019-10-29,-2.5541
2019-10-30,0.9107
2019-10-31,6.2074
2019-11-01,2.6114
2019-11-04,0.5453
2019-11-05,0.4419
2019-11-06,0.64
2019-11-07,-0.5763
2019-11-08,10.2139
2019-11-11,-2.0675
2019-11-12,2.0741
2019-11-13,-2.6669
2019-11-14,2.6654
2019-11-15,2.6507
2019-11-18,2.034
2019-11-19,1.6814
2019-11-20,0.4603
2019-11-21,-2.3078
2019-11-22,1.3896
2019-11-25,2.1758
2019-11-26,0.6875
2019-11-27,0.7993
2019-11-29,-0.2809
2019-12-02,0.0166
2019-12-03,1.9877
2019-12-04,0.0325
2019-12-05,0.5683
2019-12-06,0.8557
2019-12-09,-1.1526
2019-12-10,0.3725
2019-12-11,0.0968
2019-12-12,-0.7576
2019-12-13,1.5267
2019-12-16,1.1038000000000001
2019-12-17,-0.0475
2019-12-18,1.9471
2019-12-19,0.9783
2019-12-20,1.061
2019-12-23,1.1412
2019-12-24,0.3912
2019-12-26,1.6484
2019-12-27,0.0295
2019-12-30,0.2358
2019-12-31,-0.1911
2020-01-02,3.1526
2020-01-03,-0.7284
2020-01-06,-0.1439
2020-01-07,1.0085
2020-01-08,0.3851
2020-01-09,1.5629
2020-01-10,0.014
2020-01-13,1.5527
2020-01-14,-0.2066
2020-01-15,1.2422
2020-01-16,-0.7226
2020-01-17,-0.1236
2020-01-21,-0.7012
2020-01-22,0.3877
2020-01-23,0.1103
2020-01-24,-1.3778000000000001
2020-01-27,-0.1397
2020-01-28,1.9445999999999999
2020-01-29,-0.247
2020-01-30,2.944
2020-01-31,-2.058
2020-02-03,2.4013999999999998
2020-02-04,3.7841
2020-02-05,-5.726
2020-02-06,-10.2819
2020-02-07,1.5634000000000001
2020-02-10,3.2580999999999998
2020-02-11,-0.8105
2020-02-12,1.8824
2020-02-13,3.6522
2020-02-14,1.8101
2020-02-18,0.5972
2020-02-19,1.8618000000000001
2020-02-20,-0.3974
2020-02-21,-0.3324
2020-02-24,-1.2008
2020-02-25,-1.2964
2020-02-26,1.0261
2020-02-27,-1.896
2020-02-28,-2.3606
2020-03-02,4.9201
2020-03-03,-6.3873
2020-03-04,3.5555
2020-03-05,-4.9069
2020-03-06,-3.0551
2020-03-09,-6.6495999999999995
2020-03-10,1.486
2020-03-11,-9.8679
2020-03-12,-14.1444
2020-03-13,13.225
2020-03-16,-13.6058
2020-03-17,3.1329
2020-03-18,-9.9898
2020-03-19,3.9638
2020-03-20,4.0523
2020-03-23,-2.1776
2020-03-24,6.6567
2020-03-25,0.9231
2020-03-26,3.8775
2020-03-27,-6.8721
2020-03-30,5.6732
2020-03-31,-2.6065
2020-04-01,-8.1286
2020-04-02,-5.913
2020-04-03,-9.4039
2020-04-06,13.4149
2020-04-07,2.2487
2020-04-08,8.907
2020-04-09,8.844899999999999
2020-04-13,-1.6698
2020-04-14,3.283
2020-04-15,-4.0921
2020-04-16,-4.4762
2020-04-17,6.8395
2020-04-20,-0.3919
2020-04-21,-5.6399
2020-04-22,2.641
2020-04-23,-0.3676
2020-04-24,0.233
2020-04-27,5.463
2020-04-28,-0.9552
2020-04-29,10.9607
2020-04-30,-1.4374
2020-05-01,-3.8494
2020-05-04,3.3862
2020-05-05,2.4565
2020-05-06,3.0137
2020-05-07,4.2347
2020-05-08,1.194
2020-05-11,1.3638
2020-05-12,-1.9651999999999998
2020-05-13,-6.1835
2020-05-14,1.2821
2020-05-15,2.6939
2020-05-18,2.5284
2020-05-19,-0.7398
2020-05-20,1.2732999999999999
2020-05-21,-1.5486
2020-05-22,-1.2303
2020-05-26,2.9328
2020-05-27,3.2935
2020-05-28,0.7267
2020-05-29,1.3987
2020-06-01,4.2689
2020-06-02,0.2785
2020-06-03,4.8604
2020-06-04,-1.4567999999999999
2020-06-05,10.1062
2020-06-08,2.3679
2020-06-09,-9.3478
2020-06-10,1.7625
2020-06-11,-8.9053
2020-06-12,3.0221
2020-06-15,4.8616
2020-06-16,0.5516
2020-06-17,0.2351
2020-06-18,2.1501
2020-06-19,-1.0971
2020-06-22,1.5478
2020-06-23,2.4514
2020-06-24,-2.8019
2020-06-25,1.7219
2020-06-26,0.2006
2020-06-29,-2.0398
2020-06-30,1.2647
2020-07-01,6.1436
2020-07-02,0.6299
2020-07-06,-0.3189
2020-07-07,-0.7701
2020-07-08,1.4806
2020-07-09,0.4118
2020-07-10,-2.5662000000000003
2020-07-13,-5.2075
2020-07-14,0.7485
2020-07-15,2.9467
2020-07-16,-1.1009
2020-07-17,1.7811
2020-07-20,0.2552
2020-07-21,-2.3394
2020-07-22,0.1738
2020-07-23,-3.717
2020-07-24,-0.4761
2020-07-27,2.9222
2020-07-28,-0.1382
2020-07-29,2.7676
2020-07-30,-3.3419
2020-07-31,-0.8485
