ticker,OEDVQ US Equity
2006-02-09,66.6667
2006-02-10,-60.0
2006-02-13,150.0
2006-02-14,-40.0
2006-02-15,0.0
2006-02-16,0.0
2006-02-17,-33.3333
2006-02-21,100.0
2006-02-22,-50.0
2006-02-23,0.0
2006-02-24,0.0
2006-02-27,50.0
2006-02-28,0.0
2006-03-02,0.0
2006-03-03,-33.3333
2006-03-06,-25.0
2006-03-07,33.3333
2006-03-08,-25.0
2006-03-10,66.6667
2006-03-13,0.0
2006-03-15,0.0
2006-03-16,-20.0
2006-03-17,-18.75
2006-03-21,23.0769
2006-03-22,6.25
2006-03-23,17.647100000000002
2006-03-27,0.0
2006-03-28,5.0
2006-03-29,33.3333
2006-03-30,0.0
2006-03-31,0.0
2006-04-03,-32.1429
2006-04-04,-28.947400000000002
2006-04-12,77.7778
2006-04-13,-33.3333
2006-04-17,75.0
2006-04-18,-39.2857
2006-04-19,58.8235
2006-04-20,-50.0
2006-04-21,77.7778
2006-04-24,-43.75
2006-04-25,0.0
2006-04-26,166.6667
2006-04-27,0.0
2006-04-28,-6.9444
2006-05-01,-16.4179
2006-05-02,100.0
2006-05-03,0.0
2006-05-05,0.0
2006-05-08,0.0
2006-05-09,-57.1429
2006-05-10,0.0
2006-05-12,-29.1667
2006-05-15,-5.8824
2006-05-16,-6.6667
2006-05-17,78.5714
2006-05-18,-20.0
2006-05-19,0.0
2006-05-24,-5.0
2006-05-25,-18.4211
2006-05-26,0.0
2006-05-30,0.0
2006-05-31,-19.3548
2006-06-01,68.0
2006-06-02,-14.2857
2006-06-05,2.7778
2006-06-06,8.1081
2006-06-07,2.5
2006-06-08,1.9512
2006-06-09,7.6555
2006-06-12,0.0
2006-06-13,5.5556
2006-06-21,-5.2632
2006-06-22,0.0
2006-06-23,13.3333
2006-06-27,-19.6078
2006-07-05,23.1707
2006-07-10,18.8119
2006-07-11,-11.6667
2006-07-13,-5.6604
2006-07-14,-20.0
2006-07-20,1.25
2006-07-21,47.6543
2006-08-01,-9.699
2006-08-02,0.0
2006-08-03,11.1111
2006-08-04,-15.0
2006-08-07,-41.1765
2006-08-08,66.6667
2006-08-09,0.0
2006-08-10,-20.0
2006-08-11,10.0
2006-08-14,-9.0909
2006-08-15,19.0
2006-08-16,-11.7647
2006-08-18,-2.3810000000000002
2006-08-21,-0.4878
2006-08-22,-1.9607999999999999
2006-08-23,0.0
2006-08-24,0.0
2006-08-25,0.0
2006-08-28,20.0
2006-08-30,-16.6667
2006-08-31,-0.05
2006-09-01,-2.4512
2006-09-05,-2.5641
2006-09-06,0.0
2006-09-08,0.0
2006-09-11,-2.6316
2006-09-12,8.1081
2006-09-13,0.0
2006-09-15,0.0
2006-09-18,0.0
2006-09-25,17.5
2006-09-27,25.5319
2006-09-28,-16.9492
2006-09-29,18.3673
2006-10-03,0.0
2006-10-05,-1.7241
2006-10-06,3.5088
2006-10-09,-11.8644
2006-10-11,13.461500000000001
2006-10-16,-23.7288
2006-10-17,11.1111
2006-10-18,-12.0
2006-10-19,-9.0909
2006-10-20,0.0
2006-10-23,25.0
2006-10-24,20.0
2006-11-03,-16.6667
2006-11-06,20.0
2006-11-16,-15.0
2006-11-28,-21.5686
2006-11-29,27.5
2006-11-30,5.8824
2006-12-01,-7.4074
2006-12-04,8.0
2006-12-11,-3.7037
2006-12-12,5.7692
2006-12-22,-9.0909
2006-12-28,-20.0
2006-12-29,25.0
2007-01-30,-4.0
2007-02-07,0.0
2007-02-20,-10.4167
2007-02-26,-6.9767
2007-02-27,0.0
2007-03-06,0.0
2007-03-07,0.0
2007-03-26,-62.5
2007-03-27,160.0
2007-05-01,0.0
2007-05-07,0.0
2007-05-08,2.5641
2007-05-16,-5.0
2007-05-18,0.0
2007-05-25,5.2632
2007-06-01,0.0
2007-06-04,27.5
2007-06-06,0.0
2007-06-08,0.0
2007-06-13,0.0
2007-06-14,-11.7647
2007-06-15,0.0
2007-06-18,-4.4444
2007-06-19,-2.3256
2007-06-25,0.0
2007-06-27,0.0
2007-06-28,0.0
2007-07-03,0.0
2007-07-05,0.0
2007-07-06,0.0
2007-07-09,7.1429
2007-07-11,-6.6667
2007-07-13,-4.7619
2007-07-16,27.5
2007-07-18,-1.9607999999999999
2007-07-19,-10.0
2007-07-20,0.0
2007-07-26,-2.2222
2007-07-30,-10.4545
2007-07-31,1.5228000000000002
2007-08-01,0.0
2007-08-02,5.0
2007-08-13,-10.0
2007-08-14,0.5291
2007-08-16,5.2632
2007-09-04,0.0
2007-09-06,-10.0
2007-09-12,-16.6667
2007-09-13,16.6667
2007-09-18,2.8571
2007-09-19,-13.8889
2007-09-20,-3.2258
2007-09-21,3.3333
2007-09-26,-3.2258
2007-09-27,0.0
2007-10-01,-13.3333
2007-10-02,0.0
2007-10-04,15.3846
2007-10-08,3.3333
2007-10-18,-29.0323
2007-10-22,40.9091
2007-10-26,-16.129
2007-10-30,15.3846
2007-11-12,0.0
2007-11-13,-3.3333
2007-11-14,-3.4483
2007-11-15,-3.5714
2007-11-16,-0.7407
2007-11-20,-25.3731
2007-11-21,15.0
2007-11-26,-13.0435
2007-11-27,-5.0
2007-11-29,21.0526
2007-12-04,-21.7391
2007-12-05,50.0
2007-12-06,-0.7407
2007-12-07,1.4925
2007-12-11,-5.8824
2007-12-12,-21.875
2007-12-17,2.0
2007-12-19,0.0
2007-12-20,-21.5686
2007-12-21,25.0
2007-12-27,2.0
2007-12-28,0.0
2007-12-31,10.7843
2008-01-03,2.6549
2008-01-04,-5.1724
2008-01-07,-0.9091
2008-01-08,0.0
2008-01-09,0.0
2008-01-10,0.0
2008-01-11,-8.2569
2008-01-14,15.0
2008-01-16,0.0
2008-01-17,0.0
2008-01-18,-5.2174
2008-01-22,5.5046
2008-01-23,-4.3478
2008-01-24,4.5455
2008-01-25,-13.0435
2008-01-28,10.0
2008-01-29,-5.4545
2008-01-30,-3.8462
2008-01-31,2.0
2008-02-01,-1.9607999999999999
2008-02-04,0.0
2008-02-05,4.0
2008-02-06,5.7692
2008-02-07,-31.8182
2008-02-08,36.0
2008-02-14,2.9412000000000003
2008-02-15,-14.2857
2008-02-19,16.6667
2008-02-20,-4.7619
2008-02-21,4.0
2008-02-22,-23.0769
2008-02-25,0.0
2008-02-26,12.5
2008-02-27,12.2222
2008-02-29,23.7624
2008-03-03,-16.0
2008-03-04,0.0
2008-03-05,-14.2857
2008-03-06,-11.1111
2008-03-10,12.5
2008-03-11,-12.2222
2008-03-12,13.9241
2008-03-13,-20.0
2008-03-17,4.1667
2008-03-18,0.0
2008-03-19,0.0
2008-03-25,0.0
2008-03-28,0.0
2008-04-01,-9.3333
2008-04-02,4.4118
2008-04-04,-5.6338
2008-04-07,-4.4776
2008-04-08,-4.6875
2008-04-09,11.4754
2008-04-10,-4.4118
2008-04-11,0.0
2008-04-14,3.0769
2008-04-15,0.0
2008-04-16,-2.9851
2008-04-17,3.0769
2008-04-18,-13.4328
2008-04-21,10.3448
2008-04-22,0.0
2008-04-23,-1.5625
2008-04-24,0.0
2008-04-25,-4.7619
2008-04-28,5.0
2008-04-30,-4.7619
2008-05-01,21.6667
2008-05-02,1.3699
2008-05-05,-13.5135
2008-05-06,-6.25
2008-05-07,-25.0
2008-05-08,0.0
2008-05-09,0.0
2008-05-13,0.0
2008-05-14,-33.3333
2008-05-15,20.0
2008-05-16,5.5556
2008-05-19,-21.0526
2008-05-20,16.6667
2008-05-21,-14.2857
2008-05-22,0.0
2008-05-23,-15.0
2008-05-27,12.9412
2008-05-28,4.1667
2008-05-29,0.0
2008-05-30,0.0
2008-06-02,-6.6667
2008-06-03,-7.1429
2008-06-04,3.8462
2008-06-05,3.7037
2008-06-06,7.1429
2008-06-09,56.6667
2008-06-10,21.2766
2008-06-11,-1.7544
2008-06-12,1.7856999999999998
2008-06-13,-12.2807
2008-06-16,20.0
2008-06-17,-8.3333
2008-06-18,9.0909
2008-06-19,3.3333
2008-06-20,0.0
2008-06-23,3.2258
2008-06-24,3.125
2008-06-25,4.5455
2008-06-26,-5.7971
2008-06-27,6.1538
2008-06-30,-14.4928
2008-07-01,1.6949
2008-07-02,-16.6667
2008-07-03,-6.0
2008-07-07,2.1277
2008-07-08,18.75
2008-07-09,22.807
2008-07-10,-7.1429
2008-07-11,9.2308
2008-07-14,0.0
2008-07-15,-4.2254
2008-07-16,4.4118
2008-07-17,-2.8169
2008-07-18,8.6957
2008-07-21,0.0
2008-07-22,-0.6667
2008-07-23,-0.6711
2008-07-24,1.4865
2008-07-25,-5.4594
2008-07-28,12.6761
2008-07-29,1.25
2008-07-30,-1.2346
2008-07-31,-6.25
2008-08-01,-1.3333
2008-08-04,-5.4054
2008-08-05,-20.0
2008-08-06,8.9286
2008-08-07,4.918
2008-08-08,1.5625
2008-08-11,3.0769
2008-08-12,-7.4627
2008-08-13,-6.4516
2008-08-14,8.6207
2008-08-15,-6.3492
2008-08-18,6.7797
2008-08-20,-7.9365
2008-08-21,3.4483
2008-08-22,-8.3333
2008-08-25,3.6364
2008-08-27,10.526299999999999
2008-08-28,-17.4603
2008-08-29,5.7692
2008-09-02,-16.3636
2008-09-03,19.5652
2008-09-04,-16.3636
2008-09-05,8.6957
2008-09-08,8.0
2008-09-09,-11.1111
2008-09-10,-8.3333
2008-09-11,-9.0909
2008-09-12,0.0
2008-09-15,-12.5
2008-09-16,25.7143
2008-09-17,11.3636
2008-09-18,6.1224
2008-09-19,-13.461500000000001
2008-09-22,11.1111
2008-09-23,-10.0
2008-09-24,0.0
2008-09-25,11.1111
2008-09-26,-10.0
2008-09-29,-11.1111
2008-09-30,-12.5
2008-10-01,17.1429
2008-10-02,-7.3171
2008-10-03,-5.2632
2008-10-06,2.7778
2008-10-07,-13.5135
2008-10-08,-6.25
2008-10-09,-16.6667
2008-10-10,-16.0
2008-10-13,23.8095
2008-10-14,11.538499999999999
2008-10-15,6.8966
2008-10-16,22.5806
2008-10-17,5.2632
2008-10-20,-12.5
2008-10-21,-14.2857
2008-10-22,16.6667
2008-10-23,-14.2857
2008-10-24,-23.3333
2008-10-27,13.0435
2008-10-28,-30.7692
2008-10-29,11.1111
2008-10-30,35.0
2008-10-31,7.4074
2008-11-03,-17.2414
2008-11-04,4.1667
2008-11-05,4.0
2008-11-06,-3.8462
2008-11-07,20.0
2008-11-10,-10.0
2008-11-11,0.0
2008-11-12,7.4074
2008-11-13,0.0
2008-11-14,-3.4483
2008-11-17,-7.1429
2008-11-18,3.8462
2008-11-19,-7.4074
2008-11-20,-4.0
2008-11-28,-16.6667
2008-12-01,20.0
2008-12-02,-16.6667
2008-12-03,-30.0
2008-12-04,35.7143
2008-12-05,-5.2632
2008-12-08,66.6667
2008-12-09,-46.6667
2008-12-10,43.75
2008-12-11,-8.6957
2008-12-12,0.0
2008-12-15,0.0
2008-12-16,0.0
2008-12-17,-4.7619
2008-12-18,0.0
2008-12-19,5.0
2008-12-22,14.2857
2008-12-23,-8.3333
2008-12-24,0.0
2008-12-26,0.0
2008-12-29,-45.4545
2008-12-30,75.0
2008-12-31,-33.3333
2009-01-02,21.4286
2009-01-05,23.5294
2009-01-06,-4.7619
2009-01-07,-5.0
2009-01-08,5.2632
2009-01-09,0.0
2009-01-12,-25.0
2009-01-13,20.0
2009-01-14,0.0
2009-01-16,0.0
2009-01-20,-16.6667
2009-01-21,-6.6667
2009-01-22,-21.4286
2009-01-23,18.1818
2009-01-26,-22.3077
2009-01-27,38.6139
2009-01-28,0.0
2009-01-29,-21.4286
2009-01-30,-27.2727
2009-02-02,50.0
2009-02-03,-8.3333
2009-02-04,-9.0909
2009-02-05,0.0
2009-02-06,-20.0
2009-02-09,18.75
2009-02-10,5.2632
2009-02-11,0.0
2009-02-13,0.0
2009-02-17,0.0
2009-02-18,-40.0
2009-02-19,33.3333
2009-02-20,0.0
2009-02-23,25.0
2009-02-24,-30.0
2009-02-25,0.0
2009-02-27,28.5714
2009-03-03,-11.1111
2009-03-04,12.5
2009-03-06,0.0
2009-03-09,0.0
2009-03-10,0.0
2009-03-11,-22.2222
2009-03-12,-18.5714
2009-03-13,-12.2807
2009-03-16,-10.0
2009-03-17,11.1111
2009-03-18,10.0
2009-03-20,7.2727
2009-03-23,-28.8136
2009-03-24,28.5714
2009-03-26,-5.5556
2009-04-03,-1.9607999999999999
2009-04-06,-20.0
2009-04-07,25.0
2009-04-09,0.0
2009-04-13,-26.0
2009-04-14,48.6486
2009-04-15,-27.2727
2009-04-16,-25.0
2009-04-17,33.3333
2009-04-20,-12.5
2009-04-21,-14.2857
2009-04-22,0.0
2009-04-24,0.0
2009-04-27,-33.3333
2009-04-28,0.0
2009-04-29,50.0
2009-04-30,133.3333
2009-05-01,-42.8571
2009-05-04,37.5
2009-05-05,-36.3636
2009-05-08,-14.2857
2009-05-11,33.3333
2009-05-12,0.0
2009-05-13,50.0
2009-05-14,16.6667
2009-05-15,-42.8571
2009-05-18,0.0
2009-05-20,12.5
2009-05-21,11.1111
2009-05-22,0.0
2009-05-26,0.0
2009-05-27,0.0
2009-05-28,0.0
2009-05-29,40.0
2009-06-01,0.0
2009-06-02,-42.8571
2009-06-04,25.0
2009-06-05,4.625
2009-06-08,-42.6523
2009-06-09,33.3333
2009-06-12,0.0
2009-06-15,0.0
2009-06-16,-25.0
2009-06-17,33.3333
2009-06-22,0.0
2009-06-23,0.0
2009-06-25,0.0
2009-06-26,0.0
2009-06-29,0.0
2009-06-30,0.0
2009-07-01,25.0
2009-07-02,0.0
2009-07-06,-30.0
2009-07-07,0.0
2009-07-10,42.8571
2009-07-13,-30.0
2009-07-14,14.2857
2009-07-15,-12.5
2009-07-16,-14.2857
2009-07-17,16.6667
2009-07-20,14.2857
2009-07-21,0.0
2009-07-22,-11.25
2009-07-23,-15.493
2009-07-24,66.6667
2009-07-27,-40.0
2009-07-28,16.6667
2009-07-29,-14.2857
2009-07-30,-16.6667
2009-07-31,0.0
2009-08-03,20.0
2009-08-04,0.0
2009-08-05,16.6667
2009-08-06,14.2857
2009-08-07,-12.5
2009-08-10,-28.5714
2009-08-11,-20.0
2009-08-12,25.0
2009-08-13,0.0
2009-08-14,-3.5
2009-08-17,-4.6632
2009-08-18,-8.6957
2009-08-19,0.0
2009-08-20,-3.8689999999999998
2009-08-21,23.839
2009-08-24,0.0
2009-08-25,-20.0
2009-08-26,0.0
2009-08-28,0.0
2009-08-31,0.0
2009-09-01,25.0
2009-09-02,0.0
2009-09-03,-20.0
2009-09-08,0.0
2009-09-09,50.0
2009-09-10,-25.0
2009-09-11,33.3333
2009-09-14,-16.6667
2009-09-16,0.0
2009-09-18,10.0
2009-09-21,0.0
2009-09-22,0.0
2009-09-23,9.0909
2009-09-24,0.0
2009-09-28,0.0
2009-09-29,-6.6667
2009-10-01,-10.7143
2009-10-02,-10.0
2009-10-05,31.1111
2009-10-06,-15.2542
2009-10-07,12.0
2009-10-08,-28.5714
2009-10-12,25.0
2009-10-13,-19.5
2009-10-14,73.913
2009-10-15,0.0
2009-10-19,0.0
2009-10-20,-20.0
2009-10-21,39.2857
2009-10-22,0.0
2009-10-23,-23.0769
2009-10-26,25.0
2009-10-29,-20.0
2009-10-30,0.0
2009-11-02,-8.3333
2009-11-03,16.3636
2009-11-04,17.1875
2009-11-06,0.0
2009-11-09,0.0
2009-11-10,-4.0
2009-11-11,0.0
2009-11-12,11.1111
2009-11-13,0.0
2009-11-17,0.0
2009-11-18,25.0
2009-11-19,-20.0
2009-11-20,0.0
2009-11-24,0.0
2009-11-25,0.0
2009-11-27,0.0
2009-12-02,-20.0
2009-12-03,25.0
2009-12-04,12.5
2009-12-07,4.4444
2009-12-08,6.383
2009-12-09,-20.0
2009-12-10,0.0
2009-12-11,-18.75
2009-12-14,-7.6923
2009-12-16,16.6667
2009-12-18,8.5714
2009-12-21,18.4211
2009-12-22,-11.1111
2009-12-23,0.0
2009-12-29,-37.5
2009-12-30,12.0
2009-12-31,0.0
2010-01-04,78.5714
2010-01-05,0.0
2010-01-07,-10.0
2010-01-08,-11.1111
2010-01-11,-20.0
2010-01-12,25.0
2010-01-13,0.0
2010-01-19,0.0
2010-01-20,7.5
2010-01-22,-6.9767
2010-01-25,0.0
2010-01-27,10.0
2010-02-02,0.0
2010-02-08,-9.0909
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,-25.0
2010-02-17,116.6667
2010-02-18,0.0
2010-02-22,0.0
2010-02-25,-33.8462
2010-02-26,-6.9767
2010-03-02,0.0
2010-03-03,12.5
2010-03-04,22.2222
2010-03-05,0.0
2010-03-09,0.0
2010-03-10,9.0909
2010-03-11,-25.0
2010-03-15,-11.1111
2010-03-16,12.5
2010-03-17,20.0
2010-03-18,-25.9259
2010-03-19,0.0
2010-03-22,0.0
2010-03-26,0.0
2010-03-29,0.0
2010-03-30,0.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-09,25.0
2010-04-12,8.0
2010-04-13,-7.4074
2010-04-14,8.0
2010-04-16,20.3704
2010-04-22,0.0
2010-04-27,-30.7692
2010-04-30,33.3333
2010-05-03,-33.3333
2010-05-04,25.0
2010-05-07,0.0
2010-05-13,-20.0
2010-05-24,-30.0
2010-05-25,60.7143
2010-05-27,-11.1111
2010-06-02,50.0
2010-06-09,-50.0
2010-06-10,-16.6667
2010-06-11,120.0
2010-06-30,-9.0909
2010-07-08,0.0
2010-07-13,0.0
2010-07-20,-0.25
2010-07-21,-19.7995
2010-07-22,25.0
2010-07-23,-10.0
2010-07-26,-33.3333
2010-07-27,0.0
2010-07-28,6.6667
2010-07-29,37.5
2010-07-30,13.6364
2010-08-04,-10.0
2010-08-10,11.1111
2010-08-16,-36.0
2010-08-18,-6.25
2010-08-20,0.0
2010-08-23,0.0
2010-08-24,0.4167
2010-08-25,-0.4149
2010-08-26,63.3333
2010-09-01,2.0408
2010-09-02,-40.0
2010-09-03,50.0
2010-09-07,-4.4444
2010-09-08,-30.2326
2010-09-09,0.0
2010-09-10,30.0
2010-09-13,-10.2564
2010-09-14,11.4286
2010-09-17,10.2564
2010-09-20,13.9535
2010-09-23,-8.1633
2010-09-28,0.0
2010-10-04,-22.2222
2010-10-06,-14.2857
2010-10-07,16.6667
2010-10-12,0.0
2010-10-13,-14.2857
2010-10-18,13.3333
2010-10-19,0.0
2010-10-21,-26.4706
2010-10-22,20.0
2010-10-25,0.0
2010-10-27,0.0
2010-10-29,0.0
2010-11-02,0.0
2010-11-04,0.0
2010-11-05,13.3333
2010-11-08,0.0
2010-11-09,0.0
2010-11-10,17.647100000000002
2010-11-11,-25.0
2010-11-18,33.3333
2010-11-23,0.0
2010-11-24,0.0
2010-11-29,-25.0
2010-11-30,16.6667
2010-12-01,-14.2857
2010-12-02,8.3333
2010-12-03,0.0
2010-12-06,-4.0385
2010-12-07,-3.8076
2010-12-08,8.3333
2010-12-10,0.0
2010-12-15,-20.0
2010-12-17,-18.5096
2010-12-20,3.8348
2010-12-21,-4.5455
2010-12-22,-4.7619
2010-12-23,50.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,3.3333
2010-12-30,29.0323
2010-12-31,-25.0
2011-01-06,33.3333
2011-01-07,-22.5
2011-01-10,12.9032
2011-01-11,0.0
2011-01-13,0.0
2011-01-18,0.0
2011-01-19,0.0
2011-01-20,-21.4286
2011-01-27,117.7273
2011-01-28,-48.2255
2011-02-03,77.4194
2011-02-04,-36.3636
2011-02-07,328.5714
2011-02-08,0.0
2011-02-09,-33.3333
2011-02-11,-30.0
2011-02-14,7.1429
2011-02-15,0.0
2011-02-16,20.0
2011-02-17,0.0
2011-02-22,11.1111
2011-02-23,0.0
2011-02-24,-5.0
2011-02-28,0.0
2011-03-01,5.2632
2011-03-02,-20.0
2011-03-03,0.0
2011-03-07,50.0
2011-03-08,8.3333
2011-03-10,3.8462
2011-03-11,11.1111
2011-03-14,-26.6667
2011-03-15,-17.2727
2011-03-17,1.0989
2011-03-18,30.4348
2011-03-21,0.0
2011-03-22,-8.3333
2011-03-23,18.1818
2011-03-24,0.0
2011-03-25,-7.6923
2011-03-28,8.3333
2011-03-29,0.0
2011-03-30,0.0
2011-03-31,0.0
2011-04-01,0.0
2011-04-04,7.6923
2011-04-05,3.5714
2011-04-06,0.0
2011-04-07,3.4483
2011-04-08,0.0
2011-04-11,26.6667
2011-04-12,-5.2632
2011-04-13,-5.5556
2011-04-14,17.647100000000002
2011-04-15,-5.0
2011-04-18,15.7895
2011-04-19,9.0909
2011-04-20,-4.1667
2011-04-21,-4.3478
2011-04-25,13.6364
2011-04-26,4.0
2011-04-27,11.538499999999999
2011-04-28,13.7931
2011-04-29,-15.1515
2011-05-02,-28.5714
2011-05-03,25.0
2011-05-04,-12.0
2011-05-05,9.0909
2011-05-06,0.0
2011-05-09,-4.1667
2011-05-11,-21.7391
2011-05-12,11.1111
2011-05-13,-12.5
2011-05-16,-2.8571
2011-05-18,11.7647
2011-05-19,0.0
2011-05-20,5.2632
2011-05-23,-15.0
2011-05-24,11.7647
2011-05-25,-5.2632
2011-05-26,38.8889
2011-05-27,0.0
2011-05-31,4.0
2011-06-01,5.7692
2011-06-02,-1.8182
2011-06-03,18.5185
2011-06-06,-6.25
2011-06-07,0.0
2011-06-08,0.0
2011-06-09,-8.3333
2011-06-10,1.8182
2011-06-13,5.3571
2011-06-14,-3.3898
2011-06-15,-1.7544
2011-06-16,0.0
2011-06-17,-7.1429
2011-06-20,0.0
2011-06-21,0.0
2011-06-22,7.6923
2011-06-23,-5.3571
2011-06-24,-5.6604
2011-06-27,2.0
2011-06-28,1.9607999999999999
2011-06-29,13.461500000000001
2011-06-30,-6.7797
2011-07-06,7.2727
2011-07-07,0.0
2011-07-08,-1.6949
2011-07-11,1.7241
2011-07-12,-3.3898
2011-07-13,1.7544
2011-07-14,1.7241
2011-07-15,8.4746
2011-07-18,-3.125
2011-07-19,6.4113
2011-07-20,6.1008
2011-07-21,0.0
2011-07-22,20.0
2011-07-25,-2.3810000000000002
2011-07-26,0.0
2011-07-27,-2.439
2011-07-28,10.0
2011-07-29,-9.0909
2011-08-01,10.0
2011-08-02,0.0
2011-08-03,0.0
2011-08-04,-4.5455
2011-08-05,-7.1429
2011-08-08,-10.0
2011-08-09,11.1111
2011-08-10,-23.0769
2011-08-11,26.6667
2011-08-12,0.0
2011-08-15,13.1579
2011-08-16,11.6279
2011-08-17,0.0
2011-08-18,0.0
2011-08-19,2.0833
2011-08-22,-2.0408
2011-08-23,2.0833
2011-08-24,2.0408
2011-08-25,0.0
2011-08-26,-7.8
2011-08-29,4.1215
2011-08-30,6.25
2011-08-31,0.0
2011-09-01,0.0
2011-09-02,11.7647
2011-09-06,0.0
2011-09-07,8.7719
2011-09-08,-1.6129
2011-09-09,-19.6721
2011-09-12,18.3673
2011-09-13,-5.3448
2011-09-14,0.1821
2011-09-15,0.0
2011-09-16,-1.8182
2011-09-19,-5.5556
2011-09-20,5.8824
2011-09-21,-7.4074
2011-09-22,-9.8
2011-09-23,10.643
2011-09-26,-15.6313
2011-09-27,8.076
2011-09-28,-3.2967
2011-09-29,-2.2727
2011-09-30,-4.6512
2011-10-03,-14.6341
2011-10-04,-17.1429
2011-10-05,-6.8966
2011-10-06,11.1111
2011-10-07,10.0
2011-10-10,6.3636
2011-10-11,-0.2849
2011-10-12,2.8571
2011-10-13,25.0
2011-10-14,-2.2222
2011-10-17,0.0
2011-10-18,-13.6364
2011-10-19,-7.8947
2011-10-20,20.0
2011-10-21,-16.6667
2011-10-24,-8.5714
2011-10-25,25.0
2011-10-26,-12.5
2011-10-27,14.2857
2011-10-28,-7.5
2011-10-31,-16.2162
2011-11-01,12.9032
2011-11-02,-8.5714
2011-11-03,9.375
2011-11-04,0.0
2011-11-07,0.0
2011-11-08,14.2857
2011-11-09,-12.25
2011-11-10,11.1111
2011-11-11,-15.3846
2011-11-14,4.5455
2011-11-15,7.2464
2011-11-16,-5.4054
2011-11-17,10.0
2011-11-18,11.6883
2011-11-21,2.3256
2011-11-22,-9.0909
2011-11-23,2.5
2011-11-25,-2.439
2011-11-28,-7.5
2011-11-29,5.4054
2011-11-30,5.1282
2011-12-01,7.3171
2011-12-02,9.0909
2011-12-05,-1.875
2011-12-06,0.8493
2011-12-07,2.1053
2011-12-08,-1.0309
2011-12-09,8.3333
2011-12-12,0.0
2011-12-13,-1.9231
2011-12-14,-1.9607999999999999
2011-12-15,-2.0
2011-12-16,0.0
2011-12-19,0.0
2011-12-20,-2.0408
2011-12-21,4.1667
2011-12-22,0.0
2011-12-23,4.0
2011-12-27,-11.538499999999999
2011-12-28,8.6957
2011-12-29,-8.0
2011-12-30,-2.1739
2012-01-03,0.0
2012-01-04,24.4444
2012-01-05,-10.7143
2012-01-06,-6.0
2012-01-09,-3.617
2012-01-10,5.9603
2012-01-11,-6.25
2012-01-12,-2.2222
2012-01-13,-2.2727
2012-01-17,2.3256
2012-01-18,2.2727
2012-01-19,-2.2222
2012-01-20,0.0
2012-01-23,-6.8182
2012-01-24,4.878
2012-01-25,-2.3256
2012-01-26,7.1429
2012-01-27,0.0
2012-01-30,2.2222
2012-01-31,-2.1739
2012-02-01,8.8889
2012-02-02,-1.0204
2012-02-03,3.0928
2012-02-06,4.0
2012-02-07,5.7692
2012-02-08,-3.6364
