ticker,ARR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-04,0.5495
2007-12-05,-0.5464
2007-12-06,-1.0989
2007-12-07,1.0
2007-12-10,-0.33
2007-12-11,0.2208
2007-12-12,-0.3304
2007-12-13,-0.442
2007-12-14,0.0
2007-12-17,0.0
2007-12-18,0.222
2007-12-20,-0.1107
2007-12-21,-0.1109
2007-12-24,0.0
2007-12-26,0.111
2007-12-27,0.1109
2007-12-28,0.2215
2007-12-31,0.0
2008-01-02,0.1105
2008-01-03,0.4967
2008-01-04,-0.1647
2008-01-07,0.0
2008-01-08,0.9901
2008-01-09,-0.1089
2008-01-10,0.1091
2008-01-11,0.1089
2008-01-14,-0.1088
2008-01-15,0.1089
2008-01-16,0.0
2008-01-17,-0.1088
2008-01-18,0.0
2008-01-22,0.1089
2008-01-23,0.0
2008-01-25,0.1088
2008-01-28,-0.1087
2008-01-29,0.1088
2008-01-30,0.1087
2008-01-31,0.0
2008-02-01,-0.2172
2008-02-04,0.0
2008-02-05,0.1632
2008-02-07,-0.0543
2008-02-08,0.1087
2008-02-13,-0.2172
2008-02-14,0.3264
2008-02-15,-0.2169
2008-02-19,-0.1087
2008-02-20,0.2176
2008-02-22,-0.3257
2008-02-25,0.0
2008-02-26,0.0
2008-02-27,0.1089
2008-02-28,0.0
2008-03-04,-0.1088
2008-03-05,0.0
2008-03-10,-0.1089
2008-03-11,-0.5453
2008-03-12,-0.2193
2008-03-13,0.2198
2008-03-17,-0.9868
2008-03-20,0.6645
2008-03-24,-0.22
2008-03-26,0.441
2008-03-27,-0.6586
2008-03-31,1.6575
2008-04-01,-0.1087
2008-04-07,0.0
2008-04-09,-0.1088
2008-04-11,-0.7625
2008-04-14,0.0
2008-04-15,0.0
2008-04-16,0.4405
2008-04-17,-0.0014
2008-04-18,0.0
2008-04-21,0.4372
2008-04-22,-0.8705
2008-04-24,0.2195
2008-04-25,0.1095
2008-04-28,-0.3282
2008-04-29,0.2195
2008-04-30,0.0
2008-05-01,-0.1752
2008-05-02,-0.0439
2008-05-05,0.0
2008-05-06,0.0
2008-05-07,0.0
2008-05-09,0.0
2008-05-12,0.0
2008-05-13,0.0
2008-05-14,0.0
2008-05-15,0.0
2008-05-16,0.0
2008-05-20,-0.1098
2008-05-21,0.1099
2008-05-22,1.0977
2008-05-23,-0.2172
2008-05-27,-0.4353
2008-05-28,0.6557
2008-05-30,-0.9772
2008-06-02,0.8772
2008-06-03,0.3261
2008-06-04,0.2167
2008-06-05,0.7568
