ticker,CLPR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-02-10,0.0
2017-02-13,0.0
2017-02-14,0.0741
2017-02-15,0.5181
2017-02-16,-0.5891
2017-02-17,0.0741
2017-02-21,0.2221
2017-02-22,0.8124
2017-02-23,2.1978
2017-02-24,0.6452
2017-02-27,-0.1425
2017-02-28,-2.9957000000000003
2017-03-01,0.8824
2017-03-02,-1.5306
2017-03-03,0.0
2017-03-06,0.074
2017-03-07,-0.1479
2017-03-08,-0.6667
2017-03-09,-0.8203
2017-03-10,1.8797000000000001
2017-03-13,0.1476
2017-03-14,0.0737
2017-03-15,-0.4418
2017-03-16,2.8846
2017-03-17,-4.7448
2017-03-20,1.8868
2017-03-21,-0.7407
2017-03-22,0.7463
2017-03-23,0.0741
2017-03-24,-0.074
2017-03-27,0.0741
2017-03-28,-0.8882
2017-03-29,0.0747
2017-03-30,0.0746
2017-03-31,-4.3997
2017-04-03,3.3541
2017-04-04,0.9057
2017-04-05,-3.5153
2017-04-06,-0.1938
2017-04-07,-0.7037
2017-04-10,-3.3071
2017-04-11,-3.8274
2017-04-12,-4.2337
2017-04-13,-1.5030999999999999
2017-04-17,1.4363000000000001
2017-04-18,-0.0885
2017-04-19,-2.9229000000000003
2017-04-20,2.5547
2017-04-21,-1.5125
2017-04-24,-0.6323
2017-04-25,-0.0909
2017-04-26,-0.091
2017-04-27,-1.4572
2017-04-28,1.6636
2017-05-01,2.0909
2017-05-02,-0.6233
2017-05-03,-1.3441
2017-05-04,-2.2707
2017-05-05,-0.9294
2017-05-08,0.0
2017-05-09,-1.7824
2017-05-10,1.4327
2017-05-11,1.2241
2017-05-12,-0.3721
2017-05-15,3.1746
2017-05-16,-1.448
2017-05-17,-4.2241
2017-05-18,1.9175
2017-05-19,-1.5051999999999999
2017-05-22,4.2025
2017-05-23,-2.5206
2017-05-24,2.0873
2017-05-25,0.6506
2017-05-26,0.7387
2017-05-30,-2.6581
2017-05-31,0.1883
2017-06-01,3.3835
2017-06-02,2.0
2017-06-05,2.2282
2017-06-06,0.3487
2017-06-07,-0.2606
2017-06-08,1.9163999999999999
2017-06-09,-1.9658
2017-06-12,9.4159
2017-06-13,-1.5936
2017-06-14,3.4008
2017-06-15,-0.2349
2017-06-16,1.0989
2017-06-19,-0.7764
2017-06-20,-3.9124
2017-06-21,3.5831
2017-06-22,-2.7516
2017-06-23,1.0509
2017-06-26,0.16
2017-06-27,-2.1565
2017-06-28,2.1224
2017-06-29,-0.0799
