ticker,MCBI US Equity
2018-01-26,-2.4324
2018-02-01,1.662
2018-02-06,-1.3624
2018-02-09,0.0
2018-02-13,0.8287
2018-02-20,1.0959
2018-02-21,0.542
2018-02-27,0.0
2018-02-28,0.0
2018-03-02,0.0
2018-03-09,0.8086
2018-03-12,0.8021
2018-03-14,0.7958
2018-03-15,1.0526
2018-03-19,0.0
2018-03-20,-1.4583
2018-03-22,1.4799
2018-03-27,-1.4583
2018-03-28,1.2156
2018-04-10,0.5222
2018-04-19,-0.987
2018-04-20,0.2099
2018-04-23,0.7853
2018-04-24,0.0
2018-04-25,-0.2597
2018-04-27,0.0
2018-04-30,1.3021
2018-05-01,-1.2852999999999999
2018-05-03,0.0
2018-05-04,-0.5208
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.2618
2018-05-11,0.0
2018-05-14,0.1567
2018-05-21,0.1043
2018-05-23,0.0
2018-05-25,0.2604
2018-05-30,0.2078
2018-06-04,-0.0518
2018-06-06,-0.0519
2018-06-08,0.2076
2018-06-11,-0.0518
2018-06-12,-0.5181
2018-06-13,0.5729
2018-06-19,0.0
2018-06-25,-0.0466
2018-06-26,0.2539
2018-07-02,0.0517
2018-07-06,0.2066
2018-07-09,0.0
2018-07-16,0.5155
2018-07-24,0.1026
2018-07-25,0.1537
2018-07-26,0.0
2018-07-30,0.1023
2018-08-02,0.1533
2018-08-03,0.051
2018-08-06,0.051
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,0.0
2018-08-10,1.1723
2018-08-13,-0.2519
2018-08-15,0.0
2018-08-20,0.0
2018-08-22,0.2525
2018-08-28,0.5038
2018-08-31,0.0
2018-09-04,0.2506
2018-09-05,1.25
2018-09-06,0.0
2018-09-07,0.2469
2018-09-11,0.7389
2018-09-14,0.1834
2018-09-19,1.0372
2018-09-24,-0.7246
2018-09-25,4.3796
2018-10-01,0.1865
2018-10-02,0.0465
2018-10-04,-2.3256
2018-10-05,0.0
2018-10-09,1.4238
2018-10-10,-1.4038
2018-10-12,-1.1905000000000001
2018-10-15,-1.2048
2018-10-16,0.0
2018-10-17,-0.7317
2018-10-22,-0.2457
2018-10-24,-0.2463
2018-10-25,-1.7284000000000002
2018-10-29,-0.7538
2018-10-31,-0.7595
2018-11-07,0.2551
2018-11-08,0.0
2018-11-09,-0.1527
2018-11-12,0.1529
2018-11-13,-0.5089
2018-11-16,0.0
2018-11-19,0.0
2018-11-20,-0.1535
2018-11-21,0.1537
2018-11-23,0.0
2018-11-26,0.2558
2018-11-27,0.0
2018-11-30,0.0
2018-12-03,-0.2041
2018-12-04,-0.2556
2018-12-07,0.4613
2018-12-10,-0.7143
2018-12-11,0.7194
2018-12-12,-0.4082
2018-12-13,-0.5123
2018-12-14,-1.0814
2018-12-18,-1.0932
2018-12-20,-2.5263
2018-12-21,-2.2678
2018-12-24,2.2099
2018-12-26,-2.7027
2018-12-31,-1.5556
2019-01-02,-1.2415
2019-01-03,0.0
2019-01-07,0.7143
2019-01-08,-1.2766
2019-01-10,2.0115
2019-01-17,1.4085
2019-01-18,0.0
2019-01-25,1.3889
2019-01-29,1.3699
2019-01-31,2.1622
2019-02-01,0.5291
2019-02-05,-1.1053
2019-02-06,1.1176
2019-02-08,0.0
2019-02-13,0.0
2019-02-22,-0.4211
2019-02-25,0.4228
2019-03-06,0.2632
2019-03-13,0.8399
2019-03-14,0.2082
2019-03-15,-0.6753
2019-03-22,-0.6276
2019-03-26,0.0
2019-03-28,-1.2105
2019-04-01,1.2254
2019-04-02,-0.7368
2019-04-08,-0.3181
2019-04-10,-0.266
2019-04-11,0.8
2019-04-12,-2.9101
2019-04-17,1.0899
2019-04-18,1.8868
2019-04-22,-0.7407
2019-05-08,0.4797
2019-05-16,0.0
2019-05-22,0.7958
2019-05-23,1.3158
2019-05-24,-2.3377
2019-05-28,0.0
2019-06-03,0.5319
2019-06-04,-0.4233
2019-06-11,0.9564
2019-06-12,0.5263
2019-06-13,0.3141
2019-06-14,-0.8351
2019-06-17,0.0526
2019-06-26,-0.5786
2019-06-27,0.2646
2019-06-28,0.7916
2019-07-02,-0.5236
2019-07-12,0.0
2019-07-17,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-08-19,0.5263
2019-08-21,0.0
2019-08-22,-0.2094
2019-08-29,0.2099
2019-09-05,-0.2618
2019-09-06,0.2625
2019-09-10,-0.3665
2019-09-13,0.8933
2019-09-17,0.0
2019-09-18,-0.4167
2019-09-23,-0.2092
2019-09-27,0.1048
2019-10-01,0.6283
2019-10-07,-0.3122
2019-10-11,-0.3132
2019-10-16,0.2618
2019-10-18,0.2611
2019-10-21,2.0833
2019-10-23,2.0408
2019-10-25,1.0
2019-10-28,5.198
2019-10-29,0.0
2019-10-30,0.0
2019-11-01,0.0941
2019-11-06,1.0813
2019-11-07,0.0
2019-11-08,-0.8372
2019-11-12,-3.6116
2019-11-13,0.4866
2019-11-19,2.9055999999999997
2019-11-25,0.4706
2019-11-26,0.0468
2019-11-27,-0.9831
2019-12-03,1.8913
2019-12-05,-0.232
2019-12-06,0.0
2019-12-18,2.3256
2019-12-19,0.0
2019-12-31,0.4545
2020-01-02,0.0
2020-01-03,0.2262
2020-01-06,0.0
2020-01-07,0.0451
2020-01-08,0.2256
2020-01-16,0.4052
2020-01-17,0.8969
2020-01-22,-0.4
2020-01-24,0.4016
2020-01-27,0.0
2020-01-30,0.0
2020-01-31,2.2222
2020-02-03,1.087
2020-02-05,-1.8925
2020-02-11,0.1754
2020-02-13,0.2626
2020-02-24,0.1746
2020-02-26,0.2179
2020-02-28,-0.8261
2020-03-03,-0.263
2020-03-05,-0.3956
2020-03-06,-1.1474
2020-03-09,-7.5446
2020-03-11,-0.676
2020-03-12,-2.771
2020-03-13,-8.75
2020-03-16,-12.3288
2020-03-18,6.25
2020-03-19,-23.5294
2020-04-06,16.5385
2020-04-16,-0.6601
2020-04-17,-0.3322
2020-04-21,-3.3333
2020-04-22,0.0
2020-04-24,3.4483
2020-04-27,-2.6667
2020-04-29,2.7397
2020-05-04,5.0
2020-05-05,0.0
2020-05-14,-1.5873
2020-05-18,0.3226
2020-05-19,0.0
2020-05-26,0.3215
2020-05-27,0.0
2020-05-28,0.0
2020-06-01,-0.641
2020-06-02,-1.1613
2020-06-04,1.1749
2020-06-05,1.2903
2020-06-08,0.0
2020-06-10,0.9554
2020-06-11,-0.9464
2020-06-17,0.6369
2020-06-18,-0.3165
2020-06-19,-0.3175
2020-06-23,0.0
2020-06-24,0.0
2020-06-30,1.2739
2020-07-01,-1.8868
2020-07-09,-2.2436
2020-07-10,0.0
2020-07-23,2.623
