ticker,MCBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-03-02,9.3117
2017-03-03,3.7037
2017-03-07,1.7856999999999998
2017-03-14,0.7018
2017-03-15,0.0
2017-03-20,1.0453
2017-03-22,0.0
2017-04-06,-0.069
2017-04-10,0.069
2017-04-13,0.0
2017-04-17,0.0
2017-04-18,-0.3448
2017-04-19,-2.699
2017-04-20,3.1294
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-05-01,-1.6552
2017-05-10,-0.0701
2017-05-15,-2.1053
2017-05-17,0.7885
2017-05-18,0.0
2017-05-26,-0.7824
2017-06-01,0.4301
2017-06-02,0.2855
2017-06-05,-0.3559
2017-06-06,0.0
2017-06-07,0.0
2017-06-12,0.4286
2017-06-14,0.0
2017-06-20,1.2795
2017-06-22,0.0709
2017-06-23,-1.7544
2017-06-30,0.7143
2017-07-06,1.0638
2017-07-07,0.0
2017-07-10,1.0526
2017-07-12,0.0
2017-07-13,0.6944
2017-07-14,0.0
2017-07-17,1.7241
2017-07-19,-1.6271
2017-07-20,1.654
2017-07-21,-1.6271
2017-07-24,0.0
2017-07-25,0.2757
2017-07-26,0.0
2017-07-28,1.3746
2017-07-31,-0.678
2017-08-02,-0.6826
2017-08-07,0.9622
2017-08-08,-0.2723
2017-08-10,1.7065000000000001
2017-08-14,0.3356
2017-08-16,-1.0033
2017-08-17,0.0
2017-08-18,0.0
2017-08-23,0.0
2017-08-25,0.0676
2017-09-01,0.2701
2017-09-05,0.0
2017-09-06,0.3367
2017-09-07,0.3356
2017-09-08,0.6689
2017-09-13,0.0
2017-09-21,0.1329
2017-09-26,0.5309
2017-10-02,0.6601
2017-10-05,0.0
2017-10-16,0.3279
2017-10-17,0.6536
2017-10-19,0.3247
2017-10-20,0.3236
2017-10-24,0.3226
2017-10-25,0.3215
2017-10-26,0.0
2017-10-30,2.5641
2017-10-31,9.375
2017-11-01,2.2857
2017-11-02,3.0726
2017-11-07,-10.5691
2017-11-16,-1.5152
2017-11-22,4.6154
2017-11-24,-4.1176
2017-11-29,4.2945
2017-11-30,3.8235
2017-12-01,-3.6827
2017-12-07,-1.1764999999999999
2017-12-11,0.5952
2017-12-12,0.5917
2017-12-14,1.4118
2017-12-15,0.0
2017-12-18,0.0
2017-12-21,1.5081
2018-01-02,0.8571
2018-01-04,0.2833
2018-01-09,0.0
2018-01-10,0.0
2018-01-12,0.0
2018-01-18,0.5085
2018-01-19,1.1804000000000001
2018-01-24,1.3889
2018-01-25,1.3699
