ticker,PMOZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-29,7.6923
2009-07-30,7.1429
2009-07-31,34.6667
2009-08-05,-0.9901
2009-08-06,-1.0
2009-08-07,0.0
2009-08-10,13.1313
2009-08-11,2.6786
2009-08-12,0.0
2009-08-13,0.0
2009-08-14,0.0
2009-08-17,-4.3478
2009-08-18,0.0
2009-08-19,-1.8182
2009-08-20,3.7037
2009-08-21,-7.1429
2009-08-24,-1.9231
2009-08-25,-0.9804
2009-08-26,0.0
2009-08-27,-2.9703
2009-08-28,0.0
2009-08-31,0.0
2009-09-01,-17.3469
2009-09-02,0.0
2009-09-03,23.4568
2009-09-04,0.0
2009-09-08,-9.0
2009-09-09,1.0989
2009-09-10,7.6087
2009-09-11,0.0
2009-09-14,1.0101
2009-09-15,-13.5
2009-09-16,10.9827
2009-09-17,1.0417
2009-09-18,-1.0309
2009-09-21,-10.4167
2009-09-22,15.1163
2009-09-23,-2.0202
2009-09-24,-12.3711
2009-09-25,0.0
2009-09-28,-5.5882
2009-09-29,0.3115
2009-09-30,8.0745
2009-10-01,4.5977
2009-10-02,-6.5934
2009-10-05,5.8824
2009-10-06,-7.7778
2009-10-07,-1.2048
2009-10-08,3.6585
2009-10-09,-2.3529
2009-10-12,3.6145
2009-10-13,-3.4884
2009-10-14,-4.8193
2009-10-15,1.2658
2009-10-16,-10.0
2009-10-19,-8.3333
2009-10-20,-1.5152
2009-10-21,7.6923
2009-10-22,-14.2857
2009-10-23,8.3333
2009-10-26,7.6923
2009-10-27,-35.7143
2009-10-28,17.7778
2009-10-29,-13.2075
2009-10-30,-34.7826
2009-11-02,46.6667
2009-11-03,6.8182
2009-11-04,-29.7872
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,12.1212
2009-11-11,-10.8108
2009-11-12,3.0303
2009-11-13,0.0
2009-11-16,0.0
2009-11-17,-2.9412000000000003
2009-11-18,-15.1515
2009-11-19,-10.7143
2009-11-20,20.0
2009-11-25,0.0
2009-11-27,-46.6667
2009-11-30,87.5
2009-12-01,-33.3333
2009-12-02,0.0
2009-12-03,-20.0
2009-12-04,56.25
2009-12-07,-24.0
2009-12-08,0.0
2009-12-09,31.5789
2009-12-10,0.0
2009-12-11,0.0
2009-12-14,0.0
2009-12-15,-36.0
2009-12-16,56.25
2009-12-17,-20.0
2009-12-22,-20.0
2009-12-23,0.0
2009-12-24,18.75
2009-12-28,-15.6908
2009-12-29,0.0
2009-12-30,6.1256
2009-12-31,0.0
