ticker,PMOZ US Equity
2010-01-04,-5.7721
2010-01-06,6.1256
2010-01-08,-5.7721
2010-01-11,6.1256
2010-01-12,58.8235
2010-01-13,37.037
2010-01-14,-5.4054
2010-01-19,48.5714
2010-01-20,0.0
2010-01-21,7.6923
2010-01-22,-10.7143
2010-01-25,4.0
2010-01-26,-3.8462
2010-01-27,12.0
2010-01-28,-10.7143
2010-01-29,-16.0
2010-02-03,23.8095
2010-02-04,-13.461500000000001
2010-02-05,13.3333
2010-02-10,0.0
2010-02-11,-11.7647
2010-02-16,-11.1111
2010-02-17,2.5
2010-02-18,29.2683
2010-02-19,-6.2264
2010-02-22,-19.5171
2010-03-01,0.0
2010-03-03,2.5
2010-03-05,7.3171
2010-03-08,-18.1818
2010-03-09,0.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,-30.5556
2010-03-19,72.0
2010-03-23,-15.3488
2010-03-24,-31.3187
2010-03-25,0.0
2010-03-31,0.0
2010-04-06,-16.0
2010-04-07,19.0476
2010-04-09,-20.0
2010-04-12,5.0
2010-04-13,0.0
2010-04-14,0.0
2010-04-19,4.7619
2010-04-21,22.7273
2010-04-23,0.0
2010-04-27,-7.4074
2010-05-06,-36.0
2010-05-07,-37.5
2010-05-10,0.0
2010-05-11,-10.0
2010-05-18,0.0
2010-05-19,0.0
2010-05-21,-22.2222
2010-05-24,0.0
2010-05-25,0.0
2010-05-26,0.0
2010-05-27,28.5714
2010-05-28,-22.2222
2010-06-03,-7.1429
2010-06-10,-7.6923
2010-06-15,0.0
2010-06-17,-16.6667
2010-06-21,-20.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-06,0.0
2010-07-07,175.0
2010-07-08,-63.6364
2010-07-09,0.0
2010-07-12,0.0
2010-07-14,0.0
2010-07-16,-22.5
2010-07-21,0.0
2010-07-27,0.0
2010-07-28,-3.2258
2010-07-30,0.0
2010-08-03,133.3333
2010-08-05,-71.4286
2010-08-09,0.0
2010-08-27,0.0
2010-09-03,0.0
2010-09-07,0.0
2010-09-09,0.0
2010-09-13,0.0
2010-09-20,-50.0
2010-09-29,0.0
2010-10-08,-30.0
2010-10-18,185.7143
2010-10-25,0.0
2010-10-27,150.0
2010-11-02,-80.0
2010-11-05,0.0
2010-11-08,100.0
2010-11-11,0.0
2010-12-01,0.0
2010-12-03,0.0
2010-12-07,50.0
2010-12-10,20.0
2010-12-17,-44.4444
2010-12-20,0.0
2010-12-23,-45.0
2010-12-27,227.2727
2010-12-28,-69.4444
2010-12-29,1.7045
2010-12-30,-91.0615
2010-12-31,900.0
2011-01-06,0.0
2011-01-10,0.0
2011-01-12,0.0
2011-01-25,100.0
2011-01-26,50.0
2011-02-02,-33.3333
2011-02-15,-25.0
2011-02-17,-33.3333
2011-03-03,90.0
2011-03-08,0.0
2011-03-22,-10.526299999999999
2011-03-23,0.0
2011-03-29,5.8824
2011-03-30,0.0
2011-04-18,-5.5556
2011-04-25,0.0
2011-05-04,-5.8824
2011-05-12,0.0
2011-05-18,0.0
2011-05-20,81.25
2011-05-23,3.4483
2011-05-26,0.0
2011-05-27,50.0
2011-06-09,-55.5556
2011-06-23,0.0
2011-06-24,237.5
2011-06-27,-33.3333
2011-06-29,0.0
2011-07-08,-38.8889
2011-07-20,9.0909
2011-07-22,50.0
2011-07-25,-33.3333
2011-07-27,-33.3333
2011-08-02,0.0
2011-08-03,0.0
2011-08-16,0.0
2011-08-19,-15.0
2011-09-01,0.0
2011-09-21,-39.3382
2011-09-28,0.0
2011-10-04,16.3636
2011-10-18,0.0
2011-11-04,0.0
2011-11-08,0.0
2011-11-16,233.3333
2011-11-18,-35.0
2011-11-23,3.8462
2011-11-29,0.0
2011-11-30,11.1111
2011-12-05,-16.6667
2011-12-06,20.0
2011-12-08,0.0
2011-12-13,-16.6667
2011-12-19,0.0
2011-12-21,0.0
2011-12-27,0.0
2011-12-29,0.0
2011-12-30,0.0
2012-01-17,0.0
2012-01-23,20.0
2012-01-25,3.3333
2012-01-27,12.9032
2012-01-30,0.0
2012-02-06,0.0
2012-02-07,2.8571
2012-02-10,2.7778
2012-02-15,0.0
2012-02-16,0.0
2012-02-17,8.1081
2012-02-24,0.0
2012-03-01,0.0
2012-03-06,2.5
2012-03-09,0.0
2012-03-28,21.9512
2012-04-16,0.0
2012-04-27,0.0
2012-05-03,0.0
2012-05-07,0.0
2012-05-14,2.0
2012-05-25,-1.9607999999999999
2012-08-22,-88.0
2012-08-24,-58.3333
2012-08-27,0.0
2012-09-18,0.0
2012-09-20,0.0
2012-10-17,0.0
2012-11-13,0.0
2012-11-14,0.0
2012-12-03,-55.0
2012-12-05,133.3333
2012-12-06,0.0
2012-12-07,0.0
2012-12-20,0.0
2012-12-31,2.3810000000000002
2013-01-15,0.0
2013-01-18,0.0
2013-02-08,3137.2093
2013-03-11,-96.5517
2013-03-13,4.1667
2013-03-19,918.0
2013-04-05,-55.5992
2013-04-18,-0.885
2013-04-30,-78.5714
2013-05-06,0.0
2013-05-24,-16.6667
2013-07-24,35.0
2013-07-31,-1.8519
2013-08-06,5.6604
2013-09-03,0.0
2013-09-12,-5.3571
2013-09-26,835.8491
2013-09-30,-89.3145
2013-10-02,0.0
2013-10-04,-35.8491
2013-10-08,17.647100000000002
2013-10-21,0.0
2013-10-22,12.5
2013-10-23,2.2222
2013-10-25,189.1304
2013-10-28,-61.6541
2013-10-31,-5.8824
2013-11-04,0.0
2013-11-11,0.0
2013-11-14,0.0
2013-11-15,-10.4167
2013-11-20,-25.5814
2013-12-05,0.0
2013-12-10,0.0
2013-12-20,0.0
2013-12-26,150.0
2013-12-27,-60.0
2013-12-30,0.0
2014-01-16,0.0
2014-01-30,150.0
2014-01-31,-13.75
2014-02-04,-4.3478
2014-02-06,-46.9697
2014-02-20,0.0
2014-03-10,65.7143
2014-04-01,0.0
2014-04-02,317.2414
2014-04-03,-33.8843
2014-04-04,0.0
2014-04-08,-10.0
2014-04-09,0.0
2014-04-10,0.0
2014-04-11,0.0
2014-04-15,-11.1111
2014-04-23,0.0
2014-04-28,-12.5
2014-04-29,-14.2857
2014-05-14,-2.0833
2014-05-20,-31.9149
2014-05-27,50.0
2014-05-28,66.6667
2014-05-30,-3.125
2014-06-11,54.8387
2014-06-12,30.0
2014-06-13,-10.2564
2014-06-19,-40.0
2014-06-23,23.8095
2014-06-24,0.9615
2014-06-26,0.0
2014-07-16,2.8571
2014-07-21,11.1111
2014-07-23,-25.8333
2014-08-06,7.8652
2014-08-15,4.1667
2014-08-29,0.0
2014-09-02,0.0
2014-09-12,12.0
2014-09-30,-11.607099999999999
2014-10-01,-19.1919
2014-10-08,0.0
2014-10-13,20.0
2014-11-03,3.125
2014-11-11,-19.1919
2014-11-12,33.75
2014-11-17,-24.2991
2014-11-21,0.0
2014-12-08,0.0
2014-12-10,0.0
2014-12-11,0.0
2015-02-18,0.0
2015-02-24,0.0
2015-02-25,0.0
2015-03-13,32.0988
2015-03-19,0.0
2015-03-25,-32.7103
2015-04-02,0.0
2015-04-15,0.0
2015-04-21,-16.6667
2015-04-23,0.0
2015-06-04,0.0
2015-06-24,0.0
2015-06-25,0.0
2015-07-10,0.0
2015-07-16,0.0
2015-08-18,25.0
2015-08-26,33.3333
2015-08-28,0.0
2015-09-02,0.0
2015-09-04,1.0
2015-10-02,-55.4455
2015-10-13,6.6667
2015-10-20,0.0
2015-10-26,0.0
2015-10-28,0.0
2015-12-10,0.0
2015-12-30,0.0
2016-01-21,0.0
2016-02-17,-8.3333
2016-02-19,18.1818
2016-04-18,35.5769
2016-04-19,58.8652
2016-04-20,-28.5714
2016-04-25,0.0
2016-04-26,0.0
2016-05-02,0.0
2016-06-21,0.0
2016-07-18,-20.0
2016-08-09,0.0
2016-09-02,5.4688
2016-09-21,-5.1852
2016-10-20,0.0
2016-11-18,0.0
2016-12-05,5.4688
2016-12-06,-5.1852
2017-01-04,0.0
2017-02-28,12.5
2017-03-08,2.7778
2017-03-24,8.1081
2017-03-30,0.0
2017-04-03,-10.0
2017-04-12,2.7778
2017-04-17,8.1081
2017-05-01,-10.0
2017-06-27,0.0
2017-07-27,-3.3333
2017-08-03,14.9425
2017-09-05,0.0
2017-09-12,-13.0
2017-09-13,0.0
2017-09-28,0.0
2017-10-25,14.9425
2017-12-12,0.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-20,0.0
2017-12-27,50.0
2017-12-29,0.0
2018-02-07,-18.0
2018-02-27,-18.6992
2018-03-06,-44.0
2018-03-07,78.5714
2018-03-22,0.0
2018-04-10,0.0
2018-05-22,0.0
2018-06-27,100.0
2018-07-05,0.0
2018-07-18,55.0
2018-08-13,-32.2581
2018-08-16,0.0
2018-08-24,0.0
2018-08-27,4.7619
2018-08-29,-4.5455
2018-09-12,47.619
2018-11-06,-19.3548
2018-11-12,20.0
2018-11-13,0.0
2018-11-21,0.0
2018-11-23,0.0
2018-12-03,1.6667
2018-12-07,-1.6393
2018-12-10,-86.6667
2018-12-20,400.0
2018-12-24,0.0
2019-01-23,1.0
2019-03-05,0.0
2019-04-08,-0.9901
2019-05-02,0.0
2019-05-14,-30.0
2019-05-16,71.4286
2019-05-28,-41.6667
2019-06-12,11.7857
2019-07-11,-10.5431
2019-10-03,0.0
2019-10-16,-3.5714
2019-10-25,-11.1111
2019-10-28,-8.3333
2019-11-04,0.0
2019-12-18,-48.1818
2019-12-24,31.5789
2019-12-30,0.0
2019-12-31,-21.1333
2020-01-15,-1.9442
2020-01-17,0.6897
2020-02-05,-0.6849
2020-03-19,72.2414
2020-04-30,-27.8779
2020-06-05,-20.8883
2020-06-11,0.0
2020-06-15,110.5263
2020-06-17,91.6667
2020-06-25,-94.7826
