ticker,TPII US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-31,93.3333
2000-02-01,-13.7931
2000-02-07,40.0
2000-02-08,-14.2857
2000-02-09,0.0
2000-02-10,13.3333
2000-02-11,-19.1176
2000-02-14,0.0
2000-02-15,23.6364
2000-02-16,2.9412000000000003
2000-02-17,-7.1429
2000-02-18,15.3846
2000-02-22,26.6667
2000-02-23,21.0526
2000-02-24,43.4783
2000-02-25,-12.1212
2000-02-28,-10.3448
2000-02-29,-7.6923
2000-03-01,0.0
2000-03-02,20.8333
2000-03-03,0.0
2000-03-06,-3.4483
2000-03-07,10.7143
2000-03-08,-22.5806
2000-03-09,20.8333
2000-03-10,0.0
2000-03-13,-6.8966
2000-03-14,-11.1111
2000-03-15,-8.3333
2000-03-16,-9.0909
2000-03-17,15.0
2000-03-20,-4.3478
2000-03-21,-3.6364
2000-03-22,3.7736
2000-03-23,-27.2727
2000-03-24,6.25
2000-03-27,-29.4118
2000-03-28,58.3333
2000-03-30,-26.3158
2000-03-31,57.1429
2000-04-03,-18.1818
2000-04-04,0.0
2000-04-05,0.0
2000-04-06,11.1111
2000-04-07,-20.0
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,-12.5
2000-04-13,-7.1429
2000-04-14,-21.1538
2000-04-17,0.0
2000-04-18,0.0
2000-04-19,17.0732
2000-04-20,50.0
2000-04-24,-22.2222
2000-04-25,-17.8571
2000-04-26,0.0
2000-04-27,-8.6957
2000-05-01,0.0
2000-05-02,9.5238
2000-05-04,-8.6957
2000-05-05,0.0
2000-05-08,-23.8095
2000-05-09,-12.5
2000-05-11,7.1429
2000-05-15,-13.3333
2000-05-17,-38.4615
2000-05-18,100.0
2000-05-23,0.0
2000-05-24,3.0
2000-05-25,-2.9126
2000-05-30,3.125
2000-05-31,0.0
2000-06-01,-2.0606
2000-06-02,51.6089
2000-06-06,11.0204
2000-06-07,8.4559
2000-06-08,8.4746
2000-06-09,-0.5
2000-06-12,-12.0603
2000-06-13,28.5714
2000-06-14,0.0
2000-06-15,-16.6667
2000-06-16,0.0
2000-06-19,0.0
2000-06-20,6.6667
2000-06-21,-25.0
2000-06-22,0.0
2000-06-26,-20.8333
2000-06-27,0.0
2000-06-28,36.8421
2000-06-29,3.8462
2000-06-30,3.7037
2000-07-05,-14.2857
2000-07-12,-20.8333
2000-07-13,17.8947
2000-07-14,-6.25
2000-07-17,-7.1429
2000-07-20,-2.5641
2000-07-21,-21.0526
2000-07-26,-6.6667
