ticker,NGS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-10-21,-9.0
2002-10-22,-6.5934
2002-10-23,-3.5294
2002-10-24,3.6585
2002-10-25,-3.2941
2002-10-28,-2.6764
2002-10-29,-2.75
2002-10-30,-13.8817
2002-10-31,17.9104
2002-11-01,-1.2658
2002-11-04,-3.8462
2002-11-05,6.6667
2002-11-06,-0.25
2002-11-07,-14.5363
2002-11-08,0.2933
2002-11-11,0.8772
2002-11-12,-0.2899
2002-11-13,1.7442
2002-11-14,1.4285999999999999
2002-11-15,1.4085
2002-11-18,5.2778
2002-11-19,1.5831
2002-11-20,3.6364
2002-11-21,-9.7744
2002-11-22,4.1667
2002-11-25,-0.5333
2002-11-26,-2.1448
2002-11-27,0.0
2002-11-29,2.7397
2002-12-03,-2.6667
2002-12-04,-1.3699
2002-12-05,-1.3889
2002-12-06,2.8169
2002-12-09,-1.3699
2002-12-10,-2.7778
2002-12-11,0.8571
2002-12-12,0.2833
2002-12-13,-2.2599
2002-12-16,-1.7341
2002-12-17,-0.2941
2002-12-18,0.295
2002-12-19,1.1764999999999999
2002-12-20,-0.8721
2002-12-23,-0.2933
2002-12-24,2.0588
2002-12-26,3.7464
2002-12-27,4.4444
2002-12-30,1.0638
2002-12-31,2.1053
2003-01-02,-3.3505
2003-01-03,4.0
2003-01-06,1.2821
2003-01-07,0.2532
2003-01-08,1.2626
2003-01-09,5.985
2003-01-10,0.7059
2003-01-13,-1.8692
2003-01-14,0.0
2003-01-15,-5.9524
2003-01-16,0.0
2003-01-17,1.2658
2003-01-21,2.5
2003-01-22,1.2195
2003-01-23,1.2048
2003-01-24,-5.0
2003-01-27,-1.0025
2003-01-28,3.7975
2003-01-29,-2.439
2003-01-30,0.25
2003-01-31,-0.2494
2003-02-03,-1.5
2003-02-04,1.5228000000000002
2003-02-05,-1.0
2003-02-06,-1.7677
2003-02-07,0.2571
2003-02-10,0.0
2003-02-11,1.7949000000000002
2003-02-12,-1.5112999999999999
2003-02-13,-0.7673
2003-02-14,-1.0309
2003-02-18,0.2604
2003-02-19,0.0
2003-02-20,0.0
2003-02-21,-1.2987
2003-02-24,6.5789
2003-02-25,-0.4938
2003-02-26,1.737
2003-02-27,-3.6585
2003-02-28,6.0759
2003-03-03,-3.1026
2003-03-04,-3.9409
2003-03-05,1.2821
2003-03-06,-1.0127
2003-03-07,1.5345
2003-03-10,-1.7631999999999999
2003-03-11,1.2821
2003-03-12,-1.2658
2003-03-13,0.0
2003-03-14,1.0256
