ticker,PFGC US Equity
2016-02-23,-0.5594
2016-02-24,3.1155
2016-02-25,0.8393
2016-02-26,0.2081
2016-02-29,2.6993
2016-03-01,-2.4666
2016-03-02,-2.9436
2016-03-03,0.8543
2016-03-04,2.2025
2016-03-07,-0.4144
2016-03-08,-1.7894
2016-03-09,-0.2966
2016-03-10,0.51
2016-03-11,-1.8182
2016-03-14,0.3015
2016-03-15,-1.6316000000000002
2016-03-16,1.4841
2016-03-17,-0.086
2016-03-18,0.3874
2016-03-21,-0.9005
2016-03-22,-0.1298
2016-03-23,-2.2096999999999998
2016-03-24,1.7723
2016-03-28,1.0884
2016-03-29,1.9811
2016-03-30,1.3091
2016-03-31,-2.6677999999999997
2016-04-01,0.6852
2016-04-04,0.5955
2016-04-05,1.1839
2016-04-06,1.7551
2016-04-07,-3.0801
2016-04-08,1.5253999999999999
2016-04-11,-2.6711
2016-04-12,1.5009000000000001
2016-04-13,2.6616
2016-04-14,3.0864
2016-04-15,-0.7585
2016-04-18,-0.0402
2016-04-19,-0.161
2016-04-20,3.7485
2016-04-21,-2.9138
2016-04-22,1.2005
2016-04-25,0.7908
2016-04-26,1.9223
2016-04-27,0.2694
2016-04-28,-0.6142
2016-04-29,-0.0386
2016-05-02,0.425
2016-05-03,-0.5387
2016-05-04,0.8124
2016-05-05,5.2571
2016-05-06,-0.1094
2016-05-09,-3.1022
2016-05-10,1.3183
2016-05-11,-1.4126
2016-05-12,-0.3771
2016-05-13,1.8925
2016-05-16,0.2972
2016-05-17,-5.9259
2016-05-18,-3.7401999999999997
2016-05-19,-0.818
2016-05-20,-1.0309
2016-05-23,1.4167
2016-05-24,2.6705
2016-05-25,0.7603
2016-05-26,-0.9531
2016-05-27,0.0401
2016-05-31,-0.481
2016-06-01,2.054
2016-06-02,0.0395
2016-06-03,-0.7495
2016-06-06,-0.6757
2016-06-07,0.04
2016-06-08,-0.32
2016-06-09,0.2408
2016-06-10,-1.2810000000000001
2016-06-13,-2.2303
2016-06-14,-0.6221
2016-06-15,2.1703
2016-06-16,0.8578
2016-06-17,2.1466
2016-06-20,1.1499
2016-06-21,0.8624
2016-06-22,-0.5052
2016-06-23,2.7344
2016-06-24,-1.1407
2016-06-27,0.1923
2016-06-28,0.3839
2016-06-29,1.6061
2016-06-30,1.2796
2016-07-01,0.0372
2016-07-05,-1.5230000000000001
2016-07-06,1.9992
2016-07-07,-0.5178
2016-07-08,2.7881
2016-07-11,0.3978
2016-07-12,-1.1527
2016-07-13,-0.1093
2016-07-14,-0.9121
2016-07-15,-0.6259
2016-07-18,0.1482
2016-07-19,0.148
2016-07-20,0.2586
2016-07-21,-0.4053
2016-07-22,0.7399
2016-07-25,0.661
2016-07-26,1.7877
2016-07-27,-0.7527
2016-07-28,-0.7945
2016-07-29,-0.1092
2016-08-01,-0.2551
2016-08-02,-1.4249
2016-08-03,-2.5945
2016-08-04,-0.7991
2016-08-05,0.0
2016-08-08,0.0767
2016-08-09,1.8397999999999999
2016-08-10,0.1505
2016-08-11,-0.6013
2016-08-12,0.2647
2016-08-15,1.3952
2016-08-16,-1.5247000000000002
2016-08-17,-4.7961
2016-08-18,2.0627
2016-08-19,4.7027
2016-08-22,0.5568
2016-08-23,-1.4766
2016-08-24,-0.1499
2016-08-25,-0.4128
2016-08-26,0.6029
2016-08-29,0.412
2016-08-30,-3.6554
2016-08-31,-0.5033
2016-09-01,-1.0895
2016-09-02,4.0913
2016-09-06,-2.3432
2016-09-07,0.4644
2016-09-08,-3.5824
2016-09-09,-4.0352
2016-09-12,1.4571
2016-09-13,-2.7082
2016-09-14,-1.7292
2016-09-15,2.4034
2016-09-16,0.7125
2016-09-19,0.4161
2016-09-20,0.3315
2016-09-21,-0.3717
2016-09-22,1.2023
2016-09-23,2.3761
2016-09-26,-2.481
2016-09-27,1.8054999999999999
2016-09-28,-1.2495
2016-09-29,-0.9388
2016-09-30,2.1838
2016-10-03,0.2419
2016-10-04,-0.6436
2016-10-05,-0.2024
2016-10-06,1.2576
2016-10-07,-0.641
2016-10-10,-0.0403
2016-10-11,0.0807
2016-10-12,1.1689
2016-10-13,-1.3147
2016-10-14,-0.6459
2016-10-17,-0.1625
2016-10-18,0.8954
2016-10-19,0.363
2016-10-20,-1.4068
2016-10-21,0.8153
2016-10-24,0.0809
2016-10-25,0.0
2016-10-26,-2.0202
2016-10-27,-1.8557000000000001
2016-10-28,0.4202
2016-10-31,0.4184
2016-11-01,-0.4167
2016-11-02,-0.4184
2016-11-03,-0.8403
2016-11-04,0.2119
2016-11-07,3.3827
2016-11-08,1.6360000000000001
2016-11-09,-4.4266
2016-11-10,1.2631999999999999
2016-11-11,2.079
2016-11-14,-2.2403
2016-11-15,-1.4583
2016-11-16,1.6913
2016-11-17,-5.8212
2016-11-18,-0.883
2016-11-21,0.6682
2016-11-22,1.1062
2016-11-23,-1.0941
2016-11-25,-3.3186
2016-11-28,1.373
2016-11-29,0.2257
2016-11-30,-4.955
2016-12-01,-3.0806
2016-12-02,1.7115
2016-12-05,3.8462
2016-12-06,3.2407
2016-12-07,0.8969
2016-12-08,2.2222
2016-12-09,2.3913
2016-12-12,0.2123
2016-12-13,1.2711999999999999
2016-12-14,-0.6276
2016-12-15,0.0
2016-12-16,1.0526
2016-12-19,-0.2083
2016-12-20,1.4614
2016-12-21,0.2058
2016-12-22,-0.616
2016-12-23,-0.2066
2016-12-27,-0.207
2016-12-28,-0.8299
2016-12-29,0.6276
2016-12-30,-0.2079
2017-01-03,-1.25
2017-01-04,1.6878
2017-01-05,-0.2075
2017-01-06,-1.2474
2017-01-09,0.8421
2017-01-10,0.4175
2017-01-11,-4.3659
2017-01-12,0.2174
2017-01-13,0.2169
2017-01-17,-0.4329
2017-01-18,0.8696
2017-01-19,-2.1552
2017-01-20,1.3216
2017-01-23,-0.2174
2017-01-24,-1.0893
2017-01-25,-2.2026
2017-01-26,0.6757
2017-01-27,0.2237
2017-01-30,-1.3393
2017-01-31,0.2262
2017-02-01,-1.1287
2017-02-02,0.6849
2017-02-03,0.907
2017-02-06,-1.573
2017-02-07,0.2283
2017-02-08,2.5057
2017-02-09,3.1111
2017-02-10,0.8621
2017-02-13,0.4274
2017-02-14,0.4255
2017-02-15,0.6356
2017-02-16,0.2105
2017-02-17,0.2101
2017-02-21,0.0
2017-02-22,0.4193
2017-02-23,1.6701000000000001
2017-02-24,-1.4374
2017-02-27,0.0
2017-02-28,-1.6667
2017-03-01,0.2119
2017-03-02,0.4228
2017-03-03,-0.6316
2017-03-06,-0.8475
2017-03-07,0.0
2017-03-08,-0.8547
2017-03-09,1.2931
2017-03-10,-0.4255
2017-03-13,-2.5641
2017-03-14,-0.2193
2017-03-15,0.6593
2017-03-16,0.2183
2017-03-17,1.7429000000000001
2017-03-20,-2.1413
2017-03-21,-1.5316999999999998
2017-03-22,2.4444
2017-03-23,1.0846
2017-03-24,0.6438
2017-03-27,-1.0661
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,1.0776
2017-03-31,1.4925
2017-04-03,-0.6303
2017-04-04,-0.6342
2017-04-05,-0.8511
2017-04-06,0.8584
2017-04-07,-0.8511
2017-04-10,0.8584
2017-04-11,1.2766
2017-04-12,0.2101
2017-04-13,-1.2579
2017-04-17,1.4862
2017-04-18,0.2092
2017-04-19,0.4175
2017-04-20,0.4158
2017-04-21,0.207
2017-04-24,0.2066
2017-04-25,1.4433
2017-04-26,2.439
2017-04-27,-0.1984
2017-04-28,-0.994
2017-05-01,1.4056
2017-05-02,0.198
2017-05-03,0.0
2017-05-04,1.3834
2017-05-05,0.9747
2017-05-08,-0.3861
2017-05-09,-1.1628
2017-05-10,8.6275
2017-05-11,2.1661
2017-05-12,-2.2968
2017-05-15,0.9042
2017-05-16,-1.6129
2017-05-17,-0.1821
2017-05-18,0.7299
2017-05-19,0.3623
2017-05-22,1.444
2017-05-23,-0.1779
2017-05-24,0.8913
2017-05-25,0.53
2017-05-26,-0.3515
2017-05-30,0.1764
2017-05-31,-0.3521
2017-06-01,1.9435
2017-06-02,-0.5199
2017-06-05,-1.3937
2017-06-06,-1.0601
2017-06-07,0.5357
2017-06-08,0.1776
2017-06-09,0.0
2017-06-12,-1.7730000000000001
2017-06-13,2.5271
2017-06-14,-0.7042
2017-06-15,-1.0638
2017-06-16,1.2545
2017-06-19,0.531
2017-06-20,-3.169
2017-06-21,-1.4545
2017-06-22,0.5535
2017-06-23,-1.6514
2017-06-26,0.9328
2017-06-27,-1.2939
2017-06-28,1.8727
2017-06-29,-1.1029
2017-06-30,1.8587
2017-07-03,-1.8248
2017-07-05,-1.487
2017-07-06,0.1887
2017-07-07,3.0132
2017-07-10,-0.7313
2017-07-11,0.9208
2017-07-12,0.7299
2017-07-13,0.7246
2017-07-14,0.5396
2017-07-17,0.7156
2017-07-18,-0.5329
2017-07-19,1.7856999999999998
2017-07-20,0.1754
2017-07-21,0.0
2017-07-24,0.7005
2017-07-25,0.8696
2017-07-26,-0.1724
2017-07-27,-0.6908
2017-07-28,-0.1739
2017-07-31,0.3484
2017-08-01,-0.1736
2017-08-02,-0.1739
2017-08-03,-2.7875
2017-08-04,-0.7168
2017-08-07,1.083
2017-08-08,-1.0714
2017-08-09,-1.6245
2017-08-10,-1.1009
2017-08-11,0.1855
2017-08-14,-0.3704
2017-08-15,-3.5316
2017-08-16,1.5413999999999999
2017-08-17,0.759
2017-08-18,1.5066000000000002
2017-08-21,0.3711
2017-08-22,2.403
2017-08-23,0.1805
2017-08-24,-3.4234
2017-08-25,0.5597
2017-08-28,0.7421
2017-08-29,0.0
2017-08-30,1.4733
2017-08-31,0.9074
2017-09-01,0.7194
2017-09-05,0.0
2017-09-06,3.9286
2017-09-07,-2.0619
2017-09-08,-1.4035
2017-09-11,0.5338
2017-09-12,2.3009
2017-09-13,1.7301
2017-09-14,-3.4013999999999998
2017-09-15,0.1761
2017-09-18,0.1757
2017-09-19,0.7018
2017-09-20,0.3484
2017-09-21,0.0
2017-09-22,-1.3889
2017-09-25,-0.7042
2017-09-26,1.5957
2017-09-27,0.1745
2017-09-28,-1.3937
2017-09-29,-0.1767
2017-10-02,-0.708
2017-10-03,1.0695000000000001
2017-10-04,0.5291
2017-10-05,0.1754
2017-10-06,-0.3503
2017-10-09,-0.703
2017-10-10,-1.2389000000000001
2017-10-11,0.1792
2017-10-12,0.8945
2017-10-13,-1.2411
2017-10-16,1.6158000000000001
2017-10-17,-0.1767
2017-10-18,0.177
2017-10-19,-0.7067
2017-10-20,0.5338
2017-10-23,-0.531
2017-10-24,-1.4235
2017-10-25,-0.361
2017-10-26,1.087
2017-10-27,-0.1792
2017-10-30,0.5386
2017-10-31,1.0714
2017-11-01,0.3534
2017-11-02,0.0
2017-11-03,1.4085
2017-11-06,-2.2569
2017-11-07,-4.7957
2017-11-08,4.291
2017-11-09,-0.1789
2017-11-10,-0.8961
2017-11-13,0.3617
2017-11-14,0.5405
2017-11-15,-1.6129
2017-11-16,3.4608
2017-11-17,1.4085
2017-11-20,1.3889
2017-11-21,-2.5685000000000002
2017-11-22,-0.703
2017-11-24,2.8319
2017-11-27,-0.5164
2017-11-28,1.3841
2017-11-29,1.3652
2017-11-30,-0.1684
2017-12-01,-0.3373
2017-12-04,5.4146
2017-12-05,-4.1734
2017-12-06,2.0101
2017-12-07,1.3136
2017-12-08,1.9449
2017-12-11,0.6359
2017-12-12,-0.9479
2017-12-13,0.319
2017-12-14,-2.8617
2017-12-15,2.9459999999999997
2017-12-18,1.1129
2017-12-19,-0.1572
2017-12-20,0.1575
2017-12-21,1.4151
2017-12-22,0.4651
2017-12-26,1.2346
2017-12-27,1.0671
2017-12-28,0.1508
2017-12-29,-0.3012
2018-01-02,1.5106000000000002
2018-01-03,-1.6369
2018-01-04,0.7564
2018-01-05,1.5015
2018-01-08,-2.6627
2018-01-09,0.304
2018-01-10,0.7576
2018-01-11,-0.7519
2018-01-12,0.0
2018-01-16,1.6667
2018-01-17,1.6393
2018-01-18,-0.7331
2018-01-19,1.3294000000000001
2018-01-22,1.312
2018-01-23,0.7194
2018-01-24,-1.0
2018-01-25,-0.2886
2018-01-26,0.5789
2018-01-29,-1.295
2018-01-30,0.1458
2018-01-31,0.0
2018-02-01,-2.1834
2018-02-02,-3.2738
2018-02-05,-5.0769
2018-02-06,3.5656
2018-02-07,-2.6604
2018-02-08,-1.1254
2018-02-09,-1.9512
2018-02-12,2.8192
2018-02-13,-2.2580999999999998
2018-02-14,0.9901
2018-02-15,0.9804
2018-02-16,0.4854
2018-02-20,-3.2206
2018-02-21,0.4992
2018-02-22,1.3245
2018-02-23,0.4902
2018-02-26,1.4634
2018-02-27,-0.1603
2018-02-28,-1.6051
2018-03-01,1.1419
2018-03-02,2.0968
2018-03-05,0.316
2018-03-06,0.7874
2018-03-07,-0.3125
2018-03-08,-0.1567
2018-03-09,1.2559
2018-03-12,-1.3953
2018-03-13,0.7862
2018-03-14,-1.5601
2018-03-15,-0.9509
2018-03-16,0.48
2018-03-19,-0.1592
2018-03-20,-0.319
2018-03-21,-0.64
2018-03-22,-1.7713
2018-03-23,-2.2951
2018-03-26,1.3423
2018-03-27,-0.8278
2018-03-28,-1.6694
2018-03-29,1.3582
2018-04-02,-2.8476
2018-04-03,1.7241
2018-04-04,1.1864
2018-04-05,-0.1675
2018-04-06,0.3356
2018-04-09,-0.1672
2018-04-10,0.335
2018-04-11,0.6678
2018-04-12,1.1609
2018-04-13,-1.6393
2018-04-16,2.1667
2018-04-17,1.7945
2018-04-18,1.6026
2018-04-19,-1.5773000000000001
2018-04-20,-1.1218
2018-04-23,-0.9724
2018-04-24,1.6367
2018-04-25,1.4493
2018-04-26,1.9048
2018-04-27,1.7134
2018-04-30,-0.6126
2018-05-01,-0.1541
2018-05-02,0.0
2018-05-03,-1.0802
2018-05-04,2.4961
2018-05-07,-0.4566
2018-05-08,-0.4587
2018-05-09,9.6774
2018-05-10,-1.9607999999999999
2018-05-11,-0.7143
2018-05-14,-0.4317
2018-05-15,0.8671
2018-05-16,0.2865
2018-05-17,0.5714
2018-05-18,-0.4261
2018-05-21,0.2853
2018-05-22,-0.2845
2018-05-23,-0.428
2018-05-24,0.1433
2018-05-25,0.8584
2018-05-29,0.2837
2018-05-30,1.8388
2018-05-31,-0.6944
2018-06-01,-0.1399
2018-06-04,0.9804
2018-06-05,0.8322
2018-06-06,-1.238
2018-06-07,-1.9499
2018-06-08,0.2841
2018-06-11,-0.7082
2018-06-12,1.9971
2018-06-13,-1.2587
2018-06-14,0.9915
2018-06-15,1.5428
2018-06-18,1.105
2018-06-19,0.9563
2018-06-20,0.5413
2018-06-21,-0.4038
2018-06-22,1.2162
2018-06-25,-1.3351
2018-06-26,2.3004
2018-06-27,-1.455
2018-06-28,-0.2685
2018-06-29,-1.2113
2018-07-02,-0.4087
2018-07-03,0.9576
2018-07-05,2.0325
2018-07-06,-0.5312
2018-07-09,-1.3351
2018-07-10,1.0825
2018-07-11,-1.2048
2018-07-12,0.813
2018-07-13,0.672
2018-07-16,2.2697
2018-07-17,0.1305
2018-07-18,-0.5215
2018-07-19,1.1796
2018-07-20,0.7772
2018-07-23,-0.3856
2018-07-24,-2.7096999999999998
2018-07-25,2.6525
2018-07-26,0.2584
2018-07-27,-0.7732
2018-07-30,-6.2338000000000005
2018-07-31,-0.6925
2018-08-01,-1.3947
2018-08-02,1.2730000000000001
2018-08-03,1.6760000000000002
2018-08-06,0.5495
2018-08-07,0.2732
2018-08-08,1.4986
2018-08-09,-0.9396
2018-08-10,-0.9485
2018-08-13,0.8208
2018-08-14,2.171
2018-08-15,-10.757
2018-08-16,0.4464
2018-08-17,-0.2963
2018-08-20,0.2972
2018-08-21,-1.6296
2018-08-22,0.1506
2018-08-23,2.406
2018-08-24,2.0558
2018-08-27,-2.446
2018-08-28,-1.9174
2018-08-29,-0.4511
2018-08-30,-1.6616
2018-08-31,1.6897
2018-09-04,-1.5106000000000002
2018-09-05,1.0735999999999999
2018-09-06,-0.7587
2018-09-07,-1.8349
2018-09-10,1.2461
2018-09-11,0.4615
2018-09-12,-0.3063
2018-09-13,-0.1536
2018-09-14,-0.3077
2018-09-17,0.6173
2018-09-18,-0.1534
2018-09-19,0.3072
2018-09-20,1.6844999999999999
2018-09-21,0.6024
2018-09-24,2.3952
2018-09-25,-0.8772
2018-09-26,-0.295
2018-09-27,-1.4793
2018-09-28,0.0
2018-10-01,-3.7838000000000003
2018-10-02,-1.9975
2018-10-03,-1.0191
2018-10-04,-1.8662
2018-10-05,-1.4426
2018-10-08,1.1976
2018-10-09,-0.789
2018-10-10,-3.3466
2018-10-11,-2.2969
2018-10-12,-0.5965
2018-10-15,0.9178
2018-10-16,2.8332
2018-10-17,1.4626000000000001
2018-10-18,0.1006
2018-10-19,-0.134
2018-10-22,-0.7042
2018-10-23,2.3641
2018-10-24,-1.9795
2018-10-25,0.0
2018-10-26,-3.1976
2018-10-29,0.3825
2018-10-30,2.009
2018-10-31,-0.4414
2018-11-01,1.1255
2018-11-02,-0.9106
2018-11-05,-2.8931
2018-11-06,4.5917
2018-11-07,9.618
2018-11-08,-0.3974
2018-11-09,0.1535
2018-11-12,-0.2758
2018-11-13,-1.4751
2018-11-14,2.1522
2018-11-15,1.6489
2018-11-16,-0.3004
2018-11-19,-0.0904
2018-11-20,0.3619
2018-11-21,1.5625
2018-11-23,0.8284
2018-11-26,0.8509
2018-11-27,0.4946
2018-11-28,2.4609
2018-11-29,-1.3846
2018-11-30,-1.2607
2018-12-03,0.7835
2018-12-04,-2.649
2018-12-06,-0.2366
2018-12-07,1.008
2018-12-10,0.8512
2018-12-11,1.5133999999999999
2018-12-12,0.43
2018-12-13,-0.8564
2018-12-14,-2.6202
2018-12-17,-1.5375999999999999
2018-12-18,-0.3303
2018-12-19,-1.8982
2018-12-20,-1.812
2018-12-21,-4.2853
2018-12-24,-0.8824
2018-12-26,3.4289
2018-12-27,0.3188
2018-12-28,0.7309
2018-12-31,1.7981
2019-01-02,-1.9523000000000001
2019-01-03,1.4223
2019-01-04,2.1814
2019-01-07,-0.9454
2019-01-08,1.3239
2019-01-09,0.4558
2019-01-10,0.8772
2019-01-11,1.1994
2019-01-14,-0.4148
2019-01-15,-0.7736
2019-01-16,0.7796
2019-01-17,0.2975
2019-01-18,2.6402
2019-01-22,-0.0578
2019-01-23,0.6362
2019-01-24,-0.6897
2019-01-25,-0.4919
2019-01-28,0.4362
2019-01-29,-1.187
2019-01-30,0.293
2019-01-31,-0.2045
2019-02-01,-0.4391
2019-02-04,3.2343
2019-02-05,0.712
2019-02-06,7.1267
2019-02-07,0.792
2019-02-08,0.1572
2019-02-11,0.9414
2019-02-12,0.0777
2019-02-13,1.2426
2019-02-14,0.2813
2019-02-15,0.6119
2019-02-19,-0.5322
2019-02-20,-0.7643
2019-02-21,-0.1284
2019-02-22,-0.9512
2019-02-25,-0.8046
2019-02-26,0.5233
2019-02-27,0.7808
2019-02-28,-0.4907
2019-03-01,0.6229
2019-03-04,-0.6964
2019-03-05,-0.6494
2019-03-06,-0.4183
2019-03-07,-0.2363
2019-03-08,-0.0526
2019-03-11,0.5793
2019-03-12,-0.0262
2019-03-13,-0.4975
2019-03-14,-0.1316
2019-03-15,0.527
2019-03-18,1.1009
2019-03-19,-1.1149
2019-03-20,-0.6817
2019-03-21,1.188
2019-03-22,-1.3827
2019-03-25,1.7196
2019-03-26,1.3524
2019-03-27,-0.5389
2019-03-28,2.193
2019-03-29,0.0757
2019-04-01,0.4036
2019-04-02,-1.8090000000000002
2019-04-03,0.0512
2019-04-04,0.844
2019-04-05,0.8623
2019-04-08,0.4023
2019-04-09,-1.6529
2019-04-10,0.9422
2019-04-11,1.8163
2019-04-12,-1.0159
2019-04-15,0.6258
2019-04-16,1.2189
2019-04-17,0.6144
2019-04-18,0.0244
2019-04-22,-1.0012
2019-04-23,1.6280000000000001
2019-04-24,-0.6068
2019-04-25,-0.0733
2019-04-26,-0.9042
2019-04-29,0.4192
2019-04-30,0.5648
2019-05-01,-0.8791
2019-05-02,0.6406
2019-05-03,-0.9792
2019-05-06,0.2225
2019-05-07,1.5787
2019-05-08,-6.0223
2019-05-09,1.3953
2019-05-10,-0.051
2019-05-13,-0.6884
2019-05-14,-0.0513
2019-05-15,0.9761
2019-05-16,2.2386
2019-05-17,0.1244
2019-05-20,0.5219
2019-05-21,1.2114
2019-05-22,-1.4656
2019-05-23,-1.76
2019-05-24,1.2112
2019-05-28,0.6482
2019-05-29,-2.0808
2019-05-30,0.0506
2019-05-31,-0.5057
2019-06-03,-0.9149
2019-06-04,1.4106
2019-06-05,2.3015
2019-06-06,-1.6564
2019-06-07,0.6033
2019-06-10,0.1499
2019-06-11,1.1228
2019-06-12,0.5675
2019-06-13,-0.7115
2019-06-14,0.3212
2019-06-17,0.197
2019-06-18,-0.8112
2019-06-19,-0.3717
2019-06-20,-1.2438
2019-06-21,-1.6120999999999999
2019-06-24,-0.1536
2019-06-25,2.1538
2019-06-26,-0.0502
2019-06-27,-0.1507
2019-06-28,0.6791
2019-07-01,-0.8244
2019-07-02,0.529
2019-07-03,4.0341
2019-07-05,-0.1204
2019-07-08,0.7958
2019-07-09,-1.7703
2019-07-10,1.096
2019-07-11,2.3368
2019-07-12,1.7185000000000001
2019-07-15,0.4397
2019-07-16,-0.1613
2019-07-17,-1.3386
2019-07-18,-0.1637
2019-07-19,-0.8903
2019-07-22,0.331
2019-07-23,1.131
2019-07-24,-1.5144
2019-07-25,0.4731
2019-07-26,1.036
2019-07-29,0.1631
2019-07-30,0.5584
2019-07-31,1.4577
2019-08-01,-1.049
2019-08-02,-1.5211000000000001
2019-08-05,-1.2169
2019-08-06,1.6821000000000002
2019-08-07,1.3979
2019-08-08,1.011
2019-08-09,-0.2275
2019-08-12,0.2508
2019-08-13,-0.3866
2019-08-14,3.9269
2019-08-15,-0.5931
2019-08-16,0.7735
2019-08-19,1.6447
2019-08-20,0.3452
2019-08-21,-0.0215
2019-08-22,0.8602
2019-08-23,-2.0896
2019-08-26,1.176
2019-08-27,-0.4305
2019-08-28,0.0432
2019-08-29,1.0372
2019-08-30,0.0642
2019-09-03,-0.3633
2019-09-04,0.1073
2019-09-05,-1.8427
2019-09-06,-0.2401
2019-09-09,0.2845
2019-09-10,-0.8728
2019-09-11,0.9245
2019-09-12,0.8288
2019-09-13,0.8003
2019-09-16,-1.8239999999999998
2019-09-17,1.7705
2019-09-18,-0.7732
2019-09-19,-0.6494
2019-09-20,0.3486
2019-09-23,0.7599
2019-09-24,0.4525
2019-09-25,0.1502
2019-09-26,-1.4778
2019-09-27,-1.0217
2019-09-30,1.0542
2019-10-01,0.652
2019-10-02,-1.8786
2019-10-03,-0.5062
2019-10-04,-2.61
2019-10-07,0.0227
2019-10-08,-1.0672
2019-10-09,0.6426
2019-10-10,-0.8894
2019-10-11,0.4142
2019-10-14,-0.527
2019-10-15,0.2995
2019-10-16,-0.5972
2019-10-17,-0.439
2019-10-18,-0.2553
2019-10-21,0.1396
2019-10-22,-2.3467000000000002
2019-10-23,-0.9755
2019-10-24,0.865
2019-10-25,1.3101
2019-10-28,0.5173
2019-10-29,-0.0702
2019-10-30,0.8427
2019-10-31,-1.091
2019-11-01,2.1122
2019-11-04,-0.8504
2019-11-05,0.0695
2019-11-06,4.378
2019-11-07,1.5312999999999999
2019-11-08,-3.5191
2019-11-11,1.2687
2019-11-12,1.387
2019-11-13,0.9267
2019-11-14,0.9401
2019-11-15,0.0433
2019-11-18,-0.0433
2019-11-19,-2.9023
2019-11-20,-0.29
2019-11-21,-0.2237
2019-11-22,1.9058000000000002
2019-11-25,3.6744
2019-11-26,0.2971
2019-11-27,0.5078
2019-11-29,-0.9263
2019-12-02,-0.7862
2019-12-03,-0.1928
2019-12-04,0.2146
2019-12-05,-0.0642
2019-12-06,1.1785
2019-12-09,0.4871
2019-12-10,0.0
2019-12-11,-0.5901
2019-12-12,-1.2084
2019-12-13,1.3734
2019-12-16,2.265
2019-12-17,1.1592
2019-12-18,-0.8185
2019-12-19,-0.3301
2019-12-20,1.6766999999999999
2019-12-23,3.7459
2019-12-24,0.1177
2019-12-26,-0.1764
2019-12-27,0.432
2019-12-30,0.7038
2019-12-31,-0.0582
2020-01-02,0.2137
2020-01-03,-0.6978
2020-01-06,2.2057
2020-01-07,-0.8594
2020-01-08,0.6935
2020-01-09,0.287
2020-01-10,-0.6868
2020-01-13,-2.8237
2020-01-14,0.5337
2020-01-15,0.7668
2020-01-16,0.9171
2020-01-17,0.174
2020-01-21,-0.9651
2020-01-22,1.2083
2020-01-23,0.7125
2020-01-24,-0.1721
2020-01-27,-0.0575
2020-01-28,0.4216
2020-01-29,-0.6489
2020-01-30,0.5763
2020-01-31,-1.0886
2020-02-03,1.1006
2020-02-04,-0.2292
2020-02-05,0.6891
2020-02-06,-0.6654
2020-02-07,1.512
2020-02-10,1.7911000000000001
2020-02-11,-1.4632
2020-02-12,0.7707
2020-02-13,-0.4104
2020-02-14,0.0749
2020-02-18,-0.5615
2020-02-19,-0.2447
2020-02-20,0.0755
2020-02-21,-0.4525
2020-02-24,-2.0265
2020-02-25,-2.8417
2020-02-26,-5.571
2020-02-27,-8.0067
2020-02-28,-2.8859
