ticker,FNRG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-08-19,0.0
2009-08-20,0.0
2009-08-24,1.1029
2009-08-25,0.0
2009-08-26,1.8182
2009-08-27,1.7856999999999998
2009-08-28,0.0
2009-08-31,0.0
2009-09-01,8.0702
2009-09-02,0.6494
2009-09-03,0.0
2009-09-04,0.0
2009-09-08,-1.6129
2009-09-11,0.0
2009-09-15,0.0
2009-09-16,0.0
2009-09-18,3.2787
2009-10-09,0.0
2009-10-12,0.0
2009-10-14,0.0
2009-10-16,0.0
2009-10-19,0.0
2009-10-21,1.5873
2009-10-22,-1.5625
2009-10-23,-4.7619
2009-10-26,0.0
2009-10-27,6.6667
2009-10-28,-6.25
2009-10-29,0.0
2009-10-30,0.0
2009-11-05,5.0
2009-11-11,-4.7619
2009-11-24,6.6667
2009-11-30,-21.875
2009-12-03,19.2
2009-12-14,5.7047
2009-12-21,-20.634900000000002
2010-01-13,20.0
2010-01-25,0.0
2010-01-27,-16.6667
2010-01-28,0.0
2010-01-29,-20.0
2010-02-01,50.0
2010-02-02,16.6667
2010-02-03,0.0
2010-02-05,-2.8571
2010-02-08,2.9412000000000003
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,2.8571
2010-02-16,0.0
2010-02-18,0.0
2010-02-19,1.3889
2010-02-22,-1.3699
2010-02-24,0.0
2010-02-25,-2.7778
2010-03-16,-1.4285999999999999
2010-03-17,0.0
2010-03-24,1.4493
2010-03-29,-1.4285999999999999
2010-03-31,-5.7971
2010-04-01,0.0
2010-04-07,0.0
2010-04-14,-7.6923
2010-05-12,20.6667
2010-05-13,0.8287
2010-05-14,1.3699
2010-05-17,-5.1350999999999996
2010-05-18,5.4131
2010-05-19,-2.7027
2010-05-20,0.0
2010-05-21,-1.3889
2010-05-24,0.0
2010-05-25,-2.8169
2010-05-26,1.4493
2010-05-27,0.0
2010-06-01,-1.4285999999999999
2010-06-02,4.3478
2010-06-03,-2.7778
2010-06-08,2.8571
2010-06-09,-1.3889
2010-06-15,1.4085
2010-06-16,0.0
2010-06-22,-4.1667
2010-06-25,4.058
2010-06-28,-3.8997
2010-06-29,0.0
2010-07-01,-1.4493
2010-07-02,-7.0588
2010-07-06,0.0
2010-07-09,-0.3165
2010-07-12,0.3175
2010-07-13,7.5949
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-23,-7.3529
2010-07-26,7.9365
2010-07-27,0.0
2010-07-30,-7.3529
