ticker,WERU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-09,50900.0
2000-10-11,-98.0392
2000-10-12,0.0
2000-11-14,0.0
2001-01-10,-90.0
2001-04-16,0.0
2001-05-22,0.0
2001-12-11,0.0
2002-07-18,0.0
2002-10-21,11900.0
2002-11-08,-99.8958
2002-12-05,0.0
2003-05-29,0.0
2004-08-06,44.0
2004-08-09,94.4444
2004-08-10,28.5714
2004-08-11,13.3333
2004-08-12,13.7255
2004-08-13,98.2759
2004-08-17,26.087
2004-08-19,2.069
2004-08-20,18.2432
2004-08-24,71.4286
2004-08-25,-25.0
2004-08-26,0.0
2004-08-27,33.3333
2004-08-30,0.0
2004-08-31,-25.0
2004-09-01,22.2222
2004-09-03,9.0909
2004-09-07,1.6667
2004-09-08,0.0
2004-09-13,8.1967
2004-09-14,0.0
2004-09-15,0.0
2004-09-22,3.0303
2004-09-27,2.9412000000000003
2004-09-29,0.0
2004-09-30,0.0
2004-10-01,0.0
2004-10-07,1.4285999999999999
2004-10-13,0.0
2004-10-15,4.2254
2004-10-22,0.0
2004-10-29,1.3514
2004-11-05,6.6667
2004-11-09,3.75
2004-11-12,8.4337
2004-11-16,0.0
2004-11-19,3.3333
2004-11-22,-8.6022
2004-11-23,9.4118
2004-11-26,-1.0753
2004-11-29,4.3478
2004-12-01,4.1667
2004-12-06,0.0
2004-12-07,2.0
2004-12-09,0.0
2004-12-10,0.0
2004-12-13,0.0
2004-12-14,-1.9607999999999999
2004-12-16,0.0
2004-12-17,0.4
2004-12-23,4.5817
2004-12-28,-3.4286
2004-12-29,3.5503
2004-12-31,-3.8095
2005-01-04,33.6634
2005-01-05,-20.0
2005-01-06,0.9259
2005-01-07,0.9174
2005-01-10,6.3636
2005-01-12,-0.8547
2005-01-13,2.5862
2005-01-14,0.0
2005-01-18,0.0
2005-01-19,7.563
2005-01-20,3.9063
2005-01-21,1.5038
2005-01-25,-6.6667
2005-01-26,6.9841
2005-01-27,-5.0445
2005-01-28,5.4688
2005-02-01,-5.1852
2005-02-02,5.3125
2005-02-03,2.3739
2005-02-08,0.7246
2005-02-09,0.7194
2005-02-11,0.7143
2005-02-15,-0.7092
2005-02-16,2.1429
2005-02-18,0.0
2005-02-22,0.0
2005-02-23,0.0
2005-02-24,-5.5944
2005-02-28,5.9259
2005-03-01,0.0
2005-03-04,-3.4965
2005-03-08,5.0725
2005-03-10,3.4483
2005-03-15,0.0
2005-03-16,0.0
2005-03-17,2.6667
2005-03-18,3.2468
