ticker,LORL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-07-28,0.3636
2005-08-01,3.2609
2005-08-02,0.7018
2005-08-03,-2.2648
2005-08-04,-0.1783
2005-08-05,0.1786
2005-08-08,-0.1783
2005-08-09,0.0
2005-08-10,0.0
2005-08-12,0.0
2005-08-15,1.7856999999999998
2005-08-17,-1.7544
2005-08-19,-2.6786
2005-08-22,0.0367
2005-08-23,-0.9538
2005-08-24,0.9259
2005-08-25,-0.8807
2005-08-26,-0.037
2005-08-29,0.9259
2005-08-30,-0.7339
2005-08-31,0.5545
2005-09-01,1.1029
2005-09-02,-0.8
2005-09-06,0.0733
2005-09-07,0.7326
2005-09-08,-1.2727
2005-09-09,-0.5525
2005-09-12,0.0
2005-09-14,0.0
2005-09-19,0.0
2005-09-22,-1.8519
2005-09-26,1.8868
2005-09-27,0.0
2005-09-28,-0.037
2005-09-29,0.0
2005-09-30,0.4076
2005-10-03,-7.7491
2005-10-04,0.0
2005-10-06,-1.0
2005-10-07,-1.0101
2005-10-10,-3.0612
2005-10-19,-2.1053
2005-10-21,-1.0753
2005-10-24,-5.4348
2005-10-25,4.5977
2005-10-26,1.5385
2005-10-27,0.6494
2005-10-28,3.2258
2005-10-31,2.0833
2005-11-01,0.0
2005-11-02,-0.2041
2005-11-03,0.2045
2005-11-04,0.0
2005-11-07,0.0
2005-11-09,0.0
2005-11-10,2.0408
2005-11-11,0.0
2005-11-14,0.0
2005-11-16,0.0
2005-11-17,1.0
2005-11-22,0.9901
2005-11-23,11.6078
2005-11-25,0.1405
2005-11-28,2.6316
2005-11-29,0.3419
2005-11-30,-0.1022
2005-12-01,0.2729
2005-12-02,-0.8503
2005-12-05,0.1715
2005-12-06,0.1712
2005-12-07,-0.5128
2005-12-08,-1.6838
2005-12-09,1.8175
2005-12-12,-0.2746
2005-12-13,-0.5164
2005-12-14,-1.7647
2005-12-15,-0.1409
2005-12-16,-1.5873
2005-12-19,0.3584
2005-12-20,-2.1429
2005-12-21,-1.3869
2005-12-22,-0.074
2005-12-23,-1.4741
2005-12-27,-0.2331
2005-12-28,-0.3768
2005-12-29,0.2269
2005-12-30,6.717
2006-01-03,-2.2277
2006-01-04,-0.9042
2006-01-05,-0.8759
2006-01-06,-0.9573
2006-01-09,-1.3755
2006-01-10,-3.6939
2006-01-11,0.7828
2006-01-12,2.0583
2006-01-13,-0.0381
2006-01-17,-0.7994
2006-01-18,-0.5756
2006-01-19,0.1544
2006-01-20,0.6166
2006-01-23,-0.2298
