ticker,PREXF US Equity
2009-03-02,0.0
2009-03-05,0.0
2009-03-09,-18.75
2009-03-12,0.0
2009-03-16,0.0
2009-03-20,0.0
2009-03-23,0.0
2009-03-26,0.0
2009-04-16,0.0
2009-04-17,0.0
2009-04-27,0.0
2009-04-30,0.0
2009-05-01,0.0
2009-05-08,0.0
2009-05-29,1.5385
2009-06-08,-1.5152
2009-06-09,0.0
2009-06-22,-15.3846
2009-06-29,0.0
2009-06-30,-18.1818
2009-07-02,-22.2222
2009-07-08,0.0
2009-07-21,2.8571
2009-07-22,0.0
2009-07-23,0.0
2009-07-24,0.0
2009-08-03,0.0
2009-08-04,0.0
2009-08-05,0.0
2009-08-06,2.7778
2009-08-07,-2.7027
2009-08-10,33.3333
2009-08-11,66.6667
2009-08-12,2.5
2009-08-13,-8.5366
2009-08-14,1.3333
2009-08-17,14.473700000000001
2009-08-18,6.8966
2009-08-19,2.1505
2009-08-20,0.0
2009-08-21,15.7895
2009-08-24,8.1818
2009-08-25,4.2017
2009-08-26,3.2258
2009-08-27,-8.5938
2009-08-28,-13.6752
2009-08-31,28.7129
2009-09-01,-0.7692
2009-09-02,-0.7752
2009-09-03,8.5938
2009-09-04,6.4748
2009-09-08,7.4324
2009-09-09,-4.4025
2009-09-10,1.9737
2009-09-11,4.5161
2009-09-14,1.8519
2009-09-15,3.0303
2009-09-16,1.1764999999999999
2009-09-17,0.0
2009-09-18,1.7442
2009-09-21,-0.5714
2009-09-22,-12.6437
2009-09-23,-1.3158
2009-09-24,12.0
2009-09-25,10.7143
2009-09-28,-8.6022
2009-09-29,2.9412000000000003
2009-09-30,2.8571
2009-10-01,-2.7778
2009-10-02,1.1429
2009-10-05,-8.4746
2009-10-06,2.4691
2009-10-07,5.4217
2009-10-08,2.8571
2009-10-09,0.0
2009-10-12,-2.2222
2009-10-13,5.6818
2009-10-14,-2.6882
2009-10-15,-7.1823
2009-10-16,4.7619
2009-10-19,6.8182
2009-10-20,1.0638
2009-10-21,4.7368
2009-10-22,-2.0101
2009-10-23,5.1282
2009-10-26,3.4146
2009-10-27,-11.7925
2009-10-28,6.9519
2009-10-29,10.0
2009-10-30,1.3636
2009-11-02,1.7936999999999999
2009-11-03,-0.8811
2009-11-04,-1.3333
2009-11-05,2.7027
2009-11-06,8.3333
2009-11-09,3.6437
2009-11-10,0.3906
2009-11-11,0.3891
2009-11-12,0.7752
2009-11-13,-4.2308
2009-11-16,-9.6386
2009-11-17,-20.0
2009-11-18,-16.6667
2009-11-19,-25.9333
2009-11-20,24.2124
2009-11-23,8.6957
2009-11-24,16.6667
2009-11-25,11.4286
2009-11-27,0.0
2009-11-30,-8.2051
2009-12-01,-2.2346
2009-12-02,-20.0
2009-12-03,12.1429
2009-12-04,-3.8217
2009-12-07,7.2848
2009-12-08,-4.9383
2009-12-09,-2.5974
2009-12-10,13.3333
2009-12-11,11.7647
2009-12-14,-7.3684
2009-12-15,6.8182
2009-12-16,-3.1383
2009-12-17,2.1417
2009-12-18,-3.2258
2009-12-21,-0.5556
2009-12-22,-4.4693
2009-12-23,-0.5848
2009-12-24,2.9412000000000003
2009-12-28,9.1429
2009-12-29,-8.377
2009-12-30,9.1429
2009-12-31,8.9005
2010-01-04,0.9615
2010-01-05,-1.4285999999999999
2010-01-06,-14.0097
2010-01-07,6.7416
2010-01-08,7.3684
2010-01-11,2.9412000000000003
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,2.3810000000000002
2010-01-15,-0.9302
2010-01-19,0.939
2010-01-20,-0.4651
2010-01-21,0.4673
2010-01-22,2.3256
2010-01-25,2.2727
2010-01-26,2.2222
2010-01-27,-3.4783
2010-01-28,3.6036
2010-01-29,2.1739
2010-02-01,0.0
2010-02-02,-19.1489
2010-02-03,-10.526299999999999
2010-02-04,-1.7647
2010-02-05,-10.1796
2010-02-08,8.0
2010-02-09,8.0247
2010-02-10,-2.8571
2010-02-11,-8.2353
2010-02-12,-3.2051
2010-02-16,5.9603
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,-3.125
2010-02-22,0.0
2010-02-23,-3.2258
2010-02-24,-6.0
2010-02-25,-13.4752
2010-02-26,-3.2787
2010-03-01,5.9322
2010-03-02,-3.2
2010-03-03,-1.6529
2010-03-04,0.8403
2010-03-05,-4.1667
2010-03-08,1.7391
2010-03-09,-1.7094
2010-03-10,4.3478
2010-03-11,4.1667
2010-03-12,0.0
2010-03-15,4.0
2010-03-16,-3.0769
2010-03-17,-6.3492
2010-03-18,-6.7797
2010-03-19,-8.1818
2010-03-22,18.8119
2010-03-23,18.3333
2010-03-24,7.7465
2010-03-25,7.8431
2010-03-26,1.8182
2010-03-29,-0.5952
2010-03-30,3.8922
2010-03-31,6.6282
2010-04-01,5.1350999999999996
2010-04-05,4.8843
2010-04-06,-3.9215999999999998
2010-04-07,-13.2653
2010-04-08,11.7647
2010-04-09,-3.6842
2010-04-12,-7.1038
2010-04-13,-3.5294
2010-04-14,-2.439
2010-04-15,-8.75
2010-04-16,-11.6438
2010-04-19,4.6512
2010-04-20,16.2963
2010-04-21,-7.6433
2010-04-22,-3.4483
2010-04-23,2.8571
2010-04-26,-4.8611
2010-04-27,-0.7299
2010-04-28,-3.6765
2010-04-29,4.5802
2010-04-30,-5.1095
2010-05-03,6.1538
2010-05-04,0.7246
2010-05-05,-6.4748
2010-05-06,-3.8462
2010-05-07,0.0
2010-05-10,0.8
2010-05-11,11.1111
2010-05-12,-11.4286
2010-05-13,4.8387
2010-05-14,-3.8462
2010-05-17,0.0
2010-05-18,-0.8
2010-05-19,0.0
2010-05-20,-2.4194
2010-05-21,-3.3058
2010-05-24,-5.9829
2010-05-25,-26.3636
2010-05-26,14.8148
2010-05-27,8.6022
2010-05-28,-22.7723
2010-06-01,2.5641
2010-06-02,16.25
2010-06-03,-9.6774
2010-06-04,7.1429
2010-06-07,-15.5556
2010-06-08,11.8421
2010-06-09,4.7059
2010-06-10,-7.8652
2010-06-11,-1.2195
2010-06-14,-6.1728
2010-06-15,1.3158
2010-06-16,-1.2987
2010-06-17,0.0
2010-06-18,-1.3158
2010-06-21,-9.3333
2010-06-22,-11.7647
2010-06-23,-5.0
2010-06-24,-36.8421
2010-06-25,25.0
2010-06-28,35.5556
2010-06-29,31.1475
2010-06-30,6.25
2010-07-01,-4.7059
2010-07-02,3.7037
2010-07-06,-10.7143
2010-07-07,-16.0
2010-07-08,-1.5873
2010-07-09,-3.2258
2010-07-12,-10.0
2010-07-13,37.037
2010-07-14,-44.5946
2010-07-15,23.1707
2010-07-16,18.8119
2010-07-19,-15.0
2010-07-20,0.0
2010-07-21,27.451
2010-07-22,-35.3846
2010-07-23,9.5238
2010-07-26,-2.1739
2010-07-27,2.2222
2010-07-28,0.0
2010-07-29,6.5217
2010-07-30,-6.1224
2010-08-02,0.0
2010-08-03,2.1739
2010-08-04,0.0
2010-08-05,12.766
2010-08-06,-13.2075
2010-08-09,-4.3478
2010-08-10,-9.0909
2010-08-11,10.0
2010-08-12,0.0
2010-08-13,2.2727
2010-08-16,-8.8889
2010-08-17,0.0
2010-08-18,-34.1463
2010-08-19,0.0
2010-08-20,44.4444
2010-08-23,-7.6923
2010-08-24,-16.6667
2010-08-25,0.0
2010-08-26,-16.6667
2010-08-27,0.0
2010-08-30,0.0
2010-08-31,4.0
2010-09-01,7.6923
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,-3.5714
2010-09-08,-7.4074
2010-09-09,0.0
2010-09-10,12.0
2010-09-13,-3.5714
2010-09-14,0.0
2010-09-15,0.0
2010-09-16,29.6296
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,-22.8571
2010-09-22,0.0
2010-09-23,29.6296
2010-09-24,2.8571
2010-09-27,11.1111
2010-09-28,-25.0
2010-09-29,73.3333
2010-09-30,-1.9231
2010-10-01,-1.9607999999999999
2010-10-04,-16.0
2010-10-05,0.0
2010-10-06,-21.4286
2010-10-07,3.0303
2010-10-08,17.647100000000002
2010-10-11,-26.25
2010-10-12,0.0
2010-10-13,18.6441
2010-10-14,0.0
2010-10-15,-11.4286
2010-10-18,0.0
2010-10-19,-3.2258
2010-10-20,23.3333
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,-18.9189
2010-10-26,3.3333
2010-10-27,0.0
2010-10-28,-6.4516
2010-10-29,17.2414
2010-11-01,-14.7059
2010-11-02,3.4483
2010-11-03,16.6667
2010-11-04,-5.7143
2010-11-05,6.0606
2010-11-08,-17.1429
2010-11-09,-31.0345
2010-11-10,25.0
2010-11-11,4.0
2010-11-12,15.3846
2010-11-15,-16.6667
2010-11-16,-8.0
2010-11-17,2.1739
2010-11-18,0.0
2010-11-19,0.0
2010-11-22,27.6596
2010-11-23,-3.3333
2010-11-24,-17.2414
2010-11-29,0.0
2010-11-30,0.0
2010-12-01,0.0
2010-12-02,-16.6667
2010-12-03,0.0
2010-12-06,50.0
2010-12-07,-33.3333
2010-12-08,0.0
2010-12-09,2.5
2010-12-10,-2.439
2010-12-13,35.0
2010-12-14,-33.3333
2010-12-15,0.0
2010-12-16,33.3333
2010-12-17,-20.8333
2010-12-20,-15.7895
2010-12-21,0.0
2010-12-22,12.5
2010-12-23,-16.6667
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,-6.6667
2010-12-30,-14.2857
2010-12-31,0.0
2011-01-03,0.0
2011-01-04,-6.6667
2011-01-05,33.9286
2011-01-06,-19.3333
2011-01-07,15.7025
2011-01-10,28.5714
2011-01-12,-16.6667
2011-01-13,26.6667
2011-01-14,-26.3158
2011-01-18,0.0
2011-01-19,35.7143
2011-01-20,-15.2632
2011-01-21,-9.3168
2011-01-24,9.589
2011-01-25,-6.25
2011-01-26,0.0
2011-01-27,0.0
2011-01-28,0.0
2011-01-31,-20.0
2011-02-01,0.0
2011-02-02,16.6667
2011-02-03,-21.4286
2011-02-04,72.7273
2011-02-07,-47.3684
2011-02-08,20.0
2011-02-10,-16.6667
2011-02-11,40.0
2011-02-14,35.7143
2011-02-15,-42.0395
2011-02-17,13.5074
2011-02-18,16.0
2011-02-22,-17.2414
2011-02-23,0.0
2011-02-24,0.0
2011-02-25,15.8333
2011-02-28,-6.4748
2011-03-01,-7.6923
2011-03-02,0.0
2011-03-03,0.0
2011-03-04,8.3333
2011-03-07,7.6923
2011-03-08,-14.2857
2011-03-09,8.3333
2011-03-11,-7.6923
2011-03-14,0.0
2011-03-16,-16.6667
2011-03-17,-10.0
2011-03-18,11.1111
2011-03-21,-10.0
2011-03-22,0.0
2011-03-23,1.1111
2011-03-24,-1.0989
2011-03-25,11.1111
2011-03-29,-14.875
2011-03-30,17.4743
2011-03-31,-18.5
2011-04-01,-1.8405
2011-04-04,0.0
2011-04-05,-12.5
2011-04-07,-14.2857
2011-04-08,66.6667
2011-04-11,19.0
2011-04-12,-23.5294
2011-04-13,31.8681
2011-04-14,-24.1667
2011-04-15,4.3956
2011-04-18,-4.2105
2011-04-19,9.8901
2011-04-20,-9.0
2011-04-21,0.0
2011-04-25,9.8901
2011-04-26,0.0
2011-04-27,0.0
2011-04-28,0.0
2011-04-29,-10.0
2011-05-02,-11.1111
2011-05-03,0.0
2011-05-04,0.0
2011-05-05,0.0
2011-05-09,25.0
2011-05-10,20.0
2011-05-11,-33.3333
2011-05-13,50.0
2011-05-16,-25.0
2011-05-17,0.0
2011-05-18,-11.1111
2011-05-19,0.0
2011-05-20,0.0
2011-05-24,2.5
2011-05-25,0.0
2011-05-26,0.0
2011-05-27,0.0
2011-06-01,0.0
2011-06-02,0.0
2011-06-03,9.7561
2011-06-06,32.2222
2011-06-07,-23.5294
2011-06-08,0.0
2011-06-09,-1.0989
2011-06-10,-11.1111
2011-06-13,12.5
2011-06-14,16.6667
2011-06-15,-23.8095
2011-06-17,0.0
2011-06-20,0.0
2011-06-21,-6.25
2011-06-22,6.6667
2011-06-23,12.5
2011-06-27,0.0
2011-06-28,0.0
2011-06-29,0.0
2011-06-30,0.0
2011-07-01,0.0
2011-07-05,0.0
2011-07-07,0.0
2011-07-08,33.3333
2011-07-11,-16.6667
2011-07-13,-10.0
2011-07-15,0.0
2011-07-18,0.0
2011-07-19,11.1111
2011-07-21,-10.0
2011-07-22,0.0
2011-07-25,-11.1111
2011-07-26,6.25
2011-07-27,-11.7647
2011-07-28,-13.3333
2011-07-29,0.0
2011-08-01,0.0
2011-08-02,0.1923
2011-08-03,0.0
2011-08-04,-0.1919
2011-08-05,7.6923
2011-08-08,-31.4286
2011-08-09,4.1667
2011-08-10,0.0
2011-08-12,0.0
2011-08-15,0.0
2011-08-16,0.0
2011-08-17,0.0
2011-08-19,0.0
2011-08-22,-4.0
2011-08-23,4.1667
2011-08-24,-10.0
2011-08-25,0.0
2011-08-26,-14.7222
2011-08-31,108.4691
2011-09-01,-51.25
2011-09-02,2.5641
2011-09-06,-20.0
2011-09-07,21.875
2011-09-09,-17.9487
2011-09-12,0.0
2011-09-14,25.0
2011-09-15,12.5
2011-09-16,0.0
2011-09-19,11.1111
2011-09-20,0.0
2011-09-21,-10.0
2011-09-22,11.1111
2011-09-23,-10.0
2011-09-26,11.1111
2011-09-29,40.0
2011-10-03,-35.7143
2011-10-04,0.0
2011-10-05,11.1111
2011-10-06,0.0
2011-10-07,0.0
2011-10-10,0.0
2011-10-11,-10.0
2011-10-12,-11.1111
2011-10-14,0.0
2011-10-17,0.0
2011-10-18,0.0
2011-10-19,25.0
2011-10-21,0.0
2011-10-24,-20.0
2011-10-25,0.0
2011-10-26,0.0
2011-10-27,0.0
2011-10-28,0.0
2011-10-31,0.0
2011-11-01,0.0
2011-11-07,20.0
2011-11-09,0.0
2011-11-10,0.0
2011-11-14,-50.0
2011-11-15,25.0
2011-11-16,-20.0
2011-11-17,25.0
2011-11-18,-16.6667
2011-11-21,0.0
2011-11-22,0.0
2011-11-28,0.0
2011-11-29,0.0
2011-11-30,60.0
2011-12-02,-37.5
2011-12-05,0.0
2011-12-06,0.0
2011-12-07,0.0
2011-12-08,0.0
2011-12-09,0.0
2011-12-12,20.0
2011-12-13,-16.6667
2011-12-14,0.0
2011-12-15,0.0
2011-12-19,10.0
2011-12-20,0.0
2011-12-21,-49.0909
2011-12-22,14.2857
2011-12-23,0.0
2011-12-27,0.0
2011-12-28,0.0
2011-12-29,25.0
2011-12-30,-50.0
2012-01-27,-97.9
2012-02-01,2280.9524
2012-03-22,-50.0
2012-04-18,-80.0
2012-05-04,500.0
2012-05-16,66.6667
2012-05-17,-66.0
2012-06-12,17.647100000000002
2012-07-10,-50.0
2012-08-03,0.0
2012-08-28,0.0
2012-09-12,0.0
2012-09-17,-96.5
2012-09-24,85.7143
2012-10-31,1361.5385
2012-11-09,-91.5789
2012-11-20,-98.4375
2012-12-11,150.0
2012-12-21,60.0
2012-12-26,137.5
2012-12-27,52.6316
2012-12-31,8175.8621
2013-01-08,233.3333
2013-01-16,22.0
2013-01-17,-96.7213
2013-01-23,2900.0
2013-01-25,-1.6667
2013-02-12,-94.9153
2013-02-28,0.0
2013-03-11,33.3333
2013-04-02,-50.0
2013-05-16,100.0
2013-05-29,-50.0
2013-06-04,-50.0
2013-06-20,0.0
2013-08-01,0.0
2013-08-09,0.0
2013-09-25,160.0
2013-09-27,-61.5385
2013-11-06,0.0
2013-11-21,100.0
2013-11-26,0.0
2013-12-09,0.0
2013-12-10,0.0
2013-12-11,0.0
2013-12-12,0.0
2013-12-13,0.0
2013-12-16,0.0
2013-12-26,0.0
2014-01-29,-25.0
2014-03-11,233.3333
2014-04-28,0.0
2014-05-08,-40.0
2014-06-20,-96.0417
2014-08-11,1163.1579
2014-08-26,-92.0833
2014-09-02,10.526299999999999
2014-09-17,0.0
2014-10-28,4.7619
2014-11-13,0.0
2014-11-14,0.0
2014-12-08,9.0909
2014-12-11,8.3333
2015-01-07,-7.6923
2015-04-06,0.0
2015-05-08,566.6667
2015-05-11,0.0
2015-05-21,16.25
2015-07-08,-82.7957
2015-10-08,20618.75
2015-11-24,-99.4872
2015-12-10,0.0
2015-12-14,0.0
2015-12-23,0.0
2015-12-30,0.0
2016-02-09,8.8235
2016-03-04,-8.1081
2016-05-23,2.9412000000000003
2016-06-10,0.0
2016-07-11,14.2857
2016-09-08,8845.0
2016-10-10,-99.0218
2016-11-22,0.0
2017-03-08,16334.2857
2017-03-29,-25.9562
2017-04-07,-28.6217
2017-04-10,-98.6842
2017-05-05,0.0
2017-07-10,0.0
2017-10-23,0.0
2017-11-20,0.0
2017-12-11,0.0
2017-12-27,0.0
2018-03-19,-36.0
2018-07-09,6.25
2019-07-02,-99.4118
2019-07-24,900.0
