ticker,LGTS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-05-24,-16.0
2007-06-11,4.7619
2007-08-31,0.0
2007-11-01,-54.5455
2007-11-16,0.0
2007-11-20,-20.0
2007-12-28,0.0
2008-01-28,-12.5
2008-01-30,0.0
2008-01-31,57.1429
2008-02-05,-54.5455
2008-02-13,-40.0
2008-02-14,-13.3333
2008-03-25,23.0769
2008-04-07,-9.375
2008-04-09,31.0345
2008-04-14,0.0
2008-04-15,0.0
2008-04-21,-5.2632
2008-05-16,-5.5556
2008-05-21,23.5294
2008-05-27,19.0476
2008-05-29,0.0
2008-06-04,0.0
2008-06-05,0.0
2008-06-17,0.0
2008-07-02,-32.0
2008-07-09,0.0
2008-07-28,17.647100000000002
2008-07-30,0.0
2008-11-21,-50.0
2008-12-09,-91.5
2008-12-10,-17.647100000000002
2008-12-11,-28.5714
2008-12-12,100.0
2008-12-15,200.0
2008-12-16,-33.3333
2008-12-23,50.0
2009-01-13,100.0
2009-01-15,50.0
2009-01-23,-44.4444
2009-01-27,-80.0
2009-03-20,400.0
2009-04-01,-70.0
2009-04-22,900.0
2009-04-23,-86.6667
2009-06-30,200.0
2009-07-08,183.3333
2009-08-27,-70.5882
2009-09-18,-30.0
2009-10-21,-14.2857
2009-11-13,0.0
2010-03-12,-33.3333
2010-03-31,25.0
2010-11-30,-44.0
2011-03-30,257.1429
2011-05-04,0.0
2011-10-17,-50.0
2011-11-09,0.0
2012-01-12,0.0
2013-04-24,-20.0
2013-05-02,0.0
2013-05-30,0.0
2013-06-26,0.0
2013-08-21,0.0
2013-12-31,50.0
2014-06-02,0.0
2014-06-03,233.3333
2014-07-29,-60.0
2014-08-28,0.0
2014-09-02,0.0
2014-09-12,0.0
2014-10-06,0.0
2014-12-08,25.0
2015-01-12,0.0
2015-01-16,-20.0
2015-01-20,0.0
2015-02-18,0.0
2015-02-19,-12.5
2015-03-11,-11.4286
2015-11-20,0.0
2016-03-17,-11.2903
2016-09-14,-63.6364
2016-09-22,100.0
2017-02-03,-50.0
2017-04-05,0.0
2017-08-04,0.0
2017-09-11,0.0
2017-09-19,0.0
2017-12-13,49.5
2018-01-09,-0.3344
2018-01-11,0.0
2018-01-12,-32.8859
2018-01-18,1.0
2018-02-07,23.7624
2018-02-08,0.0
2018-03-13,-20.0
2018-03-29,0.0
2018-08-10,0.0
2018-12-26,12.5
2019-03-08,33.3333
2019-04-04,0.0
2019-04-05,26.6667
2019-04-09,5.2632
2019-08-20,18.75
2019-10-01,-47.3684
2019-11-07,12.0
2019-11-14,-17.8571
2019-11-26,13.0435
2020-03-03,-34.6154
2020-07-22,0.0
