ticker,MBVA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-02-07,-2.2727
2002-02-08,0.7752
2002-02-11,-2.3077
2002-02-12,2.3622
2002-02-13,4.1538
2002-02-14,-1.034
2002-02-15,1.9403000000000001
2002-02-19,-2.6353999999999997
2002-02-20,2.1053
2002-02-21,0.2946
2002-02-22,-0.8811
2002-02-25,1.4815
2002-02-26,0.7299
2002-02-27,0.0
2002-02-28,0.0
2002-03-01,0.0
2002-03-04,0.0
2002-03-05,2.4638
2002-03-06,1.1315
2002-03-07,-3.4965
2002-03-08,2.8986
2002-03-11,-1.4085
2002-03-12,0.0
2002-03-13,1.8571
2002-03-14,-0.9818
2002-03-15,-0.1416
2002-03-18,1.4184
2002-03-19,-1.3986
2002-03-20,0.2837
2002-03-21,0.4243
2002-03-22,2.1127
2002-03-25,0.0
2002-03-26,-1.7931
2002-03-27,2.5281000000000002
2002-03-28,1.0959
2002-04-01,0.271
2002-04-02,1.3514
2002-04-03,0.0
2002-04-04,1.3333
2002-04-05,0.0
2002-04-08,2.6316
2002-04-09,0.0
2002-04-10,-1.9231
2002-04-11,1.3072
2002-04-12,0.0
2002-04-15,0.0
2002-04-16,-0.6452
2002-04-17,3.2468
2002-04-18,1.3836
2002-04-19,-1.6129
2002-04-22,-0.6305
2002-04-23,-0.3807
2002-04-24,0.6369
2002-04-26,1.2658
2002-04-29,-1.25
2002-04-30,0.0
2002-05-03,1.2658
2002-05-06,0.0
2002-05-07,-0.125
2002-05-08,0.0
2002-05-09,0.0
2002-05-10,-1.7522
2002-05-13,0.0
2002-05-14,-0.1274
2002-05-15,0.1276
2002-05-16,-0.2548
2002-05-17,-0.2554
2002-05-20,-2.0487
2002-05-21,0.0
2002-05-22,2.7451
2002-05-23,-2.9262
2002-05-24,2.7523
2002-05-29,-3.0612
2002-05-30,0.0
2002-05-31,0.3947
2002-06-03,-0.3932
2002-06-06,0.6579
2002-06-07,0.0
2002-06-11,-0.6536
2002-06-12,1.8420999999999998
2002-06-17,-0.5168
2002-06-18,0.2597
2002-06-19,-0.9067
2002-06-20,0.0
2002-06-21,1.9607999999999999
2002-06-24,-0.641
2002-06-25,-1.2903
2002-06-26,-3.9215999999999998
2002-06-27,3.8095
2002-06-28,1.5727
2002-07-01,-1.9355
2002-07-02,1.9737
2002-07-08,-3.2258
2002-07-10,0.0
2002-07-11,1.3333
2002-07-12,-1.3158
2002-07-15,4.0
2002-07-16,-0.1282
2002-07-17,0.7702
2002-07-18,-0.5096
