ticker,WRGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-11-02,1.4285999999999999
2004-11-03,-1.4085
2004-11-04,1.4285999999999999
2004-11-05,0.0
2004-11-09,0.0
2004-11-16,0.0
2004-11-22,0.0
2004-11-23,-1.4085
2005-01-10,-14.2857
2005-01-11,18.3333
2005-01-12,0.0
2005-01-14,11.2676
2005-01-18,-30.3797
2005-01-19,43.6364
2005-02-24,-30.3797
2005-03-04,43.6364
2005-03-29,-30.3797
2005-03-30,43.6364
2005-03-31,-30.3797
2005-04-12,43.6364
2005-12-14,-24.0506
2005-12-23,25.0
2006-02-17,-6.6667
2006-03-23,0.0
2006-04-25,14.2857
2006-08-01,18.75
2006-09-13,-5.2632
2006-12-13,-11.1111
2006-12-14,0.0
2007-01-11,125.0
2007-04-02,-44.4444
2007-12-26,0.4
2008-06-06,-65.1394
2008-06-09,-71.4286
2008-06-10,4.0
2008-06-11,-3.8462
2008-06-12,-10.0
2008-06-13,-11.1111
2008-06-16,-12.5
2008-06-17,-14.2857
2008-06-18,-89.6667
2008-06-19,-12.9032
2008-06-20,418.5185
2008-06-24,-92.1429
2008-06-25,0.0
2008-06-26,-9.0909
2008-06-27,100.0
2008-06-30,0.0
2008-07-01,0.0
2008-07-02,-50.0
2008-07-07,-10.0
2008-07-10,-44.4444
2008-07-11,0.0
2008-07-17,-20.0
2008-07-18,25.0
2008-07-23,300.0
2008-08-05,-75.0
2008-08-06,0.0
2008-08-13,-20.0
2008-08-15,262.5
2008-08-22,-65.5172
2008-09-18,0.0
2008-09-23,120.0
2008-09-26,-9.0909
2008-10-03,50.0
2008-10-08,0.0
2008-10-09,33.3333
2008-10-10,50.0
2008-10-14,-16.6667
2008-10-15,20.0
2008-10-16,-3.3333
2008-10-17,-13.7931
2008-10-20,40.0
2008-10-21,42.8571
2008-10-23,80.0
2008-10-24,-33.3333
2008-10-27,100.0
2008-10-28,66.6667
2008-10-30,-5.0
2008-11-04,5.2632
2008-11-10,0.0
2008-11-12,15.0
2008-11-13,13.0435
2008-11-14,0.0
2008-11-17,11.538499999999999
2008-11-18,3.4483
2008-11-21,0.0
2008-11-25,0.0
2008-11-26,-10.0
2008-11-28,11.1111
2008-12-01,0.0
2008-12-03,-40.0
2008-12-04,61.1111
2008-12-08,-31.0345
2008-12-10,-25.0
2008-12-11,33.3333
2008-12-12,-50.0
2008-12-16,-10.0
2008-12-17,0.0
2008-12-22,122.2222
2008-12-29,0.0
2009-01-20,55.0
2009-01-23,-67.7419
