ticker,HFBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.0408
2000-01-04,4.0
2000-01-05,-4.9231
2000-01-10,2.0408
2000-01-11,4.0
2000-01-12,-1.9231
2000-01-13,-1.9607999999999999
2000-01-14,2.0
2000-01-18,-3.9215999999999998
2000-01-19,0.0
2000-01-24,4.0816
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,-1.9607999999999999
2000-01-31,-16.0
2000-02-04,2.3810000000000002
2000-02-07,11.6279
2000-03-07,-1.0417
2000-03-31,-9.473700000000001
2000-04-28,9.6849
2000-05-12,-10.6383
2000-05-19,0.0
2000-05-22,0.0
2000-05-24,7.1429
2000-06-05,-5.5556
2000-06-08,3.5294
2000-06-13,0.0
2000-06-15,-3.4091
2000-07-03,3.5294
2000-07-05,-6.8182
2000-07-13,5.2632
2000-07-17,-6.9767
2000-07-18,-2.5
2000-07-26,10.8974
2000-07-28,0.0
2000-07-31,0.0
2000-08-02,-0.578
2000-08-03,-2.3256
2000-08-07,0.0
2000-08-08,2.9762
2000-08-09,0.0
2000-08-10,-5.2023
2000-08-14,5.4878
2000-08-16,-1.7341
2000-09-05,-4.7059
2000-09-06,-1.2346
2000-09-08,0.0
2000-10-11,-2.133
2000-10-20,0.0
2000-10-25,0.0
2000-10-27,7.3718
2000-11-01,-0.8955
2000-11-02,0.0
2000-11-14,0.0
2000-11-21,-6.0241
2000-11-22,5.1282
2000-11-27,2.439
2000-11-28,-0.5952
2000-12-12,10.6587
2000-12-22,-4.5455
2000-12-26,1.1905000000000001
2000-12-27,1.1764999999999999
2000-12-28,1.1628
2000-12-29,-5.7471
2001-01-04,4.7572
2001-01-23,-1.1764999999999999
2001-01-25,-2.3810000000000002
2001-01-26,3.6585
2001-02-13,-1.1764999999999999
2001-03-05,0.5952
2001-03-23,-0.5917
2001-03-30,-4.7619
2001-04-03,5.0
2001-04-09,4.6651
2001-04-18,-6.2857
2001-04-24,1.2195
2001-04-27,4.4578
2001-05-08,-0.9227
2001-05-11,-3.376
2001-05-22,1.2048
2001-05-23,-3.5714
2001-07-02,0.0
2001-07-05,3.3747
2001-07-06,0.216
2001-07-13,-1.7964
2001-07-20,0.0
2001-07-24,0.0
2001-07-27,2.1951
2001-08-23,0.2387
2001-09-10,-2.3810000000000002
2001-09-17,2.439
2001-10-24,-1.3158
2001-10-26,2.4242
2002-01-11,-2.9232
2002-01-18,1.2658
2002-01-24,0.0
2002-01-25,3.75
2002-02-01,-3.6145
2002-02-05,0.0
