ticker,ENRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-10-04,25.0
2006-11-22,60.0
2006-11-30,37.5
2006-12-12,0.0
2007-04-13,83.6364
2007-05-04,-45.5446
2007-08-17,-63.6364
2007-09-20,0.0
2007-09-25,50.0
2007-10-12,-33.3333
2007-10-18,15.0
2007-10-23,-4.3478
2007-10-24,0.0
2007-11-28,59.0909
2007-11-29,14.2857
2007-11-30,0.0
2007-12-04,0.0
2007-12-06,12.5
2007-12-13,0.0
2007-12-14,-55.5556
2008-05-07,25.0
2008-06-16,0.0
2008-06-18,-20.0
2008-09-24,-25.0
2008-10-09,-33.3333
2008-10-10,-50.0
2009-02-05,0.0
2009-02-24,0.0
2009-02-26,0.0
2009-04-07,80.0
2009-05-13,0.0
2009-05-14,0.0
2009-05-18,0.0
2009-05-20,0.0
2009-05-27,0.0
2009-06-01,0.0
2009-06-04,0.0
2009-06-24,-33.3333
2009-06-29,0.0
2009-07-02,0.0
2009-07-14,66.6667
2009-08-12,-40.0
2009-09-04,-33.3333
2009-09-24,-22.5
2009-12-11,-35.4839
2010-01-26,100.0
2010-01-28,62.5
2010-02-08,92.3077
2010-02-09,0.0
2010-03-03,20.0
2010-03-08,-3.3333
2010-03-12,3.4483
2010-03-15,0.0
2010-03-16,1.6667
2010-03-19,-1.6393
2010-03-26,0.0
2010-04-05,-13.3333
2010-05-05,-23.0769
2010-05-19,5.0
2010-05-24,-4.7619
2010-05-28,0.0
2010-06-14,-20.0
2010-06-29,-25.0
2010-06-30,-8.3333
2010-07-06,81.8182
2010-07-08,-10.0
2010-07-16,0.0
2010-07-23,0.0
2010-08-13,11.1111
2010-08-24,25.0
2010-09-24,-40.0
2010-11-15,0.0
2010-12-14,0.0
2011-03-25,-6.6667
2011-04-06,7.1429
2011-04-11,0.0
2011-04-21,-6.6667
2011-05-05,0.0
2011-05-11,7.1429
2011-05-12,0.0
2011-05-13,0.0
2011-06-02,60.0
2011-06-08,16.6667
2011-06-09,-3.5714
2011-06-27,-14.8148
2011-06-30,-4.3478
2011-07-01,4.5455
2011-07-18,-34.7826
2011-07-27,0.0
2011-08-05,-33.3333
2011-08-08,-25.0
2011-08-10,0.0
2011-08-12,-6.6667
2011-08-31,28.5714
2011-09-09,-11.1111
2011-09-19,0.0
2011-09-20,-18.75
2011-09-29,-15.3846
2011-10-07,63.6364
2011-10-13,0.0
2011-10-28,-16.6667
2011-10-31,33.3333
2011-11-07,-40.0
2011-12-02,16.6667
2011-12-08,-14.2857
