ticker,SEED US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-03-30,0.8421
2004-04-08,-2.714
2004-04-12,0.8584
2004-04-14,0.0
2004-04-15,1.0638
2004-04-16,2.1053
2004-04-20,1.0309
2004-04-21,-3.6734999999999998
2004-04-26,1.6949
2004-04-27,-1.6667
2004-04-28,1.6949
2004-04-30,0.0
2004-05-03,-1.0417
2004-05-04,1.0526
2004-05-05,0.0
2004-05-06,0.0
2004-05-10,4.1667
2004-05-11,-5.0
2004-05-12,1.0526
2004-05-14,-0.625
2004-05-17,-0.2096
2004-05-20,0.8403
2004-05-21,0.0
2004-05-24,1.0417
2004-05-25,-2.0619
2004-05-26,1.0526
2004-05-27,-0.625
2004-05-28,-0.4193
2004-06-02,1.0526
2004-06-08,0.0
2004-06-10,-0.8333
2004-06-14,-0.2101
2004-06-15,0.0
2004-06-16,0.0
2004-06-17,0.0
2004-06-18,0.0
2004-06-21,0.4211
2004-06-22,-0.4193
2004-06-23,0.0
2004-06-24,0.0
2004-06-25,0.6316
2004-06-28,-0.4184
2004-06-29,-0.2101
2004-06-30,0.2105
2004-07-01,0.2101
2004-07-02,0.6289
2004-07-07,-0.4167
2004-07-08,1.4644
2004-07-09,0.0
2004-07-12,0.0
2004-07-14,1.0309
2004-07-15,-1.0204
2004-07-20,0.6186
2004-07-21,0.4098
2004-07-23,0.0
2004-07-26,-0.6122
2004-07-27,0.0
2004-07-30,0.0
2004-08-04,0.616
2004-08-12,0.0
2004-08-13,0.0
2004-08-18,0.0
2004-08-19,0.0
2004-08-20,0.0
2004-08-24,0.0
2004-08-26,-1.8367
2004-08-27,1.8711
2004-08-30,0.8163
2004-09-01,0.0
2004-09-02,-0.8097
2004-09-03,0.0
2004-09-07,0.0
2004-09-09,0.0
2004-09-13,0.6122
2004-09-21,-0.4057
2004-09-22,0.0
2004-09-23,0.0
2004-09-24,-0.2037
2004-09-28,0.0
2004-10-04,0.0
2004-10-05,0.0
2004-10-06,0.6122
2004-10-07,-0.6085
2004-10-08,0.0
2004-10-12,0.0
2004-10-14,0.0
2004-10-18,0.0
2004-10-19,0.0
2004-10-21,0.0
2004-10-22,0.0
2004-10-25,0.0
2004-10-28,0.0
2004-11-03,2.0408
2004-11-15,0.0
2004-11-16,0.0
2004-11-18,1.6
2004-11-19,2.3622
2004-11-22,0.0
2004-11-23,-0.1923
2004-11-26,-0.7707
2004-11-29,0.7767
2004-11-30,0.0
2004-12-02,0.0
2004-12-03,0.0
2004-12-06,0.0
