ticker,ODMO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-02-15,-2.7778
2005-02-16,-0.1143
2005-02-17,0.6865
2005-02-18,1.8182
2005-02-22,-0.6696
2005-02-23,0.0
2005-02-24,0.0
2005-02-25,-2.809
2005-02-28,-4.0462
2005-03-01,2.1687
2005-03-02,-4.3632
2005-03-03,-1.3564
2005-03-04,-6.25
2005-03-07,3.3333
2005-03-08,-3.871
2005-03-09,-2.0134
2005-03-10,0.0
2005-03-11,-3.1507
2005-03-14,9.4767
2005-03-15,-0.646
2005-03-16,-2.4707
2005-03-17,-4.0
2005-03-18,-2.3611
2005-03-21,-4.6942
2005-03-22,-2.8358
2005-03-23,-1.6897
2005-03-24,2.3437
2005-03-28,3.8167999999999997
2005-03-29,0.0
2005-03-30,-10.2941
2005-03-31,1.8033000000000001
2005-04-01,1.6103
2005-04-04,-0.7924
2005-04-05,7.8275
2005-04-06,-0.5926
2005-04-07,-0.149
2005-04-08,0.0
2005-04-11,-5.9701
2005-04-12,1.4285999999999999
2005-04-13,-2.1909
2005-04-14,1.44
2005-04-15,2.0505
2005-04-18,-9.8918
2005-04-19,4.4597
2005-04-20,-2.1346
2005-04-21,-2.6846
2005-04-22,-3.4483
2005-04-25,0.0
2005-04-26,0.0
2005-04-27,0.0
2005-04-28,0.0
2005-04-29,0.0
2005-05-02,-0.8929
2005-05-03,0.9009
2005-05-04,1.25
2005-05-05,-0.3527
2005-05-06,-0.885
2005-05-09,0.7143
2005-05-10,-0.3546
2005-05-11,-3.0249
2005-05-12,-7.3394
2005-05-13,-0.9901
2005-05-16,-11.6
2005-05-17,-7.2398
2005-05-18,-8.2927
2005-05-19,3.9894
2005-05-20,12.0205
2005-05-23,-2.968
2005-05-24,-1.1764999999999999
2005-05-25,-2.3810000000000002
2005-05-26,1.9512
2005-05-27,6.4593
2005-05-31,0.6742
2005-06-01,1.8039
2005-06-02,8.9718
2005-06-03,-3.0181
2005-06-06,1.4523
2005-06-07,-2.045
2005-06-08,0.4175
2005-06-09,-0.2079
2005-06-10,-1.6667
2005-06-13,11.2288
2005-06-14,0.5714
2005-06-15,-1.3258
2005-06-16,-1.9194
2005-06-17,2.3483
2005-06-20,2.4665
2005-06-21,-2.034
2005-06-22,0.0
2005-06-23,3.8095
2005-06-24,1.8349
2005-06-27,-3.2432
2005-06-28,-0.3724
2005-06-29,-3.7382999999999997
2005-06-30,-0.9709
2005-07-01,7.8431
2005-07-05,-4.5455
2005-07-06,-1.9048
