ticker,CBRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-06-10,-3.4211
2004-06-14,-0.8174
2004-06-15,3.022
2004-06-16,1.3333
2004-06-17,0.2632
2004-06-18,-0.105
2004-06-21,0.3153
2004-06-22,-0.1572
2004-06-23,-0.8919
2004-06-24,0.5823
2004-06-25,0.0
2004-06-28,0.0
2004-06-29,0.5263
2004-06-30,0.0
2004-07-01,0.0
2004-07-02,0.2618
2004-07-06,-0.3133
2004-07-07,-0.2095
2004-07-08,0.0
2004-07-09,-0.2625
2004-07-12,-0.4737
2004-07-13,0.7932
2004-07-14,0.2099
2004-07-15,-0.2618
2004-07-16,-0.7874
2004-07-19,0.5291
2004-07-20,0.0
2004-07-21,0.0526
2004-07-22,1.1047
2004-07-23,-1.6649
2004-07-26,-0.6349
2004-07-27,0.0
2004-07-28,0.426
2004-07-29,0.2121
2004-07-30,0.2116
2004-08-02,0.4224
2004-08-03,0.7886
2004-08-04,-0.626
2004-08-05,3.4646
2004-08-06,-1.4713
2004-08-09,-1.7508
2004-08-10,1.153
2004-08-11,0.0
2004-08-12,-0.2591
2004-08-13,-0.2597
2004-08-16,-0.2083
2004-08-17,-1.6179999999999999
2004-08-18,0.3183
2004-08-19,1.1105
2004-08-20,1.4644
2004-08-23,-1.134
2004-08-24,0.6257
2004-08-25,0.2073
2004-08-26,0.5171
2004-08-27,-0.5658
2004-08-30,0.4656
2004-08-31,0.3605
2004-09-01,1.2827
2004-09-02,1.1651
2004-09-03,3.1547
2004-09-07,0.6796
2004-09-08,-2.0251
2004-09-09,5.315
2004-09-10,4.486
2004-09-13,0.8945
2004-09-14,0.9309
2004-09-15,-1.2297
2004-09-16,-1.3338999999999999
2004-09-17,-0.8562
2004-09-20,1.8182
2004-09-21,-0.1786
2004-09-22,0.4025
2004-09-23,2.1826
2004-09-24,-1.4821
2004-09-27,0.0442
2004-09-28,2.0787
2004-09-29,2.4263
2004-09-30,-2.2843
2004-10-01,1.7749000000000001
2004-10-04,3.8707000000000003
2004-10-05,-0.6962
2004-10-06,0.2474
2004-10-07,1.6865
2004-10-08,0.7282
2004-10-11,1.7269
2004-10-12,-1.3028
2004-10-13,-0.8
2004-10-14,0.4032
2004-10-15,-3.1325
2004-10-18,1.2438
2004-10-19,0.1229
2004-10-20,2.6176
2004-10-21,0.8768
2004-10-22,-1.1458
2004-10-25,0.5596
2004-10-26,0.9141
2004-10-27,2.9933
2004-10-28,0.153
2004-10-29,-1.1073
2004-11-01,-0.8108
