ticker,FPH US Equity
2017-09-29,0.813
2017-10-02,-0.6598
2017-10-03,-0.2952
2017-10-04,0.5181
2017-10-05,1.6937
2017-10-06,-0.7241
2017-10-09,-0.0729
2017-10-10,-0.438
2017-10-11,0.8065
2017-10-12,-0.4364
2017-10-13,-0.5844
2017-10-16,-2.4981999999999998
2017-10-17,1.4318
2017-10-18,-2.6746
2017-10-19,-0.229
2017-10-20,1.2242
2017-10-23,-1.0582
2017-10-24,-0.6875
2017-10-25,0.3077
2017-10-26,-1.6104
2017-10-27,1.9485999999999999
2017-10-30,-1.9113
2017-10-31,0.1559
2017-11-01,-0.3113
2017-11-02,-4.3716
2017-11-03,3.102
2017-11-06,0.7126
2017-11-07,-0.7862
2017-11-08,5.3883
2017-11-09,-0.3759
2017-11-10,3.6981
2017-11-13,0.1456
2017-11-14,3.1977
2017-11-15,-2.6056
2017-11-16,1.3014999999999999
2017-11-17,-1.2134
2017-11-20,0.7948
2017-11-21,-0.3584
2017-11-22,-0.0719
2017-11-24,0.144
2017-11-27,-1.9409999999999998
2017-11-28,1.5396
2017-11-29,0.361
2017-11-30,0.7194
2017-12-01,2.5
2017-12-04,-1.115
2017-12-05,-0.9866
2017-12-06,-0.3559
2017-12-07,0.4286
2017-12-08,0.4979
2017-12-11,0.4954
2017-12-12,-1.4085
2017-12-13,0.2143
2017-12-14,0.2851
2017-12-15,0.4264
2017-12-18,-0.2123
2017-12-19,-0.8511
2017-12-20,0.1431
2017-12-21,0.1429
2017-12-22,-1.4979
2017-12-26,-0.0724
2017-12-27,-0.6522
2017-12-28,2.5529
2017-12-29,0.2845
2018-01-02,-0.2128
2018-01-03,3.9801
2018-01-04,-1.5038
2018-01-05,-1.3185
2018-01-08,-0.9142
2018-01-09,-0.3549
2018-01-10,3.7037
2018-01-11,2.6786
2018-01-12,-0.8027
2018-01-16,-1.6183
2018-01-17,1.5079
2018-01-18,1.2829
2018-01-19,-0.3333
2018-01-22,-2.2074
2018-01-23,0.2052
2018-01-24,-1.9795
2018-01-25,-1.1838
2018-01-26,-1.2685
2018-01-29,-2.1413
2018-01-30,-0.1459
2018-01-31,0.8035
2018-02-01,1.0145
2018-02-02,-2.2956
2018-02-05,-3.4508
2018-02-06,-0.3042
2018-02-07,-1.5255999999999998
2018-02-08,-0.3873
2018-02-09,-0.3888
2018-02-12,2.7321999999999997
2018-02-13,0.304
2018-02-14,0.4545
2018-02-15,1.2821
2018-02-16,2.3083
2018-02-20,-0.5095
2018-02-21,-0.2195
2018-02-22,0.0733
2018-02-23,0.5128
2018-02-26,0.4373
2018-02-27,-0.7983
2018-02-28,-1.1703999999999999
2018-03-01,0.2961
2018-03-02,3.2472
2018-03-05,1.8585
2018-03-06,-0.4211
2018-03-07,-0.2114
2018-03-08,0.1412
2018-03-09,0.4937
2018-03-12,0.1404
2018-03-13,3.4338
2018-03-14,-1.4905
2018-03-15,-1.4443
2018-03-16,-0.6978
2018-03-19,0.9136
2018-03-20,-0.1393
2018-03-21,0.5579
2018-03-22,-0.1387
2018-03-23,-0.2083
2018-03-26,1.8789
2018-03-27,-0.0683
2018-03-28,-2.5974
2018-03-29,0.0702
2018-04-02,-0.2104
2018-04-03,0.6325
2018-04-04,2.7235
2018-04-05,1.4956
2018-04-06,-1.4066
2018-04-09,-0.9511
2018-04-10,-1.6461000000000001
2018-04-11,1.325
2018-04-12,-0.5506
2018-04-13,-1.9377
2018-04-16,-1.7643
2018-04-17,1.0776
2018-04-18,0.995
2018-04-19,-1.1963
2018-04-20,0.4986
2018-04-23,-0.567
2018-04-24,-1.8532
2018-04-25,-2.4691
2018-04-26,-0.1489
2018-04-27,-0.1491
2018-04-30,-0.6721
2018-05-01,2.1805
2018-05-02,-1.8396
2018-05-03,-2.1739
2018-05-04,1.3027
2018-05-07,-0.0756
2018-05-08,0.2271
2018-05-09,-1.3595
2018-05-10,-0.2297
2018-05-11,1.7652
2018-05-14,-1.2821
2018-05-15,-5.5768
2018-05-16,-0.4854
2018-05-17,-0.3252
2018-05-18,-3.1811
2018-05-21,-3.3698
2018-05-22,1.6564999999999999
2018-05-23,-0.5146
2018-05-24,-1.1207
2018-05-25,-0.0872
2018-05-29,2.7923
2018-05-30,-5.0934
2018-05-31,-0.1789
2018-06-01,-0.3584
2018-06-04,-0.3597
2018-06-05,4.3321
2018-06-06,0.0865
2018-06-07,-1.1236
2018-06-08,0.1748
2018-06-11,-2.007
2018-06-12,1.3357
2018-06-13,-3.2513
2018-06-14,-0.4541
2018-06-15,-2.3723
2018-06-18,-0.2804
2018-06-19,0.0
2018-06-20,-0.4686
2018-06-21,4.2373
2018-06-22,-0.1807
2018-06-25,-0.4525
2018-06-26,2.1818
2018-06-27,-2.0463
2018-06-28,2.4523
2018-06-29,-0.266
2018-07-02,-0.5333
2018-07-03,0.3575
2018-07-05,4.3633
2018-07-06,-0.3413
2018-07-09,1.113
2018-07-10,2.6249000000000002
2018-07-11,-0.5776
2018-07-12,1.0788
2018-07-13,0.9031
2018-07-16,-0.3255
2018-07-17,0.898
2018-07-18,-1.0518
2018-07-19,-0.2453
2018-07-20,-0.8197
2018-07-23,-2.6446
2018-07-24,0.764
2018-07-25,-4.1281
2018-07-26,-2.109
2018-07-27,0.0
2018-07-30,1.2567
2018-07-31,-0.7979
2018-08-01,0.1787
2018-08-02,-1.6949
2018-08-03,0.2722
2018-08-06,-0.0905
2018-08-07,0.9964
2018-08-08,1.5247000000000002
2018-08-09,0.7951
2018-08-10,-3.0675
2018-08-13,-0.3617
2018-08-14,-0.5445
2018-08-15,-2.8285
2018-08-16,2.0657
2018-08-17,-1.4719
2018-08-20,0.5602
2018-08-21,3.714
2018-08-22,1.5219
2018-08-23,-1.7637
2018-08-24,-1.4363000000000001
2018-08-27,0.0911
2018-08-28,0.091
2018-08-29,0.0909
2018-08-30,0.3633
2018-08-31,-0.9955
2018-09-04,-2.6508000000000003
2018-09-05,-1.3146
2018-09-06,0.4757
2018-09-07,-1.5152
2018-09-10,-1.0577
2018-09-11,-0.6803
2018-09-12,-0.6849
2018-09-13,-0.5911
2018-09-14,1.9822
2018-09-17,-1.1662
2018-09-18,-0.59
2018-09-19,-0.1978
2018-09-20,0.0
2018-09-21,-1.1893
2018-09-24,-1.1033
2018-09-25,-1.1156
2018-09-26,-0.2051
2018-09-27,-1.8498999999999999
2018-09-28,-1.466
2018-10-01,-1.8066
2018-10-02,-1.4069
2018-10-03,2.6345
2018-10-04,-2.5667999999999997
2018-10-05,-1.0977
2018-10-08,1.8868
2018-10-09,-1.4161000000000001
2018-10-10,-7.2928
2018-10-11,-0.8343
2018-10-12,0.0
2018-10-15,0.0
2018-10-16,2.8846
2018-10-17,-2.9206
2018-10-18,-3.8508
2018-10-19,-0.6258
2018-10-22,-1.0076
2018-10-23,-2.2901
2018-10-24,-4.5573
2018-10-25,1.5007000000000001
2018-10-26,1.2097
2018-10-29,2.1248
2018-10-30,-3.251
2018-10-31,2.1505
2018-11-01,6.5789
2018-11-02,-1.1111
2018-11-05,-0.7491
2018-11-06,2.6414999999999997
2018-11-07,-0.6127
2018-11-08,-4.1924
2018-11-09,-2.9600999999999997
2018-11-12,0.9284
2018-11-13,1.5769
2018-11-14,-6.0802
2018-11-15,3.5813
2018-11-16,0.9309
2018-11-19,-6.1924
2018-11-20,0.4213
2018-11-21,5.1748
2018-11-23,-0.133
2018-11-26,0.1332
2018-11-27,0.6649
2018-11-28,3.5667
2018-11-29,-0.5102
2018-11-30,-1.6667
2018-12-03,1.9557
2018-12-04,-2.8133
2018-12-06,5.0
2018-12-07,1.8797000000000001
2018-12-10,0.984
2018-12-11,-0.2436
2018-12-12,-1.3431
2018-12-13,-1.1139000000000001
2018-12-14,-0.7509
2018-12-17,-2.6482
2018-12-18,1.2953000000000001
2018-12-19,-1.6623999999999999
2018-12-20,-3.251
2018-12-21,-3.0914
2018-12-24,-2.3578
2018-12-26,2.5568
2018-12-27,-1.385
2018-12-28,-2.6685
2018-12-31,0.1443
2019-01-02,-0.5764
2019-01-03,4.058
2019-01-04,1.3928
2019-01-07,5.7692
2019-01-08,2.8571
2019-01-09,1.7677
2019-01-10,0.2481
2019-01-11,-4.4554
2019-01-14,-0.5181
2019-01-15,-1.0417
2019-01-16,-2.6316
2019-01-17,-0.8108
2019-01-18,-3.2698
2019-01-22,-0.7042
2019-01-23,0.2837
2019-01-24,0.8487
2019-01-25,-0.1403
2019-01-28,2.3876
2019-01-29,2.332
2019-01-30,0.134
2019-01-31,2.6774
2019-02-01,-4.3025
2019-02-04,1.2262
2019-02-05,0.5384
2019-02-06,-2.4096
2019-02-07,1.5089000000000001
2019-02-08,4.3243
2019-02-11,-1.0363
2019-02-12,1.9634
2019-02-13,-0.5135
2019-02-14,-2.7096999999999998
2019-02-15,2.122
2019-02-19,2.987
2019-02-20,1.1349
2019-02-21,1.6209
2019-02-22,-1.227
2019-02-25,0.6211
2019-02-26,-1.358
2019-02-27,-0.5006
2019-02-28,-1.5093999999999999
2019-03-01,-0.6386
2019-03-04,0.2571
2019-03-05,0.0
2019-03-06,-1.4102999999999999
2019-03-07,-2.4707
2019-03-08,-1.0667
2019-03-11,1.6173
2019-03-12,2.7851
2019-03-13,-0.5161
2019-03-14,-3.5019
2019-03-15,-0.2688
2019-03-18,-3.7736
2019-03-19,1.9607999999999999
2019-03-20,-2.3352
2019-03-21,2.2504
2019-03-22,-2.4759
2019-03-25,0.4231
2019-03-26,0.1404
2019-03-27,1.8233000000000001
2019-03-28,-0.8264
2019-03-29,0.1389
2019-04-01,4.577
2019-04-02,0.1326
2019-04-03,0.7947
2019-04-04,1.8397000000000001
2019-04-05,1.6774
2019-04-08,-1.2690000000000001
2019-04-09,-1.4139
2019-04-10,4.3025
2019-04-11,0.25
2019-04-12,0.6234
2019-04-15,2.8501
2019-04-16,2.2892
2019-04-17,-1.4134
2019-04-18,2.0311
2019-04-22,-3.0445
2019-04-23,1.4493
2019-04-24,-0.4762
2019-04-25,-0.3589
2019-04-26,1.6806999999999999
2019-04-29,2.4793
2019-04-30,-1.9585
2019-05-01,1.7626
2019-05-02,0.1155
2019-05-03,-0.4614
2019-05-06,3.4762
2019-05-07,-1.4558
2019-05-08,4.2045
2019-05-09,-1.8538999999999999
2019-05-10,-3.8889
2019-05-13,0.1156
2019-05-14,-2.3095
2019-05-15,-0.1182
2019-05-16,2.0118
2019-05-17,-3.2483
2019-05-20,-4.5564
2019-05-21,0.3769
2019-05-22,-0.2503
2019-05-23,-2.5094
2019-05-24,1.1583
2019-05-28,2.4173
2019-05-29,-2.8571
2019-05-30,0.2558
2019-05-31,-1.0204
2019-06-03,0.5155
2019-06-04,-0.7692
2019-06-05,-0.9044
2019-06-06,-0.1304
2019-06-07,0.1305
2019-06-10,1.5645
2019-06-11,-2.9525
2019-06-12,-3.836
2019-06-13,-3.3012
2019-06-14,0.569
2019-06-17,-0.2829
2019-06-18,0.2837
2019-06-19,-0.9901
2019-06-20,0.0
2019-06-21,0.0
2019-06-24,-0.5714
2019-06-25,0.5747
2019-06-26,-1.2857
2019-06-27,2.4602
2019-06-28,6.2147
2019-07-01,1.9947
2019-07-02,1.5645
2019-07-03,0.1284
2019-07-05,3.2051
2019-07-08,0.7453
2019-07-09,0.3699
2019-07-10,-0.1229
2019-07-11,-1.845
2019-07-12,-2.005
2019-07-15,-0.3836
2019-07-16,-1.5404
2019-07-17,-3.781
2019-07-18,0.0
2019-07-19,1.2195
2019-07-22,0.9371
2019-07-23,-2.5199
2019-07-24,0.4082
2019-07-25,0.1355
2019-07-26,1.8944999999999999
2019-07-29,-0.2656
2019-07-30,1.0652
2019-07-31,2.8986
2019-08-01,-1.4085
2019-08-02,-4.8052
2019-08-05,-6.0027
2019-08-06,-1.8868
2019-08-07,-1.0355
2019-08-08,3.438
2019-08-09,-1.3006
2019-08-12,-0.8785
2019-08-13,0.8863
2019-08-14,-3.8067
2019-08-15,1.8265
2019-08-16,2.5411
2019-08-19,0.8746
2019-08-20,5.9249
2019-08-21,1.0914
2019-08-22,-1.7544
2019-08-23,-3.5714
2019-08-26,-0.4274
2019-08-27,-2.1459
2019-08-28,2.4854
2019-08-29,-0.428
2019-08-30,0.5731
2019-09-03,0.0
2019-09-04,-0.5698
2019-09-05,4.0115
2019-09-06,1.5152
2019-09-09,2.9851
2019-09-10,0.1318
2019-09-11,-1.4474
2019-09-12,1.2016
2019-09-13,0.5277
2019-09-16,-2.0997
2019-09-17,-0.4021
2019-09-18,0.0
2019-09-19,0.8075
2019-09-20,1.8692
2019-09-23,0.6553
2019-09-24,-1.3021
2019-09-25,2.5066
2019-09-26,1.287
2019-09-27,-1.5248
2019-09-30,-3.2258
2019-10-01,-4.2667
2019-10-02,-0.1393
2019-10-03,-1.2551999999999999
2019-10-04,1.6949
2019-10-07,-0.4167
2019-10-08,-2.5105
2019-10-09,-0.2861
2019-10-10,-3.4433
2019-10-11,1.3373
2019-10-14,0.5865
2019-10-15,1.1662
2019-10-16,-1.4409
2019-10-17,1.6082
2019-10-18,-0.7194
2019-10-21,0.4348
2019-10-22,0.2886
2019-10-23,-1.1511
2019-10-24,-1.7467000000000001
2019-10-25,-0.2963
2019-10-28,0.0
2019-10-29,-1.3373
2019-10-30,0.0
2019-10-31,-0.4518
2019-11-01,2.118
2019-11-04,0.4444
2019-11-05,0.7375
2019-11-06,0.5857
2019-11-07,-3.6390000000000002
2019-11-08,0.1511
2019-11-11,3.0166
2019-11-12,1.0249
2019-11-13,-0.8696
2019-11-14,0.1462
2019-11-15,1.6058
2019-11-18,-0.8621
2019-11-19,-2.4638
2019-11-20,-1.0401
2019-11-21,0.1502
2019-11-22,0.0
2019-11-25,3.2984
2019-11-26,-0.8708
2019-11-27,1.0249
2019-11-29,1.8841
2019-12-02,-1.2802
2019-12-03,-0.5764
2019-12-04,1.1594
2019-12-05,2.4355
2019-12-06,-1.958
2019-12-09,-0.8559
2019-12-10,-1.8705
2019-12-11,-0.2933
2019-12-12,-0.4412
2019-12-13,-0.4431
2019-12-16,-6.5282
2019-12-17,0.4762
2019-12-18,-0.7899
2019-12-19,3.5032
2019-12-20,3.2308
2019-12-23,1.0432
2019-12-24,1.7699
2019-12-26,-0.5797
2019-12-27,0.7289
2019-12-30,1.1577
2019-12-31,-0.5722
2020-01-02,-2.3022
2020-01-03,-0.2946
2020-01-06,0.5908
2020-01-07,-1.6153
2020-01-08,-0.2985
2020-01-09,0.2994
2020-01-10,-0.2985
2020-01-13,-1.3473
2020-01-14,10.9256
2020-01-15,10.6703
2020-01-16,6.0569
2020-01-17,3.38
2020-01-21,0.0
2020-01-22,-3.044
2020-01-23,0.5814
2020-01-24,1.7341
2020-01-27,-1.25
2020-01-28,1.9563000000000001
2020-01-29,-3.0474
2020-01-30,-2.6775
2020-01-31,-2.9904
2020-02-03,2.4661
2020-02-04,-0.361
2020-02-05,2.0531
2020-02-06,0.355
2020-02-07,0.9434
2020-02-10,-1.6355
2020-02-11,7.2447
2020-02-12,1.4396
2020-02-13,-0.7642
2020-02-14,-0.7701
2020-02-18,-2.5499
2020-02-19,2.3891
2020-02-20,-0.8889
2020-02-21,0.5605
2020-02-24,-4.0134
2020-02-25,-4.7619
2020-02-26,-1.3415
2020-02-27,-7.0457
2020-02-28,-0.3989
2020-03-02,3.2043
2020-03-03,-0.2587
2020-03-04,4.2802
2020-03-05,-6.592
2020-03-06,-4.3941
2020-03-09,-10.3064
2020-03-10,3.7267
2020-03-11,-9.1317
2020-03-12,-16.4745
2020-03-13,15.7791
2020-03-16,-21.9761
2020-03-17,0.655
2020-03-18,-16.9197
2020-03-19,27.9373
2020-03-20,-15.7143
2020-03-23,-6.7797
2020-03-24,15.8442
2020-03-25,3.8117
2020-03-26,8.4233
2020-03-27,-1.3944
2020-03-30,3.0303
2020-03-31,-0.5882
2020-04-01,-2.3669000000000002
2020-04-02,-1.0101
2020-04-03,-5.9184
2020-04-06,11.0629
2020-04-07,7.4219
2020-04-08,2.3636
2020-04-09,-4.2629
2020-04-13,-9.6475
2020-04-14,3.0801
2020-04-15,-7.1713000000000005
2020-04-16,0.4292
2020-04-17,2.1368
2020-04-20,-4.8117
2020-04-21,-1.0989
2020-04-22,-2.6667
2020-04-23,-2.968
2020-04-24,-1.4118
2020-04-27,14.7971
2020-04-28,9.5634
2020-04-29,5.8824
2020-04-30,1.0753
2020-05-01,-1.0638
2020-05-04,-7.5269
2020-05-05,1.5504
2020-05-06,-7.2519
2020-05-07,1.8519
2020-05-08,7.2727
2020-05-11,-0.9416
2020-05-12,2.6616
2020-05-13,-12.407399999999999
2020-05-14,2.7484
2020-05-15,1.4403000000000001
2020-05-18,9.9391
2020-05-19,-1.6604999999999999
2020-05-20,-0.5629
2020-05-21,0.9434
2020-05-22,-4.8598
2020-05-26,5.3045
2020-05-27,-2.7984999999999998
2020-05-28,-2.4952
2020-05-29,-1.3780000000000001
2020-06-01,0.3992
2020-06-02,4.7714
2020-06-03,7.7799
2020-06-04,-4.0493
2020-06-05,2.5688
2020-06-08,3.22
2020-06-09,-4.1594
2020-06-10,-6.3291
2020-06-11,-7.529
2020-06-12,1.6701000000000001
2020-06-15,3.0801
2020-06-16,2.7888
2020-06-17,-1.3566
2020-06-18,-1.5716999999999999
2020-06-19,-6.3872
2020-06-22,2.1322
2020-06-23,-3.5491
2020-06-24,-3.8961
2020-06-25,0.9009
2020-06-26,-0.2232
2020-06-29,5.1454
2020-06-30,-2.1277
2020-07-01,-1.3043
2020-07-02,-1.5419
2020-07-06,0.8949
2020-07-07,-0.8869
2020-07-08,-0.4474
2020-07-09,-3.8202
2020-07-10,0.0
2020-07-13,1.8692
2020-07-14,0.9174
2020-07-15,6.1364
2020-07-16,-0.4283
2020-07-17,0.0
2020-07-20,-3.871
2020-07-21,2.9083
2020-07-22,1.5217
2020-07-23,0.4283
2020-07-24,2.5586
2020-07-27,1.2474
2020-07-28,1.0267
2020-07-29,1.8293
2020-07-30,3.5928
2020-07-31,-7.5145
