ticker,DLTR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.9032
2000-01-04,-0.1279
2000-01-05,0.128
2000-01-06,1.7903
2000-01-07,3.6432
2000-01-10,3.7576
2000-01-11,-3.7382999999999997
2000-01-12,-1.8204
2000-01-13,3.0902
2000-01-14,2.518
2000-01-18,0.0
2000-01-19,-2.2222
2000-01-20,-5.7416
2000-01-21,-2.665
2000-01-24,-4.9544
2000-01-25,2.4691
2000-01-26,-0.4016
2000-01-27,-4.3011
2000-01-28,0.2809
2000-01-31,-1.2605
2000-02-01,2.8369
2000-02-02,2.069
2000-02-03,2.2973
2000-02-04,-2.2457
2000-02-07,-1.7568000000000001
2000-02-08,2.2008
2000-02-09,-4.4415
2000-02-10,-5.3521
2000-02-11,-2.6786
2000-02-14,-1.0703
2000-02-15,-2.9366
2000-02-16,-6.3694
2000-02-17,-2.551
2000-02-18,-4.014
2000-02-22,-6.7273
2000-02-23,11.501
2000-02-24,0.8741
2000-02-25,-3.2929
2000-02-28,6.4516
2000-02-29,4.5455
2000-03-01,-6.1192
2000-03-02,3.6021
2000-03-03,3.8079
2000-03-06,-8.612400000000001
2000-03-07,-2.7923
2000-03-08,8.4381
2000-03-09,13.245
2000-03-10,-6.2865
2000-03-13,-0.312
2000-03-14,-5.6338
2000-03-15,17.7446
2000-03-16,6.1972
2000-03-17,-0.5305
2000-03-20,-4.4
2000-03-21,4.742
2000-03-22,0.6658
2000-03-23,0.0
2000-03-24,-5.1587
2000-03-27,0.4184
2000-03-28,0.0
2000-03-29,11.1111
2000-03-30,3.25
2000-03-31,0.9685
2000-04-03,5.036
2000-04-04,-4.7945
2000-04-05,-1.9184999999999999
2000-04-06,4.2787
2000-04-07,-2.1102
2000-04-10,-2.6347
2000-04-11,-0.246
2000-04-12,4.8088999999999995
2000-04-13,-4.8235
2000-04-14,-4.5735
2000-04-17,6.0881
2000-04-18,1.7094
2000-04-19,-2.521
2000-04-20,-2.7094
2000-04-24,3.1646
2000-04-25,1.1043
2000-04-26,12.3786
2000-04-27,2.8078
2000-04-28,-2.7311
2000-05-01,0.108
2000-05-02,0.2157
2000-05-03,-6.1356
2000-05-04,4.8165
2000-05-05,6.7834
2000-05-08,0.4098
2000-05-09,-3.2653
2000-05-10,-0.6329
2000-05-11,4.7771
2000-05-12,-3.6474
2000-05-15,3.9958
2000-05-16,2.73
2000-05-17,-3.9370000000000003
2000-05-18,-0.4098
2000-05-19,-1.749
2000-05-22,-1.6754
