ticker,UBQU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-11,-97.1111
2010-06-14,207.6923
2010-06-15,-25.0
2010-06-16,100.0
2010-06-21,-66.6667
2010-06-24,-30.0
2010-06-25,7.1429
2010-07-02,-20.0
2010-07-06,46.6667
2010-07-08,-14.7727
2010-07-12,-6.6667
2010-09-30,14.2857
2010-10-04,-37.5
2010-10-05,-30.0
2010-10-14,42.8571
2010-12-15,-75.75
2011-01-18,0.0
2012-07-25,-98.4536
2012-07-26,166.6667
2013-02-25,7837.5
2013-02-27,25.9843
2013-02-28,0.0
2013-03-08,180.0
2013-03-11,-28.5714
2013-03-12,0.0
2013-03-13,50.0
2013-03-15,0.0
2013-03-22,0.0
2013-03-26,33.3333
2013-04-08,0.0
2013-04-09,75.0
2013-04-11,-37.1429
2013-04-12,0.0
2013-04-15,0.0
2013-04-16,59.0909
2013-04-17,-37.1429
2013-04-18,0.0
2013-04-19,72.7273
2013-05-07,-7.8947
2013-05-09,-14.2857
2013-05-10,-16.6667
2013-05-13,0.0
2013-05-14,52.0
2013-05-15,-26.3158
2013-05-16,25.0
2013-05-21,-14.2857
2013-05-28,-26.6667
2013-05-29,0.0
2013-05-30,59.0909
2013-06-03,0.0
2013-06-05,0.0
2013-06-07,0.0
2013-06-10,0.0
2013-06-12,-14.2857
2013-06-14,0.0
2013-06-17,66.6667
2013-06-20,-30.0
2013-06-21,42.8571
2013-06-24,0.0
2013-06-26,-22.0
2013-06-27,0.0
2013-06-28,0.0
2013-07-01,-9.8718
2013-07-02,25.1778
2013-07-05,0.0
2013-07-08,2.2727
2013-07-09,2.2222
2013-07-10,0.0
2013-07-11,-4.3478
2013-07-12,2.2727
2013-07-15,4.4444
2013-07-16,0.0
2013-07-17,-4.2553
2013-07-18,-15.5556
2013-07-19,18.4211
2013-07-23,0.0
2013-07-24,0.0
2013-07-25,-44.4444
2013-07-26,60.0
2013-07-29,0.0
2013-07-30,0.0
2013-07-31,-5.0
2013-08-01,-41.8421
2013-08-02,99.095
2013-08-05,-61.3636
2013-08-06,158.8235
2013-08-08,-25.0
2013-08-09,33.3333
2013-08-12,-59.0909
2013-08-13,138.8889
2013-08-15,-23.2558
2013-08-16,33.3333
2013-08-19,-9.0909
2013-08-20,5.0
2013-08-21,0.0
2013-08-22,-11.9048
2013-08-23,13.5135
2013-08-27,0.0
2013-08-29,-23.8095
2013-08-30,25.0
2013-09-04,0.0
2013-09-05,-6.25
2013-09-06,-46.6333
2013-09-09,78.6384
