ticker,MHLD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-05-07,-1.25
2008-05-08,0.0
2008-05-09,-2.0253
2008-05-12,-0.1292
2008-05-13,0.9056
2008-05-14,-3.8462
2008-05-15,0.8
2008-05-19,0.0
2008-05-21,2.9101
2008-05-22,-2.3136
2008-05-23,0.0
2008-05-27,-0.9211
2008-05-28,0.3984
2008-05-29,-0.7937
2008-05-30,0.9333
2008-06-02,-1.0568
2008-06-03,-0.267
2008-06-04,0.4016
2008-06-05,0.0
2008-06-06,-2.6667
2008-06-09,-6.9863
2008-06-10,11.0457
2008-06-11,-2.7851
2008-06-12,1.9100000000000001
2008-06-13,2.2758
2008-06-16,-0.2618
2008-06-17,-1.4436
2008-06-18,-0.1332
2008-06-19,1.3333
2008-06-20,0.0
2008-06-23,-5.5263
2008-06-24,-1.3928
2008-06-25,0.0
2008-06-26,-2.2599
2008-06-27,-2.4566
2008-06-30,-4.4776
2008-07-01,-0.3125
2008-07-02,-4.3887
2008-07-03,-9.0164
2008-07-07,-5.9459
2008-07-08,15.9004
2008-07-09,-7.1074
2008-07-10,5.8719
2008-07-11,-1.3445
2008-07-14,-11.0733
2008-07-15,9.1954
2008-07-16,0.8772
2008-07-17,6.9565
2008-07-18,2.439
2008-07-21,0.1587
2008-07-22,6.9731
2008-07-23,3.2593
2008-07-24,0.1435
2008-07-25,-0.4298
2008-07-28,-4.8921
2008-07-29,5.9002
2008-07-30,0.7143
2008-07-31,-0.9929
2008-08-01,-3.2951
2008-08-04,-12.592600000000001
2008-08-05,16.6102
2008-08-06,-0.8721
2008-08-07,-3.5191
2008-08-08,3.3435
2008-08-11,3.3824
2008-08-12,-0.2845
2008-08-13,3.281
2008-08-14,1.7955999999999999
2008-08-15,-4.2062
2008-08-18,-6.5156
2008-08-19,-2.2727
2008-08-20,-2.6357
2008-08-21,0.0
2008-08-22,6.5287
2008-08-25,-5.3812
2008-08-26,-0.316
2008-08-27,2.3772
2008-08-28,1.3932
2008-08-29,-0.458
2008-09-02,1.0735999999999999
2008-09-03,-1.8209
2008-09-04,-1.0819
2008-09-05,-2.8125
2008-09-08,6.1093
2008-09-09,-5.4545
2008-09-10,3.5256
2008-09-11,0.3096
2008-09-12,-4.6296
2008-09-15,-12.4595
2008-09-16,2.2181
2008-09-17,-15.9132
2008-09-18,9.6774
2008-09-19,11.7647
2008-09-22,-8.9474
2008-09-23,-5.2023
2008-09-24,-0.4065
2008-09-25,2.0408
2008-09-26,3.8
