ticker,EVER US Equity
2018-11-13,-43.4929
2018-11-14,-8.6181
2018-11-15,-3.1707
2018-11-16,-7.4727
2018-11-19,-9.0744
2018-11-20,0.0
2018-11-21,9.3812
2018-11-23,9.4891
2018-11-26,8.0
2018-11-27,-13.5802
2018-11-28,10.7143
2018-11-29,-0.8065
2018-11-30,0.3252
2018-12-03,-1.7828
2018-12-04,-0.8251
2018-12-06,4.6589
2018-12-07,-6.2003
2018-12-10,2.5423999999999998
2018-12-11,0.6612
2018-12-12,-1.642
2018-12-13,-13.6895
2018-12-14,-3.8685
2018-12-17,-7.8471
2018-12-18,5.2402
2018-12-19,-0.2075
2018-12-20,-0.4158
2018-12-21,-6.8894
2018-12-24,-4.0359
2018-12-26,-0.7009
2018-12-27,-0.9412
2018-12-28,1.6627
2018-12-31,-2.3364
2019-01-02,9.5694
2019-01-03,-3.7118
2019-01-04,10.6576
2019-01-07,8.6066
2019-01-08,-3.7717
2019-01-09,3.1352
2019-01-10,5.8934999999999995
2019-01-11,1.9748999999999999
2019-01-14,2.1127
2019-01-15,-1.7241
2019-01-16,7.0175
2019-01-17,-5.5738
2019-01-18,2.7778
2019-01-22,-1.6892
2019-01-23,0.1718
2019-01-24,-3.7736
2019-01-25,0.0
2019-01-28,0.0
2019-01-29,-4.4563
2019-01-30,1.7724
2019-01-31,2.6581
2019-02-01,-1.6071
2019-02-04,-1.9964
2019-02-05,2.2222
2019-02-06,3.442
2019-02-07,-0.1751
2019-02-08,0.8772
2019-02-11,-5.2174
2019-02-12,3.6696999999999997
2019-02-13,-0.708
2019-02-14,-1.0695000000000001
2019-02-15,0.1802
2019-02-19,1.259
2019-02-20,-2.6643
2019-02-21,1.6423
2019-02-22,6.2837
2019-02-25,2.1959
2019-02-26,16.6942
2019-02-27,5.5241
2019-02-28,2.5503
2019-03-01,-3.4031000000000002
2019-03-04,4.065
2019-03-05,-0.2604
2019-03-06,-2.6109999999999998
2019-03-07,0.5362
2019-03-08,-0.4
2019-03-11,0.6693
2019-03-12,-3.8564
2019-03-13,3.0429
2019-03-14,0.5369
2019-03-15,-0.6676
2019-03-18,1.8817
2019-03-19,1.5831
2019-03-20,1.6883
2019-03-21,0.2554
2019-03-22,0.3822
2019-03-25,-1.7766
2019-03-26,-2.8424
2019-03-27,1.4628
2019-03-28,-1.0485
2019-03-29,-1.457
2019-04-01,5.2419
2019-04-02,2.1711
2019-04-03,5.625
2019-04-04,-1.7751000000000001
2019-04-05,0.1205
2019-04-08,-1.8051
2019-04-09,-2.0833
2019-04-10,4.1302
2019-04-11,-0.8413
2019-04-12,2.1818
2019-04-15,0.2372
2019-04-16,0.5917
2019-04-17,1.1764999999999999
2019-04-18,-0.6977
2019-04-22,-0.4684
2019-04-23,0.9412
2019-04-24,1.7483
2019-04-25,-0.2291
2019-04-26,1.837
2019-04-29,1.4656
2019-04-30,-0.1111
2019-05-01,-3.0033
2019-05-02,2.4083
2019-05-03,-0.8959
2019-05-06,4.1808
2019-05-07,12.6898
2019-05-08,2.1174
2019-05-09,-2.4505
2019-05-10,3.3816
2019-05-13,4.2991
2019-05-14,-1.4337
2019-05-15,0.0
2019-05-16,4.2727
2019-05-17,-6.3644
2019-05-20,2.8864
2019-05-21,0.905
2019-05-22,2.0628
2019-05-23,-2.9877000000000002
2019-05-24,-0.5435
2019-05-28,-0.6375
2019-05-29,0.55
2019-05-30,1.0939
2019-05-31,2.2543
2019-06-03,-4.7619
2019-06-04,4.3519
2019-06-05,2.307
2019-06-06,-0.4337
2019-06-07,4.4425
2019-06-10,4.6706
2019-06-11,-0.4781
2019-06-12,1.8415
2019-06-13,0.9434
2019-06-14,-3.4268
2019-06-17,2.2580999999999998
2019-06-18,-2.5237
2019-06-19,-2.589
2019-06-20,2.0764
2019-06-21,3.0919
2019-06-24,-2.1310000000000002
2019-06-25,-2.2580999999999998
2019-06-26,4.1254
2019-06-27,-3.0903
2019-06-28,6.296
2019-07-01,3.8462
2019-07-02,1.4074
2019-07-03,-1.0226
2019-07-05,-0.5166
2019-07-08,2.003
2019-07-09,-0.6545
2019-07-10,2.123
2019-07-11,0.7168
2019-07-12,1.2811
2019-07-15,-3.9353
2019-07-16,2.7067
2019-07-17,2.849
2019-07-18,0.0
2019-07-19,0.2078
2019-07-22,1.6585999999999999
2019-07-23,-0.136
2019-07-24,1.0211
2019-07-25,-1.2129
2019-07-26,3.5471
2019-07-29,-1.6469
2019-07-30,0.2009
2019-07-31,-0.6016
2019-08-01,-2.8245
2019-08-02,-3.1142
2019-08-05,-5.7143
2019-08-06,49.2424
2019-08-07,-1.4721
2019-08-08,2.576
2019-08-09,0.7032
2019-08-12,-1.1471
2019-08-13,7.6186
2019-08-14,-5.7665
2019-08-15,-1.592
2019-08-16,7.634
2019-08-19,3.8985
2019-08-20,9.1772
2019-08-21,0.2484
2019-08-22,-5.5762
2019-08-23,-2.0122
2019-08-26,1.7856999999999998
2019-08-27,-4.1667
2019-08-28,2.5172
2019-08-29,-0.6696
2019-08-30,0.6292
2019-09-03,0.134
2019-09-04,0.0
2019-09-05,0.4906
2019-09-06,-1.6423
2019-09-09,-3.6552
2019-09-10,-6.3232
2019-09-11,9.9
2019-09-12,1.9108
2019-09-13,-0.1786
2019-09-16,10.5993
2019-09-17,-5.7825
2019-09-18,-2.2747
2019-09-19,-1.581
2019-09-20,-0.0446
2019-09-23,-1.7856999999999998
2019-09-24,-2.1818
2019-09-25,4.5539
2019-09-26,-0.4
2019-09-27,-3.5698
2019-09-30,-1.2494
2019-10-01,-1.2184
2019-10-02,-7.4953
2019-10-03,3.0256
2019-10-04,-1.2444
2019-10-07,0.4536
2019-10-08,-2.2579000000000002
2019-10-09,0.0513
2019-10-10,-3.0272
2019-10-11,3.4392
2019-10-14,-2.3018
2019-10-15,-1.0471
2019-10-16,-2.1164
2019-10-17,1.7297
2019-10-18,-5.1541
2019-10-21,1.7927
2019-10-22,-3.137
2019-10-23,6.6477
2019-10-24,2.7704
2019-10-25,-2.3327999999999998
2019-10-28,2.2824
2019-10-29,0.7784
2019-10-30,5.6128
2019-10-31,-1.0239
2019-11-01,7.1429
2019-11-04,0.092
2019-11-05,28.2499
2019-11-06,4.8711
2019-11-07,1.6735
2019-11-08,2.7209
2019-11-11,1.4716
2019-11-12,-6.252
2019-11-13,-0.1375
2019-11-14,-4.6472
2019-11-15,2.3466
2019-11-18,0.8818
2019-11-19,3.951
2019-11-20,8.3754
2019-11-21,-2.9173999999999998
2019-11-22,3.165
2019-11-25,3.6875999999999998
2019-11-26,4.991
2019-11-27,-0.9109
2019-11-29,1.1491
2019-12-02,6.0778
2019-12-03,1.8742
2019-12-04,-2.339
2019-12-05,-0.9688
2019-12-06,2.4728
2019-12-09,-6.1257
2019-12-10,1.7231999999999998
2019-12-11,-5.7762
2019-12-12,2.6525
2019-12-13,-4.7947
2019-12-16,2.9855
2019-12-17,-0.2635
2019-12-18,-0.7927
2019-12-19,1.3909
2019-12-20,1.3427
2019-12-23,0.4032
2019-12-24,1.9792999999999998
2019-12-26,2.5598
2019-12-27,-4.6626
2019-12-30,-1.1795
2019-12-31,0.0
2020-01-02,-1.6303
2020-01-03,1.9236
2020-01-06,-11.266
2020-01-07,2.1597
2020-01-08,-3.4593
2020-01-09,0.5309
2020-01-10,-0.7591
2020-01-13,1.8622999999999998
2020-01-14,-0.1959
2020-01-15,1.2429999999999999
2020-01-16,-2.5525
2020-01-17,6.4324
2020-01-21,4.3302
2020-01-22,11.1377
2020-01-23,5.5615
2020-01-24,-2.2143
2020-01-27,-1.6658
2020-01-28,-0.847
2020-01-29,1.4949
2020-01-30,-3.0773
2020-01-31,-0.4342
2020-02-03,4.0611
2020-02-04,2.9073
2020-02-05,-0.5345
2020-02-06,1.3562
2020-02-07,3.9132
2020-02-10,3.5714
2020-02-11,-3.8236
2020-02-12,-2.4146
2020-02-13,0.7748
2020-02-14,1.7361
2020-02-18,4.0956
2020-02-19,2.459
2020-02-20,3.2457
2020-02-21,3.2765
2020-02-24,-1.9506999999999999
2020-02-25,-12.5273
2020-02-26,-2.0995
2020-02-27,-2.3743
2020-02-28,6.2238
2020-03-02,-1.1817
2020-03-03,-4.858
2020-03-04,2.5137
2020-03-05,-3.014
2020-03-06,-5.0566
2020-03-09,-8.294
2020-03-10,6.0799
2020-03-11,-5.9595
2020-03-12,-8.4142
2020-03-13,13.0939
2020-03-16,-13.1733
2020-03-17,11.2272
2020-03-18,-28.1297
2020-03-19,15.8583
2020-03-20,-2.1478
2020-03-23,5.3571
2020-03-24,1.9421
2020-03-25,0.4849
2020-03-26,-1.6545999999999998
2020-03-27,-11.2864
2020-03-30,-2.3904
2020-03-31,6.2538
2020-04-01,-12.2095
2020-04-02,4.4912
2020-04-03,0.3322
2020-04-06,14.5695
2020-04-07,0.2168
2020-04-08,10.5624
2020-04-09,16.433
2020-04-13,-12.461500000000001
2020-04-14,11.3564
2020-04-15,-4.0218
2020-04-16,4.7291
2020-04-17,-7.0592
2020-04-20,6.6113
2020-04-21,4.5861
2020-04-22,4.9366
2020-04-23,5.5979
2020-04-24,-3.2603
2020-04-27,-6.1487
2020-04-28,7.2643
2020-04-29,2.8367
2020-04-30,-3.1561
2020-05-01,-2.3608000000000002
2020-05-04,4.8357
2020-05-05,21.5342
2020-05-06,2.2277
2020-05-07,4.0557
2020-05-08,-2.3075
2020-05-11,-1.31
2020-05-12,-2.2124
2020-05-13,-0.0411
2020-05-14,1.8723999999999998
2020-05-15,-1.0301
2020-05-18,-3.6734999999999998
2020-05-19,0.4237
2020-05-20,1.0549
2020-05-21,2.5887000000000002
2020-05-22,-0.2849
2020-05-26,-4.8367
2020-05-27,11.7735
2020-05-28,0.3454
2020-05-29,3.0975
2020-06-01,5.1558
2020-06-02,3.7037
2020-06-03,-1.0204
2020-06-04,-0.8763
2020-06-05,-1.196
2020-06-08,1.1754
2020-06-09,1.5606
2020-06-10,-1.0756000000000001
2020-06-11,-4.3321
2020-06-12,0.0902
2020-06-15,5.4975
2020-06-16,2.3578
2020-06-17,-2.1866
2020-06-18,3.9932
2020-06-19,-0.1149
2020-06-22,0.6571
2020-06-23,-0.9303
2020-06-24,-2.4712
2020-06-25,5.777
2020-06-26,-8.9907
2020-06-29,1.8424
2020-06-30,0.2068
2020-07-01,2.3212
2020-07-02,0.2185
2020-07-06,0.6036
2020-07-07,2.7
2020-07-08,1.3794
2020-07-09,0.5122
2020-07-10,-1.0033
2020-07-13,-6.3867
2020-07-14,-7.0459
2020-07-15,6.9514
2020-07-16,1.8323
2020-07-17,-3.3441
2020-07-20,-2.0548
2020-07-21,-6.0606
2020-07-22,-2.3669000000000002
2020-07-23,-5.5914
2020-07-24,-0.6834
2020-07-27,2.231
2020-07-28,-1.6113
2020-07-29,4.8922
2020-07-30,-0.4348
2020-07-31,8.0786
