ticker,SRGE US Equity
2007-03-05,0.0
2007-03-06,-5.8824
2007-03-07,0.0
2007-03-08,6.25
2007-03-09,0.0
2007-03-12,0.0
2007-03-13,0.0
2007-03-14,-2.9412000000000003
2007-03-15,-3.0303
2007-03-16,0.0
2007-03-19,6.25
2007-03-20,-5.8824
2007-03-21,-9.375
2007-03-22,10.3448
2007-03-23,0.0
2007-03-26,-3.125
2007-03-27,-3.2258
2007-03-28,-6.6667
2007-03-29,-7.1429
2007-03-30,0.0
2007-04-02,-11.538499999999999
2007-04-03,0.0
2007-04-04,26.087
2007-04-05,10.3448
2007-04-09,0.0
2007-04-10,0.0
2007-04-11,-6.25
2007-04-12,0.0
2007-04-13,6.6667
2007-04-16,-6.25
2007-04-17,0.0
2007-04-18,0.0
2007-04-19,-3.3333
2007-04-20,9.6552
2007-04-23,0.0
2007-04-24,-11.9497
2007-04-25,-7.1429
2007-04-26,-3.8462
2007-04-27,-4.0
2007-04-30,4.1667
2007-05-01,0.0
2007-05-02,0.0
2007-05-03,8.0
2007-05-04,0.0
2007-05-07,2.2222
2007-05-08,1.4493
2007-05-09,0.0
2007-05-10,-3.5714
2007-05-11,-2.963
2007-05-14,3.0534
2007-05-15,7.4074
2007-05-16,-9.6552
2007-05-17,-0.7634
2007-05-18,0.0
2007-05-21,0.0
2007-05-22,6.9231
2007-05-23,-0.7194
2007-05-24,-5.7971
2007-05-25,-3.8462
2007-05-29,5.6
2007-05-30,2.2727
2007-05-31,-3.7037
2007-06-01,-7.6923
2007-06-04,16.6667
2007-06-05,-3.5714
2007-06-06,-7.4074
2007-06-07,-3.2
2007-06-08,0.0
2007-06-11,-4.9587
2007-06-12,0.0
2007-06-13,-6.087
2007-06-14,1.8519
2007-06-15,13.6364
2007-06-18,-4.0
2007-06-19,0.0
2007-06-20,-4.1667
2007-06-21,0.8696
2007-06-22,6.0345
2007-06-25,-2.439
2007-06-26,-4.1667
2007-06-27,2.6087
2007-06-28,4.2373
2007-06-29,-6.5041
2007-07-02,-3.4783
2007-07-03,8.1081
2007-07-05,3.3333
2007-07-06,1.6129
2007-07-09,-4.7619
2007-07-10,6.6667
2007-07-11,-5.4688
2007-07-12,-4.9587
2007-07-13,4.3478
2007-07-16,-4.1667
2007-07-17,0.0
2007-07-18,-3.4783
2007-07-19,2.7027
2007-07-20,5.2632
2007-07-23,-4.1667
2007-07-24,-8.6957
2007-07-25,9.5238
2007-07-26,-8.6957
2007-07-27,0.0
2007-07-30,4.7619
2007-07-31,-4.5455
2007-08-01,0.0
2007-08-02,4.7619
2007-08-03,-9.0909
2007-08-06,10.0
2007-08-07,-4.5455
2007-08-08,0.0
2007-08-09,4.7619
2007-08-10,-9.0909
2007-08-13,0.0
2007-08-14,0.0
2007-08-15,0.0
2007-08-16,10.0
2007-08-17,0.0
2007-08-20,-9.0909
2007-08-21,10.0
2007-08-22,-18.1818
2007-08-23,11.1111
2007-08-24,0.0
2007-08-27,10.0
2007-08-28,9.0909
2007-08-29,4.1667
2007-08-30,4.0
2007-08-31,0.0
2007-09-04,7.6923
2007-09-05,0.0
2007-09-06,-14.2857
2007-09-07,4.1667
2007-09-10,4.0
2007-09-11,23.0769
2007-09-12,0.0
2007-09-13,0.0
2007-09-14,0.0
2007-09-17,-3.125
2007-09-18,22.5806
2007-09-19,-5.2632
2007-09-20,-5.5556
2007-09-21,11.7647
2007-09-24,-2.1053
2007-09-25,2.1505
2007-09-26,2.6316
2007-09-27,0.0
2007-09-28,0.0
2007-10-01,7.6923
2007-10-02,38.0952
2007-10-03,10.3448
2007-10-04,6.25
2007-10-05,-2.9412000000000003
2007-10-08,-27.2727
2007-10-09,3.9583
2007-10-10,-15.8317
2007-10-11,-4.7619
2007-10-12,-5.0
2007-10-15,15.7895
2007-10-16,-9.0909
2007-10-17,10.0
2007-10-18,-9.0909
2007-10-19,10.0
2007-10-22,-4.5455
2007-10-23,-9.5238
2007-10-24,2.6316
2007-10-25,-12.3077
2007-10-26,2.3392
2007-10-29,25.7143
2007-10-30,-2.2727
2007-10-31,-6.9767
2007-11-01,10.5
2007-11-02,-14.0271
2007-11-05,26.3158
2007-11-06,-16.6667
2007-11-07,-4.75
2007-11-08,-10.7612
2007-11-09,2.9412000000000003
2007-11-12,-2.2857
2007-11-13,5.2632
2007-11-14,5.5556
2007-11-15,0.0
2007-11-16,-12.6316
2007-11-19,14.4578
2007-11-20,-9.473700000000001
2007-11-21,-6.3953
2007-11-23,18.0124
2007-11-26,-10.526299999999999
2007-11-27,-5.8824
2007-11-28,0.0
2007-11-29,0.0
2007-11-30,6.25
2007-12-03,-5.8824
2007-12-04,0.0
2007-12-05,-6.25
2007-12-06,-10.0
2007-12-07,-14.8148
2007-12-10,-30.4348
2007-12-11,12.5
2007-12-12,0.0
2007-12-13,-11.1111
2007-12-14,23.75
2007-12-17,-29.2929
2007-12-18,0.0
2007-12-19,-14.2857
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,-6.6667
2007-12-26,7.1429
2007-12-27,0.0
2007-12-28,0.0
2007-12-31,-3.3333
2008-01-02,0.0
2008-01-03,-13.7931
2008-01-04,20.0
2008-01-07,-8.3333
2008-01-08,5.4545
2008-01-09,-3.4483
2008-01-10,5.3571
2008-01-11,-5.0847
2008-01-14,-3.5714
2008-01-15,9.2593
2008-01-16,-1.6949
2008-01-17,-10.3448
2008-01-18,5.7692
2008-01-22,0.0
2008-01-23,0.0
2008-01-24,-2.7273
2008-01-25,0.0
2008-01-28,2.8037
2008-01-29,-4.5455
2008-01-30,4.7619
2008-01-31,5.4545
2008-02-01,-5.1724
2008-02-04,-3.6364
2008-02-05,0.0
2008-02-06,1.8868
2008-02-07,11.1111
2008-02-08,0.0
2008-02-11,0.0
2008-02-12,-3.3333
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,-13.7931
2008-02-19,0.0
2008-02-20,-18.0
2008-02-21,2.439
2008-02-22,-28.5714
2008-02-25,-30.0
2008-02-26,42.8571
2008-02-27,33.3333
2008-02-28,5.0
2008-02-29,-4.7619
2008-03-03,0.0
2008-03-04,-7.5
2008-03-05,-5.4054
2008-03-06,14.2857
2008-03-07,-5.0
2008-03-10,-21.0526
2008-03-11,-3.3333
2008-03-12,-10.3448
2008-03-13,0.0
2008-03-14,-3.8462
2008-03-17,-16.0
2008-03-18,0.0
2008-03-19,-4.7619
2008-03-20,75.0
2008-03-24,-5.7143
2008-03-25,-18.1818
2008-03-26,-18.5185
2008-03-27,-18.1818
2008-03-28,11.1111
2008-03-31,-15.0
2008-04-01,-52.9412
2008-04-02,16.25
2008-04-03,50.5376
2008-04-04,21.4286
2008-04-07,-11.7647
2008-04-08,-6.6667
2008-04-09,42.8571
2008-04-10,0.0
2008-04-11,-25.0
2008-04-14,-13.3333
2008-04-15,15.3846
2008-04-16,-13.3333
2008-04-17,-7.6923
2008-04-18,-8.3333
2008-04-21,-4.5455
2008-04-22,4.7619
2008-04-23,9.0909
2008-04-24,8.3333
2008-04-25,-15.3846
2008-04-28,18.1818
2008-04-29,-7.6923
2008-05-01,18.3333
2008-05-02,5.6338
2008-05-05,0.0
2008-05-06,0.0
2008-05-07,0.0
2008-05-08,6.6667
2008-05-12,-6.25
2008-05-13,0.0
2008-05-14,-6.6667
2008-05-15,0.0
2008-05-16,16.0714
2008-05-19,-1.5385
2008-05-20,18.125
2008-05-21,0.5291
2008-05-22,0.0
2008-05-23,-5.2632
2008-05-27,38.8889
2008-05-28,-16.0
2008-05-29,-19.0476
2008-05-30,11.7647
2008-06-02,0.0
2008-06-03,5.2632
2008-06-04,-40.0
2008-06-05,58.3333
2008-06-06,-21.0526
2008-06-09,53.3333
2008-06-10,-21.7391
2008-06-11,2.7778
2008-06-12,-2.7027
2008-06-13,-11.1111
2008-06-16,0.0
2008-06-17,18.75
2008-06-18,0.0
2008-06-19,-15.7895
2008-06-20,0.0
2008-06-23,0.0
2008-06-24,25.0
2008-06-25,-20.0
2008-06-26,0.0
2008-06-27,25.0
2008-06-30,-20.0
2008-07-01,0.0
2008-07-02,18.75
2008-07-03,-5.2632
2008-07-07,-11.1111
2008-07-08,6.25
2008-07-09,-5.8824
2008-07-10,0.0
2008-07-11,0.0
2008-07-14,6.25
2008-07-15,-30.5882
2008-07-16,1.6949
2008-07-17,-16.6667
2008-07-18,-2.0
2008-07-21,-8.1633
2008-07-22,0.0
2008-07-23,0.0
2008-07-24,11.1111
2008-07-25,-30.0
2008-07-28,-28.5714
2008-07-29,0.0
2008-07-30,10.0
2008-07-31,18.1818
2008-08-01,-7.6923
2008-08-04,0.0
2008-08-05,-25.0
2008-08-06,33.3333
2008-08-07,0.0
2008-08-08,-23.3333
2008-08-11,4.3478
2008-08-12,-6.25
2008-08-13,0.0
2008-08-14,11.1111
2008-08-15,-10.0
2008-08-18,-11.1111
2008-08-19,-15.0
2008-08-20,-11.7647
2008-08-21,20.0
2008-08-22,-16.6667
2008-08-25,0.0
2008-08-26,66.6667
2008-08-27,20.0
2008-08-28,66.6667
2008-08-29,40.0
2008-09-02,-17.8571
2008-09-03,-13.0435
2008-09-04,-25.0
2008-09-05,-20.0
2008-09-08,-8.3333
2008-09-09,-27.2727
2008-09-10,12.5
2008-09-11,-11.1111
2008-09-12,-12.5
2008-09-15,-14.2857
2008-09-16,6.6667
2008-09-17,-6.25
2008-09-18,6.6667
2008-09-19,9.375
2008-09-22,-14.2857
2008-09-23,-13.3333
2008-09-24,11.538499999999999
2008-09-25,-22.4138
2008-09-26,11.1111
2008-09-29,8.0
2008-09-30,3.7037
2008-10-01,42.8571
2008-10-02,0.0
2008-10-03,20.0
2008-10-06,-27.0833
2008-10-07,0.0
2008-10-08,-14.2857
2008-10-09,0.0
2008-10-10,-16.6667
2008-10-13,44.0
2008-10-14,-16.6667
2008-10-15,26.6667
2008-10-16,-10.526299999999999
2008-10-17,8.8235
2008-10-20,5.4054
2008-10-21,-10.2564
2008-10-22,-20.0
2009-01-08,-98.125
2009-09-14,0.0
2009-11-17,-89.5238
2009-11-18,0.0
2010-01-07,1718.1818
2010-01-27,114.0
2010-02-01,-29.9065
2010-03-04,-66.3333
2010-06-04,-89.1089
2010-07-16,36.3636
2010-07-20,-26.6667
2010-11-05,127.2727
2010-11-09,0.0
2010-11-12,0.0
2010-11-29,-52.0
2010-11-30,-16.6667
2010-12-01,-40.0
2010-12-02,0.0
2010-12-03,0.0
2010-12-07,0.0
2010-12-08,0.0
2010-12-09,-16.6667
2010-12-13,140.0
2010-12-14,4.1667
2010-12-15,19.2
2010-12-16,-39.5973
2010-12-17,16.6667
2010-12-20,-25.7143
2010-12-21,-23.0769
2010-12-22,-16.6667
2010-12-23,-8.0
2010-12-27,30.4348
2010-12-28,0.0
2010-12-29,-16.6667
2010-12-30,-10.0
2010-12-31,11.1111
2011-01-03,-14.0
2011-01-04,12.7907
2011-01-05,-11.3402
2011-01-06,-6.9767
2011-01-07,-20.0
2011-01-10,9.375
2011-01-11,28.5714
2011-01-12,-15.5556
2011-01-13,0.0
2011-01-14,31.5789
2011-01-18,-44.0
2011-01-19,42.8571
2011-01-20,-25.0
2011-01-21,0.0
2011-01-24,3.3333
2011-01-25,0.0
2011-01-26,3.2258
2011-01-27,-6.25
2011-01-28,0.0
2011-01-31,6.6667
2011-02-01,-6.25
2011-02-02,0.0
2011-02-03,33.3333
2011-02-04,-25.0
2011-02-07,-6.6667
2011-02-08,-26.7857
2011-02-09,0.0
2011-02-10,0.0
2011-02-11,0.0
2011-02-14,0.0
2011-02-15,-41.4634
2011-02-16,16.6667
2011-02-17,0.0
2011-02-18,-7.1429
2011-02-22,0.0
2011-02-23,7.6923
2011-02-25,7.1429
2011-02-28,-13.3333
2011-03-01,0.0
2011-03-03,0.0
2011-03-04,15.3846
2011-03-07,26.6667
2011-03-09,-21.0526
2011-03-11,0.0
2011-03-14,-27.5
2011-03-15,-6.8966
2011-03-16,18.5185
2011-03-18,-15.625
2011-03-21,0.0
2011-03-22,0.0
2011-03-28,0.0
2011-03-29,18.5185
2011-03-30,0.0
2011-03-31,66.6667
2011-04-01,50.0
2011-04-04,-43.3333
2011-04-05,-11.7647
2011-04-08,33.3333
2011-04-11,30.0
2011-04-12,-7.6923
2011-04-13,16.6667
2011-04-14,7.1429
2011-04-15,33.3333
2011-04-18,4.0625
2011-04-19,1.2012
2011-04-20,4.451
2011-04-21,2.6989
2011-04-25,-7.0539
2011-04-26,-30.9524
2011-04-27,3.4483
2011-04-28,-30.0
2011-04-29,28.5714
2011-05-02,-25.9259
2011-05-03,0.0
2011-05-04,-9.375
2011-05-05,-17.2414
2011-05-06,0.0
2011-05-09,-20.0
2011-05-10,4.1667
2011-05-11,-20.0
2011-05-12,25.0
2011-05-13,-12.0
2011-05-16,9.0909
2011-05-17,0.0
2011-05-18,-16.6667
2011-05-19,0.0
2011-05-20,8.75
2011-05-23,-8.046
2011-05-24,-8.75
2011-05-25,-10.274000000000001
2011-05-26,-2.2901
2011-05-27,0.0
2011-05-31,-6.25
2011-06-01,-6.6667
2011-06-02,-41.0714
2011-06-03,81.8182
2011-06-06,-46.6667
2011-06-07,-12.5
2011-06-08,14.2857
2011-06-09,0.0
2011-06-10,12.5
2011-06-13,0.0
2011-06-14,-11.1111
2011-06-15,0.0
2011-06-16,-29.6875
2011-06-17,0.0
2011-06-20,13.3333
2011-06-21,-5.8824
2011-06-22,0.0
2011-06-23,0.0
2011-06-24,16.6667
2011-06-27,28.5714
2011-06-28,-33.3333
2011-06-29,33.3333
2011-06-30,-29.6875
2011-07-01,6.6667
2011-07-05,16.6667
2011-07-06,-17.8571
2011-07-07,4.3478
2011-07-08,-4.1667
2011-07-11,4.3478
2011-07-12,-33.3333
2011-07-13,0.0
2011-07-14,-9.375
2011-07-15,-10.3448
2011-07-18,-38.4615
2011-07-19,-12.5
2011-07-20,0.0
2011-07-21,28.5714
2011-07-22,5.5556
2011-07-25,-5.2632
2011-07-26,0.0
2011-07-27,22.2222
2011-07-28,-13.6364
2011-07-29,0.0
2011-08-01,15.7895
2011-08-02,-27.2727
2011-08-03,31.25
2011-08-04,-23.8095
2011-08-05,31.25
2011-08-08,0.0
2011-08-09,-9.5238
2011-08-10,15.7895
2011-08-11,0.0
2011-08-12,18.1818
2011-08-15,0.0
2011-08-16,0.0
2011-08-17,0.0
2011-08-18,46.1538
2011-08-19,47.3684
2011-08-22,-57.1429
2011-08-24,25.0
2011-08-25,6.6667
2011-08-26,25.0
2011-08-29,-20.0
2011-08-30,25.0
2011-08-31,-25.0
2011-09-01,-20.0
2011-09-06,100.0
2011-09-07,16.6667
2011-09-08,3.5714
2011-09-09,-3.4483
2011-09-12,0.0
2011-09-13,-28.5714
2011-09-14,0.0
2011-09-15,0.0
2011-09-16,-15.0
2011-09-19,8.8235
2011-09-20,-21.6216
2011-09-21,3.4483
2011-09-22,0.0
2011-09-23,-36.6667
2011-09-26,68.4211
2011-09-27,-25.0
2011-09-28,-41.6667
2011-09-29,0.0
2011-09-30,0.0
2011-10-03,0.0
2011-10-04,-7.1429
2011-10-05,0.0
2011-10-06,7.6923
2011-10-07,28.5714
2011-10-10,-38.8889
2011-10-11,-9.0909
2011-10-12,10.0
2011-10-13,0.0
2011-10-14,-27.2727
2011-10-17,37.5
2011-10-18,0.0
2011-10-19,27.2727
2011-10-20,14.2857
2011-10-21,12.5
2011-10-24,-27.7778
2011-10-25,0.0
2011-10-26,0.0
2011-10-27,-23.0769
2011-10-28,0.0
2011-10-31,-40.0
2011-11-01,0.0
2011-11-02,0.0
2011-11-03,-16.6667
2011-11-04,60.0
2011-11-07,-25.0
2011-11-08,33.3333
2011-11-09,25.0
2011-11-10,0.0
2011-11-11,-40.0
2011-11-14,33.3333
2011-11-15,-25.0
2011-11-16,66.6667
2011-11-17,-20.0
2011-11-18,62.5
2011-11-21,0.0
2011-11-23,-23.0769
2011-11-25,0.0
2011-11-28,10.0
2011-11-29,-27.2727
2011-11-30,0.0
2011-12-01,37.5
2011-12-02,-27.2727
2011-12-05,0.0
2011-12-06,0.0
2011-12-07,0.0
2011-12-08,-25.0
2011-12-09,33.3333
2011-12-13,-25.0
2011-12-15,0.0
2011-12-19,0.0
2011-12-20,33.3333
2011-12-21,-37.5
2011-12-23,0.0
2011-12-28,20.0
2011-12-29,-16.6667
2011-12-30,0.0
2012-01-03,20.0
2012-01-04,0.0
2012-01-05,-16.6667
2012-01-06,0.0
2012-01-09,0.0
2012-01-11,0.0
2012-01-12,20.0
2012-01-13,-16.6667
2012-01-17,0.0
2012-01-18,0.0
2012-01-19,0.0
2012-01-20,20.0
2012-01-23,333.3333
2012-01-24,-19.2308
2012-01-25,-14.2857
2012-01-26,0.0
2012-01-27,-11.1111
2012-01-30,37.5
2012-01-31,-27.2727
2012-02-01,12.5
2012-02-02,-11.1111
2012-02-03,12.5
2012-02-06,122.2222
2012-02-07,-15.0
2012-02-08,8.8235
2012-02-09,-5.4054
2012-02-10,8.5714
2012-02-13,63.1579
2012-02-14,20.9677
2012-02-15,-14.6667
2012-02-16,3.125
2012-02-17,42.4242
2012-02-21,51.0638
2012-02-22,2.8169
2012-02-23,-5.4795
2012-02-24,-13.0435
2012-02-27,-20.0
2012-02-28,-31.25
2012-02-29,16.6667
2012-03-01,-3.8961
2012-03-02,-2.7027
2012-03-05,0.0
2012-03-06,-18.0556
2012-03-07,-5.0847
2012-03-08,-14.2857
2012-03-09,0.0
2012-03-12,0.0
2012-03-13,16.6667
2012-03-14,85.7143
2012-03-15,-25.0
2012-03-16,-48.7179
2012-03-19,7.5
2012-03-20,4.6512
2012-03-21,24.4444
2012-03-23,-14.2857
2012-03-26,-16.6667
2012-03-27,27.5
2012-03-28,-5.8824
2012-03-29,-16.6667
2012-03-30,15.0
2012-04-02,15.2174
2012-04-03,16.9811
2012-04-04,20.9677
2012-04-05,24.0
2012-04-09,-13.9785
2012-04-10,0.0
2012-04-11,-17.5
2012-04-12,33.3333
2012-04-13,0.0
2012-04-16,-27.2727
2012-04-17,12.5
2012-04-18,-6.9444
2012-04-19,31.3433
2012-04-20,-2.2727
2012-04-23,-6.9767
2012-04-24,-16.25
2012-04-25,7.4627
2012-04-26,11.1111
2012-04-27,16.25
2012-04-30,-17.2043
2012-05-01,14.2857
2012-05-02,-12.5
2012-05-03,-6.4935
2012-05-04,0.0
2012-05-07,11.1111
2012-05-08,0.0
2012-05-09,-12.5
2012-05-10,2.8571
2012-05-11,15.2778
2012-05-14,-42.1687
2012-05-15,-33.3333
2012-05-16,-25.0
2012-05-17,-25.0
2012-05-18,-11.1111
2012-05-21,12.5
2012-05-22,-22.2222
2012-05-23,-7.1429
2012-05-24,46.1538
2012-05-25,0.0
2012-05-29,15.7895
2012-05-30,9.0909
2012-05-31,0.0
2012-06-01,-20.8333
2012-06-04,0.0
2012-06-05,-15.7895
2012-06-06,37.5
2012-06-07,-27.2727
2012-06-08,-31.25
2012-06-12,0.0
2012-06-13,18.1818
2012-06-14,0.0
2012-06-15,0.0
2012-06-18,0.0
2012-06-19,-23.0769
2012-06-20,10.0
2012-06-21,27.2727
2012-06-22,0.0
2012-06-26,-7.1429
2012-06-27,7.6923
2012-06-28,14.2857
2012-06-29,12.5
2012-07-02,-11.1111
2012-07-03,0.0
2012-07-05,0.0
2012-07-06,-31.25
2012-07-09,0.0
2012-07-10,-9.0909
2012-07-11,0.0
2012-07-12,-20.0
2012-07-13,-25.0
2012-07-16,33.3333
2012-07-17,0.0
2012-07-18,0.0
2012-07-19,0.0
2012-07-20,62.5
2012-07-23,-15.3846
2012-07-24,-9.0909
2012-07-25,-20.0
2012-07-26,0.0
2012-07-27,-25.0
2012-07-30,33.3333
2012-07-31,0.0
2012-08-01,25.0
2012-08-02,-20.0
2012-08-03,25.0
2012-08-06,-20.0
2012-08-07,-37.5
2012-08-08,20.0
2012-08-09,0.0
2012-08-10,0.0
2012-08-13,0.0
2012-08-14,33.3333
2012-08-15,0.0
2012-08-16,-25.0
2012-08-17,33.3333
2012-08-20,0.0
2012-08-21,25.0
2012-08-22,0.0
2012-08-23,-20.0
2012-08-24,25.0
2012-08-27,-20.0
2012-08-28,0.0
2012-08-29,25.0
2012-08-30,-20.0
2012-08-31,25.0
2012-09-04,-40.0
2012-09-05,533.3333
2012-09-06,34.2105
2012-09-07,21.5686
2012-09-10,90.3226
2012-09-11,-23.7288
2012-09-12,-22.2222
2012-09-13,-42.8571
2012-09-14,27.5
2012-09-17,9.8039
2012-09-18,-8.9286
2012-09-19,66.6667
2012-09-20,20.0
2012-09-21,-7.8431
2012-09-24,-6.383
2012-09-25,-11.3636
2012-09-26,-10.2564
2012-09-27,-22.8571
2012-09-28,14.8148
2012-10-01,11.2903
2012-10-02,11.5942
2012-10-03,-9.0909
2012-10-04,0.0
2012-10-05,14.2857
2012-10-08,2.5
2012-10-09,17.0732
2012-10-10,27.0833
2012-10-11,-16.3934
2012-10-12,4.902
2012-10-15,-10.2804
2012-10-16,-13.5417
2012-10-17,-13.253
2012-10-18,6.9444
2012-10-19,16.8831
2012-10-22,-4.4444
2012-10-23,-10.4651
2012-10-24,10.3896
2012-10-25,1.1764999999999999
2012-10-26,-4.6512
2012-10-31,17.0732
2012-11-01,3.125
2012-11-02,29.2929
2012-11-05,50.0
2012-11-06,-29.1667
2012-11-07,19.1176
2012-11-08,-6.1728
2012-11-09,-8.5526
2012-11-12,1.4388
2012-11-13,-10.2979
2012-11-14,9.5238
2012-11-15,-9.4203
2012-11-16,-5.6
2012-11-19,19.4915
2012-11-20,-5.6738
2012-11-21,10.526299999999999
2012-11-23,44.898
2012-11-26,45.0704
2012-11-27,-33.3333
2012-11-28,-15.534
2012-11-29,27.0115
2012-11-30,-11.7647
2012-12-03,5.1282
2012-12-04,2.9268
2012-12-05,17.5355
2012-12-06,-5.2419
2012-12-07,-8.0851
2012-12-10,-28.7037
2012-12-11,-5.1948
2012-12-12,-38.3562
2012-12-13,33.3333
2012-12-14,-11.6667
2012-12-17,5.6604
2012-12-18,4.4643
2012-12-19,-5.9829
2012-12-20,-8.1818
2012-12-21,7.9208
2012-12-24,17.4312
2012-12-26,-37.5
2012-12-27,13.75
2013-01-14,-66.9704
2013-01-15,10.3448
2013-01-16,0.0
2013-01-17,-18.75
2013-01-18,-7.6923
2013-01-22,20.8333
2013-01-23,-6.8966
2013-01-24,7.4074
2013-01-25,0.0
2013-01-28,-6.8966
2013-01-29,18.5185
2013-01-30,0.0
2013-01-31,-6.25
2013-02-01,0.0
2013-02-04,-3.3333
2013-02-05,3.4483
2013-02-06,-3.3333
2013-02-07,-6.8966
2013-02-08,-11.1111
2013-02-11,-12.5
2013-02-12,28.5714
2013-02-13,-3.7037
2013-02-14,-15.3846
2013-02-15,-27.2727
2013-02-19,0.0
2013-02-20,-31.25
2013-02-21,18.1818
2013-02-22,7.6923
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,0.0
2013-02-28,0.0
2013-03-01,0.0
2013-03-04,14.2857
2013-03-05,0.0
2013-03-06,-18.75
2013-03-07,46.1538
2013-03-08,-5.2632
2013-03-11,-22.2222
2013-03-12,0.0
2013-03-13,14.2857
2013-03-14,-12.5
2013-03-15,0.0
2013-03-18,-7.1429
2013-03-19,23.0769
2013-03-20,0.0
2013-03-21,-12.5
2013-03-22,0.0
2013-03-25,14.2857
2013-03-26,0.0
2013-03-27,0.0
2013-03-28,0.0
2013-04-01,-18.75
2013-04-02,0.0
2013-04-03,23.0769
2013-04-04,-50.0
2013-04-05,62.5
2013-04-08,-15.3846
2013-04-09,45.4545
2013-04-10,0.0
2013-04-11,0.0
2013-04-12,0.0
2013-04-15,-18.75
2013-04-16,-15.3846
2013-04-17,0.0
2013-04-18,18.1818
2013-04-19,0.0
2013-04-22,-15.3846
2013-04-23,45.4545
2013-04-24,-31.25
2013-04-25,0.0
2013-04-26,0.0
2013-04-29,0.0
2013-04-30,1209.0909
2013-05-01,-90.9722
2013-05-02,23.0769
2013-05-03,-12.5
2013-05-06,0.0
2013-05-07,-7.1429
2013-05-08,-15.3846
2013-05-09,0.0
2013-05-10,27.2727
2013-05-13,-28.5714
2013-05-14,40.0
2013-05-15,-7.1429
2013-05-16,0.0
2013-05-17,7.6923
2013-05-20,-42.8571
2013-05-21,75.0
2013-05-23,-7.1429
2013-05-24,0.0
2013-05-28,0.0
2013-05-29,0.0
2013-05-30,0.0
2013-05-31,-38.4615
2013-06-03,-25.0
2013-06-04,0.0
2013-06-05,0.0
2013-06-06,166.6667
2013-06-07,-18.75
2013-06-10,-38.4615
2013-06-11,100.0
2013-06-12,-37.5
2013-06-13,-20.0
2013-06-14,-25.0
2013-06-17,0.0
2013-06-18,133.3333
2013-06-19,-28.5714
2013-06-20,10.0
2013-06-21,-45.4545
2013-06-24,33.3333
2013-06-25,-25.0
2013-06-26,0.0
2013-06-27,33.3333
2013-06-28,25.0
2013-07-01,0.0
2013-07-02,0.0
2013-07-03,-40.0
2013-07-05,66.6667
2013-07-08,-40.0
2013-07-09,0.0
2013-07-10,66.6667
2013-07-11,-50.0
2013-07-12,160.0
2013-07-15,-23.0769
2013-07-16,-40.0
2013-07-17,0.0
2013-07-18,33.3333
2013-07-19,25.0
2013-07-22,-20.0
2013-07-24,62.5
