ticker,PRKV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-08-11,67.6768
2004-08-12,1.2048
2004-08-26,13.0952
2004-08-27,2.1053
2004-08-30,16.3402
2004-09-02,-10.5007
2004-09-03,-9.901
2004-09-07,5.4945
2004-09-08,-0.5208
2004-09-09,0.5236
2004-09-10,-0.5208
2004-09-13,0.5236
2004-09-14,-14.5833
2004-09-16,0.0
2004-09-22,-20.7317
2004-09-23,26.1538
2004-09-30,9.4512
2004-10-01,5.2925
2004-10-04,6.8783
2004-10-05,-7.9208
2004-10-06,-1.5053999999999998
2004-10-07,-7.2052
2004-10-08,2.3529
2004-10-12,-16.092
2004-10-18,3.7671
2004-10-19,16.1716
2004-10-26,-14.8864
2004-10-27,-3.8718
2004-10-28,4.1667
2004-10-29,10.6667
2004-11-01,8.0723
2004-11-02,-15.2731
2004-11-03,0.3289
2004-11-04,-6.8852
2004-11-05,-11.2676
2004-11-12,0.0
2004-11-15,3.1746
2004-11-16,-2.3077
2004-11-19,-6.063
2004-11-23,16.6806
2004-11-24,-10.9195
2004-11-26,-11.2903
2004-11-29,-7.2727
2004-11-30,23.5294
2004-12-01,-19.0476
2004-12-02,17.647100000000002
2004-12-03,-15.8333
2004-12-06,-14.8515
2004-12-10,16.2791
2004-12-13,2.0
2004-12-27,-15.4902
2004-12-30,16.0093
2005-01-03,-28.0
2005-01-04,-13.8889
2005-02-04,37.0968
2005-02-10,5.2941
2005-02-14,0.1117
2005-02-16,-8.482099999999999
2005-02-24,24.3902
2005-02-25,3.9215999999999998
2005-02-28,-3.7736
2005-03-04,-41.1765
2005-03-07,33.3333
2005-03-29,-17.5
2005-04-01,-6.0606
2005-04-05,12.9032
2005-04-06,-11.4286
2005-04-13,-3.5484
2005-04-15,100.6689
2005-04-19,-33.3333
2005-04-29,-25.0
2005-05-06,-16.6667
2005-05-12,40.0
2005-05-13,0.0
2005-05-16,-24.2857
2005-05-19,28.3019
2005-05-20,16.1765
2005-05-26,-18.9873
2005-06-01,-3.125
2005-06-28,-11.2903
2005-07-28,-3.6364
2005-08-03,0.0
2005-10-03,1.8868
2005-11-03,29.6296
2005-11-04,0.0
2005-11-08,14.2857
2005-11-23,-15.0
2005-12-22,17.9412
2005-12-27,-25.187
2006-01-25,16.6667
2006-02-01,-28.5714
2006-04-25,80.0
2006-05-17,-22.2222
2006-08-22,13.7143
2006-08-23,0.5025
2006-08-24,5.0
2006-08-25,-0.4762
2006-08-28,-4.3062000000000005
2006-09-06,0.0
