ticker,PRKV US Equity
2006-09-07,0.0
2006-09-11,2.5
2006-11-08,24.3902
2006-11-29,-11.7647
2006-12-05,0.0
2007-02-13,-44.4444
2007-02-16,20.0
2007-02-20,0.0
2007-02-27,-16.6667
2007-04-03,20.0
2007-04-17,0.0
2007-04-25,-16.6667
2007-05-07,-28.0
2007-06-13,-16.6667
2007-07-06,13.3333
2007-07-10,5.8824
2007-07-18,66.6667
2007-07-19,60.0
2007-07-20,6.25
2007-07-23,13.7255
2007-07-24,3.4483
2007-07-25,1.6667
2007-07-26,4.918
2007-07-27,-9.375
2007-07-30,0.0
2007-08-01,5.1724
2007-08-02,34.4262
2007-08-03,-2.439
2007-08-06,2.5
2007-08-07,-1.2195
2007-08-08,11.1111
2007-08-10,-8.8889
2007-08-13,-3.3537
2007-08-15,-9.1483
2007-08-20,11.1111
2007-08-21,6.25
2007-08-24,7.6471
2007-08-27,-0.5464
2007-08-30,-7.6923
2007-08-31,-3.5714
2007-09-04,-0.6173
2007-09-07,-20.4969
2007-09-10,-13.6719
2007-09-11,-7.6923
2007-09-14,17.647100000000002
2007-09-19,-2.5
2007-09-21,-14.5299
2007-09-24,-9.6
2007-09-27,0.0
2007-10-04,-0.4425
2007-10-12,-11.1111
2007-10-16,-12.5
2007-10-25,-14.2857
2007-10-26,0.0
2007-10-30,-16.6667
2007-11-06,20.0
2007-11-13,0.0
2007-11-14,-16.6667
2007-11-26,28.0
2007-11-27,9.375
2007-11-30,-28.5714
2007-12-06,0.0
2007-12-24,-20.0
2007-12-28,-5.0
2007-12-31,-21.0526
2008-01-04,20.0
2008-01-07,77.7778
2008-01-14,0.0
2008-01-15,9.375
2008-01-16,0.0
2008-01-17,14.2857
2008-01-18,-5.0
2008-01-23,15.7895
2008-01-24,-9.0909
2008-01-25,-10.0
2008-02-01,0.0
2008-02-04,16.6667
2008-02-06,0.0
2008-02-07,-11.9048
2008-02-12,-5.4054
2008-02-14,-11.4286
2008-02-20,19.3548
2008-02-21,-8.1081
2008-02-25,-11.7647
2008-02-27,-10.0
2008-02-28,0.0
2008-02-29,11.1111
2008-03-03,16.6667
2008-03-04,-14.2857
2008-03-05,23.3333
2008-03-06,-2.7027
2008-03-07,-8.3333
2008-03-12,-19.697
2008-03-13,-20.7547
2008-03-14,-4.7619
2008-03-17,15.0
2008-03-19,-26.087
2008-03-20,5.8824
2008-03-24,-22.2222
2008-04-08,7.1429
2008-04-11,66.6667
2008-04-14,-20.0
2008-04-16,0.0
2008-04-21,-25.0
2008-04-22,60.0
2008-04-23,0.0
2008-04-25,-37.5
2008-04-29,53.3333
2008-04-30,-34.7826
2008-06-05,-20.0
2008-06-06,-16.6667
2008-06-09,20.0
2008-06-11,0.0
2008-06-16,0.0
2008-06-20,0.0
2008-06-25,41.6667
2008-06-26,76.4706
2008-06-27,50.0
2008-06-30,-11.1111
2008-07-07,-42.5
2008-07-08,8.6957
2008-07-09,-44.0
2008-07-21,21.4286
2008-08-04,-17.647100000000002
2008-08-11,-21.4286
2008-08-12,-9.0909
2008-08-13,10.0
2008-08-14,0.0
2008-08-15,-27.2727
2008-08-20,-18.75
2008-09-08,53.8462
2008-09-09,40.0
2008-10-02,-50.0
2008-10-03,42.8571
2008-10-06,0.0
2008-10-08,-20.0
2008-10-09,-12.5
2008-10-14,0.0
2008-10-22,-14.2857
2008-10-29,16.6667
2008-10-30,-14.2857
2008-10-31,100.0
2008-11-03,0.0
2008-11-04,-16.6667
2008-11-06,-10.0
2008-11-07,0.0
2008-11-10,22.2222
2008-11-11,9.0909
2008-11-14,16.6667
2008-11-17,78.5714
2008-11-18,0.0
2008-11-19,-28.0
2008-11-20,0.0
2008-11-21,0.0
2008-11-24,-50.0
2008-12-03,44.4444
2008-12-04,-23.0769
2008-12-05,0.0
2008-12-08,0.0
2008-12-09,10.0
2008-12-11,0.0
2008-12-12,-45.4545
2008-12-15,1.6667
2008-12-17,3.2787
2008-12-19,11.1111
2008-12-22,28.5714
2008-12-24,-11.1111
2008-12-31,12.5
2009-01-02,0.0
2009-01-08,-55.5556
2009-01-21,50.0
2009-02-02,83.3333
2009-02-06,-63.6364
2009-02-09,150.0
2009-02-10,0.0
2009-02-11,0.0
2009-02-12,0.0
2009-02-17,0.0
2009-02-20,0.0
2009-02-24,-20.0
2009-02-25,25.0
2009-02-26,20.0
2009-02-27,50.0
2009-03-02,-5.5556
2009-03-09,-29.4118
2009-03-19,25.0
2009-03-23,0.0
2009-03-30,0.0
2009-04-03,0.0
2009-04-06,0.0
2009-04-17,-33.3333
2009-04-27,0.0
2009-05-28,10.0
2009-06-01,-18.1818
2009-06-02,0.0
2009-07-02,-11.1111
2009-08-20,-25.0
2009-12-02,-33.3333
2010-01-25,0.0
2010-01-26,-25.0
2010-01-29,-33.3333
2010-02-16,50.0
2010-02-18,0.0
2010-02-19,-16.6667
2010-02-22,-20.0
2010-03-03,50.0
2010-03-08,66.6667
2010-03-11,0.0
2010-03-19,-20.0
2010-03-22,25.0
2010-03-25,-10.0
2010-04-01,11.1111
2010-04-07,30.0
2010-04-15,-23.0769
2010-04-23,30.0
2010-04-27,0.0
2010-04-30,-38.4615
2010-05-03,0.0
2010-05-04,0.0
2010-05-06,-25.0
2010-05-25,66.6667
2010-06-07,0.0
2010-06-18,40.0
2010-06-22,28.5714
2010-07-01,-11.1111
2010-07-15,-12.5
2010-08-26,0.0
2010-08-31,-14.2857
2010-09-10,-16.6667
2010-11-30,60.0
2010-12-01,0.0
2010-12-22,-25.0
2010-12-28,0.0
2010-12-29,0.0
2011-01-20,16.6667
2011-01-25,0.0
2011-01-27,42.8571
2011-02-04,-30.0
2011-02-22,0.0
2011-02-23,14.2857
2011-02-24,-12.5
2011-03-01,-14.2857
2011-03-08,0.0
2011-03-23,-16.6667
2011-03-25,20.0
2011-03-28,16.6667
2011-04-01,-21.4286
2011-04-08,100.0
2011-04-11,36.3636
2011-04-12,-26.6667
2011-04-14,9.0909
2011-04-15,8.3333
2011-04-18,-30.7692
2011-04-20,-11.1111
2011-04-21,-12.5
2011-04-25,28.5714
2011-04-26,0.0
2011-05-04,0.0
2011-05-06,0.0
2011-06-14,0.0
2011-06-23,-33.3333
2011-08-01,16.6667
2011-08-05,0.0
2011-08-11,-14.2857
2011-09-02,0.0
2011-09-08,0.0
2011-09-15,-16.6667
2011-09-29,40.0
2011-10-04,-28.5714
2011-11-01,20.0
2011-11-09,33.3333
2011-12-22,-25.0
2011-12-27,-16.6667
2011-12-29,-78.0
2011-12-30,0.0
2012-01-11,172.7273
2012-03-16,0.0
2012-04-11,0.0
2012-04-18,0.4167
2012-06-27,-33.61
2012-07-27,0.0
2012-09-24,300.0
2012-11-15,-68.75
2012-12-12,-20.0
2013-03-20,-50.0
2013-04-10,0.0
2013-04-19,0.0
2013-05-21,-70.0
2013-05-23,33.3333
2013-05-30,-17.1875
2013-05-31,-9.434
2013-06-10,-16.6667
2013-06-27,0.0
2013-06-28,-20.0
2013-07-12,-34.375
2013-10-03,509.5238
2013-10-07,0.0
2013-11-27,0.0
2014-03-11,0.0
2014-04-08,-12.5
2014-04-09,42.8571
2014-04-14,-10.0
2014-06-11,-22.2222
2014-07-10,-14.2857
2014-08-20,-83.3333
2014-08-21,600.0
2014-08-27,-28.5714
2014-09-02,-57.5
2014-09-04,0.0
2014-10-20,-29.4118
2014-12-11,0.0
2014-12-22,0.0
2015-01-12,0.0
2015-02-02,900.0
2015-02-03,33.3333
2015-02-05,-70.0
2015-02-06,150.0
2015-02-13,-60.0
2015-02-20,0.0
2015-02-23,-16.6667
2015-03-03,100.0
2015-03-11,-50.0
2015-03-25,0.0
2015-03-27,0.0
2015-04-16,0.0
2015-06-05,0.0
2015-09-08,0.0
2015-10-01,0.0
2015-12-07,0.0
2016-03-14,-20.0
2016-06-23,87.5
2016-06-24,-13.3333
2016-06-27,0.0
2016-06-28,-7.6923
2016-07-01,0.0
2016-07-18,-16.6667
2016-07-26,0.0
2016-09-16,2.5
2017-04-24,-51.2195
2017-06-06,0.0
2017-09-07,-16.0
2017-10-09,9.5238
2017-11-30,286.9565
2017-12-04,0.0
2017-12-08,-7.4157
2017-12-12,8.0097
2018-02-08,0.0
2018-02-22,0.0
2018-03-22,-74.1573
2018-06-06,0.0
2018-07-02,291.3043
2018-07-09,-77.7778
2018-08-31,400.0
2019-07-10,-78.0
2019-07-12,263.6364
2019-07-15,-56.25
2019-07-16,42.8571
2019-07-17,-30.0
2019-07-30,300.0
2019-07-31,42.8571
2019-08-01,150.0
2019-08-02,34.88
2019-08-05,0.0
2019-08-06,-5.1008
2019-08-07,15.625
2019-08-08,35.1351
2019-08-09,-13.0
2019-08-12,-28.7356
2019-08-13,-35.4839
2019-08-14,18.25
2019-08-15,-36.3636
2019-08-16,-17.2757
2019-08-19,-7.2289
2019-08-20,-9.0909
2019-08-21,19.0476
2019-08-22,48.0
2019-08-23,18.9189
2019-08-27,-20.4545
2019-08-29,-48.5714
2019-08-30,10.0
2019-09-03,-1.5152
2019-09-04,-35.8974
2019-09-06,5.216
2019-09-11,29.2579
2019-09-13,-52.9412
2019-09-17,87.5
2019-09-18,-0.6667
2019-09-19,0.6711
2019-09-20,126.6667
2019-09-23,-9.2353
2019-09-24,-44.9125
2019-09-25,-34.1176
2019-09-26,185.7143
2019-09-27,-59.375
2019-09-30,38.4615
2019-10-01,5.5556
2019-10-02,47.3684
2019-10-08,-39.2857
2019-10-09,52.9412
2019-10-10,0.0
2019-10-11,-43.2308
2019-10-14,1.626
2019-10-16,59.3867
2019-11-15,-64.447
2019-11-25,48.0471
2019-12-05,-6.993
2019-12-11,-8.5783
2019-12-13,-39.486
2019-12-16,57.529
2019-12-24,-10.7843
2019-12-30,-45.0549
2019-12-31,-6.0
2020-01-13,0.0
2020-01-17,-2.1277
2020-01-22,0.0
2020-01-29,0.0
2020-02-05,0.0
2020-02-18,84.3478
2020-02-25,-17.4528
2020-02-28,-34.2857
2020-03-02,19.5652
2020-04-02,-5.4545
2020-04-06,0.0
2020-04-08,1.9231
2020-04-09,54.1509
2020-05-14,-4.5288
2020-05-18,-2.5641
2020-07-02,-53.9474
2020-07-21,5.7143
