ticker,ABUS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-24,-4.4073
2007-07-25,-0.5661
2007-07-26,-8.2715
2007-07-27,-0.6902
2007-07-30,-10.95
2007-08-01,15.3678
2007-08-02,-5.4363
2007-08-03,4.0762
2007-08-07,5.7165
2007-08-08,-2.0769
2007-08-09,7.8819
2007-08-10,-2.6212999999999997
2007-08-14,-13.2912
2007-08-15,-11.7835
2007-08-16,-3.6619
2007-08-17,10.7244
2007-08-20,-2.1846
2007-08-21,8.0789
2007-08-22,5.651
2007-08-24,-8.1928
2007-08-27,4.2609
2007-08-29,-4.9625
2007-09-06,5.0132
2007-09-12,0.0627
2007-09-13,-4.5255
2007-09-14,4.6362
2007-09-17,3.344
2007-09-18,2.9071
2007-09-20,-1.9259
2007-09-21,3.7972
2007-09-24,2.5193
2007-09-25,2.1655
2007-09-26,0.4976
2007-09-27,-0.2293
2007-09-28,-4.0441
2007-10-01,-0.3831
2007-10-02,-0.5913
2007-10-05,12.6662
2007-10-09,22.9825
2007-10-10,-5.0611
2007-10-11,-1.1764999999999999
2007-10-15,4.1481
2007-10-16,0.0179
2007-10-17,-0.3893
2007-10-18,-2.4775
2007-10-22,-1.0368
2007-10-25,-5.2827
2007-10-26,-2.9573
2007-10-29,0.2344
2007-10-30,-4.8387
2007-11-01,-5.0847
2007-11-05,-0.5089
2007-11-09,-9.9479
2007-11-13,-1.3801999999999999
2007-11-14,2.1423
2007-11-19,-11.6047
2007-11-20,-1.8131
2007-11-21,0.0
2007-11-23,2.1315
2007-11-26,8.471
2007-11-29,-0.4013
2007-11-30,0.0
2007-12-03,-2.4793
2007-12-04,-3.3898
2007-12-05,-5.5263
2007-12-06,3.9926
2007-12-07,0.8929
2007-12-11,-3.5398
2007-12-12,-0.3842
2007-12-20,-11.7711
2007-12-21,0.1566
2007-12-27,-3.8041
2007-12-28,1.1037
2007-12-31,-3.0206
2008-01-02,12.7072
2008-01-08,0.7475
2008-01-09,1.2894
2008-01-10,-4.7136
2008-01-11,-2.1993
2008-01-14,2.8866
2008-01-15,0.0501
2008-01-29,-18.8783
2008-01-30,-1.3426
2008-01-31,17.8398
2008-02-01,5.1304
2008-02-05,-3.2134
2008-02-06,-8.0425
2008-02-07,-3.9651
2008-02-08,6.9281
2008-02-12,1.6785
2008-02-27,1.3451
2008-03-03,-9.2103
2008-03-04,-5.3898
2008-03-06,0.8506
2008-03-07,-0.9518
2008-03-10,0.0
2008-03-11,1.25
2008-03-12,-1.2346
