ticker,GB US Equity
2018-12-20,-0.2099
2018-12-21,0.0
2018-12-24,0.0
2018-12-26,0.3109
2018-12-27,-0.3099
2018-12-28,0.0
2018-12-31,0.0
2019-01-07,0.3109
2019-01-08,-0.1033
2019-01-09,0.0931
2019-01-10,0.217
2019-01-11,0.068
2019-01-14,-0.274
2019-01-15,0.3099
2019-01-16,-0.4119
2019-01-17,0.7239
2019-01-18,0.1027
2019-01-22,0.2051
2019-01-24,0.0
2019-01-25,-0.2047
2019-01-28,0.1169
2019-01-29,-0.3207
2019-01-30,0.3073
2019-01-31,0.0512
2019-02-01,0.0512
2019-02-04,0.0
2019-02-05,0.0
2019-02-06,0.5118
2019-02-08,0.0
2019-02-11,-0.3055
2019-02-12,0.2043
2019-02-13,-0.0979
2019-02-14,0.4041
2019-02-15,-0.4065
2019-02-19,0.102
2019-02-20,0.4077
2019-02-21,0.0
2019-02-22,0.1015
2019-02-25,0.0
2019-02-27,0.0
2019-03-01,0.1014
2019-03-06,-0.5066
2019-03-07,0.3055
2019-03-11,0.7107
2019-03-12,0.3024
2019-03-13,0.201
2019-03-14,-0.7021
2019-03-15,-0.101
2019-03-18,0.1011
2019-03-19,0.0
2019-03-20,0.4333
2019-03-21,0.172
2019-03-25,-0.3012
2019-03-26,0.0
2019-03-27,0.1007
2019-03-28,0.0
2019-03-29,0.1006
2019-04-01,0.402
2019-04-02,0.0
2019-04-03,-0.3003
2019-04-05,-0.2008
2019-04-08,0.503
2019-04-09,0.0
2019-04-10,-0.2002
2019-04-11,0.1003
2019-04-12,0.501
2019-04-15,-0.4985
2019-04-16,0.0
2019-04-17,0.1002
2019-04-18,-0.6006
2019-04-22,0.4028
2019-04-23,0.4012
2019-04-24,0.1998
2019-04-26,-0.0997
2019-04-29,-0.5988
2019-04-30,0.4016
2019-05-01,0.0
2019-05-02,0.32
2019-05-07,-0.2193
2019-05-08,-0.0999
2019-05-09,0.15
2019-05-10,0.1498
2019-05-13,-0.1994
2019-05-14,0.1998
2019-05-15,0.0997
2019-05-16,0.0717
2019-05-17,-0.1214
2019-05-20,0.1485
2019-05-22,-0.198
2019-05-24,0.0
2019-05-28,0.002
2019-05-29,-0.002
2019-05-31,0.2991
2019-06-04,-0.1988
2019-06-05,0.0996
2019-06-06,0.0
2019-06-11,0.0995
2019-06-12,-0.1988
2019-06-13,0.0996
2019-06-14,0.6965
2019-06-17,0.4941
2019-06-18,0.7866
2019-06-19,-0.2927
2019-06-20,0.4892
2019-06-21,0.0
2019-06-24,-0.3895
2019-06-26,-0.0978
2019-06-27,-1.1742
2019-06-28,0.8921
2019-07-02,-0.1973
2019-07-05,0.885
2019-07-09,1.3645
2019-07-10,-0.9615
2019-07-11,0.2078
2019-07-12,-0.2073
2019-07-15,-0.3883
2019-07-16,0.3899
2019-07-17,-1.1553
2019-07-18,1.1688
2019-07-22,0.4854
2019-07-26,0.1932
2019-07-29,-1.1572
2019-07-30,0.0098
2019-08-01,0.0878
2019-08-02,1.1696
2019-08-05,-0.289
2019-08-06,-0.7729
2019-08-07,0.779
2019-08-09,-1.4493
2019-08-12,-1.2745
2019-08-13,2.3823
2019-08-14,-1.3569
2019-08-15,0.295
2019-08-16,0.2941
2019-08-19,0.6843
2019-08-20,0.1942
2019-08-21,0.0
2019-08-22,-1.6423999999999999
2019-08-26,1.6699000000000002
2019-08-27,-2.1318
2019-08-28,0.9901
2019-08-29,1.0784
2019-08-30,0.0
2019-09-04,-0.3928
2019-09-05,0.0983
2019-09-09,0.1985
2019-09-10,0.0
2019-09-11,-0.2913
2019-09-12,-0.6816
2019-09-16,0.0
2019-09-17,0.2941
2019-09-18,-0.0978
2019-09-19,-0.1957
2019-09-20,0.098
2019-09-23,0.0
2019-09-24,-0.049
2019-09-25,0.147
2019-09-27,-0.1468
2019-09-30,0.147
2019-10-02,-0.3914
2019-10-03,-0.0982
2019-10-04,0.3933
2019-10-07,0.0979
2019-10-08,-0.4892
2019-10-09,0.0983
2019-10-10,0.0982
2019-10-11,0.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.4907
2019-10-21,-0.4883
2019-10-23,-0.1963
2019-10-24,0.3933
2019-10-30,0.0
2019-10-31,0.0157
2019-11-04,-0.0157
2019-11-05,-0.2938
2019-11-06,0.1336
2019-11-08,-0.1334
2019-11-11,0.1994
2019-11-12,0.1931
2019-11-15,-0.3914
2019-11-18,0.1965
2019-11-19,0.0304
2019-11-20,-0.0274
2019-11-21,0.1931
2019-11-22,-0.1957
2019-11-25,0.098
2019-11-26,0.0
2019-11-29,0.3918
2019-12-02,-0.2927
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,-0.0978
2019-12-06,0.4897
2019-12-09,-0.0975
2019-12-10,0.0
2019-12-11,0.0
2019-12-13,0.4878
2019-12-16,0.2913
2019-12-17,0.0968
2019-12-18,0.0
2019-12-24,0.0967
2019-12-27,-0.1932
2020-01-02,-0.0368
2020-01-03,0.0368
2020-01-06,0.0
2020-01-07,0.3872
2020-01-08,0.2893
2020-01-09,0.1923
2020-01-10,0.095
2020-01-13,1.4391
2020-01-14,-0.0945
2020-01-15,0.0
2020-01-16,6.9063
2020-01-17,-0.531
2020-01-21,-3.4698
2020-01-22,0.0
2020-01-23,-1.8433000000000002
2020-01-24,-0.3756
2020-01-27,0.377
2020-01-28,1.4085
2020-01-29,0.0
2020-01-30,-0.7407
2020-01-31,-0.9328
2020-02-03,0.0942
2020-02-04,0.2822
2020-02-05,1.1257
2020-02-06,-0.0928
2020-02-07,-1.1142
2020-02-10,-0.3756
2020-02-11,0.377
2020-02-12,1.4085
2020-02-13,-0.8333
2020-02-14,0.5602
2020-02-18,0.0
2020-02-19,-1.2071
2020-02-20,-0.7519
2020-02-21,-0.0947
2020-02-24,-0.5687
2020-02-25,-0.3813
2020-02-26,-0.3828
2020-02-27,0.5764
2020-02-28,0.4776
2020-03-02,-0.2852
2020-03-03,-0.3813
2020-03-04,-0.0957
2020-03-05,-0.0958
2020-03-06,-0.2876
2020-03-09,-0.4808
2020-03-10,-0.2899
2020-03-11,-0.4845
2020-03-12,-1.1685
2020-03-13,0.2956
2020-03-16,-1.0806
2020-03-17,-0.4965
2020-03-18,-1.2974
2020-03-19,0.5056
2020-03-20,0.1006
2020-03-23,-0.3015
2020-03-24,0.6048
2020-03-25,0.501
2020-03-26,0.0997
2020-03-27,0.1992
2020-03-30,0.6958
2020-03-31,-0.0987
2020-04-01,0.0
2020-04-02,0.0988
2020-04-03,0.3949
2020-04-06,-0.3933
2020-04-07,0.5923
2020-04-08,-0.2944
2020-04-09,0.0984
2020-04-13,0.295
2020-04-14,-0.3922
2020-04-15,0.3937
2020-04-16,-0.3922
2020-04-17,0.2953
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0981
2020-04-23,-0.098
2020-04-24,-0.1963
2020-04-27,0.1967
2020-04-28,-0.1963
2020-04-29,-0.0983
2020-04-30,0.2953
2020-05-01,-0.2944
2020-05-04,0.1969
2020-05-05,0.4912
2020-05-06,-0.391
2020-05-07,-0.0981
2020-05-08,-0.0982
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,-0.0983
2020-05-14,0.0
2020-05-15,0.1969
2020-05-18,-0.0982
2020-05-19,0.1967
2020-05-20,0.1963
2020-05-21,0.1959
2020-05-22,0.0978
2020-05-26,-0.0977
2020-05-27,0.391
2020-05-28,-0.1947
2020-05-29,0.2927
2020-06-01,-0.2918
2020-06-02,0.2927
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,-0.1946
2020-06-08,0.3899
2020-06-09,-0.3883
2020-06-10,0.2924
2020-06-11,-0.2915
2020-06-12,-0.0975
2020-06-15,-0.0976
2020-06-16,0.1953
2020-06-17,-0.1949
2020-06-18,0.1465
2020-06-19,-0.0488
2020-06-22,0.2927
2020-06-23,-0.1946
2020-06-24,-0.2924
2020-06-25,0.1955
2020-06-26,0.0976
2020-06-29,-0.1949
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,0.0488
2020-07-06,-0.1464
2020-07-07,0.0978
2020-07-08,-0.0977
2020-07-09,0.0978
2020-07-10,0.1953
2020-07-13,-0.3899
2020-07-14,0.3914
2020-07-15,0.1949
2020-07-16,-0.1946
2020-07-17,0.5848
2020-07-20,-0.5669
2020-07-21,0.0828
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,-0.1947
2020-07-27,-0.0976
2020-07-28,0.0977
2020-07-29,-0.1951
2020-07-30,-0.2933
2020-07-31,0.2941
