ticker,GB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-06-28,-0.0513
2018-06-29,0.1027
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,0.4103
2018-07-06,-0.4086
2018-07-09,0.0
2018-07-10,-0.7179
2018-07-11,-0.5165
2018-07-12,0.6231
2018-07-13,0.0
2018-07-17,-0.1032
2018-07-19,0.0
2018-07-20,-0.1033
2018-07-23,0.0
2018-07-24,0.3102
2018-07-25,0.6186
2018-07-26,-0.2049
2018-07-31,-0.4107
2018-08-01,0.4124
2018-08-02,0.0
2018-08-06,-0.1027
2018-08-07,-0.1172
2018-08-08,-0.2943
2018-08-09,0.0537
2018-08-10,-0.0536
2018-08-13,-0.6192
2018-08-14,-0.1038
2018-08-15,0.1559
2018-08-16,-0.2107
2018-08-17,0.5752
2018-08-20,-0.2068
2018-08-21,0.0
2018-08-22,0.1036
2018-08-23,0.1035
2018-08-24,0.0
2018-08-27,0.5171
2018-08-28,0.0
2018-08-29,-0.2058
2018-08-30,0.0
2018-08-31,0.0
2018-09-04,-0.1031
2018-09-05,0.1032
2018-09-06,0.1031
2018-09-07,-0.103
2018-09-10,0.3093
2018-09-11,-0.2055
2018-09-12,0.103
2018-09-13,-0.001
2018-09-14,-0.6163
2018-09-17,-0.1035
2018-09-18,0.0
2018-09-19,-0.5699
2018-09-20,0.6774
2018-09-21,-0.6211
2018-09-24,0.3125
2018-09-25,-0.2077
2018-09-26,-0.1041
2018-09-27,0.0
2018-09-28,0.3385
2018-10-01,0.7008
2018-10-03,0.0
2018-10-04,-0.2062
2018-10-05,0.1002
2018-10-09,0.1063
2018-10-10,-0.5155
2018-10-11,0.0
2018-10-12,-0.3109
2018-10-15,0.4158
2018-10-16,-0.1035
2018-10-17,0.1036
2018-10-18,-0.1035
2018-10-19,0.0
2018-10-22,0.0
2018-10-23,-0.4145
2018-10-24,0.3122
2018-10-25,-0.0415
2018-10-26,0.1453
2018-10-29,0.0
2018-10-31,-0.2073
2018-11-01,0.2077
2018-11-06,-0.4145
2018-11-08,0.3122
2018-11-09,0.0
2018-11-12,-0.1037
2018-11-13,0.0
2018-11-16,0.1038
2018-11-19,0.0
2018-11-23,-0.2075
2018-11-26,0.3119
2018-11-29,0.0
2018-11-30,-0.3109
2018-12-03,0.2079
2018-12-04,0.1037
2018-12-06,0.4145
2018-12-10,-0.3096
2018-12-11,-0.1035
2018-12-12,0.1036
2018-12-13,-0.1035
2018-12-17,0.4663
2018-12-18,-0.4642
2018-12-19,0.2104
