ticker,ABMD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.6803
2000-01-04,-2.3973
2000-01-05,1.0526
2000-01-06,0.1736
2000-01-07,-0.5199
2000-01-10,14.2857
2000-01-11,-3.3537
2000-01-12,-1.1041
2000-01-13,7.177
2000-01-14,1.7856999999999998
2000-01-18,21.6374
2000-01-19,-6.25
2000-01-20,-3.5897
2000-01-21,25.266
2000-01-24,6.5817
2000-01-25,-8.3665
2000-01-26,0.4348
2000-01-27,0.4329
2000-01-28,1.5086
2000-01-31,-0.6369
2000-02-01,-1.7094
2000-02-02,-2.1739
2000-02-03,-4.8889
2000-02-04,3.0374
2000-02-07,7.2562
2000-02-08,-4.0169
2000-02-09,-3.5242
2000-02-10,7.5342
2000-02-11,0.2123
2000-02-14,-0.8475
2000-02-15,11.1111
2000-02-16,8.8462
2000-02-17,16.7845
2000-02-18,-1.3616
2000-02-22,-9.3558
2000-02-23,-3.7437
2000-02-24,0.1978
2000-02-25,5.614
2000-02-28,-1.6611
2000-02-29,-0.0845
2000-03-01,-9.0448
2000-03-02,-3.9032999999999998
2000-03-03,4.8356
2000-03-06,0.5535
2000-03-07,-5.6881
2000-03-08,-8.1712
2000-03-09,3.8136
2000-03-10,0.4082
2000-03-13,-7.9268
2000-03-14,-6.9536
2000-03-15,-13.167300000000001
2000-03-16,0.5464
2000-03-17,11.9565
2000-03-20,-10.6796
2000-03-21,5.4348
2000-03-22,11.8557
2000-03-23,-6.682
2000-03-24,-4.9383
2000-03-27,-6.2338000000000005
2000-03-28,1.9391
2000-03-29,-4.4837
2000-03-30,-13.229
2000-03-31,6.2295
2000-04-03,-5.5556
2000-04-04,-2.2876
2000-04-05,-3.01
2000-04-06,14.4828
2000-04-07,-3.6145
2000-04-10,0.625
2000-04-11,-3.4161
2000-04-12,-13.8264
2000-04-13,-1.1194
2000-04-14,-9.434
2000-04-17,-7.5
2000-04-18,15.5405
2000-04-19,4.4834
2000-04-20,5.7836
2000-04-24,-4.4092
2000-04-25,-0.738
2000-04-26,3.3457
2000-04-27,-2.1583
2000-04-28,9.1912
2000-05-01,-6.5657
2000-05-02,0.1802
2000-05-03,1.4388
2000-05-04,11.3475
2000-05-05,9.2357
2000-05-08,2.0408
2000-05-09,-6.2857
2000-05-10,-1.8293
2000-05-11,0.1553
2000-05-12,-1.7054
2000-05-15,0.6309
2000-05-16,-1.7241
2000-05-17,-2.7113
2000-05-18,5.5738
2000-05-19,-1.2422
2000-05-22,-2.5157
