ticker,AZRE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-10-12,-18.8889
2016-10-13,-6.5068
2016-10-14,0.7317
2016-10-17,4.0737
2016-10-18,4.123
2016-10-19,4.698
2016-10-20,1.2821
2016-10-21,-1.5190000000000001
2016-10-24,1.0283
2016-10-25,1.5267
2016-10-26,-0.8772
2016-10-27,-0.6321
2016-10-28,1.0814
2016-10-31,0.3776
2016-11-01,0.3135
2016-11-02,1.125
2016-11-03,4.5735
2016-11-04,0.1773
2016-11-07,-2.3599
2016-11-08,0.9063
2016-11-09,1.4969999999999999
2016-11-10,-1.4748999999999999
2016-11-11,2.6946
2016-11-14,-0.5248
2016-11-15,-0.0663
2016-11-16,8.806000000000001
2016-11-17,-6.1995000000000005
2016-11-18,3.6207000000000003
2016-11-21,-0.3328
2016-11-22,-0.1113
2016-11-23,-2.4513
2016-11-25,2.6842
2016-11-28,-0.4449
2016-11-29,-0.4469
2016-11-30,-1.7957
2016-12-01,2.0
2016-12-02,2.8011
2016-12-05,-1.9074
2016-12-06,-0.8333
2016-12-07,-0.4482
2016-12-08,1.3506
2016-12-09,-0.0555
2016-12-12,-0.5556
2016-12-13,-5.0279
2016-12-14,-1.5293999999999999
2016-12-15,-4.7192
2016-12-16,1.8809
2016-12-19,1.6615
2016-12-20,3.5109
2016-12-21,0.8772
2016-12-27,-0.4471
2016-12-28,-2.1713
2016-12-29,1.1905000000000001
2016-12-30,0.0
2017-01-03,0.8824
2017-01-04,-1.7492999999999999
2017-01-05,1.0089
2017-01-06,-2.7615
2017-01-09,1.2085
2017-01-10,0.1194
2017-01-11,-1.7889
2017-01-12,-2.2465
2017-01-13,4.8137
2017-01-18,-1.8074
2017-01-19,-1.026
2017-01-20,0.3049
2017-01-23,-0.4468
2017-01-24,0.1435
2017-01-25,0.061
2017-01-26,2.9433
2017-01-27,-1.4385
2017-01-30,1.2012
2017-01-31,-1.2463
2017-02-01,5.1683
2017-02-02,2.6286
2017-02-03,1.6147
2017-02-06,-3.8356
2017-02-07,1.9943
2017-02-08,-2.4022
2017-02-09,1.889
2017-02-10,-0.5618
2017-02-13,0.9605
2017-02-14,-2.0705
2017-02-15,0.7429
2017-02-16,-2.7794
2017-02-17,-1.867
2017-02-21,2.2592
2017-02-22,-1.4535
2017-02-23,-0.885
2017-02-24,-14.7024
2017-02-27,17.8646
2017-02-28,0.8289
2017-03-01,0.1174
2017-03-02,-0.2933
2017-03-03,-0.2941
2017-03-06,0.885
2017-03-07,-0.5263
